Date,Weighted_bitcoin_price,Volume,Num_bitcoin_address,bitcoin_transactions,mining_difficulty,Weighted_litecoin_price,Weighted_gold_price,usd/euro,Num_Wiki_view,Num_tweets
2017-12-29,14734.5,13025500160,959700.0,353659,1873105475222,248.06,1299.73,1.2005,91724,77151.0
2017-12-30,13666.52,14452599808,874666.0,344260,1873105475222,229.42,1299.73,1.2005,83250,71377.0
2017-12-31,13546.78,12136299520,847972.0,290259,1873105475222,225.17,1299.73,1.2012,67355,64989.0
2018-01-01,13759.08,10291200000,842391.0,241601,1922580604981,229.88,1310.32,1.2012,65416,62044.0
2018-01-02,14303.82,16846600192,982159.0,340809,1931136454488,244.32,1310.32,1.2059,85549,77723.0
2018-01-03,15149.12,16871900160,953442.0,395806,1931136454488,251.24,1316.58,1.2015,91452,79086.0
2018-01-04,15282.95,21783199744,1071574.0,424840,1931136454488,239.84,1318.76,1.2068,86342,74534.0
2018-01-05,16453.68,23840899072,951484.0,342564,1931136454488,246.08,1319.76,1.2029,79232,76404.0
2018-01-06,17366.53,18314600448,1043134.0,358679,1931136454488,279.68,1319.76,1.2029,79836,62977.0
2018-01-07,16918.05,15866000384,994708.0,368025,1931136454488,292.99,1319.8,1.1967,79013,67259.0
2018-01-08,15598.1,18413899776,1022976.0,345506,1931136454488,267.56,1319.8,1.1967,87562,30585.0
2018-01-09,14910.15,16659999744,985166.0,360101,1931136454488,250.08,1315.24,1.1937,91854,80932.0
2018-01-10,14556.58,18500800512,989424.0,347227,1931136454488,245.88,1314.67,1.1948,99815,82357.0
2018-01-11,14124.68,16534099968,1077376.0,337766,1931136454488,239.74,1321.23,1.2032,88028,100333.0
2018-01-12,13705.62,12065699840,984432.0,299913,1931136454488,233.76,1329.84,1.2202,75933,80737.0
2018-01-13,14231.12,12763599872,834309.0,265586,2134254177774,249.04,1329.84,1.2202,65514,63396.0
2018-01-14,13980.65,11084099584,813222.0,234890,2227847638504,251.1,1339.47,1.2264,57507,65657.0
2018-01-15,13918.58,12750799872,813490.0,273473,2227847638504,236.96,1339.47,1.2264,63876,76852.0
2018-01-16,12341.15,18853799936,874574.0,303566,2227847638504,201.56,1338.18,1.226,74029,102135.0
2018-01-17,10925.0,18830600192,957141.0,315604,2227847638504,178.87,1337.91,1.2186,89187,111394.0
2018-01-18,11430.88,15020399616,931879.0,309322,2227847638504,190.91,1327.4,1.2238,70655,100366.0
2018-01-19,11550.52,10740400128,858958.0,243454,2227847638504,193.29,1331.07,1.2222,58273,57244.0
2018-01-20,12328.65,11801700352,846869.0,240433,2227847638504,203.59,1331.07,1.2222,50979,75149.0
2018-01-21,12168.35,9935179776,864703.0,215435,2227847638504,199.38,1331.6,1.2262,47043,76295.0
2018-01-22,11192.78,10537400320,809424.0,245395,2227847638504,183.48,1333.09,1.2262,53460,93708.0
2018-01-23,10830.05,9660609536,784072.0,271759,2227847638504,177.53,1336.97,1.2299,48401,81995.0
2018-01-24,11101.0,9940989952,848037.0,250247,2227847638504,179.6,1350.22,1.2408,50792,78855.0
2018-01-25,11381.05,8873169920,750794.0,236422,2460585023618,180.9,1353.52,1.2396,53599,79509.0
2018-01-26,11138.6,9746199552,723781.0,220304,2603077300219,176.63,1350.32,1.2427,45074,73227.0
2018-01-27,11304.92,7583269888,778222.0,193421,2603077300219,178.9,1350.32,1.2427,39103,63956.0
2018-01-28,11694.3,8350360064,641321.0,213288,2603077300219,187.85,1351.88,1.2383,39525,66645.0
2018-01-29,11526.68,7107359744,653494.0,232028,2603077300219,187.26,1343.82,1.2383,41255,82322.0
2018-01-30,10689.12,8637859840,707495.0,236442,2603077300219,172.82,1340.84,1.2402,39961,84246.0
2018-01-31,10122.08,8041160192,579948.0,204159,2603077300219,163.34,1340.82,1.2414,44012,81651.0
2018-02-01,9627.23,9959400448,726833.0,257504,2603077300219,150.84,1345.29,1.251,47413,93008.0
2018-02-02,8727.95,12726899712,763496.0,235750,2603077300219,130.46,1340.22,1.2463,52986,102640.0
2018-02-03,8927.35,7263790080,620918.0,194733,2603077300219,144.59,1340.22,1.2463,44264,76444.0
2018-02-04,8704.7,7073549824,595294.0,173509,2603077300219,155.47,1335.5,1.2367,42910,78202.0
2018-02-05,7586.83,9285289984,777110.0,216178,2603077300219,136.43,1333.35,1.2367,56614,99959.0
2018-02-06,7176.18,13999800320,849088.0,243950,2607870187293,130.89,1316.65,1.2377,57917,109734.0
2018-02-07,7780.67,9169280000,694798.0,213578,2874674234416,142.52,1310.6,1.2264,42782,95072.0
2018-02-08,8025.02,9346750464,651284.0,173158,2874674234416,144.31,1315.13,1.2247,40473,101569.0
2018-02-09,8407.63,6784820224,689413.0,177725,2874674234416,155.06,1317.47,1.2252,40043,89542.0
2018-02-10,8690.0,7780960256,593126.0,181640,2874674234416,159.39,1317.47,1.2252,33655,77570.0
2018-02-11,8323.33,6122189824,730277.0,147057,2874674234416,150.68,1316.25,1.2292,33358,75335.0
2018-02-12,8548.84,6256439808,781308.0,186752,2874674234416,156.28,1319.97,1.2292,42788,83783.0
2018-02-13,8734.73,5696719872,729810.0,182820,2874674234416,159.3,1326.49,1.2352,37817,73084.0
2018-02-14,9053.25,7909819904,815887.0,196238,2874674234416,187.69,1334.79,1.2451,34123,72888.0
2018-02-15,9821.28,9062540288,640344.0,198052,2874674234416,221.71,1354.76,1.2506,36704,74208.0
2018-02-16,10129.63,7296159744,637546.0,187581,2874674234416,226.01,1351.61,1.2406,31048,74964.0
2018-02-17,10652.28,8660880384,680664.0,173640,2874674234416,229.5,1351.61,1.2406,28385,69716.0
2018-02-18,10837.75,8744009728,631438.0,159333,2874674234416,223.34,1345.5,1.2407,26705,62968.0
2018-02-19,10891.22,7652089856,688075.0,187205,2874674234416,220.2,1348.67,1.2407,26856,69225.0
2018-02-20,11456.45,9926540288,610136.0,198314,2967853337745,233.09,1336.49,1.2337,38980,75215.0
2018-02-21,10990.05,9405339648,615201.0,205032,3007383866430,222.16,1327.97,1.2284,24746,69562.0
2018-02-22,10410.9,8040079872,633718.0,183086,3007383866430,205.68,1327.44,1.2329999999999999,23720,66124.0
2018-02-23,10115.01,7739500032,643584.0,185045,3007383866430,200.92,1329.78,1.2297,20187,62576.0
2018-02-24,10061.24,6917929984,627718.0,154389,3007383866430,209.56,1329.78,1.2297,18489,56616.0
2018-02-25,9697.86,5706939904,443104.0,144698,3007383866430,214.13,1328.95,1.229,23615,63393.0
2018-02-26,10003.22,7287690240,517139.0,186333,3007383866430,224.06,1332.4,1.232,24751,66533.0
2018-02-27,10561.02,6966179840,594737.0,219464,3007383866430,219.59,1323.08,1.2232,27708,64827.0
2018-02-28,10642.0,6936189952,680281.0,189068,3007383866430,211.6,1319.08,1.22,23812,68823.0
2018-03-01,10685.25,7317279744,692152.0,233579,3007383866430,207.28,1315.06,1.2274,19703,61852.0
2018-03-02,11025.72,7620590080,595877.0,194917,3007383866430,210.03,1319.98,1.232,28651,61317.0
2018-03-03,11280.55,6690570240,754220.0,176844,3007383866430,212.94,1319.98,1.232,17645,61317.0
2018-03-04,11414.68,6084149760,651221.0,160083,3007383866430,210.88,1323.5,1.232,17668,61317.0
2018-03-05,11563.42,6468539904,661842.0,201289,3233581400367,212.54,1322.41,1.234,18631,61317.0
2018-03-06,11118.6,6832169984,706253.0,205860,3290605988755,202.7,1329.6,1.2419,31665,61317.0
2018-03-07,10347.77,8797910016,771278.0,213821,3290605988755,189.4,1331.7,1.2416,25862,61317.0
2018-03-08,9707.43,7186089984,762458.0,196260,3290605988755,181.63,1324.01,1.2311,18247,61317.0
2018-03-09,9182.9,8704190464,710720.0,198034,3290605988755,178.5,1320.78,1.2311,18272,61317.0
2018-03-10,9144.09,5386319872,636583.0,156088,3290605988755,184.26,1320.78,1.2311,15591,61317.0
2018-03-11,9187.6,6296370176,684854.0,150731,3290605988755,183.1,1323.37,1.2312,20093,61317.0
2018-03-12,9425.5,6457399808,737014.0,188233,3290605988755,184.12,1321.49,1.2343,21664,61317.0
2018-03-13,9199.12,5991139840,640393.0,195982,3290605988755,176.88,1323.91,1.2396,20618,61317.0
2018-03-14,8727.22,6438230016,467570.0,190898,3290605988755,168.3,1325.59,1.2379,18965,61317.0
2018-03-15,8200.76,6834429952,494451.0,206042,3290605988755,161.12,1320.37,1.2311,19632,61317.0
2018-03-16,8312.93,5289379840,489203.0,186823,3290605988755,165.13,1315.28,1.23,17650,61317.0
2018-03-17,8099.54,4426149888,367021.0,154347,3290605988755,158.61,1315.28,1.23,14444,61317.0
2018-03-18,7939.42,6639190016,438266.0,164250,3381698122496,150.2,1314.03,1.2284,16792,61317.0
2018-03-19,8458.26,6729110016,483206.0,191373,3462542391192,157.83,1314.52,1.234,28645,61317.0
2018-03-20,8743.51,6361789952,453198.0,195041,3462542391192,165.12,1313.36,1.2252,22021,61317.0
2018-03-21,8972.62,6043129856,466555.0,194694,3462542391192,170.12,1322.43,1.2352,26294,52476.0
2018-03-22,8833.38,5530390016,472231.0,185044,3462542391192,166.45,1330.68,1.2329,32044,52476.0
2018-03-23,8714.03,5954120192,501861.0,179685,3462542391192,164.12,1339.69,1.2362,26204,52476.0
2018-03-24,8807.99,5664600064,410341.0,156931,3462542391192,164.11,1339.69,1.2362,14517,52476.0
2018-03-25,8559.92,4569880064,347133.0,135139,3462542391192,159.8,1347.08,1.2358,12644,52476.0
2018-03-26,8289.84,5921039872,474697.0,187700,3462542391192,153.37,1350.3,1.2461,25896,52476.0
2018-03-27,8015.78,5378250240,503427.0,186913,3462542391192,142.54,1348.83,1.2413,20067,52476.0
2018-03-28,7930.84,4935289856,452296.0,177386,3462542391192,134.6,1335.37,1.2315,25001,52476.0
2018-03-29,7555.12,6361229824,461083.0,192259,3462542391192,123.29,1323.72,1.2306,17879,52476.0
2018-03-30,7005.64,6289509888,479054.0,185778,3462542391192,117.14,1323.72,1.2327,18396,52476.0
2018-03-31,6984.34,4553269760,377428.0,148489,3462542391192,118.82,1320.83,1.2327,12176,52476.0
2018-04-01,6858.78,4532100096,358431.0,134967,3494288842680,115.12,1320.83,1.2317,13807,52476.0
2018-04-02,6970.18,4333440000,405224.0,168022,3511060552900,117.67,1333.6,1.2297,18749,52476.0
2018-04-03,7290.45,5499700224,491273.0,198756,3511060552900,127.25,1336.3,1.2282,18075,52476.0
2018-04-04,7146.0,4936000000,468256.0,185563,3511060552900,125.88,1336.46,1.229,20736,52476.0
2018-04-05,6809.68,5639320064,449931.0,181676,3511060552900,118.28,1318.55,1.2256,20691,52476.0
2018-04-06,6721.19,3766810112,548967.0,172751,3511060552900,116.17,1329.38,1.2288,18699,52476.0
2018-04-07,6805.66,3976610048,404330.0,154459,3511060552900,115.47,1329.38,1.2288,17621,52476.0
2018-04-08,6993.76,3652499968,330211.0,138374,3511060552900,117.12,1333.49,1.2274,17800,52796.0
2018-04-09,6913.79,4894060032,439488.0,176416,3511060552900,117.13,1333.49,1.2327,14955,59029.0
2018-04-10,6801.69,4272750080,459720.0,186251,3511060552900,114.35,1337.9,1.2367,18262,59044.0
2018-04-11,6899.42,4641889792,448320.0,183087,3511060552900,116.25,1349.49,1.2375,14757,61072.0
2018-04-12,7387.59,8906250240,504382.0,210725,3511060552900,122.63,1343.87,1.2334,16972,68886.0
2018-04-13,7934.98,7764460032,530298.0,217117,3511060552900,127.93,1340.74,1.2336,15121,64178.0
2018-04-14,7961.9,5191430144,409997.0,161706,3796188328005,126.4,1340.74,1.2336,12104,50026.0
2018-04-15,8166.55,5244480000,462054.0,173868,3839316899030,129.35,1345.18,1.2337,12138,52494.0
2018-04-16,8173.28,5631309824,516625.0,195965,3839316899030,129.54,1345.47,1.2387,15892,56538.0
2018-04-17,8035.36,6900879872,516858.0,201658,3839316899030,132.5,1346.47,1.2377,17430,56111.0
2018-04-18,8047.92,6529909760,483004.0,200580,3839316899030,136.4,1348.73,1.2382,16359,56720.0
2018-04-19,8222.76,7063209984,512770.0,213345,3839316899030,143.04,1347.77,1.2349,15434,57013.0
2018-04-20,8564.37,8438110208,554891.0,207640,3839316899030,150.4,1340.58,1.2288,15265,57190.0
2018-04-21,8848.52,7548550144,509176.0,193816,3839316899030,150.85,1340.58,1.2288,15777,56176.0
2018-04-22,8877.19,6629899776,426135.0,171710,3839316899030,148.23,1335.13,1.2279,20387,59404.0
2018-04-23,8868.16,6925190144,541616.0,226200,3839316899030,149.59,1327.52,1.2213,26439,59885.0
2018-04-24,9323.07,10678800384,641229.0,254334,3839316899030,159.22,1327.82,1.2243,21433,67323.0
2018-04-25,9272.98,11083100160,571921.0,213032,3839316899030,154.38,1327.06,1.2176,18712,65523.0
2018-04-26,9039.36,8970559488,557031.0,216591,3839316899030,148.71,1320.72,1.2112,19884,64330.0
2018-04-27,9160.05,7566289920,559842.0,210977,3943557223452,149.72,1320.35,1.2131,13783,55754.0
2018-04-28,9157.96,7805479936,474656.0,203553,4022059196165,149.28,1320.35,1.2131,10957,49473.0
2018-04-29,9372.67,8853000192,435659.0,180640,4022059196165,152.58,1322.8,1.2124,11142,46959.0
2018-04-30,9327.65,8673920000,527515.0,214952,4022059196165,151.02,1318.66,1.2085,13297,49151.0
2018-05-01,9129.35,7713019904,528581.0,199801,4022059196165,147.33,1308.48,1.1995,13367,49777.0
2018-05-02,9153.04,7558159872,541450.0,212156,4022059196165,149.98,1305.59,1.1956,13918,48137.0
2018-05-03,9491.08,10207299584,541585.0,228370,4022059196165,157.08,1310.38,1.1993,12766,50882.0
2018-05-04,9690.36,8217829888,587468.0,218931,4022059196165,164.4,1312.81,1.1966,13967,57751.0
2018-05-05,9804.51,7651939840,525970.0,202542,4022059196165,174.02,1312.81,1.1966,12000,50536.0
2018-05-06,9726.38,7222280192,443930.0,171624,4022059196165,174.72,1311.02,1.196,13003,47589.0
2018-05-07,9479.02,7394019840,523934.0,204913,4022059196165,166.87,1315.2,1.1942,16273,53424.0
2018-05-08,9301.55,7415869952,561725.0,217671,4022059196165,162.65,1313.65,1.1871,18612,52302.0
2018-05-09,9238.82,7226890240,512648.0,206419,4022059196165,157.22,1313.38,1.185,16114,54594.0
2018-05-10,9201.62,6906699776,518864.0,208807,4022059196165,154.18,1316.77,1.1919,16700,53621.0
2018-05-11,8735.47,8488520192,479834.0,213497,4138123233246,142.69,1321.78,1.1949,14754,55128.0
2018-05-12,8458.67,6821380096,506943.0,181889,4143878474754,139.04,1321.78,1.1949,12808,48718.0
2018-05-13,8602.02,5866379776,355156.0,158646,4143878474754,142.82,1321.85,1.1955,12482,46131.0
2018-05-14,8669.75,7364149760,530706.0,209565,4143878474754,145.14,1316.58,1.1936,14094,52460.0
2018-05-15,8627.05,6705710080,525512.0,214633,4143878474754,143.83,1302.97,1.1826,14494,50376.0
2018-05-16,8389.29,6760220160,513409.0,208284,4143878474754,138.71,1293.12,1.1819,13854,49167.0
2018-05-17,8241.01,5862530048,518713.0,192551,4143878474754,136.36,1289.68,1.1795,14659,47708.0
2018-05-18,8147.94,5764190208,604525.0,211348,4143878474754,133.88,1309.15,1.1773,18814,46685.0
2018-05-19,8264.58,4712399872,423103.0,173120,4143878474754,135.66,1309.15,1.1773,14822,40643.0
2018-05-20,8381.97,5191059968,384590.0,158519,4143878474754,137.27,1329.85,1.177,15239,41628.0
2018-05-21,8465.99,5154990080,503074.0,202490,4143878474754,136.93,1290.83,1.1794,20752,44301.0
2018-05-22,8222.37,5137010176,476934.0,203186,4143878474754,131.72,1292.09,1.1791,14316,44097.0
2018-05-23,7789.36,6491120128,536633.0,223034,4143878474754,123.7,1292.73,1.1712,15441,49303.0
2018-05-24,7554.55,6049220096,479362.0,206682,4219142059013,120.52,1299.69,1.1726,13769,46043.0
2018-05-25,7531.06,4867829760,515553.0,196005,4306949573982,121.0,1303.54,1.1666,12635,42093.0
2018-05-26,7446.66,4051539968,396709.0,158621,4306949573982,119.44,1303.54,1.1666,10783,38020.0
2018-05-27,7345.75,4056519936,362610.0,144140,4306949573982,118.08,1301.58,1.1692,22272,43809.0
2018-05-28,7256.81,5040600064,482512.0,188907,4306949573982,115.02,1298.27,1.1629,12882,44801.0
2018-05-29,7304.79,5662660096,482316.0,204630,4306949573982,116.07,1299.12,1.1542,13007,46903.0
2018-05-30,7440.91,4922540032,503582.0,203903,4306949573982,118.87,1303.93,1.1669,12909,51863.0
2018-05-31,7467.59,5127130112,513406.0,209356,4306949573982,118.16,1301.19,1.1696,18963,47154.0
2018-06-01,7513.55,4921460224,605820.0,205315,4306949573982,118.82,1295.74,1.1666,10908,45316.0
2018-06-02,7593.32,4939299840,424940.0,174345,4306949573982,121.5,1295.74,1.1666,9256,41760.0
2018-06-03,7680.07,4851760128,443036.0,163280,4306949573982,124.63,1293.13,1.1671,15388,41999.0
2018-06-04,7616.22,4993169920,585747.0,209733,4306949573982,122.54,1293.39,1.1704,18471,46104.0
2018-06-05,7543.72,4961739776,544305.0,212726,4415593341674,120.01,1294.74,1.1729,24457,46860.0
2018-06-06,7615.6,4692259840,509100.0,206270,4940704885522,120.94,1296.08,1.1786,35908,45323.0
2018-06-07,7680.29,4485799936,528720.0,207484,4940704885522,121.39,1298.16,1.1797,30928,48259.0
2018-06-08,7641.66,4227579904,544739.0,200234,4940704885522,120.56,1312.72,1.177,25142,46310.0
2018-06-09,7595.02,3845220096,403622.0,171163,4940704885522,119.16,1312.72,1.177,20530,38889.0
2018-06-10,7123.55,5804839936,412643.0,179682,4940704885522,111.56,1314.73,1.1784,22054,40585.0
2018-06-11,6830.76,4745269760,472045.0,213056,4940704885522,106.76,1298.94,1.1778,23809,45487.0
2018-06-12,6734.56,4654380032,501890.0,214450,4940704885522,103.9,1298.74,1.1751,19973,46551.0
2018-06-13,6466.02,5052349952,487819.0,211686,4940704885522,96.78,1297.37,1.1808,18622,51652.0
2018-06-14,6514.92,5138710016,481663.0,209876,4940704885522,97.79,1298.43,1.157,15097,47079.0
2018-06-15,6561.4,3955389952,543281.0,205708,4940704885522,98.62,1290.49,1.1605,12701,39786.0
2018-06-16,6500.1,3194170112,368496.0,158924,4940704885522,96.62,1290.49,1.1605,11288,36471.0
2018-06-17,6533.3,3104019968,365433.0,144751,4940704885522,97.0,1280.53,1.1597,16903,37164.0
2018-06-18,6618.18,4039200000,460925.0,196141,4940704885522,97.08,1278.18,1.1633,17193,46282.0
2018-06-19,6761.19,4057029888,476956.0,191650,5024546460934,98.95,1277.17,1.1594,14829,45018.0
2018-06-20,6745.19,3888640000,448248.0,198734,5077499034879,98.03,1274.49,1.1582,24720,41009.0
2018-06-21,6758.98,3529129984,471467.0,197943,5077499034879,97.51,1266.94,1.1609,14834,38835.0
2018-06-22,6393.81,5079810048,500238.0,203993,5077499034879,90.14,1268.79,1.1654,12597,41721.0
2018-06-23,6137.3,3431360000,398856.0,163135,5077499034879,83.92,1268.79,1.1654,10869,36776.0
2018-06-24,6096.92,4566909952,387188.0,157851,5077499034879,80.3,1270.76,1.1664,17123,36953.0
2018-06-25,6217.05,5500810240,490014.0,200016,5077499034879,81.82,1263.67,1.1704,17001,42286.0
2018-06-26,6182.76,3279759872,504682.0,195258,5077499034879,79.51,1259.07,1.1654,17085,43429.0
2018-06-27,6118.59,3296219904,480521.0,187980,5077499034879,78.7,1255.34,1.1567,17169,40206.0
2018-06-28,6025.02,3467800064,452170.0,187467,5077499034879,77.76,1250.23,1.1566,18577,41574.0
2018-06-29,6053.46,3966230016,493797.0,197730,5077499034879,76.73,1250.87,1.169,14125,41392.0
2018-06-30,6324.49,4543860224,482606.0,180924,5077499034879,80.63,1250.87,1.169,14229,35882.0
2018-07-01,6379.91,4788259840,400753.0,156100,5077499034879,80.43,1245.46,1.1684,14889,32183.0
2018-07-02,6496.03,4396930048,537562.0,199153,5172892177080,82.62,1245.58,1.1645,15949,40449.0
2018-07-03,6561.34,4672309760,562946.0,216631,5363678461481,86.12,1243.62,1.166,13432,43042.0
2018-07-04,6592.7,4176689920,530349.0,206654,5363678461481,85.95,1248.48,1.1665,13193,40065.0
2018-07-05,6633.76,4999240192,450145.0,199463,5363678461481,84.66,1247.87,1.1696,16503,38128.0
2018-07-06,6636.67,4313959936,564683.0,200833,5363678461481,83.28,1256.01,1.1759,12334,38468.0
2018-07-07,6742.22,3961080064,394186.0,170004,5363678461481,84.12,1256.01,1.1759,8168,32273.0
2018-07-08,6816.39,3386210048,392740.0,155527,5363678461481,84.38,1246.23,1.1755,9076,31005.0
2018-07-09,6769.96,3718129920,521148.0,206410,5363678461481,81.85,1258.51,1.1759,10704,37804.0
2018-07-10,6539.41,4052430080,560008.0,215914,5363678461481,78.28,1255.86,1.173,16183,39826.0
2018-07-11,6375.23,3644859904,497821.0,202468,5363678461481,77.92,1248.97,1.1678,11559,39901.0
2018-07-12,6289.78,3770170112,608847.0,203394,5363678461481,77.32,1244.94,1.1667,11139,39007.0
2018-07-13,6243.97,3805400064,678537.0,207761,5363678461481,77.19,1242.56,1.1689,12850,37794.0
2018-07-14,6258.51,2923670016,562124.0,176342,5363678461481,76.85,1242.56,1.1689,12085,30839.0
2018-07-15,6323.08,3285459968,409465.0,161018,5363678461481,77.83,1238.03,1.1681,12285,32485.0
2018-07-16,6549.38,4725799936,483120.0,207722,5363678461481,81.59,1240.79,1.1714,12738,41799.0
2018-07-17,7033.02,5961950208,551908.0,233807,5199615302175,86.86,1234.54,1.1656,12198,45432.0
2018-07-18,7375.39,6103410176,642136.0,238595,5178671069072,89.11,1226.49,1.1648,12885,42923.0
2018-07-19,7408.74,5111629824,540081.0,224868,5178671069072,87.05,1222.68,1.1659,12348,39629.0
2018-07-20,7434.86,4936869888,517442.0,225375,5178671069072,84.63,1226.12,1.1733,12218,38529.0
2018-07-21,7368.02,3726609920,415309.0,184666,5178671069072,83.26,1226.12,1.1733,11289,33267.0
2018-07-22,7439.52,3695460096,384041.0,166947,5178671069072,83.73,1232.98,1.1733,10931,32189.0
2018-07-23,7576.6,5132480000,584758.0,229314,5178671069072,83.51,1232.87,1.1697,13360,39877.0
2018-07-24,8067.64,7277689856,578233.0,259199,5178671069072,85.8,1224.37,1.1688,12821,48202.0
2018-07-25,8266.07,5845400064,644234.0,250031,5178671069072,87.57,1227.67,1.1741,14538,41673.0
2018-07-26,8074.37,4899089920,510977.0,231514,5178671069072,85.38,1228.16,1.1647,12561,39978.0
2018-07-27,8054.46,5195879936,604287.0,229230,5178671069072,83.86,1222.99,1.1654,13973,37373.0
2018-07-28,8173.71,3988750080,462708.0,188093,5178671069072,83.9,1222.99,1.1654,12436,31763.0
2018-07-29,8209.43,4107190016,403083.0,168237,5595791656328,84.18,1223.38,1.166,15010,32179.0
2018-07-30,8138.76,5551400000,525741.0,230790,5949437371610,83.08,1224.14,1.1707,12769,37855.0
2018-07-31,7960.02,5287530000,549499.0,242830,5949437371610,80.54,1221.22,1.1689,13419,38962.0
2018-08-01,7666.98,4797620000,574951.0,240894,5949437371610,78.84,1222.51,1.1663,12804,39603.0
2018-08-02,7609.39,4214110000,535229.0,224720,5949437371610,77.0,1213.27,1.1585,12127,37572.0
2018-08-03,7471.83,4627150000,585312.0,229693,5949437371610,76.47,1211.66,1.1583,14465,39186.0
2018-08-04,7238.27,4268390000,456131.0,191481,5949437371610,75.3,1211.66,1.1583,11066,33342.0
2018-08-05,7035.76,3679110000,397829.0,172021,5949437371610,73.91,1213.43,1.1562,11327,30523.0
2018-08-06,7017.96,3925900000,517813.0,218476,5949437371610,74.58,1209.64,1.1559,16035,35064.0
2018-08-07,6901.56,4682800000,589346.0,232894,5949437371610,71.38,1205.04,1.1603,16708,34996.0
2018-08-08,6506.43,5064430000,532064.0,235154,5949437371610,65.24,1216.48,1.161,12273,36169.0
2018-08-09,6437.15,4267040000,519217.0,222177,5949437371610,63.33,1213.55,1.1524,10302,34503.0
2018-08-10,6367.98,4528680000,559603.0,225972,5949437371610,61.79,1211.82,1.1423,12897,34108.0
2018-08-11,6261.57,4047850000,449075.0,192268,6197839919507,58.33,1211.82,1.1423,9699,29578.0
2018-08-12,6313.42,5665250000,399762.0,164889,6389316883512,59.3,1211.73,1.1395,11541,28188.0
2018-08-13,6350.42,4083980000,490801.0,222079,6389316883512,58.31,1200.76,1.1401,13664,31628.0
2018-08-14,6186.59,5301700000,535762.0,247486,6389316883512,54.94,1193.78,1.1347,13691,36996.0
2018-08-15,6334.96,4895450000,475594.0,245905,6389316883512,55.61,1182.32,1.1343,14295,35084.0
2018-08-16,6344.72,4328420000,547322.0,232177,6389316883512,55.46,1177.6,1.1374,13302,33037.0
2018-08-17,6457.25,4992990000,584759.0,233642,6389316883512,58.38,1180.89,1.1449,12333,32168.0
2018-08-18,6494.57,3984520000,459134.0,190775,6389316883512,59.17,1180.89,1.1449,12274,27953.0
2018-08-19,6457.04,3311170000,408184.0,167255,6389316883512,57.61,1188.88,1.1438,12762,26854.0
2018-08-20,6410.97,3665100000,524775.0,214833,6389316883512,56.11,1187.56,1.1489,12594,33467.0
2018-08-21,6397.24,3377180000,534176.0,217629,6389316883512,55.17,1192.86,1.1574,13082,33425.0
2018-08-22,6497.46,4668110000,574028.0,230173,6389316883512,56.34,1196.52,1.1588,13567,32026.0
2018-08-23,6456.02,3426180000,501871.0,217203,6389316883512,56.23,1189.76,1.1542,13000,33815.0
2018-08-24,6622.52,4097820000,577153.0,219702,6505039002077,57.44,1195.88,1.1633,12695,29804.0
2018-08-25,6743.43,3312600000,478783.0,196285,6727225469723,57.85,1195.88,1.1633,12273,26122.0
2018-08-26,6714.35,3295500000,430511.0,172574,6727225469723,57.43,1206.18,1.1649,11746,23840.0
2018-08-27,6792.45,4019000000,595664.0,223471,6727225469723,58.72,1210.06,1.1683,14017,28754.0
2018-08-28,6994.82,4659940000,597839.0,237886,6727225469723,61.57,1213.44,1.1691,13410,33359.0
2018-08-29,7055.75,4145880000,588294.0,237369,6727225469723,62.23,1200.51,1.1709,13519,31756.0
2018-08-30,6982.34,4463250000,540618.0,231237,6727225469723,60.76,1202.69,1.1664,14620,31447.0
2018-08-31,6997.22,4495650000,589527.0,236921,6727225469723,60.98,1203.72,1.1621,12449,32099.0
2018-09-01,7129.6,4116050000,513465.0,213180,6727225469723,64.17,1203.72,1.1621,11241,30166.0
2018-09-02,7225.19,4329540000,442960.0,187001,6727225469723,65.72,1204.53,1.16,13102,29111.0
2018-09-03,7266.3,4087760000,525670.0,222753,6727225469723,65.43,1191.68,1.1615,13705,34835.0
2018-09-04,7317.09,4273640000,552331.0,232139,6727225469723,66.81,1195.98,1.1586,13342,35005.0
2018-09-05,7083.89,5800460000,540142.0,246345,6727225469723,63.17,1196.7,1.1635,14156,35456.0
2018-09-06,6611.04,5523470000,585513.0,252111,6727225469723,57.26,1200.08,1.162,14088,37078.0
2018-09-07,6487.04,4264680000,617704.0,230638,6971177230938,56.79,1197.36,1.1572,12664,33033.0
2018-09-08,6354.48,3835060000,489875.0,204278,7019199231177,54.89,1197.36,1.1572,11549,28446.0
2018-09-09,6292.93,3671890000,446194.0,188749,7019199231177,54.33,1192.83,1.1561,12560,30519.0
2018-09-10,6324.75,3714100000,535579.0,222731,7019199231177,54.79,1195.13,1.1594,14374,33868.0
2018-09-11,6328.05,3849910000,549992.0,237430,7019199231177,53.21,1195.44,1.1596,10880,32809.0
2018-09-12,6324.44,4064230000,534811.0,233107,7019199231177,51.03,1201.42,1.1627,10741,29716.0
2018-09-13,6440.3,4210910000,541694.0,234061,7019199231177,53.31,1205.29,1.1693,11889,32269.0
2018-09-14,6520.1,4076220000,527742.0,223118,7019199231177,55.75,1199.33,1.1635,11699,31041.0
2018-09-15,6526.97,3216300000,502091.0,210931,7019199231177,56.91,1199.33,1.1635,11171,27319.0
2018-09-16,6514.57,3273730000,419923.0,179344,7019199231177,56.5,1193.73,1.1635,12184,26995.0
