Date,Weighted_bitcoin_price,Volume,Num_bitcoin_address,bitcoin_transactions,Mining_Difficulty,mine_a_block_min,Block_size,Weighted_litecoin_price,Weighted_gold_price,Oil_price,usd/euro,Num_Wiki_view,Num_tweets,3d MA,9d MA,15d MA
2017/7/22,2749.72,1177129984,560329,223198,8.05E+11,9.02,925754,46.14,1249.72,45.77,1.1663,23406,36424,2586.26,2314,2358.93
2017/7/23,2756.16,1072840000,452365,180859,8.05E+11,8.31,683352,45.07,1258.24,46.34,1.1642,28733,36108,2765.16,2364.25,2375.98
2017/7/24,2741,866473984,598606,239894,8.05E+11,8.12,894424,44.17,1258.24,46.34,1.1642,28648,44080,2736.09,2419.48,2391.12
2017/7/25,2645.76,1460089984,573931,243888,8.05E+11,9.7,934254,43.14,1252.65,47.89,1.1647,26829,44885,2765.13,2503.48,2418.43
2017/7/26,2542.19,937404032,556061,237706,8.05E+11,9.84,967339,41.96,1254.58,48.75,1.1734,27343,47880,2687.25,2575.33,2435.48
2017/7/27,2608.29,789104000,578589,225215,8.60E+11,9.29,923607,42.12,1259.86,49.04,1.1677,27907,49367,2620.26,2608.78,2444.81
2017/7/28,2766.48,1380099968,581605,247057,8.60E+11,9.69,916863,40.31,1264.26,49.71,1.1751,24242,46138,2592.57,2647.99,2467.23
2017/7/29,2758.76,803745984,566344,210977,8.60E+11,9.15,872203,40.44,1264.26,49.71,1.1751,21545,35823,2670.08,2707.5,2508.35
2017/7/30,2721.24,705942976,466432,183998,8.60E+11,9.75,810337,40.87,1269.24,50.17,1.1842,35070,37073,2735.75,2697.37,2560.32
2017/7/31,2812.2,860574976,604541,230867,8.60E+11,9.99,926722,41.59,1269.24,50.17,1.1842,24947,45510,2764.21,2707.3,2619.42
2017/8/1,2799.13,1324669952,409797,131726,8.60E+11,9.56,725292,42.73,1269.38,50.17,1.1802,53066,52376,2786.32,2714.55,2665.62
2017/8/2,2717.23,1094950016,514331,209169,8.60E+11,9.57,878083,42.62,1267.97,52.34,1.1856,77020,50050,2783.59,2713.2,2694.15
2017/8/3,2753.18,804796992,476033,212879,8.60E+11,10.38,868855,42.59,1266.41,50.28,1.187,31439,47758,2768.09,2708.29,2725.38
2017/8/4,2836.47,1002120000,597535,235613,8.60E+11,7.95,924148,43.22,1263.06,50.28,1.1773,24554,47503,2744.55,2733.65,2724.46
2017/8/5,3078.84,1945699968,584199,239594,8.60E+11,8.24,881232,45.19,1263.06,46.43,1.1773,26393,48992,2803.76,2774.37,2740.76
2017/8/6,3230.11,1105030016,460436,199487,8.60E+11,10.22,786434,46.09,1258.6,45.64,1.1795,26523,36187,2984.51,2838.94,2772.39
2017/8/7,3292.57,1482279936,600914,248849,8.60E+11,9.28,943698,45.64,1257.82,45.64,1.1795,34664,46630,3120.91,2883.93,2806.93
2017/8/8,3405.21,1752760064,707948,275410,8.60E+11,9.01,979248,47.42,1258.96,49.17,1.1752,41798,53994,3281.93,2956.43,2851.5
2017/8/9,3358.32,1468960000,611098,260817,9.23E+11,10.44,954166,48.5,1269.54,47.48,1.1759,37017,48611,3337.61,3030.07,2911.75
2017/8/10,3374.01,1515110016,621626,257831,9.23E+11,10.72,981282,47.39,1281.29,47.48,1.1772,34824,45181,3380.45,3081.97,2969.82
2017/8/11,3519.07,2021190016,643660,283857,9.23E+11,10.01,967171,46.81,1287.2,56.81,1.1821,32144,49242,3381.23,3155.64,3020.5
2017/8/12,3774.74,2219589888,578782,260386,9.23E+11,10.66,979915,46.85,1287.2,57.36,1.1821,29789,44387,3458.12,3260.08,3080.62
2017/8/13,4004.87,3159089920,600939,263162,9.23E+11,9.71,983320,46.19,1284.86,57.36,1.178,38392,47827,3638.87,3380.08,3163.35
2017/8/14,4176.38,2463089920,572827,255232,9.23E+11,11.1,955263,45.89,1284.86,47.59,1.178,52910,57531,3869.53,3510.9,3257.35
2017/8/15,4217.77,3258050048,732653,310850,9.23E+11,9.49,975070,44.31,1275.82,47.55,1.1735,48514,65447,4094.37,3630.03,3360.91
2017/8/16,4238.16,2272039936,570693,274736,9.23E+11,11.04,966728,43.79,1276.67,46.78,1.1767,41717,53779,4193.44,3737.59,3465.46
2017/8/17,4361.13,2553359872,753763,347140,9.23E+11,8.05,978682,44.18,1286.01,47.09,1.1723,38805,71870,4294.56,3848.44,3584.46
2017/8/18,4217.62,2941710080,605239,312101,9.23E+11,9.67,959987,45.66,1291.72,48.51,1.1761,38499,61067,4296.75,3949.75,3693.52
2017/8/19,4136.32,2975820032,621226,266681,9.23E+11,9.55,966455,45.85,1291.72,48.51,1.1761,35335,51709,4289.65,4040.65,3783.86
2017/8/20,4135.79,2109769984,498210,210722,9.23E+11,10.87,961449,45.98,1287.23,47.37,1.1815,36346,58268,4228.67,4130.92,3851.06
2017/8/21,4047.49,2800890112,503262,236657,9.23E+11,12.64,976487,47.12,1287.23,47.37,1.1815,37991,53402,4147.33,4179.48,3913.47
2017/8/22,3975.55,3764239872,395885,196194,9.23E+11,16.32,998175,47,1287.74,47.64,1.1762,41910,59244,4094.37,4192.48,3957.96
2017/8/23,4143.68,2369819904,724005,315575,9.23E+11,9.04,986511,50.3,1287.41,48.41,1.1807,40176,59293,4063.31,4195.51,4006.57
2017/8/24,4244.73,2037750016,492102,203704,9.23E+11,14.23,938315,51.62,1288.6,47.43,1.1799,37747,63067,4084.59,4176.22,4064.36
2017/8/25,4366.87,1727970048,513654,208068,8.88E+11,13.95,928083,50.83,1287.87,47.87,1.1924,35538,58723,4195.57,4193.2,4132.46
2017/8/26,4343.31,1511609984,511783,226380,8.88E+11,13.99,997789,51.41,1287.87,47.87,1.1924,31638,50258,4285.93,4192.64,4183.96
2017/8/27,4365.46,1537459968,653089,261736,8.88E+11,9.32,989424,57.26,1302.34,46.57,1.1979,29011,47358,4352.89,4194.94,4217.36
2017/8/28,4348.92,1959330048,569988,223642,8.88E+11,10.96,980057,62.13,1302.34,46.57,1.1979,32545,53173,4368.96,4219.63,4239.48
2017/8/29,4486.51,2486080000,645223,280967,8.88E+11,9.87,996302,62.53,1309.77,46.44,1.1972,35649,60452,4372.65,4240.63,4243.59
2017/8/30,4558.4,1937849984,696257,271298,8.88E+11,8.45,981010,63.11,1307.65,45.96,1.1884,37497,57072,4448.19,4295.22,4271.95
2017/8/31,4636.11,1944930048,663732,280561,8.88E+11,8.87,978515,67.89,1313.6,47.23,1.191,40717,58244,4508.99,4357.84,4285.43
2017/9/1,4791.08,2599079936,657004,283496,8.88E+11,8.34,968934,78.58,1322.94,51.96,1.186,37745,67953,4615.9,4424.83,4311.98
2017/9/2,4731.12,2722139904,620539,236647,8.88E+11,8.69,805765,82.29,1322.94,53,1.186,34203,53177,4720.23,4507.1,4364.22
2017/9/3,4574.98,1933190016,503533,195135,8.88E+11,9.38,761110,78.06,1324.85,49.28,1.1896,33920,49077,4724.72,4534.23,4391.73
2017/9/4,4381.99,2987330048,657343,269105,8.88E+11,8.3,923106,69.98,1334.81,49.28,1.1896,40423,77422,4684.58,4557.71,4427.1
2017/9/5,4257.69,2697969920,669751,277751,8.88E+11,7.28,759022,67.01,1337.34,45.88,1.1914,40049,61290,4466.01,4544.81,4443.86
2017/9/6,4491.89,2172100096,701223,276063,9.23E+11,8.9,897746,76.01,1336.76,45.83,1.1917,39593,57051,4398.6,4544.11,4463.57
2017/9/7,4583.85,1844620032,652038,256198,9.23E+11,8.16,803167,78.75,1340.64,45.83,1.2023,39771,51603,4403.32,4567.93,4495.4
2017/9/8,4392.52,2700890112,700931,279313,9.23E+11,8.24,905585,72.55,1349.07,49.56,1.2036,32450,57797,4524.51,4570.25,4514.35
2017/9/9,4219.7,1386230016,534259,217721,9.23E+11,8.55,720328,66.69,1349.07,49.56,1.2036,29221,54796,4475.25,4532.86,4504.14
2017/9/10,4137.19,1679090048,486607,193102,9.23E+11,10.41,775694,62.6,1346.7,49.58,1.1953,29004,52629,4351.56,4479.82,4495.12
2017/9/11,4161.2,1557330048,627296,253318,9.23E+11,8.29,817828,64.07,1333.15,57.17,1.1953,31487,61659,4192.58,4394.37,4476.55
2017/9/12,4182.39,1864530048,633035,256042,9.23E+11,7.63,698838,66.14,1328.78,57.17,1.1967,36669,64321,4170.09,4347.98,4460.74
2017/9/13,3984.12,2219409920,627711,263130,9.23E+11,7.61,701072,62.4,1328.11,49.3,1.1885,51285,73211,4138.34,4297.74,4428.72
2017/9/14,3526.2,2716310016,604275,267894,9.23E+11,8.18,784510,51.72,1324.9,49.89,1.1919,46945,81128,4058.22,4258.44,4379.96
2017/9/15,3370.97,4148069888,710163,291899,9.23E+11,8.08,827894,43.14,1326.19,49.89,1.1945,45844,78373,3722.78,4122.71,4269.35
2017/9/16,3639.86,1818400000,576734,228088,9.23E+11,8.51,687695,48.92,1326.19,49.89,1.1945,35393,64396,3558.35,4016.09,4179.75
2017/9/17,3574.9,1239149952,473746,197507,9.23E+11,8.19,569085,47.93,1319.63,49.91,1.1954,33829,52831,3472.5,3907.77,4111.62
2017/9/18,3831.65,1943209984,557095,218077,1.10E+12,11.22,892532,52.05,1312.71,49.91,1.1954,39631,73426,3615.15,3836.01,4040.19
2017/9/19,3990.42,1563980032,246700,282761,1.10E+12,9.28,930014,53.86,1311.14,49.48,1.1994,38494,71751,3757.71,3818.13,4027.97
2017/9/20,3927.86,1213830016,531769,235606,1.10E+12,12.18,922533,52.39,1306.5,50.41,1.1892,34188,59979,3857.68,3796.14,3995.71
2017/9/21,3765.64,1411480064,612206,255081,1.10E+12,8.31,747889,49.06,1293.18,50.55,1.1941,31065,61443,3965.37,3767.77,3946.34
2017/9/22,3642.63,1194829952,545336,227476,1.10E+12,10.38,780192,47.26,1294.89,50.66,1.1951,28590,63652,3820.65,3712.24,3877.14
2017/9/23,3709.03,928113984,477105,203695,1.10E+12,8.68,602921,48.48,1294.89,50.66,1.1951,22355,56876,3722.56,3684.25,3834.42
2017/9/24,3735.51,768014976,461817,185132,1.10E+12,9.87,636486,48.42,1297.38,52.22,1.1848,23710,55081,3684.71,3755.08,3803.45
2017/9/25,3809.87,1374210048,565137,226478,1.10E+12,11.49,888327,49.8,1302.4,52.22,1.1848,26521,72699,3701.98,3760.11,3772.01
2017/9/26,3915.14,1043740032,627044,263510,1.10E+12,10.51,929642,52,1302.74,51.88,1.1793,26945,61973,3800.44,3793.56,3755.21
2017/9/27,4047.12,1686880000,577233,257814,1.10E+12,9.71,817589,54,1288.6,52.14,1.1745,27887,65959,3833.75,3827.95,3738.18
2017/9/28,4190.22,1712320000,661471,275799,1.10E+12,8.16,815689,55.1,1285.29,51.56,1.1786,26235,70657,4006.36,3843,3760.9
2017/9/29,4147.15,1367049984,664321,254269,1.10E+12,8.44,794582,52.83,1282.94,51.67,1.1814,25139,76874,4089.25,3870.75,3833.74
2017/9/30,4256.03,1207449984,524353,212540,1.10E+12,10.49,752659,53.9,1282.94,51.67,1.1814,21560,56280,4179.49,3899.32,3871.28
2017/10/1,4354.58,1208210048,526734,203523,1.10E+12,11.11,878514,54.62,1278.5,50.82,1.1733,23638,58917,4225.5,3977.95,3922.26
2017/10/2,4413.2,1431730048,717195,294852,1.12E+12,9.65,955191,53.99,1274.52,53.86,1.1733,26007,66945,4301.84,4063.84,3980.89
2017/10/3,4354.32,1288019968,674378,281949,1.12E+12,7.83,840334,52.73,1270.05,48.49,1.1744,26996,70772,4383.92,4132.39,4005.47
2017/10/4,4277.86,1116770048,517066,232692,1.12E+12,10.84,792090,51.89,1274.98,53.08,1.1759,29069,76296,4376.85,4202.9,4033.51
2017/10/5,4271.24,1161769984,553810,273118,1.12E+12,11.45,966756,51.34,1271.75,47.33,1.1711,26853,61290,4318.72,4236.6,4056.61
2017/10/6,4357.27,1069939968,698593,283540,1.12E+12,9.07,872108,51.97,1270.68,47.33,1.173,24784,68406,4291.75,4285.05,4106.42
2017/10/7,4390.29,906928000,573488,231068,1.12E+12,9.15,796951,52.28,1270.68,44.4,1.173,22487,76111,4309.53,4303.96,4159.28
2017/10/8,4517.48,1313869952,557288,238203,1.12E+12,7.79,722102,53.1,1276.53,48.59,1.174,23976,63113,4375.37,4331.98,4204.6
2017/10/9,4707.38,1968739968,647180,296785,1.12E+12,9.08,865000,51.28,1281.24,48.59,1.174,28288,73002,4469.39,4381.69,4270.86
2017/10/10,4811.37,1597139968,689686,302941,1.12E+12,8.89,903051,50.6,1287.08,50.92,1.1808,29241,79373,4603.13,4429.83,4331.29
2017/10/11,4810.27,1222279936,663108,292320,1.12E+12,10.34,951934,50.78,1292.67,56.74,1.1859,31418,68320,4721.5,4471.86,4394.83
2017/10/12,5136.35,2791610112,678030,293011,1.12E+12,9.54,913589,55.5,1294.05,56.74,1.183,45338,106779,4793.5,4518.21,4439.54
2017/10/13,5597.13,3615480064,685777,309683,1.12E+12,10.56,951668,59.2,1298.8,51.45,1.182,53804,99372,5018.46,4643.71,4530.41
2017/10/14,5726.16,1669030016,719689,292999,1.12E+12,10.22,948577,62.04,1298.8,51.45,1.182,40825,83670,5306.87,4801.24,4636.42
2017/10/15,5711.31,1976039936,736669,283278,1.20E+12,7.38,831307,65.56,1304.63,51.87,1.1796,37131,93320,5641.97,4968.29,4743.06
2017/10/16,5683.4,2008070016,722882,314551,1.20E+12,8.27,842648,64.84,1298.68,51.87,1.1796,41339,77238,5719.06,5113.55,4834.1
2017/10/17,5655.04,1821570048,744315,334274,1.20E+12,8.78,900580,61.92,1289.47,51.88,1.1766,37203,80151,5745.19,5257.85,4928.12
2017/10/18,5487.44,2399269888,706896,329428,1.20E+12,9.31,921476,58.96,1283.07,52.04,1.1787,34385,71392,5669.76,5368.41,5020.12
2017/10/19,5641.92,1780540032,780977,356807,1.20E+12,8.3,905913,60.14,1285.91,51.29,1.1852,34379,85571,5640.6,5459.37,5117.36
2017/10/20,5851.72,2354429952,743148,312230,1.20E+12,8.01,900102,60.14,1284.98,51.47,1.1784,39782,94627,5634.91,5562.32,5215.93
2017/10/21,6047.08,2207099904,703327,312104,1.20E+12,9.45,931460,58.96,1284.98,51.47,1.1784,44661,66998,5770.22,5693.98,5333.12
2017/10/22,5978.42,2034630016,795453,288949,1.20E+12,7.88,930611,57.54,1280.73,51.9,1.1749,40331,74513,5917.19,5758.95,5447.75
2017/10/23,5936.1,2401840128,753657,315925,1.20E+12,8.41,903732,55.33,1279.06,51.9,1.1749,46345,86442,6017.16,5799.08,5547.6
2017/10/24,5725.46,2735699968,827482,338707,1.20E+12,8.66,969916,55.83,1278.02,52.47,1.1761,43756,74472,5990.11,5810.03,5630.33
2017/10/25,5606.9,1966989952,803636,317062,1.20E+12,7.79,913114,55.78,1278.38,52.18,1.1813,40927,72426,5821.79,5793.19,5683.52
2017/10/26,5837.7,1905040000,675483,285767,1.45E+12,7.95,685359,56.16,1273.32,52.64,1.1651,39086,67679,5735.92,5795.99,5749.55
2017/10/27,5849.46,1710130048,593315,226990,1.45E+12,13.92,964755,55.6,1270.61,53.9,1.1608,36708,69197,5727.42,5829.25,5782.25
2017/10/28,5776.7,1403920000,593315,227234,1.45E+12,16.93,940830,55.19,1270.61,53.9,1.1608,31082,59449,5812.18,5850.39,5791.8
2017/10/29,5972.14,2859040000,593315,335635,1.45E+12,9.29,957249,56,1273.39,54.15,1.1651,33836,64396,5812.94,5855.34,5786.18
2017/10/30,6125.3,1772150016,593315,312620,1.45E+12,9.8,967438,57,1274.42,54.15,1.1651,42538,73018,5895.95,5871.16,5820.16
2017/10/31,6293.54,2311379968,593315,276961,1.45E+12,10.51,974787,56.16,1273.38,54.38,1.1646,48178,86043,6012.49,5882.15,5849.08
2017/11/1,6588.37,2870320128,593315,340337,1.45E+12,9.17,967296,54.46,1275.52,52.25,1.1619,56103,89885,6250.93,5933.26,5910.72
2017/11/2,6995.58,4653770240,777842,352186,1.45E+12,9.5,952625,53.61,1277.78,52.25,1.1658,74790,92923,6455.41,6026.26,5994.76
2017/11/3,7189.88,3369860096,777842,274116,1.45E+12,12.24,959973,55.33,1273.2,53.4,1.1608,64293,77953,6771.4,6198.69,6092.62
2017/11/4,7267.14,2483800064,777842,293991,1.45E+12,11.04,956613,55.64,1273.2,53.4,1.1608,49914,73373,7017.86,6360.57,6178.07
2017/11/5,7440.65,2380410112,777842,251587,1.45E+12,10.3,958976,54.97,1269.85,47.83,1.161,48027,67196,7222.07,6524.48,6274.38
2017/11/6,7219.76,3111899904,777842,270896,1.45E+12,10.44,959111,55.01,1275.75,47.83,1.161,51778,72577,7331.71,6705.2,6374.31
2017/11/7,7110.98,2326340096,777842,335480,1.45E+12,9.49,947532,58.77,1277.62,45.04,1.1587,51470,64461,7270.04,6846.27,6452.34
2017/11/8,7372.88,4602200064,742562,301202,1.45E+12,10.04,954052,62.14,1280.44,48.82,1.1595,54912,81551,7191.52,6956.33,6567.89
2017/11/9,7284.69,3226249984,820490,341128,1.45E+12,9.47,948798,63.83,1277,48.07,1.1642,54591,81241,7208.94,7104.02,6689.95
2017/11/10,6885.18,5208249856,692632,271625,1.45E+12,11.58,957980,61.63,1280.56,51.3,1.1665,53492,80481,7249.22,7179.04,6778.44
2017/11/11,6513.4,4908680192,536909,194554,1.36E+12,17.73,956050,61.15,1280.56,51.3,1.1665,44339,68892,7073.8,7162.46,6838.24
2017/11/12,6097.4,8957349888,434508,185886,1.36E+12,18.76,961507,60.26,1275.73,57.99,1.1667,45229,71176,6706.44,7082.36,6881.42
2017/11/13,6288.3,6263249920,766736,309159,1.36E+12,10.35,961311,60.55,1276.91,56.76,1.1667,54732,73373,6308.6,6942.62,6866.86
2017/11/14,6605.99,3197110016,730693,271867,1.36E+12,11.1,948024,62.25,1279.18,55.7,1.1798,50079,71630,6289.05,6851.46,6897.5
2017/11/15,6981.83,4200880128,656508,321636,1.36E+12,9.61,961402,63.71,1281.3,55.368,1.1791,46140,79934,6381.77,6765.72,6909.46
2017/11/16,7584.72,5123809792,656508,310244,1.36E+12,9.36,945372,67.57,1277.83,55.224,1.177,49047,87538,6836.93,6798.25,6948.62
2017/11/17,7782.06,4651670016,841753,306450,1.36E+12,8.68,959576,68.73,1287.07,56.646,1.179,62242,83410,7274.33,6879.06,7005.27
2017/11/18,7708.95,3667190016,722113,270738,1.36E+12,10.49,972122,68.13,1287.07,56.646,1.179,48910,68192,7632.07,6906.76,7041.07
2017/11/19,7899.63,3149319936,803338,264695,1.36E+12,9.06,966068,70.67,1284.14,56.354,1.1733,44907,72762,7790.28,6978.6,7070.37
2017/11/20,8131.48,3488450048,836952,336029,1.36E+12,8.26,945945,71.84,1284.14,56.354,1.1733,58371,102144,7845.21,7136.2,7115.31
2017/11/21,8097.09,4277609984,844422,370918,1.36E+12,8.3,962169,70.72,1279.86,56.83,1.1738,61690,87110,8009.09,7340.98,7199.44
2017/11/22,8177.31,3633530112,744622,311885,1.36E+12,9.79,967896,71.05,1284.1,58.02,1.1822,53155,78405,8102.8,7576.67,7265.65
2017/11/23,8144.33,4225179904,835255,352050,1.36E+12,9.09,961840,73.12,1290.37,58.02,1.1851,47490,75047,8175.15,7764.9,7322.35
2017/11/24,8160.7,5058610176,792418,305586,1.36E+12,9.7,956843,75.47,1289.63,58.95,1.1933,45720,69886,8121.19,7920.79,7386.3
2017/11/25,8503.67,4342060032,838662,336533,1.35E+12,9.3,967078,83.4,1289.63,58.95,1.1933,44223,71625,8182,8025.03,7503.12
2017/11/26,9104.53,5475579904,791025,329524,1.35E+12,9.38,958027,86.96,1280.33,58.11,1.1898,65803,80943,8361.13,8127.16,7676.93
2017/11/27,9585.54,5653320192,895407,379086,1.35E+12,8.48,958535,89.17,1292.18,58.11,1.1898,123516,98413,8791.72,8307.34,7918.39
2017/11/28,9936.06,6348819968,857193,365821,1.35E+12,9.19,963834,93.53,1295.89,57.99,1.184,144286,106360,9313.27,8532.69,8151.17
2017/11/29,10271.11,11568799744,989871,397917,1.35E+12,8.35,966574,91.99,1287.08,57.3,1.1847,262289,128781,9735.9,8757.39,8395.67
2017/11/30,10035.86,8310689792,934600,384219,1.35E+12,8.54,974995,86.55,1278.82,57.4,1.1904,212459,103190,9921.92,8944.94,8579.46
2017/12/1,10478.89,6783119872,961135,412725,1.35E+12,7.96,972769,92.79,1279.28,53.01,1.1896,167229,105017,10060.34,9185.2,8748.17
2017/12/2,11069.55,5138500096,808982,326193,1.35E+12,8.9,961668,100.33,1279.28,53.01,1.1896,111343,88292,10365.94,9487.65,8981.5
2017/12/3,11281.65,6608309760,846141,352868,1.35E+12,8.2,970304,101.48,1280.53,53.11,1.1866,107583,83022,10761.27,9824.97,9216.1
2017/12/4,11427.9,6132409856,991943,400505,1.35E+12,7.97,974964,101.6,1274.94,53.11,1.1866,161367,97945,11124.47,10166.03,9450.87
2017/12/5,11809.75,6895260160,971003,405531,1.35E+12,8.07,963132,103.21,1269.12,47.84,1.1826,159921,103919,11351.67,10484.5,9697.76
2017/12/6,13126.85,12656300032,1072008,443399,1.59E+12,7.68,963936,101.24,1265.67,46.08,1.1796,179109,116856,11632.37,10771.85,9972.44
2017/12/7,16030.7,17950699520,871878,374765,1.59E+12,9.45,947706,97.97,1253.79,45.49,1.1773,331637,155600,12621.8,11268.87,10403.72
2017/12/8,16765.65,21135998976,966052,384936,1.59E+12,9.24,963550,112.91,1244.25,45.49,1.1773,344686,124260,14702.63,12140.08,11108.07
2017/12/9,15539.85,13911300096,984629,403225,1.59E+12,8.26,973080,145.22,1244.25,48.23,1.1773,214245,114109,16253.53,12882.39,11702.05
2017/12/10,14925.25,13433299968,961658,341256,1.59E+12,8.82,970799,147.52,1245.69,50.6,1.1769,189621,100455,16549.1,13431.79,12158.29
2017/12/11,16320.72,12153900032,977830,368427,1.59E+12,8.42,969902,183.77,1245.69,50.6,1.1769,242875,128425,15734.33,13929.54,12595.78
2017/12/12,17172.15,14603799552,972328,372821,1.59E+12,9.03,968832,270,1242.77,57.14,1.1742,230521,113215,15856.8,14580.9,13104.24
2017/12/13,16900.25,12976900096,1090944,424393,1.59E+12,7.89,978836,311.81,1249.61,56.6,1.1826,201431,98863,16602.53,15257.81,13629.71
2017/12/14,16555.07,13777399808,1133157,490459,1.59E+12,7.75,969312,289.38,1252.17,57.048,1.1778,163855,109628,16920.13,15785.7,14095.39
2017/12/15,17265.9,14309999616,1036971,405507,1.59E+12,8.54,970524,287.1,1251.45,57.312,1.1749,128830,105711,16795.87,16302.07,14547.56
2017/12/16,18622.42,12740599808,949920,364051,1.59E+12,8.4,971179,299.58,1251.45,57.312,1.1749,117337,82782,16893.03,16681.56,15028.37
2017/12/17,19419.92,13314599936,1012311,391725,1.59E+12,7.75,969628,313.72,1258.79,57.196,1.1782,124072,84441,17922.77,16859.08,15630
2017/12/18,18986.88,14839499776,1004904,394057,1.87E+12,7.97,968849,335.06,1258.79,57.196,1.1782,137631,97245,18781.7,17144.79,16188.4
2017/12/19,18337.05,16894499840,855045,378482,1.87E+12,10.23,968123,355.08,1261.49,57.54,1.184,156057,83423,19250.8,17582.12,16721.04
2017/12/20,17099.32,22149699584,918969,370141,1.87E+12,10.57,973537,330.61,1263.58,58.09,1.1871,164499,101169,18677.23,17840.04,17139.61
2017/12/21,16338.92,16516599808,856302,335350,1.87E+12,11.03,954397,317.85,1266.16,58.36,1.1874,141432,105591,17838.5,17805.36,17306.26
2017/12/22,14376.55,22197999616,959550,380493,1.87E+12,9.24,977019,272.99,1270.72,58.47,1.1862,164227,124670,16734.73,17626.19,17156.49
2017/12/23,14519.98,13086000128,888892,308072,1.87E+12,10.37,977712,282.96,1270.72,58.47,1.1862,145737,100098,15419.77,17339.92,16960.95
2017/12/24,13976.92,11572299776,925819,279371,1.87E+12,9.43,976447,277.26,1270.72,58.47,1.187,109871,70864,14777.97,17132.72,16926.74
2017/12/25,14016.1,10664699904,758165,228791,1.87E+12,10.75,970928,276.81,1278.5,59.97,1.187,116313,64029,14152.27,16712.6,16817.48
2017/12/26,15156.63,13454300160,753514,247298,1.87E+12,10.05,971626,280.35,1278.5,59.97,1.1858,126930,77648,14217.2,16104.73,16609.61
2017/12/27,16011.8,12487600128,921366,307486,1.87E+12,9.26,958157,278.53,1285.01,59.64,1.1888,99195,78968,14684.07,15766.84,16515.64
2017/12/28,15074.08,12336499712,865808,304904,1.87E+12,9.65,969992,256.65,1293.78,59.84,1.1943,92296,79968,15321.63,15402.88,16474.94
2017/12/29,14734.5,13025500160,959700,353659,1.87E+12,8.68,973811,248.06,1299.73,60.42,1.2005,91724,77151,15514.93,15050.63,16335.12
2017/12/30,13666.52,14452599808,874666,344260,1.87E+12,9.93,958233,229.42,1299.73,60.42,1.2005,83250,71377,15033.73,14831.92,16117.21
2017/12/31,13546.78,12136299520,847972,290259,1.87E+12,8.77,960859,225.17,1299.73,60.42,1.2012,67355,64989,14071.63,14515.18,15649.7
2018/1/1,13759.08,10291200000,842391,241601,1.93E+12,9.21,966405,229.88,1310.32,65.8,1.2012,65416,62044,13921.6,14551.24,15293.67
2018/1/2,14303.82,16846600192,982159,340809,1.93E+12,8.41,968415,244.32,1310.32,65.8,1.2059,85549,77723,13588.6,14435.47,14903.89
2018/1/3,15149.12,16871900160,953442,395806,1.93E+12,9.23,975965,251.24,1316.58,60.99,1.2015,91452,79086,14265.23,14552.83,14704.27
2018/1/4,15282.95,21783199744,1071574,424840,1.93E+12,8.57,975796,239.84,1318.76,60.99,1.2068,86342,74534,14613.43,14683.32,14602.59
2018/1/5,16453.68,23840899072,951484,342564,1.93E+12,10.07,974977,246.08,1319.76,67.25,1.2029,79232,76404,15260.77,14627.7,14588.04
2018/1/6,17366.53,18314600448,1043134,358679,1.93E+12,8.53,971615,279.68,1319.76,65.81,1.2029,79836,62977,16076.57,14804.48,14845.01
2018/1/7,16918.05,15866000384,994708,368025,1.93E+12,8.89,973572,292.99,1319.8,65.81,1.1967,79013,67259,16851.9,15128.98,15047
2018/1/8,15598.1,18413899776,1022976,345506,1.93E+12,8.68,955574,267.56,1319.8,67.66,1.1967,87562,30585,17144.7,15331.36,15229.27
2018/1/9,14910.15,16659999744,985166,360101,1.93E+12,8.77,971381,250.08,1315.24,67.66,1.1937,91854,80932,16391.57,15577.79,15310.95
2018/1/10,14556.58,18500800512,989424,347227,1.93E+12,8.67,970393,245.88,1314.67,75.3,1.1948,99815,82357,15414.37,15626.57,15203.49
2018/1/11,14124.68,16534099968,1077376,337766,1.93E+12,7.48,957525,239.74,1321.23,63.69,1.2032,88028,100333,14912.93,15772.8,15141.69
2018/1/12,13705.62,12065699840,984432,299913,1.93E+12,8.11,979535,233.76,1329.84,63.69,1.2202,75933,80737,14324.83,15597.66,15055.93
2018/1/13,14231.12,12763599872,834309,265586,2.23E+12,9.62,947867,249.04,1329.84,63.69,1.2202,65514,63396,14119.9,15462.06,15007.67
2018/1/14,13980.65,11084099584,813222,234890,2.23E+12,9.17,972181,251.1,1339.47,63.73,1.2264,57507,65657,13915.53,15324.39,15108.24
2018/1/15,13918.58,12750799872,813490,273473,2.23E+12,9.68,968552,236.96,1339.47,63.73,1.2264,63876,76852,14037.6,14918,15080.79
2018/1/16,12341.15,18853799936,874574,303566,2.23E+12,9.12,964294,201.56,1338.18,63.73,1.226,74029,102135,13984,14506.09,15092.4
2018/1/17,10925,18830600192,957141,315604,2.23E+12,8.59,961088,178.87,1337.91,63.96,1.2186,89187,111394,13027.43,13951.97,14843
2018/1/18,11430.88,15020399616,931879,309322,2.23E+12,8.3,965377,190.91,1327.4,63.926,1.2238,70655,100366,12166.3,13509.58,14556.4
2018/1/19,11550.52,10740400128,858958,243454,2.23E+12,8.8,965508,193.29,1331.07,63.334,1.2222,58273,57244,11384.67,13162.86,14261.81
2018/1/20,12328.65,11801700352,846869,240433,2.23E+12,8.08,947238,203.59,1331.07,63.334,1.2222,50979,75149,11423.63,12788.87,13845.94
