Date,Weighted_bitcoin_price,Volume,Num_bitcoin_address,bitcoin_transactions,Mining_Difficulty,mine_a_block_min,Block_size,Weighted_litecoin_price,Weighted_gold_price,Oil_price,usd/euro,Num_Wiki_view,Num_tweets,3d MA,9d MA,15d MA
2018/1/21,12168.35,9935179776,864703,215435,2.23E+12,7.67,948413,199.38,1331.6,63.554,1.2262,47043,76295,11993.83,12732.58,13515.39
2018/1/22,11192.78,10537400320,809424,245395,2.23E+12,8.51,970685,183.48,1333.09,63.554,1.2262,53460,93708,12035.57,12468.08,13166.99
2018/1/23,10830.05,9660609536,784072,271759,2.23E+12,8.28,973306,177.53,1336.97,64.47,1.2299,48401,81995,11810.23,12087.1,12864.23
2018/1/24,11101,9940989952,848037,250247,2.23E+12,8.14,966852,179.6,1350.22,65.61,1.2408,50792,78855,11133.3,11764.48,12598.01
2018/1/25,11381.05,8873169920,750794,236422,2.60E+12,9.05,953344,180.9,1353.52,65.51,1.2396,53599,79509,11053.07,11491.1,12339.88
2018/1/26,11138.6,9746199552,723781,220304,2.60E+12,9.39,960539,176.63,1350.32,66.14,1.2427,45074,73227,11162.4,11465.42,12186.56
2018/1/27,11304.92,7583269888,778222,193421,2.60E+12,8.96,939921,178.9,1350.32,66.14,1.2427,39103,63956,11263.4,11463.51,11985.91
2018/1/28,11694.3,8350360064,641321,213288,2.60E+12,9.33,936005,187.85,1351.88,65.56,1.2383,39525,66645,11290.5,11459.71,11777.37
2018/1/29,11526.68,7107359744,653494,232028,2.60E+12,9.74,925474,187.26,1343.82,65.56,1.2383,41255,82322,11466.13,11479.59,11635.54
2018/1/30,10689.12,8637859840,707495,236442,2.60E+12,8.61,901146,172.82,1340.84,64.5,1.2402,39961,84246,11507.8,11301.5,11455.29
2018/1/31,10122.08,8041160192,579948,204159,2.60E+12,12.22,944788,163.34,1340.82,64.73,1.2414,44012,81651,11063,11135.52,11356.42
2018/2/1,9627.23,9959400448,726833,257504,2.60E+12,9.06,958757,150.84,1345.29,60.37,1.251,47413,93008,10541.27,11056.6,11287.31
2018/2/2,8727.95,12726899712,763496,235750,2.60E+12,8.58,941325,130.46,1340.22,65.45,1.2463,52986,102640,9832.65,10867.95,11122.72
2018/2/3,8927.35,7263790080,620918,194733,2.60E+12,8.98,916728,144.59,1340.22,61.25,1.2463,44264,76444,9407.46,10586.99,10924.39
2018/2/4,8704.7,7073549824,595294,173509,2.60E+12,8.17,889889,155.47,1335.5,63.01,1.2367,42910,78202,9058.73,10355.38,10658.36
2018/2/5,7586.83,9285289984,777110,216178,2.60E+12,7.72,899268,136.43,1333.35,67.93,1.2367,56614,99959,8760.89,10033.78,10421
2018/2/6,7176.18,13999800320,849088,243950,2.87E+12,8.49,961193,130.89,1316.65,67.93,1.2377,57917,109734,8135.73,9535.4,10136.99
2018/2/7,7780.67,9169280000,694798,213578,2.87E+12,10.26,945613,142.52,1310.6,73.94,1.2264,42782,95072,7662.09,9087.36,9914.53
2018/2/8,8025.02,9346750464,651284,173158,2.87E+12,10.97,944797,144.31,1315.13,68.96,1.2247,40473,101569,7443.52,8679.02,9647.53
2018/2/9,8407.63,6784820224,689413,177725,2.87E+12,10.72,957368,155.06,1317.47,68.96,1.2252,40043,89542,7880.3,8474.5,9433.68
2018/2/10,8690,7780960256,593126,181640,2.87E+12,10.07,947548,159.39,1317.47,75.23,1.2252,33655,77570,8207.96,8309.59,9259.8
2018/2/11,8323.33,6122189824,730277,147057,2.87E+12,9.5,946878,150.68,1316.25,63.14,1.2292,33358,75335,8541.49,8248.63,9058.45
2018/2/12,8548.84,6256439808,781308,186752,2.87E+12,8.73,941809,156.28,1319.97,63.14,1.2292,42788,83783,8496.28,8170.77,8797.29
2018/2/13,8734.73,5696719872,729810,182820,2.87E+12,8.53,946300,159.3,1326.49,59.19,1.2352,37817,73084,8559.48,8143.18,8628.01
2018/2/14,9053.25,7909819904,815887,196238,2.87E+12,8.28,940585,187.69,1334.79,60.582,1.2451,34123,72888,8551.62,8178.88,8520.3
2018/2/15,9821.28,9062540288,640344,198052,2.87E+12,10.98,945717,221.71,1354.76,61.272,1.2506,36704,74208,9006.5,8461.03,8468.41
2018/2/16,10129.63,7296159744,637546,187581,2.87E+12,9.11,897025,226.01,1351.61,61.602,1.2406,31048,74964,9419.78,8729.07,8539.54
2018/2/17,10652.28,8660880384,680664,173640,2.87E+12,9.69,912881,229.5,1351.61,61.602,1.2406,28385,69716,9964.98,9019.36,8639.77
2018/2/18,10837.75,8744009728,631438,159333,2.87E+12,8.83,917159,223.34,1345.5,61.602,1.2407,26705,62968,10504.33,9335.71,8778.18
2018/2/19,10891.22,7652089856,688075,187205,2.87E+12,8.99,937598,220.2,1348.67,61.812,1.2407,26856,69225,10632.8,9537.35,8940.67
2018/2/20,11456.45,9926540288,610136,198314,3.01E+12,10.14,917243,233.09,1336.49,61.812,1.2337,38980,75215,10963.27,9826.62,9245.67
2018/2/21,10990.05,9405339648,615201,205032,3.01E+12,8.56,905638,222.16,1327.97,61.68,1.2284,24746,69562,11060.27,10190.37,9506.36
2018/2/22,10410.9,8040079872,633718,183086,3.01E+12,9.61,841015,205.68,1327.44,62.77,1.233,23720,66124,11106.47,10386.35,9725.58
2018/2/23,10115.01,7739500032,643584,185045,3.01E+12,9.75,921333,200.92,1329.78,63.55,1.2297,20187,62576,10699.7,10542.65,9849.83
2018/2/24,10061.24,6917929984,627718,154389,3.01E+12,10,966018,209.56,1329.78,63.55,1.2297,18489,56616,10332.17,10632.26,9961.55
2018/2/25,9697.86,5706939904,443104,144698,3.01E+12,8.39,660636,214.13,1328.95,63.91,1.229,23615,63393,10039.72,10593,10046.63
2018/2/26,10003.22,7287690240,517139,186333,3.01E+12,10.16,908995,224.06,1332.4,63.91,1.232,24751,66533,9926.3,10529.76,10156.26
2018/2/27,10561.02,6966179840,594737,219464,3.01E+12,9.07,916735,219.59,1323.08,63.01,1.2232,27708,64827,9948.17,10446.87,10259.12
2018/2/28,10642,6936189952,680281,189068,3.01E+12,9.28,920774,211.6,1319.08,61.64,1.22,23812,68823,10252.34,10466.18,10411.07
2018/3/1,10685.25,7317279744,692152,233579,3.01E+12,8.74,915327,207.28,1315.06,61.63,1.2274,19703,61852,10496.73,10374.24,10475.59
2018/3/2,11025.72,7620590080,595877,194917,3.01E+12,9.2,748270,210.03,1319.98,61.63,1.232,28651,61317,10691.5,10323.94,10531.64
2018/3/3,11280.55,6690570240,754220,176844,3.01E+12,7.97,897183,212.94,1319.98,63.51,1.232,17645,61317,10811.77,10367.94,10592.53
2018/3/4,11414.68,6084149760,651221,160083,3.01E+12,9.8,907332,210.88,1323.5,63.51,1.232,17668,61317,11175.7,10532.91,10619.46
2018/3/5,11563.42,6468539904,661842,201289,3.29E+12,9.67,902495,212.54,1322.41,68.43,1.234,18631,61317,11362.9,10667.52,10688.09
2018/3/6,11118.6,6832169984,706253,205860,3.29E+12,9.2,921074,202.7,1329.6,68.43,1.2419,31665,61317,11525.2,10863.1,10712.94
2018/3/7,10347.77,8797910016,771278,213821,3.29E+12,9.15,907718,189.4,1331.7,74.14,1.2416,25862,61317,11288.6,10987.01,10668.39
2018/3/8,9707.43,7186089984,762458,196260,3.29E+12,8.9,911830,181.63,1324.01,68.49,1.2311,18247,61317,10772.92,10942.44,10616.61
2018/3/9,9182.9,8704190464,710720,198034,3.29E+12,9.81,903895,178.5,1320.78,70.25,1.2311,18272,61317,10046.83,10794.6,10573.04
2018/3/10,9144.09,5386319872,636583,156088,3.29E+12,10.26,902186,184.26,1320.78,76.41,1.2311,15591,61317,9566.04,10676.78,10504.22
2018/3/11,9187.6,6296370176,684854,150731,3.29E+12,9.49,917610,183.1,1323.37,76.41,1.2312,20093,61317,9199.52,10445.11,10436.57
2018/3/12,9425.5,6457399808,737014,188233,3.29E+12,8.91,834192,184.12,1321.49,52.95,1.2343,21664,61317,9260.73,10277.58,10430.42
2018/3/13,9199.12,5991139840,640393,195982,3.29E+12,9.04,800785,176.88,1323.91,60.71,1.2396,20618,61317,9216.58,10023.74,10347.45
2018/3/14,8727.22,6438230016,467570,190898,3.29E+12,10.11,642780,168.3,1325.59,60.96,1.2379,18965,61317,9326.2,9766.21,10238.11
2018/3/15,8200.76,6834429952,494451,206042,3.29E+12,10.04,660904,161.12,1320.37,61.202,1.2311,19632,61317,8889.93,9399.16,10086.1
2018/3/16,8312.93,5289379840,489203,186823,3.29E+12,9.14,584183,165.13,1315.28,62.368,1.23,17650,61317,8588.51,9123.71,9896.81
2018/3/17,8099.54,4426149888,367021,154347,3.29E+12,9.76,433524,158.61,1315.28,62.368,1.23,14444,61317,8303.01,8942.91,9700.52
2018/3/18,7939.42,6639190016,438266,164250,3.46E+12,9.54,600391,150.2,1314.03,62.102,1.2284,16792,61317,8185.36,8778.67,9445.32
2018/3/19,8458.26,6729110016,483206,191373,3.46E+12,9.21,564909,157.83,1314.52,62.102,1.234,28645,61317,8159.64,8654.91,9210.39
2018/3/20,8743.51,6361789952,453198,195041,3.46E+12,11.41,672696,165.12,1313.36,63.512,1.2252,22021,61317,8257.07,8628.76,9000.2
2018/3/21,8972.62,6043129856,466555,194694,3.46E+12,9.46,575539,170.12,1322.43,65.17,1.2352,26294,52476,8589.27,8554.85,8866.89
2018/3/22,8833.38,5530390016,472231,185044,3.46E+12,10.1,685307,166.45,1330.68,64.3,1.2329,32044,52476,8824.47,8524.2,8792.87
2018/3/23,8714.03,5954120192,501861,179685,3.46E+12,10.83,684599,164.12,1339.69,65.88,1.2362,26204,52476,8857.07,8472.38,8745.26
2018/3/24,8807.99,5664600064,410341,156931,3.46E+12,9.21,484064,164.11,1339.69,65.88,1.2362,14517,52476,8845.79,8540.14,8712.55
2018/3/25,8559.92,4569880064,347133,135139,3.46E+12,10.36,468752,159.8,1347.08,65.55,1.2358,12644,52476,8758.74,8580.95,8698.41
2018/3/26,8289.84,5921039872,474697,187700,3.46E+12,9.89,603896,153.37,1350.3,65.55,1.2461,25896,52476,8681.17,8598.44,8621.07
2018/3/27,8015.78,5378250240,503427,186913,3.46E+12,9.49,625491,142.54,1348.83,65.25,1.2413,20067,52476,8457.77,8630.94,8549.94
2018/3/28,7930.84,4935289856,452296,177386,3.46E+12,10.49,603325,134.6,1335.37,64.38,1.2315,25001,52476,8179.41,8587.54,8452.67
2018/3/29,7555.12,6361229824,461083,192259,3.46E+12,9.54,564631,123.29,1323.72,64.94,1.2306,17879,52476,7998.97,8512.41,8430.15
2018/3/30,7005.64,6289509888,479054,185778,3.46E+12,8.92,524204,117.14,1323.72,64.94,1.2327,18396,52476,7651.07,8318.21,8349.07
2018/3/31,6984.34,4553269760,377428,148489,3.46E+12,11.23,555614,118.82,1320.83,62.01,1.2327,12176,52476,7336.9,8091.68,8245.65
2018/4/1,6858.78,4532100096,358431,134967,3.51E+12,8.94,375330,115.12,1320.83,62.01,1.2317,13807,52476,7009.92,7896.69,8178.27
2018/4/2,6970.18,4333440000,405224,168022,3.51E+12,9.19,475056,117.67,1333.6,62.01,1.2297,18749,52476,6902.76,7670.53,8079.74
2018/4/3,7290.45,5499700224,491273,198756,3.51E+12,8.9,565588,127.25,1336.3,63.37,1.2282,18075,52476,6967.19,7494.5,7969.25
2018/4/4,7146,4936000000,468256,185563,3.51E+12,9.78,593140,125.88,1336.46,63.37,1.229,20736,52476,7128.05,7378.98,7865.15
2018/4/5,6809.68,5639320064,449931,181676,3.51E+12,9.23,539736,118.28,1318.55,69.72,1.2256,20691,52476,7131.25,7228.36,7716.9
2018/4/6,6721.19,3766810112,548967,172751,3.51E+12,10.43,698854,116.17,1329.38,64.75,1.2288,18699,52476,7040.47,7114.85,7579.97
2018/4/7,6805.66,3976610048,404330,154459,3.51E+12,7.97,466773,115.47,1329.38,64.75,1.2288,17621,52476,6767.21,6968.39,7419.74
2018/4/8,6993.76,3652499968,330211,138374,3.51E+12,8.91,361941,117.12,1333.49,69.87,1.2274,17800,52796,6786.29,6940.1,7294.24
2018/4/9,6913.79,4894060032,439488,176416,3.51E+12,9.85,618453,117.13,1333.49,69.87,1.2327,14955,59029,6856.98,6954.88,7189.08
2018/4/10,6801.69,4272750080,459720,186251,3.51E+12,8.81,582982,114.35,1337.9,74.33,1.2367,18262,59044,6901.78,6932.35,7086.31
2018/4/11,6899.42,4641889792,448320,183087,3.51E+12,8.94,533480,116.25,1349.49,74.33,1.2375,14757,61072,6876.34,6931.29,7015.01
2018/4/12,7387.59,8906250240,504382,210725,3.51E+12,9.23,687972,122.63,1343.87,53.25,1.2334,16972,68886,6857.94,6918.46,6944.57
2018/4/13,7934.98,7764460032,530298,217117,3.51E+12,8.79,599525,127.93,1340.74,67.39,1.2336,15121,64178,7230.78,6966.59,6996.25
2018/4/14,7961.9,5191430144,409997,161706,3.84E+12,10.33,687896,126.4,1340.74,67.39,1.2336,12104,50026,7584.51,7082.38,7068.07
2018/4/15,8166.55,5244480000,462054,173868,3.84E+12,9.04,724288,129.35,1345.18,66.22,1.2337,12138,52494,7923.82,7212.91,7140.4
2018/4/16,8173.28,5631309824,516625,195965,3.84E+12,10.19,743005,129.54,1345.47,66.22,1.2387,15892,56538,8070.44,7401,7246.47
2018/4/17,8035.36,6900879872,516858,201658,3.84E+12,8.85,617060,132.5,1346.47,66.518,1.2377,17430,56111,8124.67,7528.51,7316.1
2018/4/18,8047.92,6529909760,483004,200580,3.84E+12,9.03,556198,136.4,1348.73,68.47,1.2382,16359,56720,8096.62,7626.13,7347.96
2018/4/19,8222.76,7063209984,512770,213345,3.84E+12,8.09,520208,143.04,1347.77,68.314,1.2349,15434,57013,8041.39,7780.87,7441.5
2018/4/20,8564.37,8438110208,554891,207640,3.84E+12,10.54,675227,150.4,1340.58,68.396,1.2288,15265,57190,8119.94,7943.04,7547.41
2018/4/21,8848.52,7548550144,509176,193816,3.84E+12,8.94,629956,150.85,1340.58,68.396,1.2288,15777,56176,8434.52,8151.65,7705.24
2018/4/22,8877.19,6629899776,426135,171710,3.84E+12,9.11,455695,148.23,1335.13,68.64,1.2279,20387,59404,8678.57,8263.47,7846.99
2018/4/23,8868.16,6925190144,541616,226200,3.84E+12,9.4,630297,149.59,1327.52,68.64,1.2213,26439,59885,8847.96,8364.19,7974.05
2018/4/24,9323.07,10678800384,641229,254334,3.84E+12,8.99,802139,159.22,1327.82,67.7,1.2243,21433,67323,8876.31,8469.15,8128.35
2018/4/25,9272.98,11083100160,571921,213032,3.84E+12,11.44,887176,154.38,1327.06,68.05,1.2176,18712,65523,9143.61,8621.19,8332.83
2018/4/26,9039.36,8970559488,557031,216591,3.84E+12,10.36,734195,148.71,1320.72,68.19,1.2112,19884,64330,9158.04,8708.65,8466.93
2018/4/27,9160.05,7566289920,559842,210977,4.02E+12,10.31,811917,149.72,1320.35,68.1,1.2131,13783,55754,9274.92,8861.91,8566.38
2018/4/28,9157.96,7805479936,474656,203553,4.02E+12,11.26,713110,149.28,1320.35,68.1,1.2131,10957,49473,9038.1,8953.43,8644.31
2018/4/29,9372.67,8853000192,435659,180640,4.02E+12,9.09,520843,152.58,1322.8,68.57,1.2124,11142,46959,9205.68,9070.56,8741.62
2018/4/30,9327.65,8673920000,527515,214952,4.02E+12,9.25,615830,151.02,1318.66,68.57,1.2085,13297,49151,9251.54,9134.25,8819.47
2018/5/1,9129.35,7713019904,528581,199801,4.02E+12,9.15,557528,147.33,1308.48,61.44,1.1995,13367,49777,9336.04,9172.58,8903.89
2018/5/2,9153.04,7558159872,541450,212156,4.02E+12,10.27,701230,149.98,1305.59,64.15,1.1956,13918,48137,9259.55,9207.76,8990.81
2018/5/3,9491.08,10207299584,541585,228370,4.02E+12,9.58,733213,157.08,1310.38,62.57,1.1993,12766,50882,9198.49,9241.65,9067.42
2018/5/4,9690.36,8217829888,587468,218931,4.02E+12,10.3,822657,164.4,1312.81,63.54,1.1966,13967,57751,9366.26,9246.8,9170.96
2018/5/5,9804.51,7651939840,525970,202542,4.02E+12,9.06,611906,174.02,1312.81,63.54,1.1966,12000,50536,9560.18,9341.8,9232.03
2018/5/6,9726.38,7222280192,443930,171624,4.02E+12,10.44,630682,174.72,1311.02,65.52,1.196,13003,47589,9767.59,9405.87,9300.78
2018/5/7,9479.02,7394019840,523934,204913,4.02E+12,9.66,723693,166.87,1315.2,72.94,1.1942,16273,53424,9737.9,9480.07,9361.66
2018/5/8,9301.55,7415869952,561725,217671,4.02E+12,10.27,782189,162.65,1313.65,72.94,1.1871,18612,52302,9628.65,9482.79,9393.24
2018/5/9,9238.82,7226890240,512648,206419,4.02E+12,9.08,620150,157.22,1313.38,68.72,1.185,16114,54594,9420.88,9462.32,9360.2
2018/5/10,9201.62,6906699776,518864,208807,4.02E+12,9.29,617936,154.18,1316.77,74.34,1.1919,16700,53621,9311,9471.72,9394.44
2018/5/11,8735.47,8488520192,479834,213497,4.14E+12,11.4,838357,142.69,1321.78,63.1,1.1949,14754,55128,9201.31,9463.38,9377.47
2018/5/12,8458.67,6821380096,506943,181889,4.14E+12,8.68,521723,139.04,1321.78,52.89,1.1949,12808,48718,8936.87,9375.11,9338.5
2018/5/13,8602.02,5866379776,355156,158646,4.14E+12,9.74,471554,142.82,1321.85,52.89,1.1955,12482,46131,8663.44,9237.45,9278.25
2018/5/14,8669.75,7364149760,530706,209565,4.14E+12,10.96,725659,145.14,1316.58,70.96,1.1936,14094,52460,8556.77,9128.91,9228.59
2018/5/15,8627.05,6705710080,525512,214633,4.14E+12,9.85,641075,143.83,1302.97,71.31,1.1826,14494,50376,8648.54,9002.1,9191.18
2018/5/16,8389.29,6760220160,513409,208284,4.14E+12,7.92,501609,138.71,1293.12,71.49,1.1819,13854,49167,8650.37,8874.94,9147.71
2018/5/17,8241.01,5862530048,518713,192551,4.14E+12,10.97,719248,136.36,1289.68,71.506,1.1795,14659,47708,8532,8763.36,9085.77
2018/5/18,8147.94,5764190208,604525,211348,4.14E+12,9.77,696166,133.88,1309.15,71.316,1.1773,18814,46685,8324.51,8636.64,8967.95
2018/5/19,8264.58,4712399872,423103,173120,4.14E+12,9.42,478502,135.66,1309.15,71.316,1.1773,14822,40643,8238.04,8517.28,8864.39
2018/5/20,8381.97,5191059968,384590,158519,4.14E+12,10.02,457310,137.27,1329.85,72.306,1.177,15239,41628,8197.49,8428.75,8749.32
2018/5/21,8465.99,5154990080,503074,202490,4.14E+12,9.14,628268,136.93,1290.83,72.306,1.1794,20752,44301,8337.13,8436.73,8667.79
2018/5/22,8222.37,5137010176,476934,203186,4.14E+12,9.48,566567,131.72,1292.09,72.186,1.1791,14316,44097,8393.14,8427.18,8599.64
2018/5/23,7789.36,6491120128,536633,223034,4.14E+12,8.9,611117,123.7,1292.73,71.84,1.1712,15441,49303,8324.67,8351.39,8514.42
2018/5/24,7554.55,6049220096,479362,206682,4.31E+12,10.11,595684,120.52,1299.69,70.71,1.1726,13769,46043,8006.2,8222.61,8388.18
2018/5/25,7531.06,4867829760,515553,196005,4.31E+12,8.14,505682,121,1303.54,67.88,1.1666,12635,42093,7728.98,8120.05,8284.14
2018/5/26,7446.66,4051539968,396709,158621,4.31E+12,8.94,397055,119.44,1303.54,67.88,1.1666,10783,38020,7541.77,8021.31,8215.47
2018/5/27,7345.75,4056519936,362610,144140,4.31E+12,8.8,367762,118.08,1301.58,67.88,1.1692,22272,43809,7474.45,7939.26,8133.4
2018/5/28,7256.81,5040600064,482512,188907,4.31E+12,8.99,580648,115.02,1298.27,66.73,1.1629,12882,44801,7401.41,7841.18,8036.56
2018/5/29,7304.79,5662660096,482316,204630,4.31E+12,10.62,676532,116.07,1299.12,66.73,1.1542,13007,46903,7286.7,7717.71,7923.65
2018/5/30,7440.91,4922540032,503582,203903,4.31E+12,8.19,515857,118.87,1303.93,68.21,1.1669,12909,51863,7325.6,7602.08,7849.52
2018/5/31,7467.59,5127130112,513406,209356,4.31E+12,8.56,553538,118.16,1301.19,67.04,1.1696,18963,47154,7338.37,7489.59,7780.79
2018/6/1,7513.55,4921460224,605820,205315,4.31E+12,8.67,588535,118.82,1295.74,67.04,1.1666,10908,45316,7457.76,7428.74,7737.92
2018/6/2,7593.32,4939299840,424940,174345,4.31E+12,9.44,503806,121.5,1295.74,63.39,1.1666,9256,41760,7480.71,7426.92,7687.24
2018/6/3,7680.07,4851760128,443036,163280,4.31E+12,8.86,672386,124.63,1293.13,62.6,1.1671,15388,41999,7559.69,7433.16,7644.11
2018/6/4,7616.22,4993169920,585747,209733,4.31E+12,7.9,933240,122.54,1293.39,62.06,1.1704,18471,46104,7635.05,7459.84,7587.47
2018/6/5,7543.72,4961739776,544305,212726,4.94E+12,8.19,725488,120.01,1294.74,62.06,1.1729,24457,46860,7626.06,7477.46,7522.86
2018/6/6,7615.6,4692259840,509100,206270,4.94E+12,9.81,850983,120.94,1296.08,64.73,1.1786,35908,45323,7622.83,7506.96,7493.72
2018/6/7,7680.29,4485799936,528720,207484,4.94E+12,10.11,941532,121.39,1298.16,73.8,1.1797,30928,48259,7600.74,7564.52,7500.59
2018/6/8,7641.66,4227579904,544739,200234,4.94E+12,9.91,752634,120.56,1312.72,69.01,1.177,25142,46310,7655.33,7587.37,7507.08
2018/6/9,7595.02,3845220096,403622,171163,4.94E+12,9.99,513345,119.16,1312.72,67.77,1.177,20530,38889,7652.38,7611.63,7517.42
2018/6/10,7123.55,5804839936,412643,179682,4.94E+12,11.4,595395,111.56,1314.73,67.77,1.1784,22054,40585,7611.71,7615.83,7530
2018/6/11,6830.76,4745269760,472045,213056,4.94E+12,10.22,642353,106.76,1298.94,62.21,1.1778,23809,45487,7314.31,7531.9,7488.41
2018/6/12,6734.56,4654380032,501890,214450,4.94E+12,10.02,877213,103.9,1298.74,51.49,1.1751,19973,46551,7074.97,7450.06,7472.05
2018/6/13,6466.02,5052349952,487819,211686,4.94E+12,9.99,750788,96.78,1297.37,66.64,1.1808,18622,51652,6758.43,7323.63,7408.46
2018/6/14,6514.92,5138710016,481663,209876,4.94E+12,9.39,580405,97.79,1298.43,66.89,1.157,15097,47079,6613.06,7194.23,7332.99
2018/6/15,6561.4,3955389952,543281,205708,4.94E+12,9.46,661960,98.62,1290.49,65.018,1.1605,12701,39786,6535.87,7087.74,7274.5
2018/6/16,6500.1,3194170112,368496,158924,4.94E+12,8.72,381833,96.62,1290.49,65.018,1.1605,11288,36471,6493.94,6954.7,7197.01
2018/6/17,6533.3,3104019968,365433,144751,4.94E+12,9.08,398623,97,1280.53,65.786,1.1597,16903,37164,6560.7,6829.35,7118.92
2018/6/18,6618.18,4039200000,460925,196141,4.94E+12,8.87,509056,97.08,1278.18,65.786,1.1633,17193,46282,6502,6704.28,7031.71
2018/6/19,6761.19,4057029888,476956,191650,5.08E+12,9.3,758651,98.95,1277.17,64.968,1.1594,14829,45018,6594.75,6615.71,6976.02
2018/6/20,6745.19,3888640000,448248,198734,5.08E+12,9.22,938434,98.03,1274.49,65.812,1.1582,24720,41009,6668.01,6613.92,6914.32
2018/6/21,6758.98,3529129984,471467,197943,5.08E+12,8.49,491479,97.51,1266.94,65.54,1.1609,14834,38835,6760.44,6599.44,6851.64
2018/6/22,6393.81,5079810048,500238,203993,5.08E+12,9.56,629788,90.14,1268.79,68.58,1.1654,12597,41721,6758.74,6615.81,6783.89
2018/6/23,6137.3,3431360000,398856,163135,5.08E+12,9.02,438661,83.92,1268.79,68.58,1.1654,10869,36776,6529.99,6586.23,6673.81
2018/6/24,6096.92,4566909952,387188,157851,5.08E+12,8.28,387540,80.3,1270.76,68.08,1.1664,17123,36953,6325.3,6529.25,6575.98
2018/6/25,6217.05,5500810240,490014,200016,5.08E+12,9.33,791276,81.82,1263.67,68.08,1.1704,17001,42286,6139.8,6497.76,6532.21
2018/6/26,6182.76,3279759872,504682,195258,5.08E+12,9.84,931203,79.51,1259.07,70.53,1.1654,17085,43429,6194.96,6464.32,6485.23
2018/6/27,6118.59,3296219904,480521,187980,5.08E+12,11.91,926960,78.7,1255.34,72.76,1.1567,17169,40206,6172.03,6419.26,6450.33
2018/6/28,6025.02,3467800064,452170,187467,5.08E+12,9.02,561772,77.76,1250.23,73.45,1.1566,18577,41574,6166.66,6355.07,6436.56
2018/6/29,6053.46,3966230016,493797,197730,5.08E+12,9.67,589908,76.73,1250.87,74.15,1.169,14125,41392,6051.41,6258.79,6381.42
2018/6/30,6324.49,4543860224,482606,180924,5.08E+12,10.19,841934,80.63,1250.87,74.15,1.169,14229,35882,6092.96,6196.76,6364.4
2018/7/1,6379.91,4788259840,400753,156100,5.08E+12,9.86,586946,80.43,1245.46,61.79,1.1684,14889,32183,6175.25,6160.57,6353.96
2018/7/2,6496.03,4396930048,537562,199153,5.36E+12,10.02,826984,82.62,1245.58,61.79,1.1645,15949,40449,6336.04,6194.14,6345.86
2018/7/3,6561.34,4672309760,562946,216631,5.36E+12,12.29,936231,86.12,1243.62,61.15,1.166,13432,43042,6468,6244.33,6337.24
2018/7/4,6592.7,4176689920,530349,206654,5.36E+12,10.99,780003,85.95,1248.48,61.15,1.1665,13193,40065,6509.86,6283.92,6320.07
2018/7/5,6633.76,4999240192,450145,199463,5.36E+12,10.52,637509,84.66,1247.87,70.73,1.1696,16503,38128,6580.44,6322.63,6307.29
2018/7/6,6636.67,4313959936,564683,200833,5.36E+12,8.94,555029,83.28,1256.01,65.95,1.1759,12334,38468,6588.76,6383.24,6300.81
2018/7/7,6742.22,3961080064,394186,170004,5.36E+12,9.35,435067,84.12,1256.01,65.95,1.1759,8168,32273,6636.73,6440.61,6342.94
2018/7/8,6816.39,3386210048,392740,155527,5.36E+12,9.06,480767,84.38,1246.23,69.17,1.1755,9076,31005,6723.19,6546.56,6392.55
2018/7/9,6769.96,3718129920,521148,206410,5.36E+12,10.51,909521,81.85,1258.51,67.75,1.1759,10704,37804,6768.1,6608.29,6435.45
2018/7/10,6539.41,4052430080,560008,215914,5.36E+12,9.77,815460,78.28,1255.86,67.75,1.173,16183,39826,6790.85,6645.82,6470.63
2018/7/11,6375.23,3644859904,497821,202468,5.36E+12,10.67,838058,77.92,1248.97,61.67,1.1678,11559,39901,6615.19,6639.61,6487.51
2018/7/12,6289.78,3770170112,608847,203394,5.36E+12,9.97,868300,77.32,1244.94,52.61,1.1667,11139,39007,6488.8,6615.22,6504.48
2018/7/13,6243.97,3805400064,678537,207761,5.36E+12,10.25,868353,77.19,1242.56,71.01,1.1689,12850,37794,6317.82,6581.8,6527.72
2018/7/14,6258.51,2923670016,562124,176342,5.36E+12,10.9,893014,76.85,1242.56,71.01,1.1689,12085,30839,6287.19,6541.86,6529.13
2018/7/15,6323.08,3285459968,409465,161018,5.36E+12,10.74,635256,77.83,1238.03,68.06,1.1681,12285,32485,6247.66,6501.52,6520
2018/7/16,6549.38,4725799936,483120,207722,5.36E+12,11.99,742467,81.59,1240.79,68.06,1.1714,12738,41799,6291.27,6466.65,6518.13
2018/7/17,7033.02,5961950208,551908,233807,5.36E+12,9.1,720761,86.86,1234.54,67.896,1.1656,12198,45432,6459.17,6453.85,6527.24
2018/7/18,7375.39,6103410176,642136,238595,5.18E+12,8.29,890976,89.11,1226.49,68.356,1.1648,12885,42923,6807.48,6514.65,6583.77
2018/7/19,7408.74,5111629824,540081,224868,5.18E+12,8.44,596325,87.05,1222.68,68.728,1.1659,12348,39629,7144.52,6584.54,6639
2018/7/20,7434.86,4936869888,517442,225375,5.18E+12,9.31,649343,84.63,1226.12,68.7,1.1733,12218,38529,7386.23,6710.86,6698.13
2018/7/21,7368.02,3726609920,415309,184666,5.18E+12,10.5,569547,83.26,1226.12,68.7,1.1733,11289,33267,7397.26,6817.46,6746.74
2018/7/22,7439.52,3695460096,384041,166947,5.18E+12,7.89,361627,83.73,1232.98,67.89,1.1733,10931,32189,7413.43,6949.74,6786.91
