Date,Bitcoin_closeprice,Volume,Num_bitcoin_address,bitcoin_transactions,Mining_Difficulty,mine_a_block_min,Block_size,Weighted_litecoin_price,Weighted_gold_price,Oil_price,usd/euro,Num_Wiki_view,Num_tweets,3d MA,9d MA,14d MA,WSJ Daily Sentiment,Regulation Sentiment,Privacy and Security Sentiment
01/07/2015,258.62,103669.7,267891,143977,49402014931,10.78,634471,3.99,1173.51,48.69,1.1053,12957,29052,256.38,248.7,248.09,-0.54,-0.97,-0.97
02/07/2015,255.41,83719.46,276497,141999,49402014931,9.33,476935,4.02,1167.64,48.69,1.1084,9802,27119,259.58,249.99,248.81,-0.54,-0.97,-0.97
03/07/2015,256.34,74467.14,267584,129558,49402014931,8.95,430265,4.09,1167.45,53.95,1.1114,8307,25771,259.03,251.23,249.3,-0.54,-0.97,-0.97
04/07/2015,260.89,60483.23,251749,104430,49402014931,9.43,388086,4.11,1167.45,53.95,1.1114,8947,23847,256.79,252.99,250.2,-0.54,-0.97,-0.97
05/07/2015,271.91,165701.37,272051,114942,49402014931,10.21,442218,4.52,1170.43,58.99,1.1056,8692,24976,257.55,255,250.97,-0.54,-0.97,-0.97
06/07/2015,269.03,181189.13,287795,173889,49402014931,7.95,507758,5.18,1170.43,58.99,1.1056,10263,36903,263.05,258.14,252.96,-0.57,-0.97,-0.97
07/07/2015,266.21,107645.48,283673,190613,49402014931,10.77,769014,5.26,1163.54,52.33,1.1011,11220,29915,267.28,260.15,254.54,-0.57,-0.97,-0.97
08/07/2015,270.79,137713.48,286530,201586,49402014931,8.94,737151,5.78,1156.11,43.87,1.1077,11147,36474,269.05,262.06,256.1,-0.57,-0.97,-0.97
09/07/2015,269.23,149335.61,283452,191030,49402014931,10.82,744733,6.93,1160.57,43.87,1.1036,9613,30281,268.68,263.59,258.27,-0.57,-0.97,-0.97
10/07/2015,284.89,359357.1,289735,192866,49402014931,9.28,644446,6.21,1161.53,47.81,1.1162,8269,29616,268.74,264.27,260.15,-0.57,-0.97,-0.97
11/07/2015,293.11,141753.39,287238,186052,51076366303,9.7,746483,4.34,1161.53,47.81,1.1162,6960,24645,274.97,267.19,263.1,-0.57,-0.97,-0.97
12/07/2015,310.87,186321.14,284313,208550,51076366303,10.66,776860,4.85,1159.12,37.65,1.1002,7266,26775,282.41,271.38,266.11,0.45,-0.97,-0.97
13/07/2015,292.05,207739.61,254591,159547,51076366303,9.75,717928,4.9,1159.12,52.2,1.1002,8912,42326,296.29,277.44,270.53,0.45,-0.97,-0.97
14/07/2015,287.46,98864.99,255129,122474,51076366303,9.92,716007,4.68,1156.53,53.04,1.1009,7770,50267,298.68,280.9,273.03,0.45,-0.97,-0.97
15/07/2015,285.83,95399.83,231269,115417,51076366303,9.54,662800,4.43,1151.64,51.41,1.095,7408,38595,296.79,282.63,274.77,0.45,-0.97,-0.97
16/07/2015,278.09,175072.88,243088,114253,51076366303,10.7,699366,3.86,1144.5,50.91,1.0875,7666,35125,288.45,284.49,276.72,0.45,-0.97,-0.97
17/07/2015,279.47,99439.22,222743,116759,51076366303,9.72,676602,3.75,1139.03,50.89,1.083,7071,29831,283.79,285.81,278.34,0.45,-0.97,-0.97
18/07/2015,274.9,90695.69,230088,130546,51076366303,9.8,654658,3.95,1139.03,50.89,1.083,6207,25985,281.13,286.78,279.99,0.45,-0.97,-0.97
19/07/2015,273.61,55929.45,263213,120735,51076366303,9.45,639914,3.88,1115.75,50.15,1.0825,9122,25071,277.49,287.41,280.99,0.45,-0.97,-0.97
20/07/2015,278.98,82257.88,248768,125102,51076366303,9.21,439029,3.84,1115.75,50.15,1.0825,8820,36888,275.99,286.15,281.11,0.45,-0.97,-0.97
21/07/2015,275.83,82582.56,236628,133658,51076366303,11.33,535470,3.87,1101.83,50.36,1.0935,8484,30095,275.83,284.58,281.82,0.45,-0.97,-0.97
22/07/2015,277.22,70194.4,236628,131105,51076366303,9.38,463089,3.78,1096.74,49.19,1.0929,8727,44651,276.14,280.69,282.51,0.45,-0.97,-0.97
23/07/2015,276.05,66948.34,236628,109480,51076366303,10.32,401368,3.8,1094.73,48.45,1.0984,9252,33408,277.34,279.04,282.97,0.45,-0.97,-0.97
24/07/2015,288.28,131819.28,236628,109749,51076366303,8.47,376293,4.22,1092.21,48.14,1.0984,7723,28664,276.37,277.78,283.45,0.45,-0.97,-0.97
25/07/2015,288.7,71644.24,258879,100390,52278304846,9.38,354706,4.64,1092.21,48.14,1.0984,7085,21076,280.52,278.05,283.7,0.45,-0.97,-0.97
26/07/2015,292.69,55184.84,258879,92632,52278304846,10.02,433771,4.62,1099,47.39,1.1088,8297,15592,284.34,279.23,283.38,0.45,-0.97,-0.97
27/07/2015,293.62,104455.9,258879,115077,52278304846,9.64,532105,4.67,1096.92,47.39,1.1088,9446,30972,289.89,280.7,282.08,0.45,-0.97,-0.97
28/07/2015,294.43,86421.08,258879,118214,52278304846,10.57,574468,4.88,1096.86,47.98,1.106,9259,33519,291.67,282.78,282.2,0.45,-0.97,-0.97
29/07/2015,289.59,84538.63,270476,143048,52278304846,9.49,840224,4.92,1103.57,48.79,1.0984,8886,37726,293.58,285.09,282.69,0.45,-0.97,-0.97
30/07/2015,287.72,75025.31,246547,122807,52278304846,10.65,777653,4.67,1095.66,48.52,1.0932,8411,33018,292.55,286.27,282.96,0.45,-0.97,-0.97
31/07/2015,284.65,82645.24,271001,147352,52278304846,9.53,756097,4.62,1091.16,47.12,1.0984,7078,27789,290.58,287.59,283.65,0.45,-0.97,-0.97
01/08/2015,281.6,67279.42,267062,147326,52278304846,9.36,729844,4.38,1091.16,48.8,1.0984,19155,26960,287.32,288.41,284.02,-0.84,-0.97,-0.97
02/08/2015,282.61,63090.78,260292,103449,52278304846,9.57,428182,4.08,1091.26,48.8,1.095,13380,24294,284.66,289.03,284.5,-0.84,-0.97,-0.97
03/08/2015,281.23,76030.66,247772,119687,52278304846,8.97,454973,4.18,1091.26,50.44,1.095,10226,35036,282.95,288.4,285.14,-0.84,-0.97,-0.97
04/08/2015,285.22,77320.28,260149,132411,52278304846,10.82,797580,4.3,1085.92,50.44,1.0881,8776,34486,281.81,287.57,285.3,-0.84,-0.97,-0.97
05/08/2015,281.88,71015.77,280613,133625,52278304846,10.86,800967,4.36,1086.35,59.41,1.0906,8297,31470,283.02,286.74,285.97,-0.84,-0.97,-0.97
06/08/2015,278.58,67066.74,257987,134695,52278304846,10.04,785167,4.2,1088.06,58.14,1.0925,7852,35658,282.78,285.44,286.31,-0.84,-0.97,-0.97
07/08/2015,279.58,152400.9,248898,111208,52278304846,10.11,498201,4.11,1091.76,51.65,1.0967,7736,47467,281.89,283.68,286.49,-0.84,-0.97,-0.97
08/08/2015,261,216508.23,251314,101351,52699842409,9.2,350409,4.03,1091.76,51.65,1.0967,6784,29031,280.01,282.56,285.86,-0.84,-0.97,-0.97
09/08/2015,265.08,90310.53,240857,90392,52699842409,10.27,368554,3.88,1094.2,45.94,1.1019,6776,27132,273.05,279.59,283.89,-0.84,-0.97,-0.97
10/08/2015,264.47,79197.43,253842,116674,52699842409,8.62,450406,3.93,1096.5,49.43,1.1019,7722,27744,268.55,277.42,281.91,-0.84,-0.97,-0.97
11/08/2015,270.39,95151.14,236213,114579,52699842409,8.67,410415,4.05,1106.28,49.43,1.1042,7975,26653,263.52,275.52,279.83,-0.84,-0.97,-0.97
12/08/2015,266.38,99953.03,246215,117772,52699842409,11.61,503204,4.06,1116.29,37.51,1.1159,8033,29241,266.65,274.16,278.11,-0.84,-0.97,-0.97
13/08/2015,264.08,104540.65,237969,117360,52699842409,9.83,444049,3.92,1120.14,42.23,1.115,9529,31087,267.08,272.51,276.46,-0.84,-0.97,-0.97
14/08/2015,265.68,102350.67,236280,111113,52699842409,10.18,433369,3.96,1115.5,42.5,1.1109,7164,30737,266.95,270.16,274.77,-0.84,-0.97,-0.97
15/08/2015,261.55,73252.58,236800,94807,52699842409,10.46,391478,3.98,1115.5,42.5,1.1109,6294,28722,265.38,268.36,273.41,-0.84,-0.97,-0.97
16/08/2015,258.51,114313.74,246539,89360,52699842409,10.49,378583,3.94,1116.38,41.87,1.1078,6528,24050,263.77,266.47,271.98,-0.84,-0.97,-0.97
17/08/2015,257.98,83621.77,245985,114902,52699842409,9.81,425368,3.98,1116.38,41.87,1.1078,7516,37040,261.91,264.13,270.26,-0.84,-0.97,-0.97
18/08/2015,211.08,179716.87,267354,119657,52699842409,10.18,479367,3.72,1117.02,42.62,1.1024,11266,28767,259.35,263.79,268.6,-0.84,-0.97,-0.97
19/08/2015,226.68,266818.04,259630,119995,52699842409,9.14,414436,3.48,1127.82,40.8,1.112,11741,28539,242.52,257.79,263.3,-0.84,-0.97,-0.97
20/08/2015,235.35,139338.6,239574,118080,52699842409,9.68,407439,3.54,1148.15,41.14,1.1242,10337,36462,231.91,253.59,259.36,-0.84,-0.97,-0.97
21/08/2015,232.57,99024.87,243537,113627,52699842409,8.66,366045,3.59,1157.67,40.45,1.1386,9526,39012,224.37,249.7,256.27,-0.84,-0.97,-0.97
22/08/2015,230.39,100816.32,268182,105507,54256630328,9.2,378242,3.53,1157.67,40.45,1.1386,7411,34967,231.53,245.94,252.91,-0.84,-0.97,-0.97
23/08/2015,228.17,80304.52,258445,94395,54256630328,10.75,408777,3.45,1159.2,38.24,1.1619,8932,27692,232.77,242.2,250.73,-0.84,-0.97,-0.97
24/08/2015,210.49,270044.23,274246,125213,54256630328,9.31,464596,3.19,1159.2,38.24,1.1619,11436,34342,230.38,238.03,248.09,-0.84,-0.97,-0.97
25/08/2015,221.61,284944.26,254062,121838,54256630328,10.53,486048,2.88,1146.39,39.31,1.1517,9503,37941,223.02,232.36,244.24,-0.84,-0.97,-0.97
26/08/2015,225.83,141482.07,255606,122691,54256630328,8.94,384750,2.94,1132.57,38.6,1.1314,10627,33987,220.09,228.26,240.75,-0.84,-0.97,-0.97
27/08/2015,224.77,97016.7,243773,119942,54256630328,10.57,438590,2.91,1125.05,42.56,1.1246,8331,34558,219.31,224.69,237.86,-0.84,-0.97,-0.97
28/08/2015,231.4,137405.07,266678,120230,54256630328,9.37,413005,2.86,1131.18,45.22,1.1185,7371,39945,224.07,226.21,235.05,-0.84,-0.97,-0.97
29/08/2015,229.78,74380.61,198452,107329,54256630328,8.97,351047,2.89,1131.18,45.22,1.1185,8043,14768,227.33,226.73,232.6,-0.84,-0.97,-0.97
30/08/2015,228.76,84682.43,256675,98189,54256630328,9.63,372107,2.85,1132.78,49.2,1.1211,9233,32134,228.65,226.11,230.33,-0.84,-0.97,-0.97
31/08/2015,230.06,90337.17,265807,127103,54256630328,9.12,454286,2.84,1132.78,49.2,1.1211,8710,35949,229.98,225.69,228.2,-0.84,-0.97,-0.97
01/09/2015,228.12,89800.98,276332,130256,54256630328,9.24,451844,2.84,1140.52,48.35,1.1315,9295,37021,229.53,225.65,226.21,-0.84,-0.97,-0.97
02/09/2015,229.28,82070.08,258552,149906,54256630328,8.99,755694,2.8,1137.22,52.99,1.1227,8402,39013,228.98,225.65,227.43,-0.84,-0.97,-0.97
03/09/2015,227.18,76611.6,267320,128536,54256630328,10.04,494698,2.7,1127.81,49.95,1.1123,7967,42474,229.15,227.73,227.61,-0.84,-0.97,-0.97
04/09/2015,230.3,91594.86,222824,103817,56957648455,9.23,355467,2.67,1124.08,50.79,1.1149,6925,36321,228.19,228.35,227.03,-0.84,-0.97,-0.97
05/09/2015,235.02,88832.83,288585,124071,56957648455,9.68,448417,2.8,1124.08,50.79,1.1149,5814,29023,228.92,228.85,226.87,-0.84,-0.97,-0.97
06/09/2015,239.84,106996.39,264468,106149,56957648455,10.04,411318,3,1121.25,60.14,1.117,6183,35583,230.83,229.99,227.2,-0.84,-0.97,-0.97
07/09/2015,239.85,88245.68,140941,125315,56957648455,9.46,477578,3.04,1121.25,52.78,1.117,7366,38792,235.05,230.93,228.03,-0.84,-0.97,-0.97
08/09/2015,243.61,110965.61,293553,125243,56957648455,10.64,692283,3.06,1121.86,52.78,1.1203,8373,46889,238.24,232.05,230.13,-0.84,-0.97,-0.97
09/09/2015,238.17,98089.72,293553,126308,56957648455,9.58,728355,2.98,1113.77,44.15,1.1207,7966,16909,241.1,233.7,231.7,-0.84,-0.97,-0.97
10/09/2015,238.48,88961.34,216913,124780,56957648455,8.52,698637,2.93,1109.46,49.63,1.128,8087,37882,240.54,234.6,232.58,-0.84,-0.97,-0.97
11/09/2015,240.11,80276.85,266605,179844,56957648455,9.12,698082,2.96,1107.64,43.87,1.1338,7807,38518,240.09,235.75,233.56,-0.84,-0.97,-0.97
12/09/2015,235.23,75635.18,252935,137605,56957648455,10.52,662131,2.9,1107.64,37.16,1.1338,6732,32205,238.92,236.95,234.18,-0.84,-0.97,-0.97
13/09/2015,230.51,79393.34,287980,145897,56957648455,9.62,623393,2.82,1107.9,37.16,1.1317,6759,40350,237.94,237.85,234.57,-0.84,-0.97,-0.97
14/09/2015,230.64,91132.33,267943,166563,56957648455,9.44,742593,2.82,1107.63,44,1.1317,9968,16262,235.28,237.87,234.7,-0.84,-0.97,-0.97
15/09/2015,230.3,80765.63,280742,162839,56957648455,8.99,697781,2.85,1106.87,44.59,1.1269,8844,20470,232.13,237.38,234.74,-0.84,-0.97,-0.97
16/09/2015,229.09,87778.12,251552,167127,56957648455,9.9,675849,2.81,1113.36,47.15,1.129,8529,45085,230.48,236.32,234.89,-0.84,-0.97,-0.97
17/09/2015,229.81,82496.41,265938,259135,59335351234,10.27,705268,2.86,1125.02,46.9,1.1435,8761,33180,230.01,235.13,234.88,-0.84,-0.97,-0.97
18/09/2015,232.98,86779.56,287802,161357,59335351234,9.63,556746,2.94,1134.93,44.68,1.1298,9291,31747,229.73,233.59,235.07,-0.84,-0.97,-0.97
19/09/2015,231.49,54757.93,243952,114726,59335351234,11.71,469263,2.91,1134.93,44.68,1.1298,7344,39778,230.63,233.02,235.26,-0.84,-0.97,-0.97
20/09/2015,231.21,62404.2,291520,109030,59335351234,11.3,479239,2.86,1135.9,46.68,1.119,7185,65535,231.43,232.24,235.01,-0.84,-0.97,-0.97
21/09/2015,227.09,85929.87,286941,131547,59335351234,10.84,602382,2.83,1135.9,46.68,1.119,8482,59563,231.89,231.25,234.39,-0.84,-0.97,-0.97
22/09/2015,230.62,109315.94,320302,136627,59335351234,9.25,486307,2.83,1128.8,45.83,1.112,9391,82378,229.93,230.35,233.48,-0.84,-0.97,-0.97
23/09/2015,230.28,74803.17,254016,131242,59335351234,9.01,459781,2.87,1128.17,44.48,1.1186,40016,42946,229.64,230.36,232.55,-0.84,-0.97,-0.97
24/09/2015,234.53,107850.11,252278,125227,59335351234,10.39,487709,2.9,1143.4,44.91,1.123,7567,46527,229.33,230.32,231.99,-0.84,-0.97,-0.97
25/09/2015,235.14,95103.55,261082,128002,59335351234,8.78,428839,2.92,1147.1,45.7,1.1195,9114,41322,231.81,230.79,231.71,-0.84,-0.97,-0.97
26/09/2015,234.34,58514.97,279719,115475,59335351234,9.66,437718,2.89,1147.1,45.7,1.1195,5945,41039,233.32,231.46,231.35,-0.84,-0.97,-0.97
27/09/2015,232.76,60732.83,277147,108600,59335351234,9.79,442062,2.88,1138.51,44.43,1.1244,6308,30532,234.67,231.96,231.29,-0.84,-0.97,-0.97
28/09/2015,239.14,104738.29,265014,138427,59335351234,10.07,514718,2.98,1138.51,44.43,1.1244,7258,35355,234.08,231.94,231.45,-0.84,-0.97,-0.97
29/09/2015,236.69,95397.71,306444,140490,59335351234,8.26,464740,3.05,1129.62,45.23,1.1249,7439,40135,235.41,232.79,232.06,-0.84,-0.97,-0.97
30/09/2015,236.06,83474.97,291756,139700,59335351234,9.76,514060,3,1120.7,45.09,1.1177,7521,43080,236.2,233.4,232.51,-0.84,-0.97,-0.97
01/10/2015,237.55,86487.13,255850,134178,60813224039,9.65,457236,3,1115.03,45.09,1.1195,6915,41189,237.3,234.4,233.01,-0.84,-0.97,-0.97
02/10/2015,237.29,82882.23,270433,139608,60813224039,10.44,528039,3,1124.72,50.06,1.1216,6633,35561,236.77,235.17,233.56,-0.84,-0.97,-0.97
03/10/2015,238.73,69240.5,230497,119422,60813224039,9.95,392751,3.02,1124.72,48.42,1.1216,5799,49494,236.97,235.94,233.87,-0.84,-0.97,-0.97
04/10/2015,238.26,54521.43,279852,103378,60813224039,9.38,372705,3.02,1138.13,51.63,1.1188,6556,33909,237.86,236.41,234.39,-0.84,-0.97,-0.97
05/10/2015,240.38,97643.83,261212,125395,60813224039,9.4,423255,3.02,1136.23,51.63,1.1188,7937,32712,238.09,236.76,234.89,-0.84,-0.97,-0.97
06/10/2015,246.06,113140.9,281952,144368,60813224039,10.13,542647,3.08,1144.75,61.43,1.1272,10580,39541,239.12,237.43,235.84,-0.84,-0.97,-0.97
07/10/2015,242.97,94027.8,272851,134798,60813224039,10.85,686500,3.11,1149.92,52.74,1.1237,9002,38773,241.57,238.91,236.94,-0.84,-0.97,-0.97
08/10/2015,242.3,76210.33,279973,140208,60813224039,10.31,658225,3.06,1147.17,44.96,1.1276,7988,35461,243.14,239.33,237.85,-0.84,-0.97,-0.97
09/10/2015,243.93,71353.21,227575,114518,60813224039,11.25,595056,3.09,1148.95,45.92,1.1358,6977,30426,243.78,239.96,238.41,-0.84,-0.97,-0.97
10/10/2015,244.94,65143.9,298456,126845,60813224039,9.05,632632,3.11,1148.95,45.92,1.1358,5760,29433,243.07,240.83,239.03,-0.84,-0.97,-0.97
11/10/2015,247.05,68459.32,268328,104404,60813224039,9.89,541174,3.12,1162.61,44.21,1.1358,6282,27940,243.72,241.65,239.79,-0.84,-0.97,-0.97
12/10/2015,245.31,70626.73,281796,134268,60813224039,10.18,575100,3.15,1162.61,36.76,1.1358,7768,34146,245.31,242.74,240.81,-0.84,-0.97,-0.97
13/10/2015,249.51,114080.83,269120,134741,60813224039,10.46,555197,3.16,1168.9,46.66,1.1379,7733,31813,245.77,243.47,241.25,-0.84,-0.97,-0.97
14/10/2015,251.99,109343.05,273778,141833,60813224039,9.52,526126,3.16,1177.07,46.64,1.1474,9130,28030,247.29,244.72,242.17,-0.84,-0.97,-0.97
15/10/2015,254.32,99457.83,329952,153329,60883825480,8.65,538090,3.13,1183.43,46.38,1.1386,7470,37296,248.94,246.01,243.31,-0.84,-0.97,-0.97
16/10/2015,262.87,138450.12,293889,143142,60883825480,10.04,577965,3.11,1179.85,47.26,1.1348,6956,36070,251.94,246.92,244.5,-0.84,-0.97,-0.97
17/10/2015,270.64,161590.48,335462,135775,60883825480,10.57,599780,3.1,1179.85,47.26,1.1348,5901,31701,256.39,249.14,246.33,-0.84,-0.97,-0.97
18/10/2015,261.64,84260.28,298466,119561,60883825480,9.98,532675,3.04,1173.58,45.89,1.1327,6319,25220,262.61,252.28,248.61,-0.84,-0.97,-0.97
19/10/2015,263.44,96125.13,312628,143804,60883825480,8.65,510530,3.03,1173.58,45.89,1.1327,8297,35703,265.05,254.25,250.28,-0.84,-0.97,-0.97
20/10/2015,269.46,115791.88,353073,146221,60883825480,11.26,689353,3.07,1172.87,45.55,1.1346,8665,42914,265.24,256.31,251.93,-0.84,-0.97,-0.97
21/10/2015,266.27,95822.46,317857,150055,60883825480,10.08,565292,3.09,1171.79,45.2,1.1339,8204,38896,264.85,258.8,253.6,0.7,-0.97,-0.97
22/10/2015,274.02,139623.32,312702,147254,60883825480,9.73,546734,3.1,1167.8,45.38,1.1109,8587,44027,266.39,261.13,255.26,0.7,-0.97,-0.97
23/10/2015,276.5,106834.43,315436,143319,60883825480,9.64,555678,3.11,1167.47,44.6,1.1018,8024,37326,269.92,263.85,257.53,0.7,-0.97,-0.97
24/10/2015,281.65,92953.53,342672,139983,60883825480,9.81,525397,3.1,1167.47,44.6,1.1018,6160,36013,272.26,266.57,259.85,0.7,-0.97,-0.97
25/10/2015,283.68,160320.87,335149,131333,60883825480,9.27,527246,3.1,1163.36,43.98,1.1058,6783,30139,277.39,269.61,262.48,0.7,-0.97,-0.97
26/10/2015,285.3,113186.69,345648,116236,60883825480,8.91,477430,3.09,1164.56,43.98,1.1058,8519,37096,280.61,271.92,265.09,0.7,-0.97,-0.97
27/10/2015,293.79,159737.29,316923,153593,60883825480,9.81,546608,3.1,1165.26,43.2,1.1051,9033,50484,283.54,273.55,267.95,0.7,-0.97,-0.97
28/10/2015,304.62,169592.11,305227,160036,60883825480,10.28,592793,3.1,1165.2,45.94,1.0923,9695,45782,287.59,277.12,271.11,0.7,-0.97,-0.97
29/10/2015,313.86,208360.47,344468,160911,62253982450,9.5,591662,3.47,1152.96,46.06,1.0977,10211,45960,294.57,281.7,274.87,0.7,-0.97,-0.97
30/10/2015,328.02,242791.14,342132,166524,62253982450,8.5,517576,3.94,1144.39,46.59,1.1006,9029,32577,304.09,286.63,279.12,0.7,-0.97,-0.97
31/10/2015,314.17,151311.1,327124,155253,62253982450,9.72,540261,3.94,1144.39,46.59,1.1006,6855,35257,315.5,293.49,283.78,0.7,-0.97,-0.97
01/11/2015,325.43,115646.51,333188,152335,62253982450,9.52,541944,3.88,1142.05,48.8,1.1016,8294,31402,318.68,297.95,286.89,0.7,-0.97,-0.97
02/11/2015,361.19,296342.17,341701,171955,62253982450,9.4,625830,4.07,1137.78,48.8,1.1016,10020,35962,322.54,303.39,291.44,0.7,-0.97,-0.97
03/11/2015,403.42,535193.79,389890,186207,62253982450,9.31,683602,4.41,1125.18,48.06,1.0964,11545,42652,333.6,312.23,298.43,0.7,-0.97,-0.97
04/11/2015,411.56,624127.9,431681,204043,62253982450,9.2,784127,4.54,1111.28,48.06,1.0866,14390,54768,363.35,325.53,307.99,0.7,-0.97,-0.97
05/11/2015,386.35,375674.25,381636,182663,62253982450,9.94,729977,4.08,1106.68,59.23,1.0884,16294,51405,392.06,339.56,318.37,0.7,-0.97,-0.97
06/11/2015,374.47,324482.94,377212,166748,62253982450,9.95,658057,3.73,1098.24,60.77,1.0741,11448,43351,400.44,349.85,326.4,0.7,-0.97,-0.97
07/11/2015,386.48,148645.72,313685,151345,62253982450,9.43,536131,3.6,1098.24,60.77,1.0741,8075,36433,390.79,357.61,333.39,0.7,-0.97,-0.97
08/11/2015,373.37,136700.26,347065,132411,62253982450,10.29,548015,3.53,1091.72,43.08,1.0752,7956,39567,382.43,365.68,340.88,0.7,-0.97,-0.97
09/11/2015,380.26,181597.59,366012,159687,62253982450,9.68,623500,3.38,1091.72,44.63,1.0752,11166,45103,378.11,370.72,347.29,0.7,-0.97,-0.97
10/11/2015,336.82,268469.31,335929,161816,62253982450,9.91,606812,3.26,1090.59,44.63,1.0724,10928,43853,380.04,378.06,354.07,0.7,-0.97,-0.97
11/11/2015,311.08,331362.96,342220,158761,65848255180,8.53,524536,3.04,1088.51,42.93,1.0743,9358,34774,363.48,379.32,357.14,0.7,-0.97,-0.97
12/11/2015,338.15,239502.55,331450,157686,65848255180,8.95,524627,3.13,1084.78,35.62,1.0814,9258,38371,342.72,373.76,357.61,0.7,-0.97,-0.97
13/11/2015,336.75,154973.78,313316,154667,65848255180,8.91,493297,3.24,1083.99,40.74,1.0773,8749,35364,328.68,366.5,359.34,0.7,-0.97,-0.97
14/11/2015,332.91,115459.6,355196,150332,65848255180,10.13,541817,3.21,1083.99,40.74,1.0773,6794,30226,328.66,358.19,359.96,0.7,-0.97,-0.97
15/11/2015,320.17,135481.71,377039,143209,65848255180,9.19,498394,3.14,1087.72,41.74,1.0686,7023,32216,335.94,352.25,361.3,0.7,-0.97,-0.97
16/11/2015,330.75,147858.55,332050,158143,65848255180,8.23,521452,3.12,1087.72,41.74,1.0686,8825,35757,329.94,346.22,360.93,0.7,-0.97,-0.97
17/11/2015,335.09,152997.15,319795,156539,65848255180,9.77,557605,3.2,1076.2,40.67,1.0642,9949,36957,327.94,340.03,358.75,0.7,-0.97,-0.97
18/11/2015,334.59,131053.91,363465,165116,65848255180,9.41,598408,3.19,1070.83,40.75,1.066,9285,40387,328.67,335.78,353.87,0.94,-0.97,-0.97
19/11/2015,326.15,136248.64,315157,154347,65848255180,10.59,609871,3.16,1077.58,40.54,1.0734,8819,32915,333.48,330.7,348.37,0.94,-0.97,-0.97
20/11/2015,322.02,165183.98,322462,155607,65848255180,8.58,505331,3.12,1081.1,40.39,1.0646,8254,33652,331.94,329.52,344.07,0.94,-0.97,-0.97
21/11/2015,326.93,86984.89,342296,150861,65848255180,8.3,468868,3.14,1081.1,40.39,1.0646,7416,25295,327.59,330.73,340.33,0.94,-0.97,-0.97
22/11/2015,324.54,72132.33,343028,129487,65848255180,8.37,437165,3.14,1070.34,41.75,1.0636,7287,17983,325.03,329.48,336.07,0.94,-0.97,-0.97
23/11/2015,323.05,84955.63,304962,145109,65848255180,8.7,515722,3.13,1070.34,41.75,1.0636,8246,21268,324.5,328.13,332.59,0.94,-0.97,-0.97
24/11/2015,320.05,91455.18,345006,152168,72722780643,9.38,523032,3.12,1073.83,42.87,1.0643,7454,20427,324.84,327.03,328.5,0.94,-0.97,-0.97
25/11/2015,328.21,128784.39,329178,151713,72722780643,9.69,558613,3.22,1076.15,43.04,1.0624,7164,27288,322.55,327.02,327.3,0.94,-0.97,-0.97
26/11/2015,352.68,308453.73,350502,164495,72722780643,8.2,536884,3.51,1072.4,43.04,1.061,9513,24681,323.77,326.74,328.53,0.94,-0.97,-0.97
27/11/2015,358.04,155285.36,305800,160102,72722780643,10.75,649564,3.58,1064.23,41.71,1.0593,7169,25861,333.65,328.69,329.56,0.94,-0.97,-0.97
28/11/2015,357.38,103254.99,360235,165522,72722780643,9.42,551229,3.54,1064.23,41.71,1.0593,6462,25749,346.31,331.3,331.08,0.94,-0.97,-0.97
29/11/2015,371.29,110987.12,280635,129701,72722780643,9.6,453507,3.6,1061.55,41.65,1.0565,7059,24219,356.03,334.77,332.83,0.94,-0.97,-0.97
30/11/2015,377.32,191010.71,438179,182486,72722780643,8.92,672512,3.65,1061.55,41.65,1.0565,9143,26261,362.24,340.24,336.48,0.94,-0.97,-0.97
01/12/2015,362.49,163893.72,369424,177945,72722780643,8.62,567074,3.53,1067.97,46.06,1.0633,9392,25143,368.66,345.84,339.81,0.94,-0.97,-0.97
02/12/2015,359.19,151210.29,381492,183362,72722780643,8.94,655985,3.38,1063.88,51.17,1.0615,8799,23887,370.37,350.06,341.77,0.94,-0.97,-0.97
03/12/2015,361.05,140088.67,323411,164632,72722780643,10.1,643186,3.38,1054.98,47.12,1.094,8288,23460,366.33,354.07,343.52,0.94,-0.97,-0.97
04/12/2015,363.18,99144.16,328140,173433,72722780643,9.48,588732,3.37,1074.5,47.12,1.0881,8029,22066,360.91,358.63,346.02,-0.74,-0.97,-0.97
05/12/2015,388.95,176085.76,410596,186019,72722780643,8.19,574139,3.45,1074.5,60.72,1.0881,7077,22531,361.14,362.51,348.96,-0.74,-0.97,-0.97
06/12/2015,388.78,198342.09,379689,179553,79102380900,9.11,594406,3.51,1077.66,59.96,1.0837,7456,22728,371.06,366.54,353.39,0.51,-0.97,-0.97
07/12/2015,395.54,161580.26,383792,192683,79102380900,9.82,688185,3.56,1077.66,59.96,1.0837,8731,25413,380.3,369.96,357.98,-0.88,-0.97,-0.97
08/12/2015,415.56,143001.98,396088,195046,79102380900,8.23,617038,3.64,1073.17,43.3,1.0892,15178,24716,391.09,374.2,363.15,-0.88,-0.97,-0.97
09/12/2015,417.56,218892.98,425026,220155,79102380900,8.56,687724,3.68,1075.89,43.3,1.1025,63357,33862,399.96,379.12,369.98,0.25,-0.97,-0.97
10/12/2015,415.48,125294.74,422548,211820,79102380900,6.67,532228,3.65,1072.64,47.1,1.0941,28831,25232,409.55,383.59,376.36,0.25,-0.97,-0.97
