Date,Open,High,Low,Close,Volume%,Volume,Weighted_bitcoin_price,Address,generatedCoin,Mining_Difficulty,Weighted_litecoin_price,Volume_litecoin,Weighted_gold_price,Oil_price,usd/euro,Num_Wiki_view,Num_tweets,3d MA,9d MA,15d MA,Lable
29/04/2017,1317.84,1327.2,1315.21,1321.79,-0.03,320108.1279,1320.51,828936,2163,5.22E+11,15.07,3033417.386,1266.08,49.33,1.0895,11038,25838,1318.67,1363.76,1240.94,1321.79
30/04/2017,1321.87,1347.91,1314.92,1347.89,0.66,309878.8643,1333.15,724937,1888,5.22E+11,15.74,2790921.22,1268.15,53.76,1.0899,16195,27459,1328.72,1407.44,1252.63,1347.89
1/05/2017,1348.3,1434.32,1348.3,1421.6,-0.36,514090.1789,1388.13,707250,1875,5.22E+11,15.72,4261412.214,1262.99,53.76,1.0899,14544,34936,1363.76,1454.84,1268.54,1421.6
2/05/2017,1421.03,1473.9,1415.69,1452.82,0.2,331286.8592,1440.86,787411,1975,5.22E+11,15.8,2448867.089,1255.18,53.76,1.093,17143,35501,1407.44,1493.53,1285.80,1452.82
3/05/2017,1453.78,1492.77,1447.49,1490.09,0.54,396862.0409,1471.03,690007,1650,5.22E+11,18.6,13625859.78,1247.24,51.15,1.0886,17277,31179,1454.84,1527.74,1304.36,1490.09
4/05/2017,1490.72,1608.91,1490.72,1537.67,-0.01,609366.1828,1532,851802,2100,5.22E+11,22.74,10682146,1233.31,51.15,1.0985,19238,34255,1493.53,1557.31,1326.19,1537.67
5/05/2017,1540.87,1618.03,1530.31,1555.45,-0.39,605982.7103,1561.16,663371,1613,5.22E+11,25.25,8671247.208,1226.75,46.22,1.0998,16900,29857,1527.74,1576.99,1347.95,1555.45
6/05/2017,1556.81,1578.8,1542.5,1578.8,0.83,372406.8609,1564.23,872106,2100,5.22E+11,27.18,3976563.65,1226.75,47.4,1.0998,17793,25032,1557.31,1632.95,1371.73,1578.8
7/05/2017,1579.47,1596.72,1559.76,1596.71,0.18,682194.554,1583.17,787633,2088,5.22E+11,29.52,6359010.84,1226.58,45.13,1.0924,17777,26713,1576.99,1691.81,1396.06,1596.71
8/05/2017,1596.92,1723.35,1596.92,1723.35,-0.18,807353.5967,1660.14,889537,2250,5.22E+11,29.35,4519591.141,1226.58,45.13,1.0924,19666,29244,1632.95,1755.28,1430.47,1723.35
9/05/2017,1723.89,1833.49,1716.3,1755.36,-0.22,664625.6103,1757.26,794529,1938,5.22E+11,30.2,8328377.219,1219.25,48.66,1.0874,23935,44121,1691.81,1797.02,1464.15,1755.36
10/05/2017,1756.52,1788.44,1719.1,1787.13,-0.15,519470.7329,1762.8,735155,1850,5.60E+11,33.45,12271030.91,1216.5,50.79,1.0868,24385,40934,1755.28,1786.65,1498.93,1787.13
11/05/2017,1780.37,1873.93,1755.35,1848.57,-0.06,440599.5889,1814.55,703578,1688,5.60E+11,31.08,6632464.35,1218.14,50.79,1.0861,25185,35505,1797.02,1792.57,1536.76,1848.57
12/05/2017,1845.76,1856.15,1694.01,1724.24,-0.2,416273.7916,1780.04,745640,1925,5.60E+11,29.36,3765974.114,1229.12,57.62,1.0931,39626,35985,1786.65,1779.35,1563.86,1724.24
13/05/2017,1723.12,1812.99,1651.08,1804.91,-0.27,331595.1808,1748.02,793153,1975,5.60E+11,27.64,3023314.038,1229.12,57.62,1.0931,47817,33174,1792.57,1784.08,1596.43,1804.91
14/05/2017,1800.86,1831.42,1776.62,1808.91,0.71,242287.6777,1804.45,893649,2050,5.60E+11,29.06,2334934.618,1229.75,48.85,1.0975,43113,40474,1779.35,1760.60,1628.90,1808.91
15/05/2017,1808.44,1812.8,1708.54,1738.43,0.33,413983.2059,1767.05,825608,2125,5.60E+11,27.1,3584793.506,1231.3,48.85,1.0975,91099,32997,1784.08,1770.66,1654.94,1738.43
16/05/2017,1741.7,1785.94,1686.54,1734.45,0.09,552076.3729,1737.16,655424,1650,5.60E+11,24.2,5655992.066,1236.34,48.66,1.1083,88685,35688,1760.60,1820.73,1675.79,1734.45
17/05/2017,1726.73,1864.05,1661.91,1839.09,-0.2,600544.8487,1772.94,762466,1938,5.60E+11,23.85,5916897.275,1248.79,49.07,1.1159,59979,33543,1770.66,1905.15,1701.54,1839.09
18/05/2017,1818.7,1904.48,1807.12,1888.65,0.23,482181.3429,1854.74,742312,1775,5.60E+11,26.92,4302748.886,1254.27,49.35,1.1103,45865,33534,1820.73,1987.03,1728.11,1888.65
19/05/2017,1897.37,2004.52,1890.25,1987.71,-0.2,595019.9408,1944.96,807946,2050,5.60E+11,27.8,3486467.626,1251.42,50.33,1.1206,38662,34239,1905.15,2037.88,1758.12,1987.71
20/05/2017,1984.24,2084.73,1974.92,2084.73,0.17,473061.1763,2032.16,851763,2063,5.60E+11,27.64,2136939.219,1251.42,50.33,1.1206,33314,32852,1987.03,2099.78,1793.40,2084.73
21/05/2017,2067.03,2119.08,2037.5,2041.2,0.64,555541.5584,2066.2,791586,1838,5.60E+11,27.06,3875905.395,1255.55,50.73,1.1237,31659,34900,2037.88,2178.34,1824.23,2041.2
22/05/2017,2043.19,2303.9,2017.87,2173.4,-0.33,909879.664,2134.59,773303,1825,5.60E+11,25.57,6446186.625,1257.62,50.73,1.1237,70929,44720,2099.78,2312.49,1862.68,2173.4
23/05/2017,2191.56,2320.82,2178.5,2320.42,0.17,612010.703,2252.82,876753,2100,5.96E+11,28.61,7580391.751,1256.62,51.47,1.1183,77232,48940,2178.34,2356.35,1902.48,2320.42
24/05/2017,2321.37,2523.72,2321.37,2443.64,0.37,718154.258,2402.52,806743,1925,5.96E+11,33.36,5884052.758,1254.27,51.36,1.1219,70266,47492,2312.49,2317.01,1948.37,2443.64
25/05/2017,2446.24,2763.71,2285.3,2304.98,-0.22,982302.4873,2450.06,842960,2038,5.96E+11,32.36,21250031.15,1254,48.9,1.121,73348,51057,2356.35,2182.09,1982.89,2304.98
26/05/2017,2320.89,2573.79,2071.99,2202.42,0.06,769316.0335,2292.27,818388,1913,5.96E+11,26.99,17941979.1,1261.6,49.8,1.1183,61597,49914,2317.01,2132.36,2006.48,2202.42
27/05/2017,2196.27,2260.2,1855.83,2038.87,-0.34,814488.0472,2087.79,892643,2100,5.96E+11,23.17,21813724.64,1261.6,49.8,1.1183,41682,39077,2182.09,2150.09,2027.45,2038.87
28/05/2017,2054.08,2267.34,2054.08,2155.8,-0.16,537851.2805,2132.82,856639,2063,5.96E+11,24.1,15644772.12,1267.05,49.99,1.1164,32640,33992,2132.36,2195.63,2050.85,2155.8
29/05/2017,2159.43,2307.05,2107.17,2255.61,0.45,450603.0045,2207.32,766059,1888,5.96E+11,24.62,8927538.587,1269.03,49.99,1.1164,35534,41046,2150.09,2239.16,2080.63,2255.61
30/05/2017,2255.36,2301.96,2124.57,2175.47,0.06,652099.5186,2214.34,848314,2238,5.96E+11,24.9,8712610.442,1266.66,49.66,1.1186,35423,41624,2195.63,2289.92,2109.76,2175.47
31/05/2017,2187.19,2311.08,2145.57,2286.41,0.01,691954.506,2232.56,819588,2050,5.96E+11,24.58,12151139.46,1268.4,48.32,1.1244,34254,47749,2239.16,2394.28,2146.56,2286.41
1/06/2017,2288.33,2448.39,2288.33,2407.88,-0.23,701025.7829,2358.23,838148,2125,5.96E+11,27.26,15424541.16,1266.72,53.99,1.1213,31694,39409,2289.92,2470.59,2184.48,2407.88
2/06/2017,2404.03,2488.55,2373.32,2488.55,0.12,540074.0651,2438.61,726206,1825,5.96E+11,28.87,11508521.23,1271.39,53.01,1.1279,28056,35997,2394.28,2505.24,2224.47,2488.55
3/06/2017,2493.72,2581.91,2423.57,2515.35,-0.11,605098.9823,2503.64,883252,2400,5.96E+11,28.12,10332716.93,1271.39,53.2,1.1279,25776,30857,2470.59,2571.32,2259.65,2515.35
4/06/2017,2547.79,2585.89,2452.54,2511.81,-0.02,536785.3564,2524.51,734744,2013,6.79E+11,27.62,7401701.955,1280.38,51.7,1.1254,23455,38571,2505.24,2687.27,2288.12,2511.81
5/06/2017,2512.4,2686.81,2510.22,2686.81,0.41,526848.1497,2599.06,767620,2050,6.79E+11,29.5,12437321.76,1280.38,51.7,1.1254,28797,38632,2571.32,2760.72,2331.16,2686.81
6/06/2017,2690.84,2999.91,2690.84,2863.2,-0.27,743316.0159,2811.2,800493,1888,6.79E+11,30.5,10527836.33,1289.42,48.19,1.1277,35757,51736,2687.27,2800.33,2377.15,2863.2
7/06/2017,2869.38,2869.38,2700.56,2732.16,-0.14,543423.0566,2792.87,878586,2063,6.79E+11,29.5,8969389.559,1289.79,45.52,1.1257,33834,43821,2760.72,2787.20,2404.60,2732.16
8/06/2017,2720.49,2815.3,2670.95,2805.62,0.02,465357.1253,2753.09,820508,2063,6.79E+11,29.2,7842636.712,1281.55,45.52,1.1214,27396,37910,2800.33,2859.05,2428.73,2805.62
9/06/2017,2807.44,2901.71,2795.62,2823.81,0.48,476300.6123,2832.14,764555,1888,6.79E+11,30.02,5890772.552,1273.14,49.16,1.1195,26320,38824,2787.20,2909.88,2463.32,2823.81
10/06/2017,2828.14,2950.99,2746.55,2947.71,-0.15,703850.6403,2868.35,701424,1763,6.79E+11,30.09,6735759.654,1273.14,49.29,1.1195,23523,34849,2859.05,2855.15,2513.00,2947.71
11/06/2017,2942.41,2996.6,2840.53,2958.11,0.55,597189.8951,2934.41,667449,1825,6.79E+11,31.86,12750093.66,1266.4,57.35,1.1203,27303,36404,2909.88,2778.25,2574.29,2958.11
12/06/2017,2953.22,2997.26,2518.56,2659.63,-0.29,923570.4907,2782.17,722926,1838,6.79E+11,30.94,12044699.68,1265.82,55.96,1.1203,35940,42206,2855.15,2627.67,2607.88,2659.63
13/06/2017,2680.91,2789.04,2650.38,2717.02,-0.01,657429.4847,2709.34,768135,1763,6.79E+11,30.02,5011825.716,1265.07,46.46,1.1211,32860,43501,2778.25,2562.66,2638.64,2717.02
14/06/2017,2716.88,2786.83,2412.94,2506.37,0.28,651080.6828,2605.76,744121,1750,6.79E+11,30.58,9101471.812,1271.77,44.73,1.1218,28795,41045,2627.67,2496.50,2660.70,2506.37
15/06/2017,2499.58,2534.71,2212.96,2464.58,-0.42,834552.4506,2427.96,796500,1913,6.79E+11,29.53,10650254.52,1258.18,44.46,1.1145,29145,45335,2562.66,2546.34,2672.57,2464.58
16/06/2017,2469.57,2539.92,2385.15,2518.56,0.23,482262.0409,2478.3,727787,1850,6.79E+11,32.81,15726089.36,1254.38,44.74,1.1198,28247,41470,2496.50,2574.24,2679.95,2518.56
17/06/2017,2514.01,2685.19,2484.96,2655.88,-0.24,593618.5748,2585.01,665263,1813,7.12E+11,42.33,40887787.2,1254.38,44.74,1.1198,23079,35393,2546.34,2597.92,2691.11,2655.88
18/06/2017,2655.35,2662.1,2516.33,2548.29,0.23,454113.2289,2595.52,628651,1813,7.12E+11,45.84,22168848.87,1248.95,44.2,1.1149,22615,33617,2574.24,2619.89,2693.30,2548.29
19/06/2017,2549.03,2662.85,2549.03,2589.6,0.24,559137.1502,2587.63,729519,1888,7.12E+11,48.76,27529943.89,1248.95,44.2,1.1149,25447,38427,2597.92,2666.83,2698.49,2589.6
20/06/2017,2591.26,2763.45,2589.82,2721.79,-0.14,695343.8307,2666.58,741906,1725,7.12E+11,48.71,12583349.95,1243.14,43.23,1.1134,28562,41414,2619.89,2705.43,2700.82,2721.79
21/06/2017,2709.43,2772.01,2660.4,2689.1,-0.32,600714.9756,2707.74,755253,1750,7.12E+11,47.26,13543250.44,1244.94,42.53,1.1168,32491,40215,2666.83,2713.14,2689.22,2689.1
22/06/2017,2691.03,2723.74,2642.36,2705.41,-0.14,408059.0373,2690.64,735737,1738,7.12E+11,47.54,9367332.941,1253.18,42.74,1.1152,30385,37617,2705.43,2686.35,2687.43,2705.41
23/06/2017,2707.34,2765.17,2706.37,2744.91,0.04,352008.9991,2730.95,710482,2000,7.12E+11,47.7,5959539.119,1254.26,43.01,1.1194,25673,42760,2713.14,2647.68,2683.38,2744.91
24/06/2017,2738.52,2757.94,2583.19,2608.72,0.21,367783.2768,2672.09,646742,1825,7.12E+11,45.8,7013406.463,1254.26,43.01,1.1194,24171,42760,2686.35,2558.86,2669.05,2608.72
25/06/2017,2607.25,2682.26,2552.12,2589.41,0.49,445248.0412,2607.76,534993,1525,7.12E+11,44.42,7977757.767,1249.48,43.38,1.1182,22222,42760,2647.68,2540.10,2645.16,2589.41
26/06/2017,2590.57,2615.25,2376.29,2478.45,-0.09,661307.1241,2515.14,704387,1775,7.12E+11,41.77,12881781.18,1249.48,43.38,1.1182,25687,42760,2558.86,2535.23,2613.18,2478.45
27/06/2017,2478.45,2552.45,2332.99,2552.45,-0.23,600944.6859,2479.08,696066,1638,7.12E+11,39.82,14195505.37,1246,44.24,1.1339,35577,42760,2540.10,2555.52,2606.04,2552.45
28/06/2017,2553.03,2603.98,2484.42,2574.79,-0.2,463526.5371,2554.05,743276,1963,7.12E+11,41.62,8492167.227,1249.58,44.74,1.1378,45873,42760,2535.23,2531.65,2596.55,2574.79
29/06/2017,2567.56,2588.83,2510.48,2539.32,-0.08,372314.4787,2551.55,621633,1500,7.12E+11,41.77,7185324.587,1247.1,44.93,1.1441,34271,42760,2555.52,2484.90,2598.75,2539.32
30/06/2017,2539.24,2559.25,2478.43,2480.84,-0.08,342133.0491,2514.44,722889,1925,7.12E+11,40.83,6151947.098,1244.02,46.04,1.1426,26499,42760,2531.65,2473.95,2599.83,2480.84
1/07/2017,2492.6,2515.27,2419.23,2434.55,0.03,316342.5085,2465.41,642954,2050,7.12E+11,39.61,5693183.741,1241.6,46.04,1.1426,23015,42760,2484.90,2501.69,2594.23,2434.55
2/07/2017,2436.4,2514.28,2394.84,2506.47,0.17,326328.4645,2463,605013,2350,7.12E+11,40.4,7812624.158,1245.7,52.17,1.1364,24879,42760,2473.95,2557.39,2584.27,2506.47
3/07/2017,2498.56,2595,2480.47,2564.06,0,380392.3425,2534.52,668469,2125,7.09E+11,44.32,16469719.86,1230.25,53.14,1.1364,25546,41059,2501.69,2589.23,2585.32,2564.06
4/07/2017,2561,2631.59,2559.35,2601.64,-0.05,380743.3287,2588.4,714285,1913,7.09E+11,50.97,21615656.58,1222.14,52.24,1.1346,25454,41059,2557.39,2604.06,2586.13,2601.64
5/07/2017,2602.87,2622.65,2538.55,2601.99,-0.19,363325.7764,2591.52,651108,1863,7.09E+11,53.77,14703534.02,1224.49,52.24,1.1352,26835,41059,2589.23,2576.40,2578.14,2601.99
6/07/2017,2608.1,2616.72,2581.69,2608.56,0.19,292636.0593,2603.77,625934,1775,7.09E+11,51.91,8883625.352,1226.01,45.72,1.1423,27578,41059,2604.06,2566.19,2572.77,2608.56
7/07/2017,2608.59,2916.14,2498.87,2518.66,-0.17,348089.9574,2635.56,737763,1850,7.09E+11,48.61,11390907.22,1216.6,44.23,1.1401,24291,41059,2576.40,2536.15,2560.32,2518.66
8/07/2017,2520.27,2571.34,2492.31,2571.34,-0.29,288846.7808,2538.82,641547,2063,7.09E+11,49.05,12334087.83,1216.6,49.39,1.1401,21337,41059,2566.19,2487.45,2548.75,2571.34
9/07/2017,2572.61,2635.49,2517.59,2518.44,1.21,206110.8226,2561.03,549467,1725,7.09E+11,51.2,7993046.875,1207.25,49.09,1.1399,22075,41059,2536.15,2409.60,2542.73,2518.44
10/07/2017,2525.25,2537.16,2321.13,2372.56,0.24,455592.8201,2439.02,771121,2463,7.09E+11,47.94,7785836.295,1206.35,49.09,1.1399,26029,41059,2487.45,2369.73,2528.27,2372.56
11/07/2017,2385.89,2413.47,2296.81,2337.79,-0.16,563818.3753,2358.49,770221,2163,7.09E+11,45.66,8761388.349,1214.63,57.2,1.1467,27965,41059,2409.60,2364.84,2518.90,2337.79
12/07/2017,2332.77,2423.71,2275.14,2398.84,-0.26,473956.8073,2357.62,749635,2213,7.09E+11,46.79,7906903.184,1218.92,56.69,1.1412,27322,41059,2369.73,2330.03,2508.66,2398.84
13/07/2017,2402.7,2425.22,2340.83,2357.9,0.1,350919.1001,2381.66,680465,1963,7.09E+11,47.37,4836499.726,1209.45,46.08,1.1398,28320,37788,2364.84,2196.70,2494.20,2357.9
14/07/2017,2360.59,2363.25,2183.22,2233.34,0.22,386198.8429,2285.1,640696,1738,8.05E+11,44.11,7264089.957,1233.82,46.54,1.147,24585,36999,2330.03,2054.01,2473.80,2233.34
15/07/2017,2230.12,2231.14,1990.41,1998.86,0.29,470318.0396,2112.63,634632,1588,8.05E+11,40.58,8066338.098,1233.82,46.54,1.147,20377,35882,2196.70,2052.36,2441.67,1998.86
16/07/2017,1991.98,2058.77,1843.03,1929.82,-0.05,604770.1907,1955.9,609552,2038,8.05E+11,39.54,9948558.827,1242.82,46.02,1.1478,20854,35044,2054.01,2159.04,2408.02,1929.82
17/07/2017,1932.62,2230.49,1932.62,2228.41,0.15,577480.4905,2081.04,692430,1850,8.05E+11,41.78,8497750.12,1233.46,46.02,1.1478,24527,42841,2052.36,2273.57,2389.48,2228.41
18/07/2017,2233.52,2387.61,2164.77,2318.88,-0.19,664462.7221,2276.2,811433,2063,8.05E+11,43.43,8768501.036,1241.68,46.4,1.1554,29243,38869,2159.04,2469.97,2373.14,2318.88
19/07/2017,2323.08,2397.17,2260.23,2273.43,0.63,538193.5578,2313.48,717067,1863,8.05E+11,42.55,5790293.584,1241.01,47.12,1.1515,31101,40774,2273.57,2586.26,2351.25,2273.43
20/07/2017,2269.89,2900.7,2269.89,2817.6,-0.38,877068.6257,2564.52,658031,2025,8.05E+11,43.1,8232064.594,1243.06,46.79,1.1631,32662,42878,2469.97,2765.16,2365.63,2817.6
21/07/2017,2838.41,2838.41,2621.85,2667.76,-0.21,543275.6607,2741.61,749779,1925,8.05E+11,45.7,6258643.326,1249.72,45.77,1.1663,26503,41888,2586.26,2736.09,2369.58,2667.76
22/07/2017,2668.63,2862.42,2657.71,2810.12,-0.09,428090.8543,2749.72,645094,2000,8.05E+11,46.14,2868075.423,1249.72,45.77,1.1663,23406,36424,2765.16,2765.13,2389.01,2810.12
23/07/2017,2808.1,2832.18,2653.94,2730.4,-0.19,389251.7125,2756.16,533040,2150,8.05E+11,45.07,4864810.118,1258.24,46.34,1.1642,28733,36108,2736.09,2687.25,2399.61,2730.4
24/07/2017,2732.7,2777.26,2699.19,2754.86,0.75,316116.0102,2741,674883,2225,8.05E+11,44.17,3589132.896,1258.24,46.34,1.1642,28648,44080,2765.13,2620.26,2415.37,2754.86
25/07/2017,2757.5,2768.08,2480.96,2576.48,-0.33,551860.329,2645.76,697756,1850,8.05E+11,43.14,4782267.223,1252.65,47.89,1.1647,26829,44885,2687.25,2592.57,2428.97,2576.48
26/07/2017,2577.77,2610.76,2450.8,2529.45,-0.18,368738.7772,2542.19,664407,1838,8.05E+11,41.96,2892969.495,1254.58,48.75,1.1734,27343,47880,2620.26,2670.08,2441.74,2529.45
27/07/2017,2538.71,2693.32,2529.34,2671.78,0.65,302536.9112,2608.29,681607,1925,8.60E+11,42.12,1940028.49,1259.86,49.04,1.1677,27907,49367,2592.57,2735.75,2459.94,2671.78
28/07/2017,2679.73,2897.45,2679.73,2809.01,-0.42,498864.9721,2766.48,681262,1875,8.60E+11,40.31,3412453.485,1264.26,49.71,1.1751,24242,46138,2670.08,2764.21,2490.01,2809.01
29/07/2017,2807.02,2808.76,2692.8,2726.45,-0.11,291343.2064,2758.76,641806,1963,8.60E+11,40.44,2718719.09,1264.26,49.71,1.1751,21545,35823,2735.75,2786.32,2522.89,2726.45
30/07/2017,2724.39,2758.53,2644.85,2757.18,0.18,259419.594,2721.24,568497,1838,8.60E+11,40.87,1853357.083,1269.24,50.17,1.1842,35070,37073,2764.21,2783.59,2573.44,2757.18
31/07/2017,2763.24,2889.62,2720.61,2875.34,0.55,306014.8553,2812.2,706629,1813,8.60E+11,41.59,5790358.067,1269.24,50.17,1.1842,24947,45510,2786.32,2768.09,2636.48,2875.34
1/08/2017,2871.3,2921.35,2685.61,2718.26,-0.15,473243.4549,2799.13,477477,1863,8.60E+11,42.73,4766112.801,1269.38,50.17,1.1802,53066,52376,2783.59,2744.55,2669.13,2718.26
2/08/2017,2727.13,2762.53,2668.59,2710.67,-0.27,402965.5259,2717.23,591933,1900,8.60E+11,42.62,2429774.754,1267.97,52.34,1.1856,77020,50050,2768.09,2803.76,2695.25,2710.67
3/08/2017,2709.56,2813.31,2685.14,2804.73,0.21,292315.4287,2753.18,596154,1725,8.60E+11,42.59,2242254.05,1266.41,50.28,1.187,31439,47758,2744.55,2984.51,2730.67,2804.73
4/08/2017,2806.93,2899.33,2743.72,2895.89,0.79,353298.2898,2836.47,665795,2238,8.60E+11,43.22,2656409.07,1263.06,50.28,1.1773,24554,47503,2803.76,3120.91,2735.89,2895.89
5/08/2017,2897.63,3290.01,2874.83,3252.91,-0.46,631958.7793,3078.84,658939,2213,8.60E+11,45.19,5495021.022,1263.06,46.43,1.1773,26393,48992,2984.51,3281.93,2774.90,3252.91
6/08/2017,3257.61,3293.29,3155.6,3213.94,0.32,342102.9055,3230.11,538559,1750,8.60E+11,46.09,3208743.936,1258.6,45.64,1.1795,26523,36187,3120.91,3337.61,2801.82,3213.94
7/08/2017,3212.78,3397.68,3180.89,3378.94,0.14,450189.3463,3292.57,683046,1913,8.60E+11,45.64,2334794.04,1257.82,45.64,1.1795,34664,46630,3281.93,3380.45,2845.06,3378.94
8/08/2017,3370.22,3484.85,3345.83,3419.94,-0.15,514728.9195,3405.21,789754,2050,8.60E+11,47.42,4334985.07,1258.96,49.17,1.1752,41798,53994,3337.61,3381.23,2889.40,3419.94
9/08/2017,3420.4,3422.76,3247.67,3342.47,0.03,437409.1808,3358.32,706721,1725,9.23E+11,48.5,5218618.722,1269.54,47.48,1.1759,37017,48611,3380.45,3458.12,2940.46,3342.47
10/08/2017,3341.84,3453.45,3319.47,3381.28,0.28,449053.2085,3374.01,733461,1675,9.23E+11,47.39,2567229.373,1281.29,47.48,1.1772,34824,45181,3381.23,3638.87,2997.25,3381.28
11/08/2017,3373.82,3679.72,3372.12,3650.62,0.02,574353.4559,3519.07,737678,1800,9.23E+11,46.81,2940482.803,1287.2,56.81,1.1821,32144,49242,3458.12,3869.53,3062.51,3650.62
12/08/2017,3650.63,3949.92,3613.7,3884.71,0.34,588011.3301,3774.74,693260,1688,9.23E+11,46.85,3032337.076,1287.2,57.36,1.1821,29789,44387,3638.87,4094.37,3134.22,3884.71
13/08/2017,3880.04,4208.39,3857.8,4073.26,-0.25,788812.1013,4004.87,705051,1850,9.23E+11,46.19,5251461.182,1284.86,57.36,1.178,38392,47827,3869.53,4193.44,3224.01,4073.26
14/08/2017,4066.1,4325.13,3989.16,4325.13,0.31,589766.7166,4176.38,689236,1625,9.23E+11,45.89,2492961.43,1284.86,47.59,1.178,52910,57531,4094.37,4294.56,3328.54,4325.13
15/08/2017,4326.99,4455.97,3906.18,4181.93,-0.31,772457.969,4217.77,822011,1900,9.23E+11,44.31,4650891.266,1275.82,47.55,1.1735,48514,65447,4193.44,4296.75,3415.65,4181.93
16/08/2017,4200.34,4381.23,3994.42,4376.63,0.09,536091.1188,4238.16,688857,1625,9.23E+11,43.79,2757821.42,1276.67,46.78,1.1767,41717,53779,4294.56,4289.65,3526.20,4376.63
17/08/2017,4384.44,4484.7,4243.71,4331.69,0.19,585481.2565,4361.13,860903,2238,9.23E+11,44.18,2354459.031,1286.01,47.09,1.1723,38805,71870,4296.75,4228.67,3634.27,4331.69
18/08/2017,4324.34,4370.13,4015.4,4160.62,0.03,697481.0628,4217.62,728856,1863,9.23E+11,45.66,6424660.885,1291.72,48.51,1.1761,38499,61067,4289.65,4147.33,3724.66,4160.62
19/08/2017,4137.75,4243.26,3970.55,4193.7,-0.29,719436.6084,4136.32,713770,1888,9.23E+11,45.85,3389400.218,1291.72,48.51,1.1761,35335,51709,4228.67,4094.37,3811.18,4193.7
20/08/2017,4189.31,4196.29,4069.88,4087.66,0.36,510125.0267,4135.79,617442,1625,9.23E+11,45.98,3019791.214,1287.23,47.37,1.1815,36346,58268,4147.33,4063.31,3866.83,4087.66
21/08/2017,4090.48,4109.14,3988.6,4001.74,0.37,692006.6787,4047.49,633972,1438,9.23E+11,47.12,4396689.304,1287.23,47.37,1.1815,37991,53402,4094.37,4084.59,3919.35,4001.74
22/08/2017,3998.35,4128.76,3674.58,4100.52,-0.4,946847.5738,3975.55,529977,1113,9.23E+11,47,3470297.872,1287.74,47.64,1.1762,41910,59244,4063.31,4195.57,3967.46,4100.52
23/08/2017,4089.01,4255.78,4078.41,4151.52,-0.16,571911.9005,4143.68,843676,1987,9.23E+11,50.3,8890417.495,1287.41,48.41,1.1807,40176,59293,4084.59,4285.93,4016.23,4151.52
24/08/2017,4137.6,4376.39,4130.26,4334.68,-0.18,480065.8737,4244.73,548838,1263,9.23E+11,51.62,7581209.144,1288.6,47.43,1.1799,37747,63067,4195.57,4352.89,4082.38,4334.68
25/08/2017,4332.82,4455.7,4307.35,4371.6,-0.12,395699.9059,4366.87,578206,1263,8.88E+11,50.83,3100905.135,1287.87,47.87,1.1924,35538,58723,4285.93,4368.96,4148.40,4371.6
26/08/2017,4372.06,4379.28,4269.52,4352.4,0.01,348031.7969,4343.31,618641,1313,8.88E+11,51.41,2451351.877,1287.87,47.87,1.1924,31638,50258,4352.89,4372.65,4195.19,4352.4
27/08/2017,4345.1,4416.59,4317.29,4382.88,0.28,352187.391,4365.46,749676,1938,8.88E+11,57.26,15552671.74,1302.34,46.57,1.1979,29011,47358,4368.96,4448.19,4228.40,4382.88
28/08/2017,4384.45,4403.93,4224.64,4382.66,0.23,450532.557,4348.92,654533,1613,8.88E+11,62.13,8959230.517,1302.34,46.57,1.1979,32545,53173,4372.65,4508.99,4249.02,4382.66
29/08/2017,4389.21,4625.68,4352.13,4579.02,-0.23,554123.3609,4486.51,795732,1863,8.88E+11,62.53,4714521.158,1309.77,46.44,1.1972,35649,60452,4448.19,4615.90,4265.95,4579.02
30/08/2017,4570.36,4626.52,4471.41,4565.3,-0.01,425116.2654,4558.4,799696,2100,8.88E+11,63.11,3807779.94,1307.65,45.96,1.1884,37497,57072,4508.99,4720.23,4291.51,4565.3
31/08/2017,4555.59,4736.05,4549.4,4703.39,0.29,419517.6663,4636.11,797085,2038,8.88E+11,67.89,9326071.704,1313.6,47.23,1.191,40717,58244,4615.90,4724.72,4313.29,4703.39
1/09/2017,4701.76,4892.01,4678.53,4892.01,0.06,542483.1011,4791.08,782822,2175,8.88E+11,78.58,19747264.34,1322.94,51.96,1.186,37745,67953,4720.23,4684.58,4350.65,4892.01
2/09/2017,4901.42,4975.04,4469.24,4578.77,-0.27,575369.0255,4731.12,694986,2050,8.88E+11,82.29,16575404.25,1322.94,53,1.186,34203,53177,4724.72,4466.01,4378.52,4578.77
3/09/2017,4585.27,4714.08,4417.59,4582.96,0.61,422557.042,4574.98,586966,1925,8.88E+11,78.06,8653113.195,1324.85,49.28,1.1896,33920,49077,4684.58,4398.60,4404.47,4582.96
4/09/2017,4591.63,4591.63,4108.4,4236.31,-0.07,681729.0884,4381.99,752544,2188,8.88E+11,69.98,13175779.14,1334.81,49.28,1.1896,40423,77422,4466.01,4403.32,4414.38,4236.31
5/09/2017,4228.29,4427.84,3998.11,4376.53,-0.24,633669.882,4257.69,784428,2463,8.88E+11,67.01,15163258.98,1337.34,45.88,1.1914,40049,61290,4398.60,4524.51,4439.37,4376.53
6/09/2017,4376.59,4617.25,4376.59,4597.12,-0.17,483560.3935,4491.89,776418,2025,9.23E+11,76.01,10929062.18,1336.76,45.83,1.1917,39593,57051,4403.32,4475.25,4472.48,4597.12
