Date,Open,High,Low,Close,Volume,Weighted_bitcoin_price,bitcoin_sent,Address,generatedCoin,bitcoin_transactions,Mining_Difficulty,mine_a_block_min,Block_size,Weighted_litecoin_price,Volume_litecoin,Weighted_gold_price,Oil_price,usd/euro,Num_Wiki_view,Num_tweets,bitcoin_sent_inNum,Lable
31/05/2017,2187.19,2311.08,2145.57,2286.41,691954.506,2232.56,7441439507,819588,2050,321470,5.96E+11,8.76,976696,24.58,12151139.46,1268.4,48.32,1.1244,34254,47749,3333142.002,2286.41
1/06/2017,2288.33,2448.39,2288.33,2407.88,701025.7829,2358.23,7998506068,838148,2125,319539,5.96E+11,8.45,977747,27.26,15424541.16,1266.72,53.99,1.1213,31694,39409,3391741.292,2407.88
2/06/2017,2404.03,2488.55,2373.32,2488.55,540074.0651,2438.61,7064220367,726206,1825,271393,5.96E+11,9.76,981989,28.87,11508521.23,1271.39,53.01,1.1279,28056,35997,2896822.521,2488.55
3/06/2017,2493.72,2581.91,2423.57,2515.35,605098.9823,2503.64,8077419104,883252,2400,305128,5.96E+11,7.56,981052,28.12,10332716.93,1271.39,53.2,1.1279,25776,30857,3226270.192,2515.35
4/06/2017,2547.79,2585.89,2452.54,2511.81,536785.3564,2524.51,8750818588,734744,2013,265883,6.79E+11,8.98,982359,27.62,7401701.955,1280.38,51.7,1.1254,23455,38571,3466343.404,2511.81
5/06/2017,2512.4,2686.81,2510.22,2686.81,526848.1497,2599.06,8449134847,767620,2050,289766,6.79E+11,8.77,964430,29.5,12437321.76,1280.38,51.7,1.1254,28797,38632,3250842.553,2686.81
6/06/2017,2690.84,2999.91,2690.84,2863.2,743316.0159,2811.2,7179473938,800493,1888,297265,6.79E+11,9.55,990044,30.5,10527836.33,1289.42,48.19,1.1277,35757,51736,2553882.306,2863.2
7/06/2017,2869.38,2869.38,2700.56,2732.16,543423.0566,2792.87,7353220791,878586,2063,339555,6.79E+11,8.77,992123,29.5,8969389.559,1289.79,45.52,1.1257,33834,43821,2632854.659,2732.16
8/06/2017,2720.49,2815.3,2670.95,2805.62,465357.1253,2753.09,6560923391,820508,2063,307212,6.79E+11,8.67,969814,29.2,7842636.712,1281.55,45.52,1.1214,27396,37910,2383112.572,2805.62
9/06/2017,2807.44,2901.71,2795.62,2823.81,476300.6123,2832.14,7294107468,764555,1888,282033,6.79E+11,9.6,973540,30.02,5890772.552,1273.14,49.16,1.1195,26320,38824,2575475.601,2823.81
10/06/2017,2828.14,2950.99,2746.55,2947.71,703850.6403,2868.35,6963733553,701424,1763,254852,6.79E+11,10.16,966455,30.09,6735759.654,1273.14,49.29,1.1195,23523,34849,2427783.762,2947.71
11/06/2017,2942.41,2996.6,2840.53,2958.11,597189.8951,2934.41,6655090273,667449,1825,222746,6.79E+11,9.84,945475,31.86,12750093.66,1266.4,57.35,1.1203,27303,36404,2267948.335,2958.11
12/06/2017,2953.22,2997.26,2518.56,2659.63,923570.4907,2782.17,8093442618,722926,1838,268951,6.79E+11,9.73,967595,30.94,12044699.68,1265.82,55.96,1.1203,35940,42206,2909039.569,2659.63
13/06/2017,2680.91,2789.04,2650.38,2717.02,657429.4847,2709.34,9032249110,768135,1763,291635,6.79E+11,10.3,977148,30.02,5011825.716,1265.07,46.46,1.1211,32860,43501,3333745.159,2717.02
14/06/2017,2716.88,2786.83,2412.94,2506.37,651080.6828,2605.76,8666307342,744121,1750,287504,6.79E+11,10.3,969356,30.58,9101471.812,1271.77,44.73,1.1218,28795,41045,3325827.145,2506.37
15/06/2017,2499.58,2534.71,2212.96,2464.58,834552.4506,2427.96,7243938426,796500,1913,290753,6.79E+11,9.46,994384,29.53,10650254.52,1258.18,44.46,1.1145,29145,45335,2983549.328,2464.58
16/06/2017,2469.57,2539.92,2385.15,2518.56,482262.0409,2478.3,8464116981,727787,1850,269789,6.79E+11,9.67,983088,32.81,15726089.36,1254.38,44.74,1.1198,28247,41470,3415291.523,2518.56
17/06/2017,2514.01,2685.19,2484.96,2655.88,593618.5748,2585.01,5978560982,665263,1813,236409,7.12E+11,9.84,985705,42.33,40887787.2,1254.38,44.74,1.1198,23079,35393,2312780.601,2655.88
18/06/2017,2655.35,2662.1,2516.33,2548.29,454113.2289,2595.52,5803922257,628651,1813,209214,7.12E+11,10.08,936637,45.84,22168848.87,1248.95,44.2,1.1149,22615,33617,2236130.817,2548.29
19/06/2017,2549.03,2662.85,2549.03,2589.6,559137.1502,2587.63,7862778372,729519,1888,269623,7.12E+11,9.52,986316,48.76,27529943.89,1248.95,44.2,1.1149,25447,38427,3038602.262,2589.6
20/06/2017,2591.26,2763.45,2589.82,2721.79,695343.8307,2666.58,7991888424,741906,1725,267926,7.12E+11,10.39,965675,48.71,12583349.95,1243.14,43.23,1.1134,28562,41414,2997055.563,2721.79
21/06/2017,2709.43,2772.01,2660.4,2689.1,600714.9756,2707.74,9808732986,755253,1750,280063,7.12E+11,10.34,983058,47.26,13543250.44,1244.94,42.53,1.1168,32491,40215,3622479.627,2689.1
22/06/2017,2691.03,2723.74,2642.36,2705.41,408059.0373,2690.64,8740443532,735737,1738,269546,7.12E+11,10.37,992578,47.54,9367332.941,1253.18,42.74,1.1152,30385,37617,3248462.645,2705.41
23/06/2017,2707.34,2765.17,2706.37,2744.91,352008.9991,2730.95,6502284152,710482,2000,259778,7.12E+11,8.79,948880,47.7,5959539.119,1254.26,43.01,1.1194,25673,42760,2380960.527,2744.91
24/06/2017,2738.52,2757.94,2583.19,2608.72,367783.2768,2672.09,5978325867,646742,1825,226981,7.12E+11,10.08,949839,45.8,7013406.463,1254.26,43.01,1.1194,24171,42760,2237322.046,2608.72
25/06/2017,2607.25,2682.26,2552.12,2589.41,445248.0412,2607.76,4792079812,534993,1525,180597,7.12E+11,11.82,927725,44.42,7977757.767,1249.48,43.38,1.1182,22222,42760,1837623.022,2589.41
26/06/2017,2590.57,2615.25,2376.29,2478.45,661307.1241,2515.14,9338181351,704387,1775,261764,7.12E+11,10.1,987224,41.77,12881781.18,1249.48,43.38,1.1182,25687,42760,3712787.897,2478.45
27/06/2017,2478.45,2552.45,2332.99,2552.45,600944.6859,2479.08,6670825104,696066,1638,259606,7.12E+11,11.01,989949,39.82,14195505.37,1246,44.24,1.1339,35577,42760,2690847.05,2552.45
28/06/2017,2553.03,2603.98,2484.42,2574.79,463526.5371,2554.05,7123554064,743276,1963,279654,7.12E+11,9.15,972587,41.62,8492167.227,1249.58,44.74,1.1378,45873,42760,2789120.833,2574.79
29/06/2017,2567.56,2588.83,2510.48,2539.32,372314.4787,2551.55,8104696773,621633,1500,230934,7.12E+11,12.07,966837,41.77,7185324.587,1247.1,44.93,1.1441,34271,42760,3176381.718,2539.32
30/06/2017,2539.24,2559.25,2478.43,2480.84,342133.0491,2514.44,8727305414,722889,1925,267206,7.12E+11,9.34,956314,40.83,6151947.098,1244.02,46.04,1.1426,26499,42760,3470874.395,2480.84
1/07/2017,2492.6,2515.27,2419.23,2434.55,316342.5085,2465.41,5664015268,642954,2050,221692,7.12E+11,8.73,882733,39.61,5693183.741,1241.6,46.04,1.1426,23015,42760,2297392.834,2434.55
2/07/2017,2436.4,2514.28,2394.84,2506.47,326328.4645,2463,4369087195,605013,2350,196351,7.12E+11,7.66,779583,40.4,7812624.158,1245.7,52.17,1.1364,24879,42760,1773888.427,2506.47
3/07/2017,2498.56,2595,2480.47,2564.06,380392.3425,2534.52,7124752735,668469,2125,253074,7.09E+11,8.51,815770,44.32,16469719.86,1230.25,53.14,1.1364,25546,41059,2811085.624,2564.06
4/07/2017,2561,2631.59,2559.35,2601.64,380743.3287,2588.4,5911422872,714285,1913,255330,7.09E+11,9.31,897030,50.97,21615656.58,1222.14,52.24,1.1346,25454,41059,2283813.503,2601.64
5/07/2017,2602.87,2622.65,2538.55,2601.99,363325.7764,2591.52,6445551308,651108,1863,236859,7.09E+11,9.75,909540,53.77,14703534.02,1224.49,52.24,1.1352,26835,41059,2487170.197,2601.99
6/07/2017,2608.1,2616.72,2581.69,2608.56,292636.0593,2603.77,5731662697,625934,1775,224964,7.09E+11,10.11,956305,51.91,8883625.352,1226.01,45.72,1.1423,27578,41059,2201293.777,2608.56
7/07/2017,2608.59,2916.14,2498.87,2518.66,348089.9574,2635.56,6231715630,737763,1850,243466,7.09E+11,9.52,937060,48.61,11390907.22,1216.6,44.23,1.1401,24291,41059,2364474.962,2518.66
8/07/2017,2520.27,2571.34,2492.31,2571.34,288846.7808,2538.82,6779925085,641547,2063,220670,7.09E+11,8.91,858895,49.05,12334087.83,1216.6,49.39,1.1401,21337,41059,2670502.472,2571.34
9/07/2017,2572.61,2635.49,2517.59,2518.44,206110.8226,2561.03,6009212390,549467,1725,187986,7.09E+11,10.49,749617,51.2,7993046.875,1207.25,49.09,1.1399,22075,41059,2346404.529,2518.44
10/07/2017,2525.25,2537.16,2321.13,2372.56,455592.8201,2439.02,8019183414,771121,2463,251525,7.09E+11,7.3,746658,47.94,7785836.295,1206.35,49.09,1.1399,26029,41059,3287871.118,2372.56
11/07/2017,2385.89,2413.47,2296.81,2337.79,563818.3753,2358.49,6775659484,770221,2163,265586,7.09E+11,8.23,890108,45.66,8761388.349,1214.63,57.2,1.1467,27965,41059,2872880.311,2337.79
12/07/2017,2332.77,2423.71,2275.14,2398.84,473956.8073,2357.62,6153798018,749635,2213,256961,7.09E+11,8.19,881564,46.79,7906903.184,1218.92,56.69,1.1412,27322,41059,2610173.827,2398.84
13/07/2017,2402.7,2425.22,2340.83,2357.9,350919.1001,2381.66,5945560117,680465,1963,245738,7.09E+11,9.19,855335,47.37,4836499.726,1209.45,46.08,1.1398,28320,37788,2496393.321,2357.9
14/07/2017,2360.59,2363.25,2183.22,2233.34,386198.8429,2285.1,5917948525,640696,1738,227764,8.05E+11,10.4,900209,44.11,7264089.957,1233.82,46.54,1.147,24585,36999,2589798.488,2233.34
15/07/2017,2230.12,2231.14,1990.41,1998.86,470318.0396,2112.63,4068565109,634632,1588,221724,8.05E+11,11.23,974987,40.58,8066338.098,1233.82,46.54,1.147,20377,35882,1925829.468,1998.86
16/07/2017,1991.98,2058.77,1843.03,1929.82,604770.1907,1955.9,3946030956,609552,2038,203002,8.05E+11,8.86,840270,39.54,9948558.827,1242.82,46.02,1.1478,20854,35044,2017501.384,1929.82
17/07/2017,1932.62,2230.49,1932.62,2228.41,577480.4905,2081.04,5454892218,692430,1850,230167,8.05E+11,9.77,945288,41.78,8497750.12,1233.46,46.02,1.1478,24527,42841,2621233.719,2228.41
18/07/2017,2233.52,2387.61,2164.77,2318.88,664462.7221,2276.2,6015351066,811433,2063,260410,8.05E+11,8.77,959428,43.43,8768501.036,1241.68,46.4,1.1554,29243,38869,2642716.398,2318.88
19/07/2017,2323.08,2397.17,2260.23,2273.43,538193.5578,2313.48,5789190103,717067,1863,253619,8.05E+11,9.6,939300,42.55,5790293.584,1241.01,47.12,1.1515,31101,40774,2502373.093,2273.43
20/07/2017,2269.89,2900.7,2269.89,2817.6,877068.6257,2564.52,6031998087,658031,2025,230037,8.05E+11,8.93,929456,43.1,8232064.594,1243.06,46.79,1.1631,32662,42878,2352096.333,2817.6
21/07/2017,2838.41,2838.41,2621.85,2667.76,543275.6607,2741.61,6112159498,749779,1925,268289,8.05E+11,9.33,976517,45.7,6258643.326,1249.72,45.77,1.1663,26503,41888,2229405.166,2667.76
22/07/2017,2668.63,2862.42,2657.71,2810.12,428090.8543,2749.72,4954630573,645094,2000,223198,8.05E+11,9.02,925754,46.14,2868075.423,1249.72,45.77,1.1663,23406,36424,1801867.308,2810.12
23/07/2017,2808.1,2832.18,2653.94,2730.4,389251.7125,2756.16,4410335925,533040,2150,180859,8.05E+11,8.31,683352,45.07,4864810.118,1258.24,46.34,1.1642,28733,36108,1600174.128,2730.4
24/07/2017,2732.7,2777.26,2699.19,2754.86,316116.0102,2741,6563659755,674883,2225,239894,8.05E+11,8.12,894424,44.17,3589132.896,1258.24,46.34,1.1642,28648,44080,2394622.311,2754.86
25/07/2017,2757.5,2768.08,2480.96,2576.48,551860.329,2645.76,19250433843,697756,1850,243888,8.05E+11,9.7,934254,43.14,4782267.223,1252.65,47.89,1.1647,26829,44885,7275956.188,2576.48
26/07/2017,2577.77,2610.76,2450.8,2529.45,368738.7772,2542.19,9269886262,664407,1838,237706,8.05E+11,9.84,967339,41.96,2892969.495,1254.58,48.75,1.1734,27343,47880,3646417.562,2529.45
27/07/2017,2538.71,2693.32,2529.34,2671.78,302536.9112,2608.29,6373271117,681607,1925,225215,8.60E+11,9.29,923607,42.12,1940028.49,1259.86,49.04,1.1677,27907,49367,2443467.221,2671.78
28/07/2017,2679.73,2897.45,2679.73,2809.01,498864.9721,2766.48,11523030938,681262,1875,247057,8.60E+11,9.69,916863,40.31,3412453.485,1264.26,49.71,1.1751,24242,46138,4165231.969,2809.01
29/07/2017,2807.02,2808.76,2692.8,2726.45,291343.2064,2758.76,11259959693,641806,1963,210977,8.60E+11,9.15,872203,40.44,2718719.09,1264.26,49.71,1.1751,21545,35823,4081529.271,2726.45
30/07/2017,2724.39,2758.53,2644.85,2757.18,259419.594,2721.24,23870210323,568497,1838,183998,8.60E+11,9.75,810337,40.87,1853357.083,1269.24,50.17,1.1842,35070,37073,8771813.704,2757.18
31/07/2017,2763.24,2889.62,2720.61,2875.34,306014.8553,2812.2,8162668258,706629,1813,230867,8.60E+11,9.99,926722,41.59,5790358.067,1269.24,50.17,1.1842,24947,45510,2902591.657,2875.34
1/08/2017,2871.3,2921.35,2685.61,2718.26,473243.4549,2799.13,7331065208,477477,1863,131726,8.60E+11,9.56,725292,42.73,4766112.801,1269.38,50.17,1.1802,53066,52376,2619051.351,2718.26
2/08/2017,2727.13,2762.53,2668.59,2710.67,402965.5259,2717.23,7659534676,591933,1900,209169,8.60E+11,9.57,878083,42.62,2429774.754,1267.97,52.34,1.1856,77020,50050,2818876.089,2710.67
3/08/2017,2709.56,2813.31,2685.14,2804.73,292315.4287,2753.18,5856289344,596154,1725,212879,8.60E+11,10.38,868855,42.59,2242254.05,1266.41,50.28,1.187,31439,47758,2127100.06,2804.73
4/08/2017,2806.93,2899.33,2743.72,2895.89,353298.2898,2836.47,6588628616,665795,2238,235613,8.60E+11,7.95,924148,43.22,2656409.07,1263.06,50.28,1.1773,24554,47503,2322826.829,2895.89
5/08/2017,2897.63,3290.01,2874.83,3252.91,631958.7793,3078.84,6167336486,658939,2213,239594,8.60E+11,8.24,881232,45.19,5495021.022,1263.06,46.43,1.1773,26393,48992,2003136.404,3252.91
6/08/2017,3257.61,3293.29,3155.6,3213.94,342102.9055,3230.11,5691864582,538559,1750,199487,8.60E+11,10.22,786434,46.09,3208743.936,1258.6,45.64,1.1795,26523,36187,1762127.167,3213.94
7/08/2017,3212.78,3397.68,3180.89,3378.94,450189.3463,3292.57,7796679476,683046,1913,248849,8.60E+11,9.28,943698,45.64,2334794.04,1257.82,45.64,1.1795,34664,46630,2367961.646,3378.94
8/08/2017,3370.22,3484.85,3345.83,3419.94,514728.9195,3405.21,9233603442,789754,2050,275410,8.60E+11,9.01,979248,47.42,4334985.07,1258.96,49.17,1.1752,41798,53994,2711610.574,3419.94
9/08/2017,3420.4,3422.76,3247.67,3342.47,437409.1808,3358.32,8118176052,706721,1725,260817,9.23E+11,10.44,954166,48.5,5218618.722,1269.54,47.48,1.1759,37017,48611,2417332.491,3342.47
10/08/2017,3341.84,3453.45,3319.47,3381.28,449053.2085,3374.01,9630765903,733461,1675,257831,9.23E+11,10.72,981282,47.39,2567229.373,1281.29,47.48,1.1772,34824,45181,2854397.558,3381.28
11/08/2017,3373.82,3679.72,3372.12,3650.62,574353.4559,3519.07,11343973578,737678,1800,283857,9.23E+11,10.01,967171,46.81,2940482.803,1287.2,56.81,1.1821,32144,49242,3223571.449,3650.62
12/08/2017,3650.63,3949.92,3613.7,3884.71,588011.3301,3774.74,9120673286,693260,1688,260386,9.23E+11,10.66,979915,46.85,3032337.076,1287.2,57.36,1.1821,29789,44387,2416238.81,3884.71
13/08/2017,3880.04,4208.39,3857.8,4073.26,788812.1013,4004.87,9057422086,705051,1850,263162,9.23E+11,9.71,983320,46.19,5251461.182,1284.86,57.36,1.178,38392,47827,2261602.021,4073.26
14/08/2017,4066.1,4325.13,3989.16,4325.13,589766.7166,4176.38,11803461147,689236,1625,255232,9.23E+11,11.1,955263,45.89,2492961.43,1284.86,47.59,1.178,52910,57531,2826242.14,4325.13
15/08/2017,4326.99,4455.97,3906.18,4181.93,772457.969,4217.77,11213950447,822011,1900,310850,9.23E+11,9.49,975070,44.31,4650891.266,1275.82,47.55,1.1735,48514,65447,2658739.203,4181.93
16/08/2017,4200.34,4381.23,3994.42,4376.63,536091.1188,4238.16,12336948190,688857,1625,274736,9.23E+11,11.04,966728,43.79,2757821.42,1276.67,46.78,1.1767,41717,53779,2910920.822,4376.63
17/08/2017,4384.44,4484.7,4243.71,4331.69,585481.2565,4361.13,12140401226,860903,2238,347140,9.23E+11,8.05,978682,44.18,2354459.031,1286.01,47.09,1.1723,38805,71870,2783774.211,4331.69
18/08/2017,4324.34,4370.13,4015.4,4160.62,697481.0628,4217.62,11309002523,728856,1863,312101,9.23E+11,9.67,959987,45.66,6424660.885,1291.72,48.51,1.1761,38499,61067,2681370.66,4160.62
19/08/2017,4137.75,4243.26,3970.55,4193.7,719436.6084,4136.32,9614467964,713770,1888,266681,9.23E+11,9.55,966455,45.85,3389400.218,1291.72,48.51,1.1761,35335,51709,2324401.392,4193.7
20/08/2017,4189.31,4196.29,4069.88,4087.66,510125.0267,4135.79,7308376221,617442,1625,210722,9.23E+11,10.87,961449,45.98,3019791.214,1287.23,47.37,1.1815,36346,58268,1767105.25,4087.66
21/08/2017,4090.48,4109.14,3988.6,4001.74,692006.6787,4047.49,10094061135,633972,1438,236657,9.23E+11,12.64,976487,47.12,4396689.304,1287.23,47.37,1.1815,37991,53402,2493906.38,4001.74
22/08/2017,3998.35,4128.76,3674.58,4100.52,946847.5738,3975.55,7259788202,529977,1113,196194,9.23E+11,16.32,998175,47,3470297.872,1287.74,47.64,1.1762,41910,59244,1826109.143,4100.52
23/08/2017,4089.01,4255.78,4078.41,4151.52,571911.9005,4143.68,9816157181,843676,1987,315575,9.23E+11,9.04,986511,50.3,8890417.495,1287.41,48.41,1.1807,40176,59293,2368946.729,4151.52
24/08/2017,4137.6,4376.39,4130.26,4334.68,480065.8737,4244.73,6922678245,548838,1263,203704,9.23E+11,14.23,938315,51.62,7581209.144,1288.6,47.43,1.1799,37747,63067,1630887.77,4334.68
25/08/2017,4332.82,4455.7,4307.35,4371.6,395699.9059,4366.87,6192605533,578206,1263,208068,8.88E+11,13.95,928083,50.83,3100905.135,1287.87,47.87,1.1924,35538,58723,1418087.906,4371.6
26/08/2017,4372.06,4379.28,4269.52,4352.4,348031.7969,4343.31,6059156524,618641,1313,226380,8.88E+11,13.99,997789,51.41,2451351.877,1287.87,47.87,1.1924,31638,50258,1395055.044,4352.4
27/08/2017,4345.1,4416.59,4317.29,4382.88,352187.391,4365.46,5581168986,749676,1938,261736,8.88E+11,9.32,989424,57.26,15552671.74,1302.34,46.57,1.1979,29011,47358,1278483.593,4382.88
28/08/2017,4384.45,4403.93,4224.64,4382.66,450532.557,4348.92,7418657724,654533,1613,223642,8.88E+11,10.96,980057,62.13,8959230.517,1302.34,46.57,1.1979,32545,53173,1705862.082,4382.66
29/08/2017,4389.21,4625.68,4352.13,4579.02,554123.3609,4486.51,8751108918,795732,1863,280967,8.88E+11,9.87,996302,62.53,4714521.158,1309.77,46.44,1.1972,35649,60452,1950538.151,4579.02
30/08/2017,4570.36,4626.52,4471.41,4565.3,425116.2654,4558.4,7505202844,799696,2100,271298,8.88E+11,8.45,981010,63.11,3807779.94,1307.65,45.96,1.1884,37497,57072,1646455.52,4565.3
31/08/2017,4555.59,4736.05,4549.4,4703.39,419517.6663,4636.11,8360001669,797085,2038,280561,8.88E+11,8.87,978515,67.89,9326071.704,1313.6,47.23,1.191,40717,58244,1803236.263,4703.39
1/09/2017,4701.76,4892.01,4678.53,4892.01,542483.1011,4791.08,8656220219,782822,2175,283496,8.88E+11,8.34,968934,78.58,19747264.34,1322.94,51.96,1.186,37745,67953,1806736.731,4892.01
2/09/2017,4901.42,4975.04,4469.24,4578.77,575369.0255,4731.12,7407912083,694986,2050,236647,8.88E+11,8.69,805765,82.29,16575404.25,1322.94,53,1.186,34203,53177,1565784.018,4578.77
3/09/2017,4585.27,4714.08,4417.59,4582.96,422557.042,4574.98,6547093653,586966,1925,195135,8.88E+11,9.38,761110,78.06,8653113.195,1324.85,49.28,1.1896,33920,49077,1431064.978,4582.96
4/09/2017,4591.63,4591.63,4108.4,4236.31,681729.0884,4381.99,10646213182,752544,2188,269105,8.88E+11,8.3,923106,69.98,13175779.14,1334.81,49.28,1.1896,40423,77422,2429538.448,4236.31
5/09/2017,4228.29,4427.84,3998.11,4376.53,633669.882,4257.69,27846319910,784428,2463,277751,8.88E+11,7.28,759022,67.01,15163258.98,1337.34,45.88,1.1914,40049,61290,6540241.283,4376.53
6/09/2017,4376.59,4617.25,4376.59,4597.12,483560.3935,4491.89,11492942998,776418,2025,276063,9.23E+11,8.9,897746,76.01,10929062.18,1336.76,45.83,1.1917,39593,57051,2558598.496,4597.12
7/09/2017,4589.14,4655.04,4491.33,4599.88,402417.189,4583.85,10291161142,768389,2200,256198,9.23E+11,8.16,803167,78.75,6689891.962,1340.64,45.83,1.2023,39771,51603,2245091.166,4599.88
8/09/2017,4605.16,4661,4075.18,4228.75,614883.9646,4392.52,9768193343,825480,2188,279313,9.23E+11,8.24,905585,72.55,12828022.38,1349.07,49.56,1.2036,32450,57797,2223824.443,4228.75
