DATE,CLOSING,OPEN,HIGH,LOW
2/15/2019,1323.38,1312.78,1323.38,1311.53
2/14/2019,1305.93,1306.73,1314.33,1303.33
2/13/2019,1304.13,1311.33,1317.78,1304.13
2/12/2019,1310.73,1307.98,1314.73,1306.63
2/11/2019,1308.13,1313.68,1314.83,1303.98
2/10/2019,1314.93,1314.93,1314.93,1314.93
2/08/2019,1314.93,1310.18,1315.73,1308.03
2/07/2019,1300.13,1307.73,1311.88,1300.13
2/06/2019,1306.58,1314.83,1315.93,1305.83
2/05/2019,1322.38,1312.03,1322.38,1310.83
2/04/2019,1310.13,1318.28,1318.28,1309.13
2/03/2019,1318.63,1318.63,1318.63,1318.63
2/01/2019,1318.63,1321.03,1323.33,1316.38
1/31/2019,1321.03,1320.48,1326.28,1317.68
1/30/2019,1319.78,1311.68,1323.13,1309.63
1/29/2019,1312.18,1303.43,1312.18,1302.83
1/28/2019,1303.58,1302.43,1304.43,1297.88
1/27/2019,1309.88,1309.88,1309.88,1309.88
1/25/2019,1309.88,1280.83,1309.88,1280.08
1/24/2019,1281.13,1282.88,1284.73,1277.18
1/23/2019,1282.73,1284.98,1286.48,1279.03
1/22/2019,1285.18,1280.13,1285.48,1277.58
1/21/2019,1276.03,1282.88,1283.63,1275.93
1/20/2019,1281.23,1281.23,1281.23,1281.23
1/18/2019,1281.23,1292.40,1292.50,1280.75
1/17/2019,1291.95,1293.90,1295.40,1289.05
1/16/2019,1293.55,1289.80,1295.00,1288.00
1/15/2019,1276.25,1292.60,1294.60,1276.25
1/14/2019,1291.55,1288.15,1295.80,1288.05
1/13/2019,1291.75,1291.75,1291.75,1291.75
1/11/2019,1287.55,1286.90,1295.20,1286.90
1/10/2019,1286.25,1293.20,1297.05,1286.25
1/09/2019,1293.95,1284.80,1293.95,1280.35
1/08/2019,1285.55,1289.40,1290.20,1279.90
1/07/2019,1289.55,1286.05,1295.00,1282.80
1/06/2019,1284.95,1284.95,1284.95,1284.95
1/04/2019,1284.95,1293.90,1298.35,1276.90
1/03/2019,1294.05,1287.70,1294.70,1285.20
1/02/2019,1284.55,1281.60,1288.60,1278.90
12/31/2018,1279.45,1280.10,1284.10,1277.50
12/30/2018,1280.75,1280.75,1280.75,1280.75
12/28/2018,1280.75,1275.40,1281.90,1274.40
12/27/2018,1275.75,1267.85,1284.75,1266.85
12/26/2018,1267.05,1270.75,1279.10,1263.75
12/25/2018,1270.23,1270.23,1270.23,1270.23
12/24/2018,1269.13,1258.68,1272.83,1258.13
12/23/2018,1251.98,1251.98,1251.98,1251.98
12/21/2018,1251.98,1260.83,1262.73,1251.93
12/20/2018,1266.88,1244.43,1266.88,1242.93
12/19/2018,1243.13,1250.08,1258.13,1241.93
12/18/2018,1249.33,1245.73,1250.33,1245.18
12/17/2018,1245.88,1241.48,1248.13,1234.68
12/16/2018,1238.43,1238.43,1238.43,1238.43
12/14/2018,1238.43,1242.03,1243.08,1233.08
12/13/2018,1241.88,1246.18,1246.83,1240.48
12/12/2018,1239.83,1243.33,1247.28,1239.83
12/11/2018,1242.53,1245.13,1249.53,1241.18
12/10/2018,1244.33,1250.48,1250.78,1241.88
12/09/2018,1248.68,1248.68,1248.68,1248.68
12/07/2018,1248.68,1238.03,1250.13,1237.48
12/06/2018,1238.18,1238.23,1244.23,1234.98
12/05/2018,1232.83,1238.98,1239.33,1232.83
12/04/2018,1238.63,1230.83,1241.93,1230.63
12/03/2018,1237.38,1223.13,1237.38,1221.43
12/02/2018,1218.98,1218.98,1218.98,1218.98
11/30/2018,1218.98,1224.33,1225.63,1216.93
11/29/2018,1224.48,1220.73,1228.98,1220.53
11/28/2018,1221.18,1212.13,1225.38,1211.38
11/27/2018,1231.88,1222.53,1231.88,1212.08
11/26/2018,1231.88,1223.68,1231.88,1221.83
11/25/2018,1227.63,1227.63,1227.63,1227.63
11/23/2018,1227.63,1227.08,1228.63,1220.63
11/22/2018,1229.50,1225.53,1229.50,1225.03
11/21/2018,1226.08,1222.03,1230.13,1219.88
11/20/2018,1221.58,1224.08,1228.43,1220.23
11/19/2018,1233.88,1222.08,1233.88,1218.23
11/18/2018,1221.23,1221.23,1221.23,1221.23
11/16/2018,1221.23,1213.43,1225.13,1213.33
11/15/2018,1213.38,1210.93,1216.03,1208.28
11/14/2018,1214.73,1202.88,1216.03,1197.83
11/13/2018,1202.38,1201.38,1205.18,1196.63
11/12/2018,1200.13,1209.43,1211.48,1200.13
11/11/2018,1209.73,1209.73,1209.73,1209.73
11/09/2018,1209.73,1223.48,1223.58,1206.93
11/08/2018,1223.68,1226.68,1227.08,1220.43
11/07/2018,1224.83,1227.33,1235.93,1223.48
11/06/2018,1226.98,1231.53,1235.93,1223.78
11/05/2018,1231.63,1233.38,1235.03,1227.03
11/04/2018,1246.88,1246.88,1246.88,1246.88
11/02/2018,1233.08,1234.23,1236.33,1230.33
11/01/2018,1234.13,1215.48,1237.33,1215.48
10/31/2018,1215.33,1222.58,1223.13,1212.18
10/30/2018,1222.73,1229.43,1230.68,1220.08
10/29/2018,1230.18,1233.23,1235.38,1221.23
10/28/2018,1233.48,1223.53,1234.93,1223.53
10/26/2018,1223.53,1232.33,1242.98,1223.53
10/25/2018,1223.53,1233.98,1239.23,1223.53
10/24/2018,1234.68,1230.98,1234.78,1225.93
10/23/2018,1241.88,1222.28,1241.88,1221.83
10/22/2018,1223.53,1228.23,1229.63,1220.33
10/21/2018,1226.88,1226.88,1226.88,1226.88
10/19/2018,1226.88,1225.68,1230.63,1223.33
10/18/2018,1230.18,1222.28,1230.18,1218.78
10/17/2018,1221.33,1225.03,1229.53,1220.78
10/16/2018,1224.43,1227.48,1232.48,1223.73
10/15/2018,1234.88,1218.08,1234.88,1218.08
10/14/2018,1217.93,1217.93,1217.93,1217.93
10/12/2018,1217.93,1223.58,1223.83,1216.03
10/11/2018,1227.88,1194.38,1227.88,1191.43
10/10/2018,1194.33,1189.63,1194.83,1185.58
10/09/2018,1177.63,1188.38,1191.88,1177.63
10/08/2018,1196.88,1197.50,1197.88,1184.18
10/07/2018,1202.88,1202.88,1202.88,1202.88
10/05/2018,1202.88,1199.88,1205.73,1197.38
10/04/2018,1199.68,1198.08,1206.63,1196.13
10/03/2018,1197.18,1204.08,1208.33,1196.93
10/02/2018,1180.13,1188.88,1208.08,1180.13
10/01/2018,1212.88,1192.13,1212.88,1184.73
9/30/2018,1188.38,1188.38,1188.38,1188.38
9/28/2018,1188.38,1183.58,1193.53,1181.13
9/27/2018,1181.33,1195.08,1198.68,1181.33
9/26/2018,1200.88,1201.58,1202.53,1190.83
9/25/2018,1201.33,1199.13,1203.23,1197.23
9/24/2018,1195.23,1195.38,1204.08,1194.63
9/23/2018,1199.63,1199.63,1199.63,1199.63
9/21/2018,1199.63,1206.78,1211.08,1192.18
9/20/2018,1207.18,1203.88,1208.18,1201.53
9/19/2018,1203.98,1198.13,1206.23,1198.13
9/18/2018,1195.63,1201.73,1203.38,1195.63
9/17/2018,1200.93,1194.03,1204.83,1193.03
9/16/2018,1193.73,1193.73,1193.73,1193.73
9/14/2018,1193.73,1201.73,1208.63,1193.23
9/13/2018,1201.58,1206.73,1212.43,1200.43
9/12/2018,1205.98,1198.18,1208.53,1192.98
9/11/2018,1198.78,1195.63,1199.33,1188.03
9/10/2018,1195.93,1194.53,1198.23,1191.83
9/09/2018,1192.83,1192.83,1192.83,1192.83
9/07/2018,1192.83,1200.43,1203.33,1192.83
9/06/2018,1200.28,1197.23,1206.83,1195.98
9/05/2018,1201.88,1191.83,1201.88,1191.23
9/04/2018,1191.13,1200.78,1202.03,1189.98
9/03/2018,1201.15,1180.83,1203.93,1180.83
9/02/2018,1204.53,1204.53,1204.53,1204.53
8/31/2018,1204.53,1202.53,1208.83,1198.98
8/30/2018,1199.53,1206.98,1207.88,1196.38
8/29/2018,1196.63,1201.58,1207.18,1196.63
8/28/2018,1221.38,1210.88,1221.38,1200.13
8/27/2018,1214.78,1207.28,1214.78,1203.38
8/26/2018,1206.18,1206.18,1206.18,1206.18
8/24/2018,1206.18,1185.53,1208.48,1183.33
8/23/2018,1183.13,1196.13,1196.63,1183.13
8/22/2018,1195.53,1196.18,1201.53,1192.83
8/21/2018,1196.13,1190.58,1196.88,1187.83
8/20/2018,1191.88,1183.53,1191.88,1182.93
8/19/2018,1188.88,1188.88,1188.88,1188.88
8/17/2018,1188.88,1173.78,1188.88,1172.03
8/16/2018,1186.88,1175.78,1186.88,1160.88
8/15/2018,1170.13,1194.33,1194.68,1170.13
8/14/2018,1191.13,1194.18,1198.68,1191.13
8/13/2018,1188.13,1212.83,1213.93,1188.13
8/12/2018,1211.73,1211.73,1211.73,1211.73
8/10/2018,1211.73,1212.63,1216.88,1206.03
8/09/2018,1212.28,1213.68,1217.28,1210.98
8/08/2018,1223.88,1211.13,1223.88,1207.03
8/07/2018,1197.83,1208.43,1216.08,1197.83
8/06/2018,1203.33,1213.98,1217.93,1203.33
8/05/2018,1213.43,1213.43,1213.43,1213.43
8/03/2018,1213.43,1208.88,1219.73,1204.58
8/02/2018,1207.98,1216.68,1221.18,1207.23
8/01/2018,1224.88,1224.28,1224.88,1215.98
7/31/2018,1220.18,1221.73,1227.93,1215.03
7/30/2018,1226.88,1223.58,1226.88,1219.23
7/29/2018,1223.38,1223.38,1223.38,1223.38
7/27/2018,1223.38,1223.83,1227.03,1217.73
7/26/2018,1222.98,1231.78,1235.28,1222.58
7/25/2018,1227.83,1224.63,1234.78,1223.43
7/24/2018,1224.58,1224.93,1229.48,1218.48
7/23/2018,1238.88,1231.23,1238.88,1222.48
7/22/2018,1233.88,1232.08,1233.88,1232.08
7/20/2018,1232.08,1223.88,1232.18,1216.33
7/19/2018,1222.83,1227.28,1228.63,1211.98
7/18/2018,1227.63,1227.88,1229.13,1221.33
7/17/2018,1226.23,1240.78,1244.93,1226.23
7/16/2018,1238.13,1241.48,1245.43,1238.13
7/15/2018,1238.03,1238.03,1238.03,1238.03
7/13/2018,1238.03,1246.93,1248.08,1237.18
7/12/2018,1247.03,1242.73,1248.58,1241.43
7/11/2018,1242.18,1255.98,1256.83,1240.88
7/10/2018,1257.68,1257.93,1260.33,1247.48
7/09/2018,1257.78,1255.13,1265.98,1255.13
7/08/2018,1237.73,1254.73,1254.73,1237.73
7/06/2018,1254.73,1257.53,1258.78,1252.98
7/05/2018,1237.73,1256.38,1259.63,1237.73
7/04/2018,1240.10,1252.58,1261.13,1240.10
7/03/2018,1237.73,1242.08,1256.93,1237.73
7/02/2018,1237.73,1252.60,1254.25,1237.73
7/01/2018,1237.73,1253.18,1253.18,1237.73
6/29/2018,1253.18,1248.18,1255.58,1246.53
6/28/2018,1248.28,1252.38,1254.13,1246.13
6/27/2018,1252.03,1258.48,1259.68,1251.18
6/26/2018,1251.13,1266.28,1267.73,1251.13
6/25/2018,1255.13,1271.78,1272.63,1255.13
6/24/2018,1271.88,1269.63,1271.88,1269.63
6/22/2018,1269.63,1267.60,1271.13,1266.78
6/21/2018,1267.73,1268.25,1270.10,1261.70
6/20/2018,1277.50,1275.13,1277.50,1267.83
6/19/2018,1274.78,1279.03,1284.13,1270.73
6/18/2018,1275.50,1279.18,1282.53,1275.50
6/17/2018,1280.53,1280.53,1280.53,1280.53
6/15/2018,1280.53,1302.48,1303.18,1275.78
6/14/2018,1292.13,1300.08,1309.38,1292.13
6/13/2018,1299.73,1295.88,1301.08,1292.78
6/12/2018,1300.60,1300.23,1300.60,1293.53
6/11/2018,1300.13,1299.33,1302.13,1294.18
6/10/2018,1299.88,1329.58,1329.58,1299.88
6/08/2018,1329.58,1297.48,1329.58,1294.23
6/07/2018,1297.13,1296.88,1302.98,1295.63
6/06/2018,1294.00,1297.03,1301.68,1291.63
6/05/2018,1296.13,1292.28,1300.33,1290.23
6/04/2018,1291.98,1293.28,1297.78,1290.53
6/03/2018,1293.13,1293.13,1293.13,1293.13
6/01/2018,1293.13,1299.08,1300.58,1290.18
5/31/2018,1298.33,1301.83,1306.48,1298.13
5/30/2018,1309.88,1299.88,1309.88,1296.08
5/29/2018,1299.00,1297.78,1305.48,1294.23
5/28/2018,1298.10,1299.23,1300.03,1295.73
5/27/2018,1301.58,1301.58,1301.58,1301.58
5/25/2018,1301.58,1304.83,1307.73,1300.03
5/24/2018,1304.88,1294.18,1306.58,1293.13
5/23/2018,1293.13,1291.43,1297.73,1288.63
5/22/2018,1291.33,1292.73,1295.98,1288.33
5/21/2018,1294.68,1291.73,1294.68,1282.23
5/20/2018,1329.85,1329.85,1329.85,1329.85
5/18/2018,1329.85,1290.68,1329.85,1286.23
5/17/2018,1287.50,1291.03,1294.38,1285.83
5/16/2018,1297.40,1290.88,1297.40,1286.80
5/15/2018,1293.88,1314.33,1314.93,1288.73
5/14/2018,1312.83,1318.33,1322.33,1312.83
5/13/2018,1321.85,1321.85,1321.85,1321.85
5/11/2018,1321.85,1321.43,1325.98,1317.85
5/10/2018,1321.25,1312.03,1322.73,1311.08
5/09/2018,1312.63,1318.08,1318.08,1304.73
5/08/2018,1315.70,1314.53,1318.08,1306.28
5/07/2018,1316.40,1315.08,1318.93,1310.38
5/06/2018,1309.50,1315.05,1315.05,1304.50
5/04/2018,1315.05,1312.73,1315.23,1308.23
5/03/2018,1312.23,1305.68,1318.03,1305.58
5/02/2018,1302.13,1304.73,1313.38,1302.13
5/01/2018,1300.58,1316.38,1316.38,1300.58
4/30/2018,1315.38,1323.75,1324.98,1310.53
4/29/2018,1322.80,1322.80,1322.80,1322.80
4/27/2018,1322.80,1317.53,1325.23,1315.83
4/26/2018,1317.28,1323.88,1326.23,1315.48
4/25/2018,1326.88,1330.23,1332.08,1319.03
4/24/2018,1330.68,1325.05,1332.68,1322.88
4/23/2018,1321.20,1334.83,1335.23,1318.83
4/22/2018,1335.13,1335.13,1335.13,1335.13
4/20/2018,1335.13,1345.85,1346.23,1335.13
4/19/2018,1345.83,1349.28,1354.58,1341.38
4/18/2018,1349.33,1347.58,1355.48,1342.53
4/17/2018,1350.88,1346.08,1350.88,1338.03
4/16/2018,1348.20,1342.78,1350.53,1340.38
4/15/2018,1345.18,1345.18,1345.18,1345.18
4/13/2018,1345.18,1335.53,1346.73,1335.53
4/12/2018,1335.48,1352.78,1353.23,1333.98
4/11/2018,1353.38,1339.73,1365.13,1339.73
4/10/2018,1340.88,1336.73,1342.48,1331.53
4/09/2018,1336.38,1332.68,1337.88,1327.03
4/06/2018,1333.00,1327.43,1335.33,1321.78
4/05/2018,1318.55,,1318.55,1318.55
4/04/2018,1333.35,1332.83,1347.98,1331.68
4/03/2018,1332.80,1340.68,1342.43,1329.28
4/02/2018,1338.90,1325.78,1344.73,1324.98
4/01/2018,1320.83,1320.83,1320.83,1320.83
3/29/2018,1320.83,1324.85,1328.38,1320.83
3/28/2018,1325.00,1345.78,1347.08,1323.63
3/27/2018,1344.73,1353.73,1356.63,1340.23
3/26/2018,1353.50,1348.23,1355.88,1343.58
3/25/2018,1347.08,1347.08,1347.08,1347.08
3/23/2018,1347.08,1330.73,1350.23,1330.73
3/22/2018,1330.88,1331.93,1334.78,1325.13
3/21/2018,1331.73,1311.73,1336.23,1310.03
3/20/2018,1311.53,1317.43,1318.33,1306.13
3/19/2018,1317.13,1313.33,1319.58,1308.03
3/18/2018,1313.88,1313.93,1314.48,1313.83
3/16/2018,1313.85,1316.03,1321.53,1309.73
3/15/2018,1316.43,1323.93,1327.98,1313.13
3/14/2018,1323.83,1326.43,1330.13,1321.98
3/13/2018,1326.13,1323.78,1331.50,1314.23
3/12/2018,1323.43,1322.93,1324.08,1315.53
3/11/2018,1322.83,1323.50,1324.33,1322.83
3/09/2018,1323.50,1321.48,1325.03,1313.13
3/08/2018,1322.10,1325.68,1328.93,1319.33
3/07/2018,1324.50,1339.23,1340.43,1322.63
3/06/2018,1338.58,1320.78,1338.58,1320.48
3/05/2018,1320.35,1323.73,1327.78,1317.78
3/04/2018,1324.50,1322.50,1324.50,1322.50
3/02/2018,1322.50,1316.63,1325.43,1315.38
3/01/2018,1317.18,1319.13,1320.78,1303.13
2/28/2018,1320.00,1318.58,1321.83,1315.93
2/27/2018,1311.13,1333.43,1336.63,1311.13
2/26/2018,1332.10,1329.98,1340.73,1326.78
2/25/2018,1328.95,1328.95,1328.95,1328.95
2/23/2018,1328.95,1331.93,1332.23,1326.03
2/22/2018,1331.98,1324.53,1332.23,1321.03
2/21/2018,1323.50,1329.78,1335.98,1322.63
2/20/2018,1325.05,1347.93,1347.93,1325.05
2/19/2018,1347.50,1349.58,1351.23,1346.38
2/18/2018,1345.50,1345.50,1345.50,1345.50
2/16/2018,1345.50,1353.78,1361.73,1345.43
2/15/2018,1359.88,1350.53,1359.88,1348.73
2/14/2018,1333.13,1329.63,1355.38,1321.03
2/13/2018,1329.18,1324.28,1330.73,1321.78
2/12/2018,1322.73,1315.58,1326.23,1315.33
2/11/2018,1316.25,1316.25,1316.25,1316.25
2/09/2018,1316.25,1319.63,1322.48,1311.53
2/08/2018,1313.78,1317.58,1321.68,1307.48
2/07/2018,1310.60,,1310.60,1310.60
2/06/2018,1316.65,,1316.65,1316.65
2/05/2018,1331.00,1331.58,1341.48,1329.33
2/04/2018,1335.50,1335.50,1335.50,1335.50
2/02/2018,1335.50,1347.68,1350.13,1327.58
2/01/2018,1348.63,1343.93,1351.03,1337.58
1/31/2018,1345.00,1337.53,1347.23,1333.53
1/30/2018,1338.73,1341.43,1348.53,1334.68
1/29/2018,1336.63,1350.73,1352.28,1335.63
1/28/2018,1351.88,1351.88,1351.88,1351.88
1/26/2018,1351.88,1347.43,1357.03,1344.93
1/25/2018,1347.50,1357.38,1366.08,1343.13
1/24/2018,1358.50,1341.18,1361.58,1339.63
1/23/2018,1341.00,1333.63,1341.68,1331.58
1/22/2018,1333.98,1333.93,1335.63,1328.83
1/21/2018,1331.60,1331.60,,
1/19/2018,1331.60,1327.63,1337.88,1327.18
1/18/2018,1324.70,1327.13,1333.23,1324.53
1/17/2018,1337.88,1343.38,1343.93,1326.43
1/16/2018,1338.70,1339.68,1342.38,1331.98
1/15/2018,1340.80,1336.38,1344.33,1336.38
1/12/2018,1335.50,1322.48,1339.43,1321.93
1/11/2018,1325.78,1317.33,1325.78,1316.03
1/10/2018,1310.33,1311.93,1327.78,1308.63
1/09/2018,1311.50,1319.73,1320.33,1309.38
1/08/2018,1320.98,1320.88,1322.23,1315.13
1/05/2018,1319.58,1322.08,1323.43,1313.93
1/04/2018,1327.88,1313.13,1327.88,1306.13
1/03/2018,1318.88,1318.38,1321.33,1307.73
1/02/2018,1316.50,1302.93,1318.93,1302.93
12/29/2017,1302.80,1294.53,1307.58,1294.03
12/28/2017,1292.60,1294.85,1295.05,1292.60
12/27/2017,1287.08,1282.43,1288.98,1281.53
12/26/2017,1282.50,1274.08,1283.78,1273.63
12/22/2017,1275.25,1266.43,1276.03,1265.18
12/21/2017,1266.68,1265.48,1268.93,1263.53
12/20/2017,1263.10,1261.78,1267.83,1261.63
12/19/2017,1259.30,1262.13,1265.23,1259.30
12/18/2017,1261.73,1256.50,1263.98,1252.93
12/15/2017,1245.30,1253.28,1261.93,1245.30
12/14/2017,1251.50,1255.08,1259.08,1243.03
12/13/2017,1255.70,1244.13,1258.08,1240.53
12/12/2017,1245.85,1242.28,1246.23,1236.73
12/11/2017,1242.18,1247.98,1251.63,1240.98
12/08/2017,1238.60,1247.88,1251.93,1238.60
12/07/2017,1244.50,1263.98,1264.53,1242.13
12/06/2017,1264.50,1266.23,1269.13,1262.83
12/05/2017,1262.50,1276.73,1277.13,1260.13
12/04/2017,1276.18,1274.08,1277.18,1272.33
12/03/2017,1280.53,1280.53,1280.53,1280.53
12/01/2017,1280.53,1275.28,1289.18,1272.13
11/30/2017,1274.83,1284.48,1285.43,1270.53
11/29/2017,1278.93,1293.78,1296.68,1278.93
11/28/2017,1298.98,1294.58,1298.98,1291.03
11/27/2017,1294.35,1288.33,1299.13,1286.93
11/26/2017,1280.38,1280.28,1280.38,1280.28
11/24/2017,1287.88,1291.13,1293.33,1286.18
11/23/2017,1288.90,1291.83,1293.08,1287.68
11/22/2017,1284.10,,1284.10,1284.10
11/21/2017,1280.53,1277.98,1284.48,1276.43
11/20/2017,1274.23,1293.58,1294.53,1274.23
11/17/2017,1294.20,1278.78,1296.88,1278.43
11/16/2017,1275.83,1278.58,1281.43,1275.48
11/15/2017,1278.40,1280.23,1289.48,1277.08
11/14/2017,1282.60,1278.03,1284.98,1271.13
11/13/2017,1278.25,1275.08,1279.83,1274.48
11/12/2017,1275.73,1275.73,1275.73,1275.73
11/10/2017,1275.73,1285.63,1287.13,1273.73
11/09/2017,1277.00,,1277.00,1277.00
11/08/2017,1281.45,1276.98,1287.23,1276.08
11/07/2017,1275.30,1281.48,1281.48,1272.23
11/06/2017,1283.50,1269.18,1283.70,1266.63
11/05/2017,1269.85,1269.85,1269.85,1269.85
11/03/2017,1269.85,1277.33,1279.13,1266.48
11/02/2017,1277.53,1275.58,1283.98,1274.03
11/01/2017,1276.03,1275.03,1276.08,1274.93
10/31/2017,1270.68,1276.23,1278.18,1268.43
10/30/2017,1276.33,1273.53,1278.68,1269.13
10/29/2017,1273.18,1274.08,1274.08,1272.23
10/27/2017,1275.10,1267.95,1275.10,1264.28
10/26/2017,1267.50,1278.23,1282.43,1265.13
10/25/2017,1281.50,1276.63,1283.88,1271.53
10/24/2017,1274.50,1281.78,1283.68,1272.13
10/23/2017,1282.50,1277.53,1283.33,1272.88
10/22/2017,1280.73,1280.73,1280.73,1280.73
10/20/2017,1280.73,1289.78,1291.08,1278.33
10/19/2017,1291.55,1281.28,1293.93,1276.88
10/18/2017,1281.18,1285.18,1288.73,1277.18
10/17/2017,1283.00,1296.18,1296.38,1282.33
10/16/2017,1295.10,1302.48,1306.13,1291.03
10/15/2017,1304.38,1304.88,1304.88,1304.38
10/13/2017,1304.88,1293.98,1304.88,1291.48
10/12/2017,1296.50,1291.98,1297.48,1290.23
10/11/2017,1298.88,1288.18,1298.88,1284.73
10/10/2017,1287.85,1283.88,1294.28,1282.33
10/09/2017,1286.60,1276.33,1286.60,1275.43
10/08/2017,1276.53,1276.53,1276.53,1276.53
10/06/2017,1276.53,1268.73,1276.58,1260.88
10/05/2017,1267.50,1275.33,1279.03,1265.13
10/04/2017,1274.70,1271.68,1282.03,1271.53
10/03/2017,1268.50,1270.98,1274.58,1266.13
10/02/2017,1273.50,1277.28,1277.33,1269.98
10/01/2017,1278.50,1278.50,1278.50,1278.50
9/29/2017,1278.50,1287.08,1290.03,1276.13
9/28/2017,1289.88,1283.48,1289.88,1277.93
9/27/2017,1283.50,1293.63,1296.13,1281.13
9/26/2017,1293.90,1309.88,1313.43,1293.73
9/25/2017,1310.55,1296.28,1311.53,1291.23
9/24/2017,1297.38,1297.38,1297.38,1297.38
9/22/2017,1297.38,1291.78,1298.83,1291.58
9/21/2017,1286.00,1301.53,1301.58,1283.63
9/20/2017,1302.00,1310.93,1315.93,1297.13
9/19/2017,1315.50,1307.90,1315.50,1305.68
9/18/2017,1307.65,1318.63,1319.68,1304.88
9/17/2017,1319.63,1319.63,1319.63,1319.63
9/15/2017,1319.63,1331.18,1334.33,1319.63
9/14/2017,1329.83,1323.33,1330.43,1316.03
9/13/2017,1323.25,1333.18,1334.73,1321.28
9/12/2017,1331.93,1327.95,1332.13,1323.13
9/11/2017,1327.50,1339.33,1339.43,1326.35
9/10/2017,1346.70,1346.70,1346.70,1346.70
9/08/2017,1346.70,1348.88,1357.38,1343.33
9/07/2017,1345.70,1334.10,1349.90,1332.88
9/06/2017,1333.50,1339.98,1342.43,1331.15
9/05/2017,1342.50,1333.23,1344.85,1328.78
9/04/2017,1333.43,1335.73,1338.73,1331.35
9/03/2017,1324.85,1324.85,1324.85,1324.85
9/01/2017,1324.85,1321.75,1328.43,1316.73
8/31/2017,1321.20,1308.40,1323.58,1301.23
8/30/2017,1304.50,1310.48,1313.48,1302.13
8/29/2017,1300.80,1314.03,1325.83,1298.43
8/28/2017,1312.30,1292.68,1312.30,1292.08
8/25/2017,1291.25,1286.23,1293.78,1280.23
8/24/2017,1287.50,1290.53,1291.28,1285.08
8/23/2017,1290.75,1284.78,1291.13,1282.98
8/22/2017,1284.73,1290.98,1292.38,1282.88
8/21/2017,1291.23,1283.23,1293.33,1281.13
8/18/2017,1284.50,1297.40,1300.53,1284.45
8/17/2017,1287.50,1283.83,1290.03,1282.68
8/16/2017,1282.80,1271.58,1283.88,1268.43
8/15/2017,1272.25,1281.20,1281.98,1267.83
8/14/2017,1281.50,1289.53,1289.63,1278.78
8/11/2017,1289.20,1286.28,1291.73,1281.58
8/10/2017,1285.20,1277.13,1287.95,1274.88
8/09/2017,1277.58,1261.23,1278.38,1260.98
8/08/2017,1261.50,1257.28,1265.23,1251.83
8/07/2017,1257.70,1257.68,1259.98,1255.93
8/06/2017,1258.60,1258.60,1258.60,1258.60
8/04/2017,1258.60,1268.63,1270.23,1254.78
8/03/2017,1268.65,1266.43,1270.93,1259.63
8/02/2017,1266.70,1269.13,1272.73,1263.33
8/01/2017,1269.05,1269.65,1273.98,1264.83
7/31/2017,1269.55,1270.53,1270.88,1265.98
7/28/2017,1269.25,1259.38,1270.78,1257.63
7/27/2017,1259.00,1260.38,1264.93,1255.13
7/26/2017,1261.10,1249.93,1263.13,1244.18
7/25/2017,1249.05,1254.78,1257.73,1249.05
7/24/2017,1262.75,1255.28,1262.85,1252.08
7/21/2017,1254.90,1244.53,1255.80,1243.63
7/20/2017,1247.75,1241.23,1247.75,1235.53
7/19/2017,1240.88,1242.98,1243.83,1236.33
7/18/2017,1249.75,1234.28,1249.75,1232.93
7/17/2017,1237.75,1229.78,1237.75,1228.58
7/16/2017,1234.75,1250.88,1250.88,1234.75
7/14/2017,1250.88,1217.93,1250.88,1215.58
7/13/2017,1209.45,,1209.45,1209.45
7/12/2017,1218.75,1216.88,1225.13,1214.93
7/11/2017,1217.70,1214.68,1217.70,1208.43
7/10/2017,1206.35,,1206.35,1206.35
7/09/2017,1207.25,1207.25,1207.25,1207.25
7/07/2017,1207.25,1225.13,1226.88,1207.13
7/06/2017,1225.15,1227.03,1229.03,1222.83
7/05/2017,1226.95,1224.33,1228.93,1217.73
7/04/2017,1220.40,1221.78,1226.23,1220.15
7/03/2017,1218.15,1242.03,1242.78,1218.03
7/02/2017,1249.80,1241.60,1249.80,1241.60
7/01/2017,1241.60,1241.60,1241.60,1241.60
6/30/2017,1241.60,1245.98,1248.28,1240.23
6/29/2017,1245.73,1249.63,1253.13,1239.93
6/28/2017,1249.33,1247.33,1254.33,1247.33
6/27/2017,1244.75,1244.68,1253.03,1241.53
6/26/2017,1244.45,1257.95,1258.25,1237.28
6/23/2017,1256.90,1251.18,1258.88,1250.08
6/22/2017,1259.93,1246.53,1259.93,1246.33
6/21/2017,1246.55,1244.03,1247.63,1241.53
6/20/2017,1240.25,1244.18,1247.98,1240.13
6/19/2017,1243.25,1253.78,1255.63,1243.13
6/16/2017,1253.63,1254.63,1257.23,1252.03
6/15/2017,1254.00,1260.38,1266.53,1251.83
6/14/2017,1281.45,1266.73,1281.45,1257.43
6/13/2017,1265.85,1265.78,1268.83,1259.83
6/12/2017,1263.25,1266.58,1270.23,1263.23
6/11/2017,1266.40,1266.40,1266.40,1266.40
6/09/2017,1266.40,1280.35,1280.68,1265.13
6/08/2017,1278.65,1286.83,1288.98,1271.75
6/07/2017,1286.93,1294.43,1294.48,1283.33
6/06/2017,1298.75,1280.38,1298.75,1279.78
6/05/2017,1279.95,1280.13,1283.28,1278.18
6/02/2017,1279.98,1265.70,1279.98,1259.88
6/01/2017,1265.65,1268.88,1270.33,1262.03
5/31/2017,1275.50,1262.88,1275.50,1259.73
