Date,Open,High,Low,Close,Weighted_bitcoin_price,Volume,Address,Mining_Difficulty,Weighted_litecoin_price,Oil_price,usd/euro,Num_Wiki_view,Num_tweets,3d MA,Lable
5/08/2016,578.28,578.28,569.98,575.04,575.4,114925.0956,477072,2.02E+11,3.73,45.44,1.1086,9473,25115,573.23,587.78
6/08/2016,575.03,588.4,569.47,587.78,580.17,139264.8637,425211,2.02E+11,3.74,51.23,1.1086,7570,20484,580.37,592.69
7/08/2016,587.77,597.51,586.82,592.69,591.2,139374.8309,447578,2.02E+11,3.78,45.41,1.1088,13610,20769,585.17,591.05
8/08/2016,592.74,592.99,588.05,591.05,591.21,103506.5374,530901,2.02E+11,3.78,43.02,1.1088,12052,24232,590.51,587.8
9/08/2016,591.04,591.09,584.79,587.8,588.68,156669.3212,491165,2.02E+11,3.76,47.62,1.1117,11249,24435,590.51,592.1
10/08/2016,587.65,599.98,586.37,592.1,591.52,173967.0679,531356,2.02E+11,3.75,47.62,1.1176,9015,30224,590.32,589.12
11/08/2016,592.12,597.54,589.12,589.12,591.98,125873.1714,531345,2.02E+11,3.71,44.98,1.1137,8400,23497,589.67,587.56
12/08/2016,588.8,589.91,583.81,587.56,587.52,117813.8617,491194,2.02E+11,3.72,50.84,1.1162,7756,25008,589.59,585.59
13/08/2016,587.36,589.77,584.98,585.59,586.92,74223.06277,455323,2.02E+11,3.71,50.84,1.1162,6851,21026,587.42,570.47
14/08/2016,585.59,585.67,564.78,570.47,576.63,105528.8487,455991,2.02E+11,3.68,45.74,1.1184,6860,24566,581.21,567.24
15/08/2016,570.49,573.58,563.24,567.24,568.64,100700.4432,500686,2.17E+11,3.62,45.74,1.1184,7890,25180,574.43,577.44
16/08/2016,567.24,581.74,566.72,577.44,573.29,101877.2349,537436,2.17E+11,3.62,46.58,1.1279,8422,23549,571.72,573.22
17/08/2016,577.76,580.89,571.43,573.22,575.82,94548.64367,523675,2.17E+11,3.62,46.79,1.1289,8694,22643,572.63,574.32
18/08/2016,573.71,577.79,573.43,574.32,574.81,104202.4321,528979,2.17E+11,3.61,48.22,1.1354,10122,20849,574.99,575.63
19/08/2016,574.34,578.24,574.18,575.63,575.6,87963.16887,508749,2.17E+11,3.61,48.52,1.1325,8392,18562,574.39,581.7
20/08/2016,576.08,582.82,575.46,581.7,579.02,78238.05741,495671,2.17E+11,3.62,48.52,1.1325,6836,14687,577.22,581.31
21/08/2016,581.94,584.16,580.22,581.31,581.91,65816.70705,446866,2.17E+11,3.62,47.05,1.132,7330,14412,579.55,586.75
22/08/2016,581.31,588.45,580.59,586.75,584.28,124673.1019,526727,2.17E+11,3.64,47.05,1.132,8395,18821,583.25,583.41
23/08/2016,586.77,589.47,581.63,583.41,585.32,145816.3056,512461,2.17E+11,3.82,48.1,1.1305,8897,18812,583.82,580.18
24/08/2016,583.41,583.59,579.85,580.18,581.76,96823.77613,513945,2.17E+11,3.9,46.77,1.1264,9239,19302,583.45,577.76
25/08/2016,580.18,580.45,575.17,577.76,578.39,235360.2241,489493,2.17E+11,3.83,47.33,1.1285,8900,20127,580.45,579.65
26/08/2016,577.75,580.62,576.86,579.65,578.72,84422.17307,483713,2.17E+11,3.82,47.64,1.1198,8442,19606,579.2,569.95
27/08/2016,579.45,579.84,568.63,569.95,574.47,103918.9166,456265,2.17E+11,3.78,47.64,1.1198,7126,15956,575.79,573.91
28/08/2016,569.83,574.04,569.74,573.91,571.88,150908.5822,427997,2.17E+11,3.74,46.98,1.1189,7543,17112,574.5,574.11
29/08/2016,574.07,576.28,573.47,574.11,574.48,192170.3105,500187,2.21E+11,3.76,46.98,1.1189,8722,22110,572.66,577.5
30/08/2016,574.11,578.36,574.11,577.5,576.02,122117.982,548999,2.21E+11,3.78,46.35,1.1143,8666,18322,575.17,575.47
31/08/2016,577.59,577.86,573.64,575.47,576.14,131636.2273,497980,2.21E+11,3.8,44.7,1.1158,9172,17456,575.69,572.3
1/09/2016,575.55,576.31,571.81,572.3,573.99,134015.2267,486458,2.21E+11,3.82,44.7,1.1197,8596,18373,575.09,575.54
2/09/2016,572.41,575.64,570.81,575.54,573.6,139314.5049,477624,2.21E+11,3.83,27.94,1.1156,8115,20605,574.44,598.21
3/09/2016,575.55,599.5,574.06,598.21,586.83,270971.1501,464611,2.21E+11,3.86,38.29,1.1156,7347,16664,582.02,608.63
4/09/2016,598.59,611.84,596.85,608.63,603.98,162162.4822,438972,2.21E+11,3.96,38.29,1.1147,7896,16972,594.13,606.59
5/09/2016,608.99,609.05,602.24,606.59,606.72,135889.3724,541919,2.21E+11,4,43.44,1.1147,9039,23183,604.48,610.44
6/09/2016,606.51,610.83,605.09,610.44,608.22,129112.992,519346,2.21E+11,3.97,50.56,1.1255,9374,35065,608.55,614.54
7/09/2016,610.57,614.54,608.51,614.54,612.04,122593.9481,525784,2.21E+11,4.01,50.56,1.1239,9426,23060,610.52,626.32
8/09/2016,614.64,628.77,613.84,626.32,620.89,139659.1989,500357,2.21E+11,3.98,42.77,1.126,10042,19731,617.1,622.86
9/09/2016,626.35,626.83,620.26,622.86,624.08,103432.5727,491674,2.21E+11,3.98,45.88,1.1233,9121,19091,621.24,623.51
10/09/2016,622.93,625.09,622.4,623.51,623.48,72202.47642,446010,2.21E+11,3.97,45.88,1.1233,8218,18701,624.23,606.72
11/09/2016,623.42,628.82,600.51,606.72,614.87,119717.6639,458631,2.21E+11,3.92,45.27,1.1235,7890,16124,617.7,608.24
12/09/2016,607.01,608.46,605.41,608.24,607.28,119899.0647,510506,2.26E+11,3.84,51.5,1.1235,10175,18821,612.82,609.24
13/09/2016,608.03,611.19,606.92,609.24,608.84,142764.273,530408,2.26E+11,3.83,44.9,1.122,11035,20868,608.07,610.68
14/09/2016,608.84,611.95,608.41,610.68,609.97,78491.89304,491556,2.26E+11,3.83,43.58,1.125,10442,20554,609.39,607.16
15/09/2016,610.59,611.09,607.16,607.16,609,97643.02135,494413,2.26E+11,3.82,43.91,1.1244,10277,21820,609.03,606.97
16/09/2016,607.25,609.26,606.73,606.97,607.55,106926.8373,474551,2.26E+11,3.82,43.03,1.1155,10414,20588,608.27,605.98
17/09/2016,607.22,607.86,605.19,605.98,606.56,61231.04062,509415,2.26E+11,3.81,43.03,1.1155,9034,17201,606.7,609.87
18/09/2016,606.28,610.16,605.86,609.87,608.04,80059.53556,463470,2.26E+11,3.94,43.3,1.1175,9227,13717,607.61,609.23
19/09/2016,609.87,610.93,608.27,609.23,609.57,89893.53151,505154,2.26E+11,3.97,43.3,1.1175,9584,13913,608.36,608.31
20/09/2016,609.25,609.53,607.94,608.31,608.76,119440.9882,533341,2.26E+11,3.84,43.44,1.1151,9873,26427,609.14,597.15
21/09/2016,603.59,603.59,595.88,597.15,600.05,137948.8376,514307,2.26E+11,3.84,45.34,1.1189,9285,18606,604.9,596.3
22/09/2016,597.28,598.49,596.21,596.3,597.07,112357.5125,496593,2.26E+11,3.82,46.32,1.1208,9903,18260,600.59,602.84
23/09/2016,596.2,603.21,595.79,602.84,599.51,85181.23134,488936,2.26E+11,3.79,44.48,1.1226,8100,19726,598.76,602.63
24/09/2016,602.96,604.58,602.04,602.63,603.05,58634.44159,473858,2.26E+11,3.82,44.48,1.1226,8840,17748,600.59,600.83
25/09/2016,602.75,603.38,599.71,600.83,601.67,56472.48492,465836,2.41E+11,3.8,45.93,1.1254,7642,17984,602.1,608.04
26/09/2016,600.81,608.14,600.35,608.04,604.33,97883.27569,540295,2.41E+11,3.83,45.93,1.1254,9531,20210,603.83,606.17
27/09/2016,608.02,608.25,604.11,606.17,606.64,81469.07556,549579,2.41E+11,3.86,44.67,1.1215,8507,20912,605.01,604.73
28/09/2016,606.24,606.59,604.61,604.73,605.54,80461.40635,547163,2.41E+11,3.85,47.05,1.1217,8127,19750,606.31,605.69
29/09/2016,605.02,606.82,604.85,605.69,605.6,91906.53897,553367,2.41E+11,3.84,47.83,1.1222,8014,21230,605.53,609.73
30/09/2016,605.72,609.73,604.14,609.73,607.33,92408.41058,559609,2.41E+11,3.84,48.24,1.1235,8491,17676,606.72,613.98
1/10/2016,609.93,615.24,609.93,613.98,612.27,92045.99278,498339,2.41E+11,3.85,48.24,1.1235,7590,17285,609.8,610.89
2/10/2016,613.95,614.01,609.68,610.89,612.13,64120.03986,462255,2.41E+11,3.85,27.45,1.1211,7652,16869,611.53,612.13
3/10/2016,610.97,612.57,610.46,612.13,611.53,76526.58087,628813,2.41E+11,3.84,37.84,1.1211,8347,22770,612.33,610.2
4/10/2016,612.05,612.05,609.48,610.2,610.94,81516.35185,600999,2.41E+11,3.83,37.84,1.1204,9345,20191,611.07,612.51
5/10/2016,610.22,613.81,609.62,612.51,611.54,111321.4246,585521,2.41E+11,3.84,44.66,1.1205,9086,19102,611.61,613.02
6/10/2016,612.47,613.82,611.47,613.02,612.69,92725.68509,621273,2.41E+11,3.85,49.07,1.1151,8649,19174,611.91,617.12
7/10/2016,612.61,617.91,611.82,617.12,614.86,104204.8596,577273,2.41E+11,3.85,49.07,1.1201,8874,21247,614.22,619.11
8/10/2016,617.34,619.85,617.34,619.11,618.41,68475.44509,549445,2.59E+11,3.85,41.71,1.1201,7025,18265,616.42,616.75
9/10/2016,619.17,619.2,616.61,616.75,617.93,63507.84069,509901,2.59E+11,3.83,41.71,1.1139,7078,17597,617.66,618.99
10/10/2016,616.82,621.32,616.2,618.99,618.33,109134.4492,514281,2.59E+11,3.81,51.35,1.1139,7981,19079,618.28,641.07
11/10/2016,619.24,642.08,618.5,641.07,630.22,164371.172,601465,2.59E+11,3.81,44.66,1.1054,9581,20605,625.6,636.19
12/10/2016,640.87,641.34,635.97,636.19,638.59,144647.1132,544859,2.59E+11,3.79,44.66,1.1007,10134,19254,632.08,636.79
13/10/2016,636.03,638.83,635.03,636.79,636.67,96785.93306,547741,2.59E+11,3.83,50.44,1.1056,8788,17289,638.02,640.38
14/10/2016,637.01,641.28,637.01,640.38,638.92,91004.50761,532160,2.59E+11,3.9,50.35,1.0972,8502,17479,637.79,638.65
15/10/2016,640.31,642.1,637.39,638.65,639.61,61030.00266,501726,2.59E+11,3.89,50.35,1.0972,6829,20593,638.61,641.63
16/10/2016,639.08,642.9,638.9,641.63,640.63,62903.86026,482676,2.59E+11,3.89,49.94,1.1,7378,18498,640.22,639.19
17/10/2016,641.82,642.33,638.66,639.19,640.5,90653.55191,550541,2.59E+11,3.9,49.94,1.1,9038,18689,639.82,637.96
18/10/2016,639.41,640.74,636,637.96,638.53,102652.4987,588298,2.59E+11,3.96,50.29,1.0981,9037,17940,639.59,630.52
19/10/2016,638.13,638.87,628.01,630.52,633.88,109455.5689,459988,2.59E+11,3.82,51.6,1.0974,8766,20522,635.89,630.86
20/10/2016,630.66,631.92,628.26,630.86,630.42,90348.18058,624199,2.59E+11,3.8,50.43,1.0929,7861,17281,633.11,632.83
21/10/2016,630.83,634.09,630.69,632.83,632.11,88514.65726,584321,2.59E+11,3.8,50.85,1.0884,9966,15145,631.4,657.29
22/10/2016,633.14,658.2,632.85,657.29,645.37,121723.1913,524550,2.59E+11,3.85,50.85,1.0884,6727,13770,640.33,657.07
23/10/2016,657.62,661.13,653.89,657.07,657.43,82859.92425,525340,2.54E+11,3.91,50.52,1.0882,8054,14832,649.06,653.76
24/10/2016,657.16,657.25,652.59,653.76,655.19,94962.07207,581792,2.54E+11,3.9,50.52,1.0882,8868,18801,656.04,657.59
25/10/2016,654,664.42,653.7,657.59,657.43,137472.8868,617973,2.54E+11,3.89,49.96,1.0889,9923,15756,656.14,678.3
26/10/2016,657.68,679.73,657.68,678.3,668.35,132979.8818,613898,2.54E+11,3.94,49.18,1.0908,8501,17995,663.22,688.31
27/10/2016,678.21,688.59,678.04,688.31,683.29,140650.8159,721678,2.54E+11,4,49.72,1.0897,8667,19247,674.73,689.65
28/10/2016,688,690.44,684.16,689.65,688.06,117933.7616,570194,2.54E+11,4,48.7,1.0985,14518,19798,685.42,714.48
29/10/2016,690.29,720.4,690.05,714.48,703.8,191476.2603,541665,2.54E+11,4.04,48.7,1.0985,10900,18463,697.48,701.86
30/10/2016,714.12,714.12,696.47,701.86,706.64,142455.8474,472384,2.54E+11,4.06,46.86,1.0981,8571,19812,702,700.97
31/10/2016,702.64,709.29,691.68,700.97,701.14,138437.9724,579849,2.54E+11,4.02,46.86,1.0981,12082,23052,705.77,729.79
1/11/2016,701.34,736.45,701.34,729.79,717.23,181987.6469,602670,2.54E+11,4.06,31.41,1.1055,10272,21499,710.87,740.83
2/11/2016,730.07,740.83,722.35,740.83,733.52,115695.8229,585172,2.54E+11,4.09,26.21,1.1098,10374,20959,723.86,688.7
3/11/2016,742.35,745.77,678.16,688.7,713.74,242116.1768,593610,2.54E+11,3.99,38.5,1.1105,9857,20253,719.77,703.23
4/11/2016,689.12,706.93,685.56,703.23,696.21,143502.2421,547623,2.54E+11,3.86,40.36,1.1141,9168,18517,710.92,703.42
5/11/2016,703.53,707.51,697.74,703.42,703.05,76455.87085,555971,2.55E+11,3.88,46.23,1.1141,12204,17653,698.45,711.52
6/11/2016,703.81,714.26,699.56,711.52,707.29,84692.55892,519672,2.55E+11,3.88,46.23,1.1041,10908,20121,706.06,703.13
7/11/2016,710.74,710.74,699.9,703.13,706.13,92117.74036,628572,2.55E+11,3.85,44.76,1.1041,11614,22734,706.02,709.85
8/11/2016,703.09,712.99,702.39,709.85,707.08,112661.6507,662890,2.55E+11,3.84,43.49,1.1026,11807,22954,708.17,723.27
9/11/2016,709.83,740.05,708.61,723.27,720.44,183816.8342,614664,2.55E+11,3.86,43.49,1.091,12959,24370,712.08,715.53
10/11/2016,722.84,723.02,711.21,715.53,718.15,95812.57397,611576,2.55E+11,3.84,50.79,1.0893,11493,20972,716.22,716.41
11/11/2016,715.55,718.32,714.41,716.41,716.17,88135.07966,557455,2.55E+11,3.82,43.41,1.0855,10046,19923,718.4,705.05
12/11/2016,716.75,717.15,704.03,705.05,710.74,90922.84098,572164,2.55E+11,3.79,43.41,1.0855,8957,17540,712.33,702.03
13/11/2016,705.2,705.26,687.32,702.03,699.95,114748.3335,539464,2.55E+11,3.81,43.32,1.0737,9805,19573,707.83,705.02
14/11/2016,702,706.28,699.81,705.02,703.28,89570.29917,633190,2.55E+11,3.88,43.32,1.0737,21607,22700,704.03,711.62
15/11/2016,705.79,715.72,705.26,711.62,709.6,101519.8647,653384,2.55E+11,3.9,45.81,1.0722,11771,23129,706.22,744.2
16/11/2016,711.17,747.61,709.04,744.2,728,194085.1648,616360,2.55E+11,3.96,45.57,1.0691,12522,23016,720.28,740.98
17/11/2016,744.88,755.65,739.51,740.98,745.26,145692.7784,627629,2.55E+11,4,45.42,1.0626,11377,22943,732.27,751.59
18/11/2016,740.71,752.88,736.89,751.59,745.52,117184.1185,625829,2.82E+11,3.96,45.69,1.0588,10650,22105,745.59,751.62
19/11/2016,751.83,756.24,744.47,751.62,751.04,147273.1146,579057,2.82E+11,3.96,45.69,1.0588,8894,20995,748.06,731.03
20/11/2016,751.88,755.48,717.94,731.03,739.08,208524.1111,579558,2.82E+11,3.94,47.49,1.063,10466,17894,744.75,739.25
21/11/2016,731.27,741.72,730.51,739.25,735.69,82646.76698,609893,2.82E+11,3.94,47.49,1.063,11120,22770,740.63,751.35
22/11/2016,739.64,753.87,736.53,751.35,745.35,174288.5893,609321,2.82E+11,3.94,48.03,1.0627,11421,22500,740.54,744.59
23/11/2016,751.74,752.25,738.92,744.59,746.88,102484.7365,646475,2.82E+11,3.95,47.96,1.0553,10960,21827,745.06,740.29
24/11/2016,744.62,746.83,733.49,740.29,741.31,115901.9789,735177,2.82E+11,3.92,47.98,1.0554,11876,21061,745.41,741.65
25/11/2016,740.44,741.65,734.59,741.65,739.58,91683.92872,682916,2.82E+11,3.91,46.06,1.0589,10238,20433,742.18,735.38
26/11/2016,741.51,742.21,729.63,735.38,737.18,74558.04552,664484,2.82E+11,3.9,46.06,1.0589,8430,19734,739.11,732.03
27/11/2016,735.44,739.02,731.09,732.03,734.4,71625.54466,572082,2.82E+11,3.9,47.08,1.0614,9523,19864,736.35,735.81
28/11/2016,732.48,738.01,732.48,735.81,734.7,84236.55914,709141,2.82E+11,3.89,47.08,1.0614,12311,22289,734.41,735.6
29/11/2016,736.33,737.47,734.56,735.6,735.99,93087.0039,650263,2.82E+11,3.88,45.23,1.065,14544,21602,734.48,745.69
30/11/2016,736.28,747.93,736.27,745.69,741.54,113373.2503,637060,2.82E+11,3.89,49.44,1.0589,12018,21457,739.03,756.77
1/12/2016,746.05,758.28,746.05,756.77,751.79,107027.1007,596125,2.82E+11,3.91,30.44,1.0661,10921,21117,746.02,777.94
2/12/2016,757.54,781.3,757.54,777.94,768.58,166026.9588,732676,2.87E+11,3.94,29.44,1.0664,11564,20335,760.13,771.16
3/12/2016,778.25,778.25,764.86,771.16,773.13,89955.50037,703995,2.87E+11,3.93,29.44,1.0664,8544,16186,768.62,773.87
4/12/2016,771.64,773.87,768.16,773.87,771.88,78455.07074,644845,2.87E+11,3.92,42.17,1.0764,8833,16345,774.32,758.7
5/12/2016,773.39,773.47,751.71,758.7,764.32,139160.2994,670364,2.87E+11,3.66,46.7,1.0764,10512,18558,767.91,764.22
6/12/2016,758.72,765.62,758.72,764.22,761.82,152553.0965,748679,2.87E+11,3.52,46.7,1.0718,11527,20236,765.6,768.13
7/12/2016,764.21,771.54,759.75,768.13,765.91,125897.424,768077,2.87E+11,3.58,46.8,1.0753,10847,21592,763.68,770.81
8/12/2016,768.08,774.7,765.95,770.81,769.88,104057.6505,651835,2.87E+11,3.66,44.49,1.0615,10893,21302,767.72,772.79
9/12/2016,769.94,774.53,769.65,772.79,771.73,89027.63402,616032,2.87E+11,3.69,46.29,1.0561,9588,19749,770.58,774.65
10/12/2016,773.02,777.09,772.91,774.65,774.42,69527.00085,594520,2.87E+11,3.68,50.18,1.0561,8835,18331,772.75,769.73
11/12/2016,774.75,774.8,765.41,769.73,771.17,74320.05913,568515,2.87E+11,3.66,50.18,1.0635,8676,16070,772.39,780.09
12/12/2016,770.04,781.92,770.04,780.09,775.52,98735.04229,637404,2.87E+11,3.65,52.83,1.0635,10465,18775,774.82,780.56
13/12/2016,780.65,788.46,777.96,780.56,781.91,104418.1555,663897,2.87E+11,3.67,52.98,1.0626,11745,20749,776.79,781.48
14/12/2016,780.01,782.03,776.84,781.48,780.09,97397.73616,619913,2.87E+11,3.63,51.04,1.0536,11373,21101,780.71,778.09
15/12/2016,780.07,781.43,777.8,778.09,779.35,104677.0976,611935,3.10E+11,3.62,50.9,1.0414,10924,19341,780.04,784.91
16/12/2016,778.96,785.03,778.96,784.91,781.96,106921.3259,638084,3.10E+11,3.63,51.9,1.0451,10416,19242,781.49,790.83
17/12/2016,785.17,792.51,784.86,790.83,788.34,100197.6305,585323,3.10E+11,3.66,51.9,1.0451,8770,18364,784.61,790.53
18/12/2016,791.01,794.74,788.03,790.53,791.08,76508.57056,565086,3.10E+11,3.69,52.12,1.0402,9127,18930,788.76,792.71
19/12/2016,790.69,793.61,790.32,792.71,791.83,94573.83529,659635,3.10E+11,3.67,52.12,1.0402,11821,25718,791.36,800.88
20/12/2016,792.25,801.34,791.5,800.88,796.49,125085.4323,651525,3.10E+11,3.66,52.23,1.0388,11646,22945,794.71,834.28
21/12/2016,800.64,834.28,799.41,834.28,817.15,190388.5456,704306,3.10E+11,3.66,52.49,1.0424,12246,25531,809.29,864.54
22/12/2016,834.18,875.78,834.15,864.54,852.16,234729.4029,683218,3.10E+11,3.7,52.95,1.0437,13374,27288,833.23,921.98
23/12/2016,864.89,925.12,864.68,921.98,894.17,308178.5343,659622,3.10E+11,4.19,53.02,1.0456,14116,29448,873.6,898.82
24/12/2016,922.18,923.48,886.34,898.82,907.7,151731.8585,550962,3.10E+11,4.6,53.02,1.0456,11547,22045,895.11,896.18
25/12/2016,899.65,899.65,862.42,896.18,889.48,161515.7081,470730,3.10E+11,4.42,53.02,1.0455,10882,17925,905.66,907.61
26/12/2016,896.91,913.18,896.9,907.61,903.65,136967.8526,590003,3.10E+11,4.36,53.9,1.0455,12433,19894,900.87,933.2
27/12/2016,908.35,940.05,904.26,933.2,921.47,181566.4102,647978,3.10E+11,4.44,53.9,1.0457,13454,22525,912.33,975.92
28/12/2016,934.83,975.92,934.83,975.92,955.38,247681.5508,660743,3.18E+11,4.56,54.06,1.0413,14314,24151,938.91,973.5
29/12/2016,975.13,979.4,954.5,973.5,970.63,205351.1637,654659,3.18E+11,4.57,53.77,1.049,15813,22502,960.87,961.24
30/12/2016,972.53,972.53,934.83,961.24,960.28,195228.475,642264,3.18E+11,4.45,53.72,1.0517,16270,18971,970.22,963.74
31/12/2016,960.63,963.74,947.24,963.74,958.84,103390.6637,571945,3.18E+11,4.35,53.72,1.0517,10295,18483,966.16,998.33
1/01/2017,963.66,1003.08,958.7,998.33,980.94,150646.327,463524,3.18E+11,4.42,53.88,1.0455,9554,21071,974.44,1021.75
2/01/2017,998.62,1031.39,996.7,1021.75,1012.12,219524.3568,703956,3.18E+11,4.6,53.88,1.0455,22579,26461,994.61,1043.84
3/01/2017,1021.6,1044.08,1021.6,1043.84,1032.78,179290.8461,654614,3.18E+11,4.64,53.83,1.0405,25183,27269,1021.31,1154.73
4/01/2017,1044.4,1159.42,1044.4,1154.73,1100.74,313376.4413,696386,3.18E+11,4.73,53.83,1.0489,22281,31611,1073.44,1013.38
5/01/2017,1156.73,1191.1,910.42,1013.38,1067.91,477754.6872,651157,3.18E+11,4.6,48.84,1.0607,24655,33407,1070.65,902.2
6/01/2017,1014.24,1046.81,883.94,902.2,961.8,365851.5284,717134,3.18E+11,4.09,48.36,1.0532,21964,29065,1023.44,908.59
7/01/2017,903.49,908.59,823.56,908.59,886.06,315497.8399,645716,3.18E+11,3.85,48.36,1.0532,17362,22717,941.39,911.2
8/01/2017,908.17,942.72,887.25,911.2,912.34,173964.7588,597145,3.18E+11,3.97,49.16,1.0574,16490,19595,907.33,902.83
9/01/2017,913.24,913.69,879.81,902.83,902.39,157223.5863,611419,3.18E+11,4.15,47.29,1.0574,17720,23277,907.54,907.68
10/01/2017,902.44,914.87,901.06,907.68,906.51,127751.4865,701527,3.37E+11,4.46,47.29,1.0554,16258,22918,907.24,777.76
11/01/2017,908.11,919.45,762.77,777.76,842.02,369265.5661,638259,3.37E+11,4.22,54.3,1.0582,17559,29228,862.76,804.83
12/01/2017,775.18,826.25,755.76,804.83,790.51,281243.754,623555,3.37E+11,3.9,58.36,1.0613,18224,30387,830.09,823.98
13/01/2017,803.74,829,780,823.98,809.18,208813.8609,591030,3.37E+11,3.9,52.37,1.0643,16546,28785,802.19,818.41
14/01/2017,825.14,835.09,812.46,818.41,822.78,113108.3595,592806,3.37E+11,3.9,52.37,1.0643,15220,22367,815.74,821.8
15/01/2017,818.14,823.31,812.87,821.8,819.03,86704.51632,551772,3.37E+11,3.91,52.64,1.0601,12144,22232,821.4,831.53
16/01/2017,821.78,834.53,820.27,831.53,827.03,100063.1174,632449,3.37E+11,3.91,52.64,1.0601,13679,24103,823.91,907.94
17/01/2017,830.95,910.56,830.8,907.94,870.06,178257.8305,657197,3.37E+11,3.91,52.48,1.0713,16112,25648,853.76,886.62
18/01/2017,909.37,917.5,858.3,886.62,892.95,252731.9469,649975,3.37E+11,3.88,51.08,1.063,14637,26491,875.36,899.07
19/01/2017,888.34,904.61,884.34,899.07,894.09,118136.8766,685645,3.37E+11,3.86,51.37,1.0664,14435,27848,897.88,895.03
20/01/2017,898.17,899.4,887.01,895.03,894.9,96914.06861,663085,3.37E+11,3.88,52.42,1.0703,11860,23365,893.57,921.79
21/01/2017,895.55,927.37,895.53,921.79,910.06,122143.5949,637023,3.37E+11,3.9,52.42,1.0703,10255,20833,905.3,924.67
22/01/2017,922.21,937.53,897.56,924.67,920.49,126642.3318,564645,3.93E+11,3.87,52.75,1.0765,11029,20816,913.83,921.01
23/01/2017,925.5,928.27,916.74,921.01,922.88,79737.99411,620376,3.93E+11,3.84,52.75,1.0765,14272,24809,922.49,892.69
24/01/2017,910.68,924.15,892.29,892.69,904.95,123044.3671,723324,3.93E+11,3.81,53.18,1.0731,13062,28304,912.79,901.54
25/01/2017,891.92,903.25,891.69,901.54,897.1,134690.6699,711276,3.93E+11,3.75,52.75,1.0748,12050,27278,905.08,917.59
26/01/2017,902.4,919.33,902.22,917.59,910.38,144948.2634,721023,3.93E+11,3.77,53.78,1.0682,11932,24366,903.94,919.75
27/01/2017,918.36,923.22,915.85,919.75,919.3,136619.1668,662445,3.93E+11,3.84,53.17,1.0699,11747,23178,912.96,921.59
28/01/2017,919.81,923.91,919.81,921.59,921.28,74873.65405,661095,3.93E+11,3.85,53.17,1.0699,12571,21300,919.64,919.5
29/01/2017,922.07,923.42,919.15,919.5,921.04,66068.46608,644559,3.93E+11,3.85,52.63,1.0695,11690,20789,920.28,920.38
30/01/2017,920.15,923.05,919.47,920.38,920.76,84959.48564,644885,3.93E+11,3.94,52.63,1.0695,14073,27170,920.49,970.4
31/01/2017,920.96,972.02,920.96,970.4,946.08,173962.0328,677356,3.93E+11,4.06,52.81,1.0798,13225,23711,936.76,989.02
1/02/2017,970.94,989.11,970.74,989.02,979.95,153181.2848,790453,3.93E+11,4.08,52.81,1.0769,13278,22600,959.93,1011.8
2/02/2017,990,1013.52,983.22,1011.8,999.64,145873.5065,639858,3.93E+11,4.07,53.54,1.0759,13524,23547,990.41,1029.91
3/02/2017,1011.46,1033.87,1008.79,1029.91,1021.01,197136.1691,715695,3.93E+11,4.08,52.61,1.0783,12876,26694,1010.24,1042.9
4/02/2017,1031.33,1045.9,1015.16,1042.9,1033.82,149991.2944,655219,4.22E+11,4.06,52.61,1.0783,11078,27112,1028.2,1027.34
5/02/2017,1043.52,1043.63,1022.37,1027.34,1034.21,110430.1834,689329,4.22E+11,4.05,47.66,1.075,12070,23530,1033.38,1038.15
6/02/2017,1028.4,1044.64,1028.16,1038.15,1034.84,107999.3042,619108,4.22E+11,4.06,47.66,1.075,13166,29026,1036.13,1061.35
7/02/2017,1040.14,1061.93,1040.14,1061.35,1050.89,138936.5281,717417,4.22E+11,4.05,47.66,1.0683,13554,30138,1042.28,1063.07
8/02/2017,1062.32,1078.97,1037.49,1063.07,1060.46,190346.6496,665656,4.22E+11,4.03,49.59,1.0698,13313,26445,1054.19,994.38
9/02/2017,1064.7,1088.99,953.34,994.38,1025.35,397152.1919,758515,4.22E+11,3.9,49.59,1.0655,13381,27886,1039.6,988.67
10/02/2017,995.63,998.91,946.69,988.67,982.48,193848.2208,658325,4.22E+11,3.77,50.58,1.0643,12212,26096,1015.37,1004.45
11/02/2017,988.9,1009.29,982.83,1004.45,996.37,102633.5598,628956,4.22E+11,3.78,54.54,1.0643,10009,26759,995.83,999.18
12/02/2017,1003.52,1004.76,996.92,999.18,1001.1,67455.79862,568401,4.22E+11,3.78,54.54,1.0598,10944,27211,997.43,990.64
13/02/2017,998.89,1002.1,976,990.64,991.91,101427.5489,669492,4.22E+11,3.74,52.93,1.0598,12472,24621,998.09,1004.55
14/02/2017,991.73,1011.51,986.47,1004.55,998.56,138144.9287,675342,4.22E+11,3.74,53.2,1.0578,11624,27568,998.12,1007.48
15/02/2017,1006.21,1008.84,1001.58,1007.48,1006.03,89221.39499,630944,4.22E+11,3.79,53.11,1.0601,12330,26945,1000.89,1027.44
16/02/2017,1007.65,1033.37,1007.65,1027.44,1019.03,119993.5233,670733,4.22E+11,3.8,53.36,1.0674,12923,24357,1013.16,1046.21
17/02/2017,1026.12,1053.17,1025.64,1046.21,1037.79,131504.4469,695647,4.22E+11,3.8,53.4,1.0616,14331,26355,1027.04,1054.42
