Date,Volume,Volume(%),Weighted_bitcoin_price,Weighted_bitcoin_price(%),Address,Address(%),generatedCoin,generatedCoin(%),Mining_Difficulty,Mining_Difficulty(%),Weighted_gold_price,Weighted_gold_price(%),Oil_price,Oil_price(%),usd/euro,usd/euro(%),Num_Wiki_view,Num_Wiki_view(%),Num_tweets,Num_tweets(%),Lable,Lable(%)
01/07/2015,"103,669.70",-0.19,260.73,-0.01,"309,193.00",0.02,"3,375.00",0.14,"49,402,014,931.00",0.00,"1,173.51",-0.01,48.69,0.00,1.11,0.00,"12,957.00",-0.24,"29,052.00",-0.07,258.62,-0.01
02/07/2015,"83,719.46",-0.11,257.43,-0.01,"316,488.00",-0.05,"3,850.00",0.05,"49,402,014,931.00",0.00,"1,167.64",0.00,48.69,0.11,1.11,0.00,"9,802.00",-0.15,"27,119.00",-0.05,255.41,0.00
03/07/2015,"74,467.14",-0.19,255.60,0.01,"301,162.00",0.25,"4,025.00",-0.06,"49,402,014,931.00",0.00,"1,167.45",0.00,53.95,0.00,1.11,0.00,"8,307.00",0.08,"25,771.00",-0.07,256.34,0.02
04/07/2015,"60,483.23",1.74,258.26,0.03,"377,347.00",-0.18,"3,800.00",-0.07,"49,402,014,931.00",0.00,"1,167.45",0.00,53.95,0.09,1.11,-0.01,"8,947.00",-0.03,"23,847.00",0.05,260.89,0.04
05/07/2015,"165,701.37",0.09,266.48,0.02,"307,720.00",0.11,"3,550.00",0.27,"49,402,014,931.00",0.00,"1,170.43",0.00,58.99,0.00,1.11,0.00,"8,692.00",0.18,"24,976.00",0.48,271.91,-0.01
06/07/2015,"181,189.13",-0.41,271.29,-0.01,"342,128.00",-0.05,"4,525.00",-0.26,"49,402,014,931.00",0.00,"1,170.43",-0.01,58.99,-0.11,1.11,0.00,"10,263.00",0.09,"36,903.00",-0.19,269.03,-0.01
07/07/2015,"107,645.48",0.28,268.08,0.00,"324,880.00",0.00,"3,350.00",0.20,"49,402,014,931.00",0.00,"1,163.54",-0.01,52.33,-0.16,1.10,0.01,"11,220.00",-0.01,"29,915.00",0.22,266.21,0.02
08/07/2015,"137,713.48",0.08,268.53,0.00,"323,601.00",0.01,"4,025.00",-0.17,"49,402,014,931.00",0.00,"1,156.11",0.00,43.87,0.00,1.11,0.00,"11,147.00",-0.14,"36,474.00",-0.17,270.79,-0.01
09/07/2015,"149,335.61",1.41,269.87,0.04,"327,766.00",-0.02,"3,325.00",0.16,"49,402,014,931.00",0.00,"1,160.57",0.00,43.87,0.09,1.10,0.01,"9,613.00",-0.14,"30,281.00",-0.02,269.23,0.06
10/07/2015,"359,357.10",-0.61,279.36,0.04,"322,375.00",-0.01,"3,850.00",-0.04,"49,402,014,931.00",0.03,"1,161.53",0.00,47.81,0.00,1.12,0.00,"8,269.00",-0.16,"29,616.00",-0.17,284.89,0.03
11/07/2015,"141,753.39",0.31,290.01,0.04,"319,744.00",0.00,"3,700.00",-0.09,"51,076,366,303.00",0.00,"1,161.53",0.00,47.81,-0.21,1.12,-0.01,"6,960.00",0.04,"24,645.00",0.09,293.11,0.06
12/07/2015,"186,321.14",0.11,302.73,-0.01,"319,701.00",-0.07,"3,375.00",0.10,"51,076,366,303.00",0.00,"1,159.12",0.00,37.65,0.39,1.10,0.00,"7,266.00",0.23,"26,775.00",0.58,310.87,-0.06
13/07/2015,"207,739.61",-0.52,298.71,-0.03,"296,403.00",-0.04,"3,700.00",-0.03,"51,076,366,303.00",0.00,"1,159.12",0.00,52.20,0.02,1.10,0.00,"8,912.00",-0.13,"42,326.00",0.19,292.05,-0.02
14/07/2015,"98,864.99",-0.04,290.57,-0.01,"285,095.00",-0.03,"3,600.00",0.06,"51,076,366,303.00",0.00,"1,156.53",0.00,53.04,-0.03,1.10,-0.01,"7,770.00",-0.05,"50,267.00",-0.23,287.46,-0.01
15/07/2015,"95,399.83",0.84,288.12,-0.02,"275,284.00",0.00,"3,825.00",-0.12,"51,076,366,303.00",0.00,"1,151.64",-0.01,51.41,-0.01,1.10,-0.01,"7,408.00",0.03,"38,595.00",-0.09,285.83,-0.03
16/07/2015,"175,072.88",-0.43,282.64,-0.02,"275,653.00",-0.08,"3,350.00",0.10,"51,076,366,303.00",0.00,"1,144.50",0.00,50.91,0.00,1.09,0.00,"7,666.00",-0.08,"35,125.00",-0.15,278.09,0.00
17/07/2015,"99,439.22",-0.09,277.47,0.00,"253,340.00",0.02,"3,675.00",0.01,"51,076,366,303.00",0.00,"1,139.03",0.00,50.89,0.00,1.08,0.00,"7,071.00",-0.12,"29,831.00",-0.13,279.47,-0.02
18/07/2015,"90,695.69",-0.38,277.71,-0.01,"257,392.00",0.13,"3,725.00",0.02,"51,076,366,303.00",0.00,"1,139.03",-0.02,50.89,-0.01,1.08,0.00,"6,207.00",0.47,"25,985.00",-0.04,274.90,0.00
19/07/2015,"55,929.45",0.47,274.14,0.01,"290,314.00",-0.02,"3,800.00",0.03,"51,076,366,303.00",0.00,"1,115.75",0.00,50.15,0.00,1.08,0.00,"9,122.00",-0.03,"25,071.00",0.47,273.61,0.02
20/07/2015,"82,257.88",0.00,276.10,0.01,"284,027.00",0.08,"3,900.00",-0.19,"51,076,366,303.00",0.00,"1,115.75",-0.01,50.15,0.00,1.08,0.01,"8,820.00",-0.04,"36,888.00",-0.18,278.98,-0.01
21/07/2015,"82,582.56",-0.15,277.67,-0.01,"306,249.00",-0.04,"3,175.00",0.21,"51,076,366,303.00",0.00,"1,101.83",0.00,50.36,-0.02,1.09,0.00,"8,484.00",0.03,"30,095.00",0.48,275.83,0.01
22/07/2015,"70,194.40",-0.05,276.23,0.00,"295,223.00",-0.13,"3,850.00",-0.09,"51,076,366,303.00",0.00,"1,096.74",0.00,49.19,-0.02,1.09,0.01,"8,727.00",0.06,"44,651.00",-0.25,277.22,0.00
23/07/2015,"66,948.34",0.97,276.80,0.02,"256,642.00",0.07,"3,500.00",0.21,"51,076,366,303.00",0.00,"1,094.73",0.00,48.45,-0.01,1.10,0.00,"9,252.00",-0.17,"33,408.00",-0.14,276.05,0.04
24/07/2015,"131,819.28",-0.46,282.20,0.02,"273,643.00",-0.11,"4,225.00",-0.09,"51,076,366,303.00",0.02,"1,092.21",0.00,48.14,0.00,1.10,0.00,"7,723.00",-0.08,"28,664.00",-0.26,288.28,0.00
25/07/2015,"71,644.24",-0.23,288.40,0.01,"243,986.00",0.22,"3,850.00",-0.06,"52,278,304,846.00",0.00,"1,092.21",0.01,48.14,-0.02,1.10,0.01,"7,085.00",0.17,"21,076.00",-0.26,288.70,0.01
26/07/2015,"55,184.84",0.89,290.52,0.01,"298,836.00",-0.05,"3,600.00",0.03,"52,278,304,846.00",0.00,"1,099.00",0.00,47.39,0.00,1.11,0.00,"8,297.00",0.14,"15,592.00",0.99,292.69,0.00
27/07/2015,"104,455.90",-0.17,292.87,0.01,"285,200.00",0.05,"3,725.00",-0.09,"52,278,304,846.00",0.00,"1,096.92",0.00,47.39,0.01,1.11,0.00,"9,446.00",-0.02,"30,972.00",0.08,293.62,0.00
28/07/2015,"86,421.08",-0.02,294.53,-0.01,"298,291.00",0.08,"3,400.00",0.12,"52,278,304,846.00",0.00,"1,096.86",0.01,47.98,0.02,1.11,-0.01,"9,259.00",-0.04,"33,519.00",0.13,294.43,-0.02
29/07/2015,"84,538.63",-0.11,291.85,-0.01,"321,419.00",-0.14,"3,800.00",-0.12,"52,278,304,846.00",0.00,"1,103.57",-0.01,48.79,-0.01,1.10,0.00,"8,886.00",-0.05,"37,726.00",-0.12,289.59,-0.01
30/07/2015,"75,025.31",0.10,288.38,-0.01,"276,124.00",0.10,"3,350.00",0.13,"52,278,304,846.00",0.00,"1,095.66",0.00,48.52,-0.03,1.09,0.00,"8,411.00",-0.16,"33,018.00",-0.16,287.72,-0.01
31/07/2015,"82,645.24",-0.19,285.91,-0.01,"303,868.00",-0.02,"3,775.00",0.03,"52,278,304,846.00",0.00,"1,091.16",0.00,47.12,0.04,1.10,0.00,"7,078.00",1.71,"27,789.00",-0.03,284.65,-0.01
01/08/2015,"67,279.42",-0.06,282.33,-0.01,"298,805.00",0.00,"3,875.00",-0.03,"52,278,304,846.00",0.00,"1,091.16",0.00,48.80,0.00,1.10,0.00,"19,155.00",-0.30,"26,960.00",-0.10,281.60,0.00
02/08/2015,"63,090.78",0.21,280.90,0.01,"298,371.00",0.00,"3,775.00",0.04,"52,278,304,846.00",0.00,"1,091.26",0.00,48.80,0.03,1.10,0.00,"13,380.00",-0.24,"24,294.00",0.44,282.61,0.00
03/08/2015,"76,030.66",0.02,282.44,0.00,"298,021.00",-0.02,"3,925.00",-0.13,"52,278,304,846.00",0.00,"1,091.26",0.00,50.44,0.00,1.10,-0.01,"10,226.00",-0.14,"35,036.00",-0.02,281.23,0.01
04/08/2015,"77,320.28",-0.08,283.35,0.00,"293,112.00",0.08,"3,400.00",-0.02,"52,278,304,846.00",0.00,"1,085.92",0.00,50.44,0.18,1.09,0.00,"8,776.00",-0.05,"34,486.00",-0.09,285.22,-0.01
05/08/2015,"71,015.77",-0.06,283.43,-0.01,"316,578.00",-0.07,"3,325.00",0.08,"52,278,304,846.00",0.00,"1,086.35",0.00,59.41,-0.02,1.09,0.00,"8,297.00",-0.05,"31,470.00",0.13,281.88,-0.01
06/08/2015,"67,066.74",1.27,280.20,-0.01,"295,691.00",-0.08,"3,575.00",-0.04,"52,278,304,846.00",0.00,"1,088.06",0.00,58.14,-0.11,1.09,0.00,"7,852.00",-0.01,"35,658.00",0.33,278.58,0.00
07/08/2015,"152,400.90",0.42,278.77,-0.03,"272,880.00",0.00,"3,425.00",0.18,"52,278,304,846.00",0.01,"1,091.76",0.00,51.65,0.00,1.10,0.00,"7,736.00",-0.12,"47,467.00",-0.39,279.58,-0.07
08/08/2015,"216,508.23",-0.58,270.35,-0.03,"273,178.00",-0.02,"4,025.00",-0.12,"52,699,842,409.00",0.00,"1,091.76",0.00,51.65,-0.11,1.10,0.00,"6,784.00",0.00,"29,031.00",-0.07,261.00,0.02
09/08/2015,"90,310.53",-0.12,263.42,0.01,"268,041.00",0.09,"3,550.00",0.18,"52,699,842,409.00",0.00,"1,094.20",0.00,45.94,0.08,1.10,0.00,"6,776.00",0.14,"27,132.00",0.02,265.08,0.00
10/08/2015,"79,197.43",0.20,264.90,0.01,"292,852.00",-0.08,"4,175.00",-0.03,"52,699,842,409.00",0.00,"1,096.50",0.01,49.43,0.00,1.10,0.00,"7,722.00",0.03,"27,744.00",-0.04,264.47,0.02
11/08/2015,"95,151.14",0.05,267.30,0.00,"269,443.00",0.03,"4,050.00",-0.22,"52,699,842,409.00",0.00,"1,106.28",0.01,49.43,-0.24,1.10,0.01,"7,975.00",0.01,"26,653.00",0.10,270.39,-0.01
12/08/2015,"99,953.03",0.05,268.28,-0.01,"277,812.00",-0.01,"3,150.00",0.17,"52,699,842,409.00",0.00,"1,116.29",0.00,37.51,0.13,1.12,0.00,"8,033.00",0.19,"29,241.00",0.06,266.38,-0.01
13/08/2015,"104,540.65",-0.02,264.83,0.00,"276,354.00",-0.01,"3,675.00",-0.03,"52,699,842,409.00",0.00,"1,120.14",0.00,42.23,0.01,1.12,0.00,"9,529.00",-0.25,"31,087.00",-0.01,264.08,0.01
14/08/2015,"102,350.67",-0.28,264.69,0.00,"272,462.00",-0.02,"3,550.00",-0.04,"52,699,842,409.00",0.00,"1,115.50",0.00,42.50,0.00,1.11,0.00,"7,164.00",-0.12,"30,737.00",-0.07,265.68,-0.02
15/08/2015,"73,252.58",0.56,263.76,-0.01,"268,286.00",0.04,"3,425.00",0.01,"52,699,842,409.00",0.00,"1,115.50",0.00,42.50,-0.01,1.11,0.00,"6,294.00",0.04,"28,722.00",-0.16,261.55,-0.01
16/08/2015,"114,313.74",-0.27,259.96,-0.01,"279,628.00",0.02,"3,450.00",0.07,"52,699,842,409.00",0.00,"1,116.38",0.00,41.87,0.00,1.11,0.00,"6,528.00",0.15,"24,050.00",0.54,258.51,0.00
17/08/2015,"83,621.77",1.15,258.52,-0.09,"283,850.00",0.07,"3,675.00",-0.04,"52,699,842,409.00",0.00,"1,116.38",0.00,41.87,0.02,1.11,0.00,"7,516.00",0.50,"37,040.00",-0.22,257.98,-0.18
18/08/2015,"179,716.87",0.48,234.52,-0.03,"302,537.00",-0.05,"3,525.00",0.11,"52,699,842,409.00",0.00,"1,117.02",0.01,42.62,-0.04,1.10,0.01,"11,266.00",0.04,"28,767.00",-0.01,211.08,0.07
19/08/2015,"266,818.04",-0.48,228.13,0.02,"288,421.00",-0.04,"3,900.00",-0.04,"52,699,842,409.00",0.00,"1,127.82",0.02,40.80,0.01,1.11,0.01,"11,741.00",-0.12,"28,539.00",0.28,226.68,0.04
20/08/2015,"139,338.60",-0.29,231.63,0.01,"277,371.00",0.02,"3,750.00",0.10,"52,699,842,409.00",0.00,"1,148.15",0.01,41.14,-0.02,1.12,0.01,"10,337.00",-0.08,"36,462.00",0.07,235.35,-0.01
21/08/2015,"99,024.87",0.02,234.02,-0.02,"282,522.00",0.05,"4,125.00",-0.04,"52,699,842,409.00",0.03,"1,157.67",0.00,40.45,0.00,1.14,0.00,"9,526.00",-0.22,"39,012.00",-0.10,232.57,-0.01
22/08/2015,"100,816.32",-0.20,230.18,0.00,"297,783.00",-0.03,"3,950.00",-0.15,"54,256,630,328.00",0.00,"1,157.67",0.00,40.45,-0.05,1.14,0.02,"7,411.00",0.21,"34,967.00",-0.21,230.39,-0.01
23/08/2015,"80,304.52",2.36,229.21,-0.04,"288,022.00",0.07,"3,350.00",0.16,"54,256,630,328.00",0.00,"1,159.20",0.00,38.24,0.00,1.16,0.00,"8,932.00",0.28,"27,692.00",0.24,228.17,-0.08
24/08/2015,"270,044.23",0.06,219.30,-0.02,"307,879.00",-0.06,"3,875.00",-0.13,"54,256,630,328.00",0.00,"1,159.20",-0.01,38.24,0.03,1.16,-0.01,"11,436.00",-0.17,"34,342.00",0.10,210.49,0.05
25/08/2015,"284,944.26",-0.50,214.39,0.05,"288,411.00",-0.01,"3,375.00",0.19,"54,256,630,328.00",0.00,"1,146.39",-0.01,39.31,-0.02,1.15,-0.02,"9,503.00",0.12,"37,941.00",-0.10,221.61,0.02
26/08/2015,"141,482.07",-0.31,224.82,0.00,"285,266.00",-0.03,"4,025.00",-0.15,"54,256,630,328.00",0.00,"1,132.57",-0.01,38.60,0.10,1.13,-0.01,"10,627.00",-0.22,"33,987.00",0.02,225.83,0.00
27/08/2015,"97,016.70",0.42,225.79,0.01,"277,794.00",0.07,"3,425.00",0.13,"54,256,630,328.00",0.00,"1,125.05",0.01,42.56,0.06,1.12,-0.01,"8,331.00",-0.12,"34,558.00",0.16,224.77,0.03
28/08/2015,"137,405.07",-0.46,228.06,0.01,"297,477.00",-0.03,"3,875.00",0.03,"54,256,630,328.00",0.00,"1,131.18",0.00,45.22,0.00,1.12,0.00,"7,371.00",0.09,"39,945.00",-0.63,231.40,-0.01
29/08/2015,"74,380.61",0.14,230.47,-0.01,"287,960.00",-0.01,"4,000.00",-0.06,"54,256,630,328.00",0.00,"1,131.18",0.00,45.22,0.09,1.12,0.00,"8,043.00",0.15,"14,768.00",1.18,229.78,0.00
30/08/2015,"84,682.43",0.07,229.24,0.00,"284,866.00",0.07,"3,750.00",0.05,"54,256,630,328.00",0.00,"1,132.78",0.00,49.20,0.00,1.12,0.00,"9,233.00",-0.06,"32,134.00",0.12,228.76,0.01
31/08/2015,"90,337.17",-0.01,229.26,0.00,"304,796.00",0.01,"3,925.00",-0.02,"54,256,630,328.00",0.00,"1,132.78",0.01,49.20,-0.02,1.12,0.01,"8,710.00",0.07,"35,949.00",0.03,230.06,-0.01
01/09/2015,"89,800.98",-0.09,229.12,0.00,"307,795.00",-0.06,"3,850.00",0.04,"54,256,630,328.00",0.00,"1,140.52",0.00,48.35,0.10,1.13,-0.01,"9,295.00",-0.10,"37,021.00",0.05,228.12,0.01
02/09/2015,"82,070.08",-0.07,228.59,0.00,"290,567.00",0.04,"4,000.00",-0.09,"54,256,630,328.00",0.00,"1,137.22",-0.01,52.99,-0.06,1.12,-0.01,"8,402.00",-0.05,"39,013.00",0.09,229.28,-0.01
03/09/2015,"76,611.60",0.20,228.19,0.00,"303,103.00",-0.12,"3,650.00",0.07,"54,256,630,328.00",0.05,"1,127.81",0.00,49.95,0.02,1.11,0.00,"7,967.00",-0.13,"42,474.00",-0.14,227.18,0.01
04/09/2015,"91,594.86",-0.03,228.86,0.02,"265,574.00",0.20,"3,900.00",-0.06,"56,957,648,455.00",0.00,"1,124.08",0.00,50.79,0.00,1.11,0.00,"6,925.00",-0.16,"36,321.00",-0.20,230.30,0.02
05/09/2015,"88,832.83",0.20,232.70,0.02,"318,521.00",-0.08,"3,675.00",-0.02,"56,957,648,455.00",0.00,"1,124.08",0.00,50.79,0.18,1.11,0.00,"5,814.00",0.06,"29,023.00",0.23,235.02,0.02
06/09/2015,"106,996.39",-0.18,238.08,0.01,"294,414.00",0.08,"3,600.00",0.06,"56,957,648,455.00",0.00,"1,121.25",0.00,60.14,-0.12,1.12,0.00,"6,183.00",0.19,"35,583.00",0.09,239.84,0.00
07/09/2015,"88,245.68",0.26,240.15,0.01,"317,821.00",0.05,"3,800.00",-0.11,"56,957,648,455.00",0.00,"1,121.25",0.00,52.78,0.00,1.12,0.00,"7,366.00",0.14,"38,792.00",0.21,239.85,0.02
08/09/2015,"110,965.61",-0.12,242.23,-0.01,"334,615.00",-0.09,"3,400.00",0.10,"56,957,648,455.00",0.00,"1,121.86",-0.01,52.78,-0.16,1.12,0.00,"8,373.00",-0.05,"46,889.00",-0.64,243.61,-0.02
09/09/2015,"98,089.72",-0.09,240.96,-0.01,"303,151.00",-0.05,"3,725.00",0.15,"56,957,648,455.00",0.00,"1,113.77",0.00,44.15,0.12,1.12,0.01,"7,966.00",0.02,"16,909.00",1.24,238.17,0.00
10/09/2015,"88,961.34",-0.10,238.48,0.00,"286,880.00",0.11,"4,275.00",-0.08,"56,957,648,455.00",0.00,"1,109.46",0.00,49.63,-0.12,1.13,0.01,"8,087.00",-0.03,"37,882.00",0.02,238.48,0.01
11/09/2015,"80,276.85",-0.06,239.48,-0.01,"317,309.00",-0.13,"3,950.00",-0.15,"56,957,648,455.00",0.00,"1,107.64",0.00,43.87,-0.15,1.13,0.00,"7,807.00",-0.14,"38,518.00",-0.16,240.11,-0.02
12/09/2015,"75,635.18",0.05,237.49,-0.02,"274,687.00",0.17,"3,375.00",0.12,"56,957,648,455.00",0.00,"1,107.64",0.00,37.16,0.00,1.13,0.00,"6,732.00",0.00,"32,205.00",0.25,235.23,-0.02
13/09/2015,"79,393.34",0.15,232.75,-0.01,"322,602.00",-0.05,"3,775.00",0.01,"56,957,648,455.00",0.00,"1,107.90",0.00,37.16,0.18,1.13,0.00,"6,759.00",0.47,"40,350.00",-0.60,230.51,0.00
14/09/2015,"91,132.33",-0.11,230.41,0.03,"307,697.00",0.06,"3,800.00",0.05,"56,957,648,455.00",0.00,"1,107.63",0.00,44.00,0.01,1.13,0.00,"9,968.00",-0.11,"16,262.00",0.26,230.64,0.00
15/09/2015,"80,765.63",0.09,237.45,-0.03,"326,856.00",-0.08,"4,000.00",-0.11,"56,957,648,455.00",0.00,"1,106.87",0.01,44.59,0.06,1.13,0.00,"8,844.00",-0.04,"20,470.00",1.20,230.30,-0.01
16/09/2015,"87,778.12",-0.06,229.49,0.00,"299,221.00",0.06,"3,550.00",0.01,"56,957,648,455.00",0.04,"1,113.36",0.01,47.15,-0.01,1.13,0.01,"8,529.00",0.03,"45,085.00",-0.26,229.09,0.00
17/09/2015,"82,496.41",0.05,229.53,0.02,"316,949.00",-0.01,"3,600.00",0.02,"59,335,351,234.00",0.00,"1,125.02",0.01,46.90,-0.05,1.14,-0.01,"8,761.00",0.06,"33,180.00",-0.04,229.81,0.01
18/09/2015,"86,779.56",-0.37,233.26,0.00,"314,363.00",-0.14,"3,675.00",-0.15,"59,335,351,234.00",0.00,"1,134.93",0.00,44.68,0.00,1.13,0.00,"9,291.00",-0.21,"31,747.00",0.25,232.98,-0.01
19/09/2015,"54,757.93",0.14,232.16,0.00,"271,138.00",0.26,"3,125.00",0.02,"59,335,351,234.00",0.00,"1,134.93",0.00,44.68,0.04,1.13,-0.01,"7,344.00",-0.02,"39,778.00",0.65,231.49,0.00
20/09/2015,"62,404.20",0.38,231.47,-0.01,"341,423.00",0.03,"3,200.00",0.03,"59,335,351,234.00",0.00,"1,135.90",0.00,46.68,0.00,1.12,0.00,"7,185.00",0.18,"65,535.00",-0.09,231.21,-0.02
21/09/2015,"85,929.87",0.27,229.01,0.00,"350,680.00",0.02,"3,300.00",0.19,"59,335,351,234.00",0.00,"1,135.90",-0.01,46.68,-0.02,1.12,-0.01,"8,482.00",0.11,"59,563.00",0.38,227.09,0.02
22/09/2015,"109,315.94",-0.32,228.78,0.01,"355,943.00",-0.17,"3,925.00",0.01,"59,335,351,234.00",0.00,"1,128.80",0.00,45.83,-0.03,1.11,0.01,"9,391.00",3.26,"82,378.00",-0.48,230.62,0.00
23/09/2015,"74,803.17",0.44,230.66,0.01,"294,921.00",0.00,"3,950.00",-0.11,"59,335,351,234.00",0.00,"1,128.17",0.01,44.48,0.01,1.12,0.00,"40,016.00",-0.81,"42,946.00",0.08,230.28,0.02
24/09/2015,"107,850.11",-0.12,232.71,0.01,"295,738.00",0.00,"3,500.00",0.17,"59,335,351,234.00",0.00,"1,143.40",0.00,44.91,0.02,1.12,0.00,"7,567.00",0.20,"46,527.00",-0.11,234.53,0.00
25/09/2015,"95,103.55",-0.38,235.15,0.00,"295,114.00",0.05,"4,100.00",-0.10,"59,335,351,234.00",0.00,"1,147.10",0.00,45.70,0.00,1.12,0.00,"9,114.00",-0.35,"41,322.00",-0.01,235.14,0.00
26/09/2015,"58,514.97",0.04,234.54,0.00,"310,240.00",0.05,"3,675.00",0.01,"59,335,351,234.00",0.00,"1,147.10",-0.01,45.70,-0.03,1.12,0.00,"5,945.00",0.06,"41,039.00",-0.26,234.34,-0.01
27/09/2015,"60,732.83",0.72,233.48,0.01,"326,824.00",-0.07,"3,725.00",-0.04,"59,335,351,234.00",0.00,"1,138.51",0.00,44.43,0.00,1.12,0.00,"6,308.00",0.15,"30,532.00",0.16,232.76,0.03
28/09/2015,"104,738.29",-0.09,235.95,0.01,"302,930.00",0.17,"3,575.00",0.22,"59,335,351,234.00",0.00,"1,138.51",-0.01,44.43,0.02,1.12,0.00,"7,258.00",0.02,"35,355.00",0.14,239.14,-0.01
29/09/2015,"95,397.71",-0.12,237.86,-0.01,"353,417.00",-0.07,"4,350.00",-0.15,"59,335,351,234.00",0.00,"1,129.62",-0.01,45.23,0.00,1.12,-0.01,"7,439.00",0.01,"40,135.00",0.07,236.69,0.00
30/09/2015,"83,474.97",0.04,236.52,0.00,"329,484.00",-0.10,"3,700.00",0.01,"59,335,351,234.00",0.02,"1,120.70",-0.01,45.09,0.00,1.12,0.00,"7,521.00",-0.08,"43,080.00",-0.04,236.06,0.01
1/10/2015,"86,487.13",-0.04,236.90,0.00,"298,058.00",0.05,"3,725.00",-0.07,"60,813,224,039.00",0.00,"1,115.03",0.01,45.09,0.11,1.12,0.00,"6,915.00",-0.04,"41,189.00",-0.14,237.55,0.00
2/10/2015,"82,882.23",-0.16,237.42,0.00,"311,843.00",-0.17,"3,450.00",0.05,"60,813,224,039.00",0.00,"1,124.72",0.00,50.06,-0.03,1.12,0.00,"6,633.00",-0.13,"35,561.00",0.39,237.29,0.01
3/10/2015,"69,240.50",-0.21,238.05,0.00,"259,753.00",0.18,"3,625.00",0.06,"60,813,224,039.00",0.00,"1,124.72",0.01,48.42,0.07,1.12,0.00,"5,799.00",0.13,"49,494.00",-0.31,238.73,0.00
4/10/2015,"54,521.43",0.79,238.42,0.00,"306,296.00",-0.05,"3,825.00",0.00,"60,813,224,039.00",0.00,"1,138.13",0.00,51.63,0.00,1.12,0.00,"6,556.00",0.21,"33,909.00",-0.04,238.26,0.01
5/10/2015,"97,643.83",0.16,238.99,0.02,"290,693.00",0.12,"3,825.00",-0.07,"60,813,224,039.00",0.00,"1,136.23",0.01,51.63,0.19,1.12,0.01,"7,937.00",0.33,"32,712.00",0.21,240.38,0.02
6/10/2015,"113,140.90",-0.17,243.37,0.01,"325,572.00",-0.05,"3,550.00",-0.06,"60,813,224,039.00",0.00,"1,144.75",0.00,61.43,-0.14,1.13,0.00,"10,580.00",-0.15,"39,541.00",-0.02,246.06,-0.01
7/10/2015,"94,027.80",-0.19,244.60,-0.01,"308,697.00",0.02,"3,325.00",0.05,"60,813,224,039.00",0.00,"1,149.92",0.00,52.74,-0.15,1.12,0.00,"9,002.00",-0.11,"38,773.00",-0.09,242.97,0.00
8/10/2015,"76,210.33",-0.06,242.95,0.00,"314,037.00",-0.15,"3,500.00",-0.10,"60,813,224,039.00",0.00,"1,147.17",0.00,44.96,0.02,1.13,0.01,"7,988.00",-0.13,"35,461.00",-0.14,242.30,0.01
9/10/2015,"71,353.21",-0.09,243.20,0.00,"265,620.00",0.22,"3,150.00",0.27,"60,813,224,039.00",0.00,"1,148.95",0.00,45.92,0.00,1.14,0.00,"6,977.00",-0.17,"30,426.00",-0.03,243.93,0.00
10/10/2015,"65,143.90",0.05,244.27,0.01,"323,737.00",-0.09,"4,000.00",-0.09,"60,813,224,039.00",0.00,"1,148.95",0.01,45.92,-0.04,1.14,0.00,"5,760.00",0.09,"29,433.00",-0.05,244.94,0.01
11/10/2015,"68,459.32",0.03,245.80,0.00,"294,439.00",0.05,"3,650.00",-0.03,"60,813,224,039.00",0.00,"1,162.61",0.00,44.21,-0.17,1.14,0.00,"6,282.00",0.24,"27,940.00",0.22,247.05,-0.01
12/10/2015,"70,626.73",0.62,246.20,0.00,"309,767.00",-0.01,"3,550.00",-0.04,"60,813,224,039.00",0.00,"1,162.61",0.01,36.76,0.27,1.14,0.00,"7,768.00",0.00,"34,146.00",-0.07,245.31,0.02
13/10/2015,"114,080.83",-0.04,247.18,0.02,"306,238.00",0.01,"3,425.00",0.11,"60,813,224,039.00",0.00,"1,168.90",0.01,46.66,0.00,1.14,0.01,"7,733.00",0.18,"31,813.00",-0.12,249.51,0.01
14/10/2015,"109,343.05",-0.09,251.16,0.01,"309,792.00",0.18,"3,800.00",0.09,"60,813,224,039.00",0.00,"1,177.07",0.01,46.64,-0.01,1.15,-0.01,"9,130.00",-0.18,"28,030.00",0.33,251.99,0.01
15/10/2015,"99,457.83",0.39,253.61,0.02,"365,671.00",-0.08,"4,150.00",-0.13,"60,883,825,480.00",0.00,"1,183.43",0.00,46.38,0.02,1.14,0.00,"7,470.00",-0.07,"37,296.00",-0.03,254.32,0.03
16/10/2015,"138,450.12",0.17,259.31,0.03,"335,835.00",0.10,"3,600.00",-0.06,"60,883,825,480.00",0.00,"1,179.85",0.00,47.26,0.00,1.13,0.00,"6,956.00",-0.15,"36,070.00",-0.12,262.87,0.03
17/10/2015,"161,590.48",-0.48,267.34,0.00,"370,216.00",-0.10,"3,400.00",0.07,"60,883,825,480.00",0.00,"1,179.85",-0.01,47.26,-0.03,1.13,0.00,"5,901.00",0.07,"31,701.00",-0.20,270.64,-0.03
18/10/2015,"84,260.28",0.14,266.25,-0.01,"334,791.00",0.04,"3,625.00",0.14,"60,883,825,480.00",0.00,"1,173.58",0.00,45.89,0.00,1.13,0.00,"6,319.00",0.31,"25,220.00",0.42,261.64,0.01
19/10/2015,"96,125.13",0.20,262.77,0.02,"349,102.00",0.15,"4,125.00",-0.22,"60,883,825,480.00",0.00,"1,173.58",0.00,45.89,-0.01,1.13,0.00,"8,297.00",0.04,"35,703.00",0.20,263.44,0.02
