Date,Volume,Volume(%),Weighted_bitcoin_price,Weighted_bitcoin_price(%),Address,Address(%),generatedCoin,generatedCoin(%),Mining_Difficulty,Mining_Difficulty(%),Weighted_gold_price,Weighted_gold_price(%),Oil_price,Oil_price(%),usd/euro,usd/euro(%),Num_Wiki_view,Num_Wiki_view(%),Num_tweets,Num_tweets(%),Lable,Lable(%)
23/03/2016,"146,921.88",0.11,418.21,0.00,"432,360.00",-0.01,"3,725.00",-0.01,"165,000,000,000.00",0.00,"1,233.84",-0.01,39.79,-0.01,1.12,0.00,"8,114.00",0.08,"23,845.00",-0.05,418.04,0.00
24/03/2016,"163,806.69",-0.23,417.24,0.00,"428,038.00",-0.07,"3,675.00",-0.01,"165,000,000,000.00",0.00,"1,219.26",0.00,39.46,0.00,1.12,0.00,"8,782.00",-0.17,"22,710.00",-0.01,416.39,0.00
25/03/2016,"126,094.57",-0.15,416.83,0.00,"400,111.00",0.14,"3,650.00",0.05,"165,000,000,000.00",0.00,"1,219.26",0.00,39.46,0.00,1.12,0.00,"7,324.00",-0.15,"22,593.00",-0.11,417.18,0.00
26/03/2016,"106,911.22",0.58,417.64,0.01,"457,009.00",-0.07,"3,825.00",-0.08,"165,000,000,000.00",0.00,"1,217.25",0.00,39.46,0.00,1.12,0.00,"6,252.00",0.04,"20,187.00",-0.06,417.95,0.02
27/03/2016,"168,446.77",-0.04,422.86,0.01,"425,281.00",0.21,"3,525.00",0.21,"165,000,000,000.00",0.00,"1,217.25",0.00,39.39,0.00,1.12,0.00,"6,509.00",0.21,"19,044.00",0.21,426.77,-0.01
28/03/2016,"161,142.91",0.11,425.23,-0.01,"516,152.00",0.30,"4,250.00",-0.08,"165,000,000,000.00",0.00,"1,217.40",0.01,39.39,-0.03,1.12,0.01,"7,847.00",0.11,"23,045.00",0.38,424.23,-0.02
29/03/2016,"179,585.41",-0.11,419.92,-0.01,"668,735.00",-0.28,"3,925.00",-0.06,"165,000,000,000.00",0.00,"1,231.09",0.00,38.28,0.00,1.13,0.00,"8,713.00",-0.03,"31,699.00",0.13,416.52,0.00
30/03/2016,"159,026.35",-0.09,415.24,0.00,"480,367.00",-0.13,"3,675.00",-0.16,"165,000,000,000.00",0.00,"1,233.16",0.00,38.32,0.00,1.13,0.00,"8,453.00",-0.04,"35,672.00",-0.32,414.82,0.00
31/03/2016,"144,609.03",-0.15,416.40,0.00,"419,593.00",0.20,"3,100.00",0.23,"165,000,000,000.00",0.01,"1,230.88",-0.01,38.34,-0.04,1.14,0.00,"8,131.00",-0.08,"24,191.00",0.01,416.73,0.00
01/04/2016,"122,814.37",-0.11,417.18,0.01,"505,319.00",-0.06,"3,825.00",-0.09,"167,000,000,000.00",0.00,"1,224.65",0.00,36.76,-0.14,1.14,0.00,"7,467.00",-0.18,"24,472.00",-0.12,417.96,0.01
02/04/2016,"108,777.71",-0.17,419.95,0.00,"477,457.00",-0.02,"3,475.00",0.02,"167,000,000,000.00",0.00,"1,224.65",0.00,31.72,0.13,1.14,0.00,"6,114.00",0.16,"21,507.00",-0.01,420.87,0.00
03/04/2016,"90,423.20",0.33,420.84,0.00,"466,510.00",0.04,"3,550.00",0.17,"167,000,000,000.00",0.00,"1,222.45",0.00,35.92,-0.01,1.14,0.00,"7,076.00",0.18,"21,378.00",0.15,420.90,0.00
04/04/2016,"120,222.95",0.20,421.17,0.00,"487,367.00",-0.05,"4,150.00",-0.07,"167,000,000,000.00",0.00,"1,217.67",0.00,35.70,0.23,1.14,0.00,"8,360.00",0.14,"24,516.00",0.10,421.44,0.01
05/04/2016,"143,718.05",-0.03,422.48,0.00,"460,775.00",0.04,"3,875.00",0.01,"167,000,000,000.00",0.00,"1,222.18",0.00,43.78,0.00,1.14,0.00,"9,526.00",-0.14,"26,914.00",-0.14,424.03,0.00
06/04/2016,"139,451.08",-0.02,423.74,0.00,"479,006.00",-0.07,"3,925.00",-0.11,"167,000,000,000.00",0.00,"1,226.63",0.00,43.78,0.11,1.14,0.00,"8,212.00",0.01,"23,270.00",0.01,423.41,0.00
07/04/2016,"136,898.07",0.10,422.64,0.00,"446,278.00",-0.01,"3,475.00",0.04,"167,000,000,000.00",0.00,"1,232.55",0.00,48.76,-0.14,1.14,0.00,"8,289.00",0.06,"23,407.00",0.05,422.74,-0.01
08/04/2016,"150,345.21",-0.21,422.06,-0.01,"440,786.00",-0.04,"3,600.00",0.13,"167,000,000,000.00",0.00,"1,238.14",0.00,41.93,0.00,1.14,0.00,"8,760.00",-0.28,"24,554.00",-0.21,420.35,0.00
09/04/2016,"118,720.82",0.47,419.41,0.00,"423,711.00",0.03,"4,050.00",0.07,"167,000,000,000.00",0.00,"1,238.14",0.01,41.93,0.16,1.14,0.00,"6,351.00",0.09,"19,399.00",-0.01,419.41,0.01
10/04/2016,"174,653.80",-0.31,420.71,0.00,"435,519.00",0.10,"4,325.00",-0.12,"167,000,000,000.00",0.00,"1,251.47",0.00,48.69,-0.09,1.14,0.00,"6,910.00",0.34,"19,193.00",0.25,421.56,0.00
11/04/2016,"120,283.24",0.39,421.90,0.01,"477,742.00",0.07,"3,825.00",-0.03,"167,000,000,000.00",0.00,"1,251.47",0.00,44.07,0.00,1.14,0.00,"9,268.00",-0.07,"23,919.00",-0.03,422.48,0.01
12/04/2016,"166,601.03",-0.02,424.54,0.00,"511,761.00",-0.03,"3,700.00",0.11,"167,000,000,000.00",0.00,"1,255.97",-0.01,44.07,-0.05,1.14,-0.01,"8,641.00",0.05,"23,252.00",0.00,425.19,0.00
13/04/2016,"162,594.53",-0.34,424.74,0.00,"495,154.00",-0.05,"4,100.00",0.00,"167,000,000,000.00",0.07,"1,247.93",-0.01,41.76,-0.01,1.13,0.00,"9,055.00",-0.09,"23,243.00",0.07,423.73,0.00
14/04/2016,"106,757.04",0.20,424.15,0.01,"470,246.00",-0.07,"4,100.00",-0.15,"179,000,000,000.00",0.00,"1,232.95",0.00,41.50,-0.03,1.13,0.00,"8,202.00",-0.13,"24,938.00",0.11,424.28,0.01
15/04/2016,"128,304.69",-0.29,427.12,0.01,"436,767.00",-0.06,"3,475.00",-0.01,"179,000,000,000.00",0.00,"1,231.87",0.00,40.36,0.00,1.13,0.00,"7,162.00",-0.19,"27,593.00",-0.24,429.71,0.00
16/04/2016,"91,517.52",0.33,430.44,0.00,"409,222.00",0.17,"3,450.00",0.14,"179,000,000,000.00",0.00,"1,231.87",0.00,40.36,-0.01,1.13,0.00,"5,785.00",0.10,"20,857.00",-0.07,430.57,-0.01
17/04/2016,"121,542.43",0.07,428.87,0.00,"478,093.00",0.00,"3,950.00",-0.15,"179,000,000,000.00",0.00,"1,237.35",0.00,39.78,0.00,1.13,0.00,"6,340.00",0.22,"19,395.00",0.13,427.40,0.00
18/04/2016,"130,029.66",-0.06,428.14,0.01,"478,493.00",0.00,"3,350.00",0.12,"179,000,000,000.00",0.00,"1,234.80",0.01,39.78,0.03,1.13,0.00,"7,743.00",0.17,"21,989.00",0.03,428.59,0.02
19/04/2016,"122,223.89",0.36,432.08,0.01,"480,065.00",-0.03,"3,750.00",0.10,"179,000,000,000.00",0.00,"1,241.79",0.01,41.08,0.04,1.14,-0.01,"9,076.00",-0.07,"22,642.00",0.01,435.51,0.01
20/04/2016,"166,210.83",-0.08,438.54,0.02,"465,440.00",0.03,"4,125.00",-0.08,"179,000,000,000.00",0.00,"1,248.64",0.00,42.63,0.01,1.13,0.00,"8,403.00",0.35,"22,973.00",0.01,441.39,0.02
21/04/2016,"153,069.49",-0.14,445.58,0.00,"477,575.00",-0.08,"3,775.00",-0.05,"179,000,000,000.00",0.00,"1,251.67",-0.01,43.18,0.01,1.13,-0.01,"11,381.00",-0.15,"23,282.00",0.04,449.42,-0.01
22/04/2016,"131,450.54",-0.14,447.35,0.00,"440,135.00",-0.01,"3,575.00",0.01,"179,000,000,000.00",0.00,"1,238.83",0.00,43.73,0.00,1.12,0.00,"9,665.00",-0.26,"24,241.00",0.04,445.74,0.01
23/04/2016,"112,768.66",0.33,447.69,0.02,"434,758.00",0.05,"3,600.00",-0.08,"179,000,000,000.00",0.00,"1,238.83",-0.01,43.73,-0.01,1.12,0.00,"7,170.00",0.18,"25,236.00",0.22,450.28,0.02
24/04/2016,"150,034.98",0.26,454.55,0.01,"457,552.00",0.08,"3,300.00",-0.04,"179,000,000,000.00",0.00,"1,227.50",0.01,43.15,-0.01,1.13,0.00,"8,433.00",0.07,"30,727.00",-0.06,458.55,0.01
25/04/2016,"189,251.83",-0.10,460.19,0.01,"495,022.00",0.06,"3,175.00",0.19,"179,000,000,000.00",0.00,"1,234.90",0.00,42.64,0.03,1.13,0.00,"9,045.00",0.02,"28,861.00",-0.09,461.43,0.01
26/04/2016,"170,077.11",0.21,464.33,-0.02,"524,750.00",-0.10,"3,775.00",-0.15,"179,000,000,000.00",0.00,"1,239.14",0.00,44.04,0.03,1.13,0.00,"9,250.00",-0.05,"26,206.00",0.07,466.09,-0.05
27/04/2016,"205,393.37",-0.19,455.54,-0.02,"471,935.00",-0.02,"3,225.00",0.05,"179,000,000,000.00",0.00,"1,245.26",0.01,45.33,0.02,1.13,0.00,"8,777.00",0.09,"28,009.00",-0.07,444.69,0.01
28/04/2016,"166,415.10",-0.34,445.06,0.01,"460,497.00",0.12,"3,375.00",0.17,"179,000,000,000.00",0.00,"1,255.02",0.02,46.03,0.00,1.14,0.01,"9,540.00",-0.19,"26,142.00",0.00,449.01,0.01
29/04/2016,"109,104.50",0.41,451.48,0.00,"516,695.00",-0.15,"3,950.00",-0.08,"179,000,000,000.00",0.00,"1,276.73",0.00,45.92,0.00,1.15,0.00,"7,765.00",-0.20,"26,067.00",-0.13,455.10,-0.01
30/04/2016,"153,470.45",-0.41,451.70,0.00,"440,383.00",-0.02,"3,650.00",0.06,"179,000,000,000.00",0.00,"1,276.73",0.00,45.92,-0.22,1.15,0.01,"6,176.00",0.07,"22,785.00",-0.03,448.32,0.01
01/05/2016,"90,317.64",1.28,450.19,-0.01,"431,043.00",0.12,"3,875.00",0.01,"179,000,000,000.00",0.00,"1,279.50",0.01,35.97,-0.14,1.15,0.00,"6,593.00",12.41,"22,113.00",0.99,451.88,-0.02
02/05/2016,"205,773.83",-0.35,447.71,0.00,"483,655.00",-0.04,"3,925.00",-0.04,"179,000,000,000.00",0.00,"1,295.78",0.00,30.89,0.00,1.15,0.00,"88,391.00",-0.51,"44,092.00",-0.21,444.67,0.01
03/05/2016,"132,754.31",-0.15,447.19,0.00,"466,136.00",0.07,"3,775.00",0.11,"179,000,000,000.00",0.00,"1,290.77",-0.01,30.89,0.16,1.15,0.00,"43,326.00",-0.54,"34,902.00",-0.18,450.30,-0.01
04/05/2016,"112,458.56",0.00,448.23,0.00,"499,193.00",-0.08,"4,175.00",-0.07,"179,000,000,000.00",0.00,"1,278.83",0.00,35.89,0.23,1.15,-0.01,"20,101.00",0.26,"28,567.00",-0.04,446.72,0.00
05/05/2016,"112,774.83",0.42,447.27,0.02,"457,956.00",-0.01,"3,875.00",0.05,"179,000,000,000.00",0.00,"1,278.44",0.00,44.32,0.00,1.14,0.00,"25,386.00",-0.33,"27,508.00",-0.10,447.98,0.03
06/05/2016,"160,345.37",-0.48,454.00,0.01,"454,721.00",-0.08,"4,050.00",-0.07,"179,000,000,000.00",0.00,"1,284.10",0.00,44.32,0.05,1.14,0.00,"17,048.00",-0.35,"24,738.00",-0.14,459.60,0.00
07/05/2016,"83,575.51",0.05,459.04,0.00,"419,100.00",0.05,"3,750.00",0.12,"179,000,000,000.00",0.00,"1,284.10",0.00,46.60,-0.10,1.14,0.00,"11,166.00",0.00,"21,334.00",-0.04,458.54,0.00
08/05/2016,"88,004.80",0.37,458.10,0.00,"440,127.00",0.10,"4,200.00",0.02,"179,000,000,000.00",0.00,"1,288.70",-0.01,41.80,0.08,1.14,0.00,"11,207.00",0.17,"20,478.00",0.13,458.55,0.00
09/05/2016,"120,789.47",0.07,459.42,-0.01,"485,976.00",0.02,"4,275.00",-0.08,"179,000,000,000.00",0.00,"1,274.41",-0.01,45.17,0.10,1.14,0.00,"13,087.00",-0.07,"23,092.00",0.01,460.48,-0.02
10/05/2016,"129,411.73",-0.14,455.57,-0.01,"495,896.00",-0.05,"3,950.00",-0.16,"179,000,000,000.00",0.08,"1,264.51",0.00,49.83,0.00,1.14,0.00,"12,193.00",-0.11,"23,402.00",-0.08,450.89,0.00
11/05/2016,"111,894.04",0.18,452.26,0.00,"471,725.00",-0.04,"3,325.00",0.05,"194,000,000,000.00",0.00,"1,270.71",0.00,49.83,0.04,1.14,0.00,"10,845.00",0.06,"21,597.00",0.03,452.73,0.00
12/05/2016,"132,158.50",0.01,452.86,0.01,"453,620.00",0.01,"3,475.00",0.09,"194,000,000,000.00",0.00,"1,274.91",0.00,51.79,-0.11,1.14,-0.01,"11,455.00",-0.17,"22,343.00",0.06,454.77,0.00
13/05/2016,"133,648.90",-0.39,455.26,0.00,"459,124.00",0.00,"3,800.00",-0.05,"194,000,000,000.00",0.00,"1,271.32",0.00,46.21,0.00,1.13,0.00,"9,489.00",0.27,"23,638.00",-0.18,455.67,0.00
14/05/2016,"81,638.07",-0.24,455.78,0.00,"459,068.00",-0.08,"3,600.00",-0.03,"194,000,000,000.00",0.00,"1,271.32",0.01,46.21,0.01,1.13,0.00,"12,031.00",-0.02,"19,355.00",0.01,455.67,0.00
15/05/2016,"62,411.63",1.08,456.87,0.00,"424,165.00",0.21,"3,475.00",0.01,"194,000,000,000.00",0.00,"1,278.00",0.00,46.80,0.02,1.13,0.00,"11,799.00",-0.02,"19,527.00",0.10,457.57,-0.01
16/05/2016,"129,841.79",0.09,455.72,0.00,"511,728.00",-0.06,"3,525.00",0.00,"194,000,000,000.00",0.00,"1,277.44",0.00,47.72,0.01,1.13,0.00,"11,516.00",-0.22,"21,419.00",-0.01,454.16,0.00
17/05/2016,"141,152.78",0.35,454.12,0.00,"479,751.00",0.07,"3,525.00",0.09,"194,000,000,000.00",0.00,"1,276.60",-0.01,48.31,0.00,1.13,-0.01,"8,974.00",0.11,"21,242.00",-0.01,453.78,0.00
18/05/2016,"191,131.37",0.12,454.40,-0.02,"511,106.00",-0.10,"3,825.00",-0.22,"194,000,000,000.00",0.00,"1,268.88",-0.01,48.19,0.00,1.12,0.00,"9,947.00",0.22,"21,130.00",0.00,454.62,-0.03
19/05/2016,"214,999.55",-0.13,446.64,-0.01,"460,727.00",-0.04,"3,000.00",0.24,"194,000,000,000.00",0.00,"1,255.30",0.00,48.16,-0.01,1.12,0.00,"12,168.00",-0.31,"21,055.00",0.00,438.71,0.01
20/05/2016,"186,133.09",-0.48,440.48,0.01,"444,375.00",0.13,"3,725.00",-0.05,"194,000,000,000.00",0.00,"1,254.19",0.00,47.75,0.00,1.12,0.00,"8,393.00",-0.21,"21,015.00",-0.13,442.68,0.00
21/05/2016,"96,548.51",-0.07,442.91,0.00,"503,204.00",-0.11,"3,525.00",0.30,"194,000,000,000.00",0.00,"1,254.19",0.00,47.75,0.01,1.12,0.00,"6,660.00",0.06,"18,208.00",0.14,443.19,-0.01
22/05/2016,"89,875.58",0.27,441.25,0.00,"445,657.00",0.16,"4,600.00",-0.02,"194,000,000,000.00",0.00,"1,252.15",0.00,48.14,0.00,1.12,0.00,"7,085.00",0.23,"20,846.00",0.20,439.32,0.01
23/05/2016,"114,525.55",0.29,441.67,0.01,"516,632.00",0.00,"4,500.00",-0.18,"194,000,000,000.00",0.03,"1,250.23",-0.01,48.08,0.01,1.12,-0.01,"8,706.00",0.03,"25,025.00",0.02,444.15,0.00
24/05/2016,"147,720.96",-0.01,445.32,0.01,"515,910.00",-0.05,"3,675.00",-0.06,"199,000,000,000.00",0.00,"1,238.57",-0.01,48.62,0.02,1.11,0.00,"8,943.00",-0.08,"25,558.00",0.00,445.98,0.01
25/05/2016,"145,604.91",-0.01,448.00,0.01,"492,139.00",-0.06,"3,450.00",-0.02,"199,000,000,000.00",0.00,"1,224.78",0.00,49.56,0.00,1.12,0.00,"8,226.00",-0.03,"25,514.00",-0.02,449.60,0.01
26/05/2016,"144,527.98",1.45,451.15,0.03,"460,231.00",0.15,"3,375.00",0.03,"199,000,000,000.00",0.00,"1,223.32",-0.01,49.48,0.00,1.12,-0.01,"8,012.00",-0.02,"25,096.00",-0.11,453.38,0.04
27/05/2016,"354,627.02",0.02,464.66,0.08,"529,637.00",-0.09,"3,475.00",-0.04,"199,000,000,000.00",0.00,"1,214.40",0.00,49.33,0.00,1.11,0.00,"7,843.00",-0.04,"22,418.00",-0.07,473.46,0.12
28/05/2016,"360,731.44",-0.22,502.31,0.06,"482,086.00",-0.11,"3,325.00",0.11,"199,000,000,000.00",0.00,"1,214.40",-0.01,49.33,0.01,1.11,0.00,"7,516.00",-0.05,"20,785.00",0.02,530.04,-0.01
29/05/2016,"280,657.02",-0.41,529.96,0.00,"427,912.00",0.28,"3,675.00",-0.02,"199,000,000,000.00",0.00,"1,207.05",0.00,49.60,0.00,1.11,0.00,"7,165.00",0.78,"21,179.00",0.09,526.23,0.01
30/05/2016,"165,208.59",0.57,532.41,0.00,"548,662.00",-0.13,"3,600.00",-0.12,"199,000,000,000.00",0.00,"1,207.99",0.00,49.60,-0.01,1.11,0.00,"12,745.00",0.08,"23,116.00",-0.04,533.86,0.00
31/05/2016,"259,653.79",-0.38,533.21,0.00,"477,711.00",0.06,"3,175.00",0.13,"199,000,000,000.00",0.00,"1,212.21",0.00,49.10,-0.31,1.11,0.01,"13,783.00",-0.21,"22,168.00",0.10,531.39,0.01
01/06/2016,"161,107.10",-0.30,534.19,0.01,"508,356.00",-0.06,"3,575.00",-0.03,"199,000,000,000.00",0.00,"1,214.24",0.00,33.97,0.00,1.12,0.00,"10,917.00",-0.11,"24,322.00",0.06,536.92,0.00
02/06/2016,"112,440.31",0.96,536.98,0.03,"478,409.00",0.04,"3,450.00",0.03,"199,000,000,000.00",0.00,"1,213.17",0.01,33.97,0.11,1.12,0.02,"9,668.00",-0.02,"25,664.00",0.01,537.97,0.06
03/06/2016,"220,010.46",-0.25,554.61,0.04,"496,183.00",-0.10,"3,550.00",-0.16,"199,000,000,000.00",0.00,"1,226.83",0.00,37.75,0.00,1.14,0.00,"9,507.00",-0.18,"25,989.00",-0.13,569.19,0.01
04/06/2016,"165,317.48",-0.28,574.20,0.00,"447,527.00",0.04,"2,975.00",0.43,"199,000,000,000.00",0.00,"1,226.83",0.01,37.75,0.18,1.14,0.00,"7,824.00",0.44,"22,507.00",0.08,572.73,0.00
05/06/2016,"119,766.46",0.04,575.07,0.01,"463,369.00",0.10,"4,250.00",0.00,"199,000,000,000.00",0.00,"1,244.55",0.00,44.66,0.11,1.14,0.00,"11,299.00",-0.09,"24,256.00",0.04,574.98,0.02
06/06/2016,"124,313.11",0.49,580.30,0.00,"511,064.00",0.00,"4,250.00",-0.18,"199,000,000,000.00",0.00,"1,245.29",0.00,49.69,-0.05,1.14,0.00,"10,305.00",-0.05,"25,168.00",0.01,585.54,-0.02
07/06/2016,"185,823.16",-0.25,579.96,0.00,"510,791.00",-0.06,"3,500.00",0.03,"199,000,000,000.00",0.00,"1,243.59",0.01,47.43,0.00,1.14,0.00,"9,828.00",-0.03,"25,479.00",-0.01,576.60,0.01
08/06/2016,"138,700.19",-0.11,578.70,0.00,"482,261.00",0.09,"3,600.00",0.15,"199,000,000,000.00",-0.02,"1,254.85",0.01,47.43,-0.05,1.14,-0.01,"9,526.00",-0.02,"25,213.00",-0.07,581.65,-0.01
09/06/2016,"123,464.94",-0.06,577.50,0.00,"525,140.00",-0.04,"4,125.00",-0.13,"196,000,000,000.00",0.00,"1,264.97",0.01,44.83,0.13,1.13,-0.01,"9,328.00",-0.09,"23,455.00",0.00,574.63,0.00
10/06/2016,"116,216.61",0.20,576.44,0.03,"506,021.00",-0.08,"3,600.00",0.08,"196,000,000,000.00",0.00,"1,271.48",0.00,50.44,0.00,1.13,0.00,"8,527.00",-0.07,"23,436.00",-0.12,577.47,0.05
11/06/2016,"138,928.81",2.10,592.80,0.09,"466,112.00",0.11,"3,900.00",-0.06,"196,000,000,000.00",0.00,"1,271.48",0.00,50.44,0.01,1.13,0.00,"7,960.00",0.11,"20,546.00",0.26,606.73,0.11
12/06/2016,"430,536.98",-0.18,643.58,0.07,"519,556.00",0.11,"3,650.00",0.10,"196,000,000,000.00",0.00,"1,274.05",0.01,50.93,-0.04,1.13,0.00,"8,817.00",0.41,"25,917.00",0.05,672.78,0.05
13/06/2016,"353,046.61",-0.23,689.13,0.00,"577,587.00",-0.09,"4,025.00",-0.18,"196,000,000,000.00",0.00,"1,282.08",0.00,48.88,-0.01,1.13,-0.01,"12,454.00",-0.13,"27,242.00",-0.12,704.38,-0.03
14/06/2016,"270,830.07",-0.47,689.34,0.00,"526,645.00",0.13,"3,300.00",0.15,"196,000,000,000.00",0.00,"1,287.28",0.00,48.49,-0.01,1.12,0.00,"10,859.00",-0.08,"23,970.00",0.02,685.56,0.01
15/06/2016,"144,378.03",1.57,687.25,0.07,"594,513.00",-0.02,"3,800.00",-0.02,"196,000,000,000.00",0.00,"1,287.92",0.00,48.01,-0.04,1.13,0.00,"10,005.00",0.06,"24,561.00",0.09,694.47,0.10
16/06/2016,"370,441.97",0.30,733.27,0.03,"582,328.00",0.01,"3,725.00",0.00,"196,000,000,000.00",0.00,"1,290.74",0.00,46.21,0.04,1.12,0.00,"10,618.00",0.02,"26,795.00",0.00,766.31,-0.02
17/06/2016,"482,927.69",-0.31,752.33,0.00,"586,166.00",-0.04,"3,725.00",0.06,"196,000,000,000.00",0.00,"1,290.03",0.00,47.98,0.00,1.13,0.00,"10,851.00",-0.18,"26,724.00",-0.22,748.91,0.01
18/06/2016,"335,067.55",-0.46,754.23,0.01,"561,728.00",-0.08,"3,950.00",0.12,"196,000,000,000.00",0.00,"1,290.03",0.01,47.98,0.03,1.13,0.00,"8,859.00",0.05,"20,862.00",0.00,756.23,0.01
19/06/2016,"179,620.92",0.30,758.18,-0.01,"514,944.00",0.09,"4,425.00",-0.07,"196,000,000,000.00",0.00,"1,301.35",-0.01,49.37,0.00,1.13,0.00,"9,315.00",0.28,"20,799.00",0.31,763.78,-0.03
20/06/2016,"232,839.68",0.92,749.49,-0.07,"563,282.00",0.05,"4,100.00",-0.09,"196,000,000,000.00",0.07,"1,286.64",-0.01,49.37,-0.01,1.13,-0.01,"11,896.00",0.01,"27,198.00",0.00,737.23,-0.10
21/06/2016,"446,367.21",-0.06,694.37,-0.09,"592,437.00",-0.08,"3,725.00",-0.13,"209,000,000,000.00",0.00,"1,277.96",-0.01,48.85,0.01,1.12,0.00,"11,977.00",-0.18,"27,064.00",-0.07,666.65,-0.11
22/06/2016,"421,481.22",0.00,632.04,-0.05,"546,794.00",0.00,"3,225.00",0.09,"209,000,000,000.00",0.00,"1,267.13",-0.01,49.13,0.02,1.13,0.01,"9,837.00",0.01,"25,119.00",-0.04,596.12,0.05
23/06/2016,"420,879.41",-0.18,602.22,0.08,"549,165.00",0.00,"3,500.00",-0.08,"209,000,000,000.00",0.00,"1,251.78",0.04,50.11,-0.05,1.14,-0.02,"9,912.00",0.93,"24,183.00",0.09,623.98,0.07
24/06/2016,"345,384.69",-0.45,649.47,0.03,"547,545.00",-0.03,"3,225.00",0.26,"209,000,000,000.00",0.00,"1,299.11",0.00,47.64,0.00,1.11,0.00,"19,135.00",-0.34,"26,403.00",-0.23,665.30,0.00
25/06/2016,"189,840.67",-0.11,667.17,-0.03,"529,844.00",-0.05,"4,050.00",-0.10,"209,000,000,000.00",0.00,"1,299.11",0.02,47.64,-0.03,1.11,-0.01,"12,669.00",-0.35,"20,205.00",0.01,665.12,-0.05
26/06/2016,"169,459.31",0.13,644.55,-0.01,"501,782.00",-0.04,"3,650.00",0.01,"209,000,000,000.00",0.00,"1,319.50",0.01,46.33,0.00,1.10,0.00,"8,292.00",0.40,"20,500.00",0.17,629.37,0.04
27/06/2016,"190,801.58",0.11,640.11,0.02,"483,625.00",0.12,"3,675.00",0.01,"209,000,000,000.00",0.00,"1,326.18",-0.01,46.33,0.03,1.10,0.00,"11,629.00",-0.14,"23,913.00",0.00,655.28,-0.01
28/06/2016,"212,726.53",0.05,650.53,-0.02,"541,226.00",-0.14,"3,700.00",-0.01,"209,000,000,000.00",0.00,"1,318.56",0.00,47.85,0.04,1.11,0.01,"10,003.00",0.02,"23,816.00",0.00,647.00,-0.01
29/06/2016,"222,852.14",-0.05,639.24,0.03,"466,288.00",0.09,"3,650.00",0.03,"209,000,000,000.00",0.00,"1,320.34",0.00,49.88,-0.03,1.11,0.00,"10,158.00",-0.06,"23,872.00",-0.03,639.89,0.05
30/06/2016,"211,704.85",-0.06,656.48,0.03,"506,973.00",-0.02,"3,750.00",0.03,"209,000,000,000.00",0.00,"1,319.35",0.01,48.33,-0.31,1.11,0.00,"9,599.00",-0.09,"23,132.00",0.00,673.34,0.00
01/07/2016,"198,821.26",-0.18,676.14,0.02,"494,905.00",-0.10,"3,875.00",-0.04,"209,000,000,000.00",0.00,"1,332.79",0.00,33.27,0.00,1.11,0.00,"8,764.00",-0.12,"23,027.00",0.02,676.30,0.04
02/07/2016,"162,801.21",0.17,690.13,-0.02,"446,260.00",-0.04,"3,725.00",0.03,"209,000,000,000.00",0.00,"1,332.79",0.01,33.27,0.14,1.11,0.00,"7,717.00",0.12,"23,595.00",-0.14,703.70,-0.06
03/07/2016,"190,627.02",-0.28,679.40,-0.02,"429,466.00",0.17,"3,850.00",-0.02,"209,000,000,000.00",0.02,"1,342.65",0.00,37.90,-0.02,1.12,0.00,"8,615.00",0.09,"20,287.00",0.04,658.66,0.04
04/07/2016,"137,498.36",0.40,669.16,0.01,"504,550.00",-0.03,"3,775.00",-0.04,"213,000,000,000.00",0.00,"1,347.21",0.00,37.26,0.00,1.12,-0.01,"9,364.00",0.01,"21,181.00",0.04,683.66,-0.02
05/07/2016,"193,126.11",0.04,675.60,0.00,"488,121.00",-0.05,"3,625.00",-0.03,"213,000,000,000.00",0.00,"1,351.91",0.01,37.26,0.35,1.11,0.00,"9,447.00",-0.03,"22,046.00",0.08,670.63,0.01
06/07/2016,"199,936.29",0.98,675.02,-0.03,"465,240.00",0.00,"3,500.00",-0.02,"213,000,000,000.00",0.00,"1,363.08",0.00,50.36,-0.10,1.11,0.00,"9,129.00",0.05,"23,770.00",0.01,677.33,-0.05
07/07/2016,"395,099.75",-0.45,653.23,0.00,"467,526.00",-0.01,"3,425.00",0.06,"213,000,000,000.00",0.00,"1,361.89",0.00,45.14,0.00,1.11,0.00,"9,574.00",-0.08,"23,909.00",-0.02,640.56,0.04
08/07/2016,"217,545.20",0.27,652.60,0.00,"463,200.00",-0.05,"3,625.00",-0.14,"213,000,000,000.00",0.00,"1,357.44",0.00,45.14,0.01,1.11,0.00,"8,771.00",0.01,"23,469.00",0.07,666.52,-0.02
09/07/2016,"275,930.79",-0.43,654.28,-0.01,"438,235.00",-0.09,"3,125.00",-0.38,"213,000,000,000.00",0.00,"1,357.44",0.00,45.50,0.09,1.11,0.00,"8,843.00",0.17,"25,041.00",-0.19,650.96,0.00
10/07/2016,"158,135.66",0.05,648.38,0.00,"400,076.00",0.23,"1,950.00",-0.08,"213,000,000,000.00",0.00,"1,362.62",0.00,49.81,-0.10,1.11,0.00,"10,305.00",0.01,"20,364.00",0.11,649.36,0.00
11/07/2016,"165,966.87",0.26,650.19,0.01,"492,779.00",-0.03,"1,788.00",0.00,"213,000,000,000.00",0.00,"1,362.62",-0.01,44.89,0.11,1.11,0.00,"10,443.00",-0.03,"22,699.00",-0.02,647.66,0.03
