Date,Weighted_bitcoin_price,Volume,Address,Mining_Difficulty,Weighted_litecoin_price,Oil_price,usdEuro,Num_Wiki_view,Num_tweets
14/9/18,6520.1,625177.528,620772,7.02E+12,55.75,68.99,1.1635,11699,31041
15/9/18,6526.97,492770.765,558339,7.02E+12,56.91,68.99,1.1635,11171,27319
16/9/18,6514.57,502524.3416,470139,7.02E+12,56.5,68.864,1.1635,12184,26995
17/9/18,6398.25,611226.5072,631067,7.02E+12,54.79,68.864,1.1673,18135,31037
18/9/18,6325.52,660829.4654,638235,7.02E+12,53.12,69.746,1.1679,15263,30885
19/9/18,6356.8,697102.3156,631546,7.02E+12,53.88,70.91,1.1671,13421,31000
20/9/18,6460.93,672985.1585,628587,7.15E+12,55.45,70.416,1.1779,12915,32268
21/9/18,6634.88,984485.0246,715507,7.15E+12,59,70.78,1.1769,12747,34302
22/9/18,6722.1,670870.71,562522,7.15E+12,60.18,70.78,1.1769,11768,27695
23/9/18,6717.88,624825.0936,507621,7.15E+12,61.28,72.08,1.1769,13893,29057
24/9/18,6648.66,628293.5208,614679,7.15E+12,59.49,72.08,1.1749,16198,32186
25/9/18,6508.9,726110.4027,648244,7.15E+12,57.11,72.28,1.1766,13497,33771
26/9/18,6482.9,684462.2006,628119,7.15E+12,57.79,71.57,1.1751,11888,32810
27/9/18,6587.27,699350.4138,633994,7.15E+12,60.41,72.12,1.1638,11109,31898
28/9/18,6676.56,751049.9419,673177,7.15E+12,62.58,73.25,1.1621,10102,29550
29/9/18,6599.95,661170.1604,552202,7.15E+12,61.19,73.25,1.1621,9828,28728
30/9/18,6610.15,605474.9136,532067,7.15E+12,61.33,63.57,1.1621,9861,27646
1/10/18,6602.96,605935.8227,672475,7.15E+12,60.7,63.57,1.1577,9908,31878
2/10/18,6574.77,605231.818,678543,7.15E+12,60.17,63.57,1.155,10702,31648
3/10/18,6520.48,596169.3004,694010,7.15E+12,58.43,65.51,1.1487,9672,31711
4/10/18,6543.96,586557.6807,642395,7.45E+12,58.07,65.51,1.1516,9361,34224
5/10/18,6594.42,556758.5929,688115,7.45E+12,58.47,71.36,1.1534,8776,34221
6/10/18,6604.28,493579.9209,588478,7.45E+12,58.23,71.36,1.1534,7699,29246
7/10/18,6598.04,501153.3728,598361,7.45E+12,57.92,74.11,1.1534,7645,28503
8/10/18,6625.88,600593.4306,646076,7.45E+12,58.73,67.63,1.1493,10673,37692
9/10/18,6641.02,539195.7862,621386,7.45E+12,58.98,67.54,1.1496,12687,35538
10/10/18,6601.27,573775.9552,642600,7.45E+12,58.18,73.17,1.1533,9488,33842
11/10/18,6418.36,807315.2643,686810,7.45E+12,54.54,73.17,1.1593,9063,32278
12/10/18,6269.7,603457.9007,693363,7.45E+12,52.28,51,1.1575,8846,28937
13/10/18,6283.1,487662.1413,573912,7.45E+12,53.6,51,1.1575,7582,27760
14/10/18,6305.7,489290.6418,524084,7.45E+12,52.89,71.78,1.1575,7860,28150
15/10/18,6528.23,1129061.017,699171,7.45E+12,54.1,71.78,1.1584,10030,35275
16/10/18,6610.62,616402.0924,678723,7.45E+12,54.55,71.92,1.1575,9497,35006
17/10/18,6563.4,622911.9054,673361,7.45E+12,53.82,69.74,1.1501,8716,33145
18/10/18,6509.16,602855.0535,654573,7.45E+12,53.09,68.674,1.1455,8855,30155
19/10/18,6470.62,553095.3757,685201,7.18E+12,52.85,69.216,1.1531,9439,28097
20/10/18,6474.21,521937.0394,593963,7.18E+12,53.17,69.216,1.1531,8003,23204
21/10/18,6501.2,500462.9914,554355,7.18E+12,53.21,69.322,1.1531,8058,22298
22/10/18,6495,565490.3772,676895,7.18E+12,52.52,69.322,1.1467,11136,30300
23/10/18,6476.34,573804.0313,683587,7.18E+12,52.4,66.43,1.1472,9588,30702
24/10/18,6491.4,527570.3238,637741,7.18E+12,52.57,66.82,1.1399,10140,29969
25/10/18,6478.15,498684.0379,659220,7.18E+12,52.32,67.33,1.1375,9440,25693
26/10/18,6472.77,510762.7801,691997,7.18E+12,52.13,67.59,1.1424,8798,25493
27/10/18,6480.54,523606.0575,580054,7.18E+12,52.05,67.59,1.1424,7501,20631
28/10/18,6479.81,531680.7129,560480,7.18E+12,51.91,67.04,1.1424,7981,20711
29/10/18,6408.89,655325.6492,708285,7.18E+12,50.4,67.04,1.1373,9804,26541
30/10/18,6336.61,596707.0721,697601,7.18E+12,49.13,66.18,1.1343,11438,25290
31/10/18,6330.16,662106.487,707291,7.18E+12,49.26,65.31,1.1317,12280,33944
1/11/18,6388.72,593139.1578,692504,7.18E+12,50.07,63.8,1.1405,12175,31618
2/11/18,6372.9,664512.2315,769117,7.18E+12,50.91,63.8,1.1389,11582,22288
3/11/18,6372.74,574107.8406,641974,7.18E+12,51.1,66.82,1.1389,9899,18645
4/11/18,6356.2,690667.3799,619063,7.18E+12,52.64,66.82,1.1389,9425,24207
5/11/18,6406.87,651613.0341,712976,7.18E+12,53.74,70.7,1.1411,10250,23158
6/11/18,6441.52,729647.6608,694055,7.18E+12,54.77,66.1,1.142,10350,25550
7/11/18,6504.78,759635.2221,705209,7.18E+12,55.02,70.38,1.1431,9657,24951
8/11/18,6487.86,719075.3191,700117,7.18E+12,53.35,70.38,1.1365,12575,24614
9/11/18,6414.51,677654.2557,704879,7.18E+12,52.16,69.25,1.1337,12319,25018
10/11/18,6404.48,578551.2641,595444,7.18E+12,52.22,70.97,1.1337,9244,20709
11/11/18,6399.58,615518.5184,590387,7.18E+12,51.6,70.97,1.1337,12704,18630
12/11/18,6394.43,671798.7373,683388,7.18E+12,51.07,51.65,1.1223,11375,23212
13/11/18,6367.66,707292.7889,650640,7.18E+12,50.14,55.69,1.1295,10957,25340
14/11/18,6001.31,1232887.486,727949,7.18E+12,46.36,56.288,1.1313,10530,34169
15/11/18,5629.34,1249194.399,720036,7.18E+12,43.18,56.548,1.1329,11302,30694
16/11/18,5594.21,943711.4445,713931,7.18E+12,43.12,56.592,1.1421,9741,28077
17/11/18,5557.76,774259.7737,594727,6.65E+12,42.14,56.592,1.1421,9209,23964
18/11/18,5599.16,742911.4367,549212,6.65E+12,42.35,57.112,1.1421,9096,21832
19/11/18,5238.99,1343686.474,674503,6.65E+12,39.32,57.112,1.1453,12711,39010
20/11/18,4634.88,1818448.374,768696,6.65E+12,34.73,53.43,1.1367,13398,36659
21/11/18,4521.85,1353454.891,628177,6.65E+12,33.58,54.63,1.1383,12924,30984
22/11/18,4493.2,1016952.283,656428,6.65E+12,33.5,54.63,1.1405,11126,27754
23/11/18,4324.98,1126361.278,639963,6.65E+12,32.09,50.42,1.1342,10881,26345
24/11/18,4109.18,1138791.681,579240,6.65E+12,30.85,50.42,1.1342,9525,22902
25/11/18,3899.17,1750536.653,569057,6.65E+12,29.78,51.63,1.1342,10776,26859
26/11/18,3886.32,1666589.473,633479,6.65E+12,30.19,51.63,1.1331,13317,29115
27/11/18,3777.66,1587945.977,643313,6.65E+12,30.16,51.56,1.1294,13557,29976
28/11/18,4072.06,1787861.672,617804,6.65E+12,33.17,50.29,1.1368,12004,29142
29/11/18,4276.66,1520660.461,614248,6.65E+12,34.32,51.45,1.1388,12139,28709
30/11/18,4143.04,1459801.671,596009,6.65E+12,32.88,50.93,1.1318,13904,25626
1/12/18,4129.56,1301667.513,591455,6.65E+12,33.28,64.3,1.1318,9536,26347
2/12/18,4188.28,1256529.624,507845,6.65E+12,34.14,59.29,1.1318,9852,21596
3/12/18,4009.47,1269387.474,576356,6.65E+12,32.3,61.36,1.1353,11454,27894
4/12/18,3937.89,1276843.497,679714,5.65E+12,31.18,67.07,1.1341,12522,25332
5/12/18,3859.1,1374020.257,602413,5.65E+12,30.3,67.07,1.1347,11530,27357
6/12/18,3667.81,1602682.012,655308,5.65E+12,28.38,66.36,1.1377,11346,27357
7/12/18,3431.34,1992112.541,663554,5.65E+12,25.52,70.33,1.1382,11338,28638
8/12/18,3438.68,1542750.27,533720,5.65E+12,25.06,70.33,1.1382,9620,22270
9/12/18,3560.46,1389531.928,516282,5.65E+12,25.62,70.37,1.1382,9739,23363
10/12/18,3558.04,1411161.409,620290,5.65E+12,25.29,71.34,1.1353,10642,22818
11/12/18,3456.89,1358667.816,622451,5.65E+12,24.22,59.93,1.1319,10253,22603
12/12/18,3464.03,1194956.403,626588,5.65E+12,24.31,51.15,1.1371,10443,21876
13/12/18,3397.36,1278455.17,642768,5.65E+12,24.12,52.58,1.1358,12133,21792
14/12/18,3272.58,1336182.359,696397,5.65E+12,23.42,51.254,1.1309,12899,24445
15/12/18,3236.86,1097286.741,598790,5.65E+12,23.68,51.254,1.1309,8117,18577
16/12/18,3257.17,1149540.55,536378,5.65E+12,24.98,50.008,1.1309,8681,19526
17/12/18,3412.5,1585127.595,696316,5.65E+12,27.76,50.008,1.1348,11485,24940
18/12/18,3607.34,1638693.739,649674,5.65E+12,29.45,46.456,1.1369,9942,25600
19/12/18,3772.33,1805433.013,708715,5.11E+12,30.31,47.976,1.138,9503,26446
20/12/18,3949.21,2260484.826,649999,5.11E+12,31.27,45.88,1.1451,8891,24630
21/12/18,4019.9,1792585.812,660851,5.11E+12,32.03,45.59,1.1383,8657,22143
22/12/18,3945.54,1420800,552671,5.11E+12,31.22,45.59,1.1383,8439,17737
23/12/18,4020.52,1529970.126,522611,5.11E+12,32.85,42.53,1.1383,8644,17701
24/12/18,4087.76,1771378.09,582356,5.11E+12,34.11,42.53,1.1399,8932,21198
25/12/18,3936.52,1564378.51,489964,5.11E+12,32.1,42.53,1.1402,8628,18394
26/12/18,3835.05,1388912.248,544465,5.11E+12,31.01,46.22,1.1356,10158,19107
27/12/18,3757.35,1365383.147,617822,5.11E+12,29.68,44.61,1.1429,11005,19522
28/12/18,3793.96,1484347.317,639459,5.11E+12,30.62,45.33,1.1438,10357,20589
29/12/18,3884.27,1285094.99,569958,5.11E+12,32.25,45.33,1.1438,11028,19252
30/12/18,3846.86,1240122.743,535621,5.11E+12,31.74,45.41,1.1438,8590,18295
31/12/18,3801.04,1226464.548,554009,5.62E+12,31.15,45.41,1.1482,9274,18611
1/1/19,3787.09,1141826.835,430431,5.62E+12,31.2,45.41,1.1465,9185,17069
2/1/19,3889.5,1348465.57,585895,5.62E+12,32.75,55.26,1.1338,10582,18830
3/1/19,3882.42,1166853.462,602499,5.62E+12,32.6,55.8,1.1394,19383,26754
4/1/19,3834.88,1264176.576,588155,5.62E+12,32.22,55.8,1.1396,11683,21139
5/1/19,3859.74,1331076.659,510116,5.62E+12,33.94,55.8,1.1396,9746,20096
6/1/19,3958.24,1414019.221,513105,5.62E+12,37.22,55.8,1.1396,10195,18883
7/1/19,4054.34,1289636.695,605732,5.62E+12,38.59,55.8,1.1476,11036,20476
8/1/19,4041.32,1313084.167,618872,5.62E+12,39.07,55.8,1.144,10505,19387
9/1/19,4039.48,1266476.186,615701,5.62E+12,39.4,50.51,1.1546,10967,21237
10/1/19,3859.14,1781263.13,646794,5.62E+12,36.35,50.51,1.1499,10846,20948
11/1/19,3682.08,1504234.798,623737,5.62E+12,33.04,50.51,1.147,10687,19317
12/1/19,3675.26,1300090.574,511636,5.62E+12,32.45,50.51,1.147,9350,16138
13/1/19,3607.88,1297521.665,485001,5.62E+12,31.5,50.51,1.147,9853,16041
14/1/19,3635.87,1554341.737,599656,5.88E+12,31.44,50.51,1.1468,9565,19018
15/1/19,3668.75,1509285.806,618216,5.88E+12,31.92,52.11,1.1406,8308,18363
16/1/19,3649.24,1478241.263,653019,5.88E+12,31.7,52.37,1.1396,8099,18790
17/1/19,3658.13,1493774.246,610163,5.88E+12,31.59,52.186,1.1388,7906,21544
18/1/19,3663.86,1365489.327,625357,5.88E+12,31.53,53.944,1.1372,8506,19125
19/1/19,3697.96,1610534.289,526853,5.88E+12,32.13,53.944,1.1372,6539,16923
20/1/19,3663.22,1523929.647,514507,5.88E+12,31.99,53.944,1.1372,6521,17285
21/1/19,3585.94,1395546.791,596521,5.88E+12,31.19,52.922,1.137,7453,18571
22/1/19,3585.03,1482169.9,598611,5.88E+12,31.31,52.922,1.1362,7464,18601
23/1/19,3594.76,1511576.753,681839,5.88E+12,31.9,52.62,1.1379,7664,19434
24/1/19,3592.64,1464902.981,631403,5.88E+12,32.32,53.13,1.1307,8975,19994
25/1/19,3598.92,1463174.38,627186,5.88E+12,32.82,53.69,1.14,7981,17787
26/1/19,3612.62,1411214.917,585767,5.88E+12,33.24,53.69,1.14,7659,16307
27/1/19,3592.14,1550817.331,496688,5.88E+12,32.78,51.99,1.14,7671,14794
28/1/19,3520.18,1962663.978,636805,5.88E+12,31.74,51.99,1.1428,8200,19069
29/1/19,3448.47,1710079.975,626793,5.81E+12,31.06,53.31,1.1435,8277,19242
30/1/19,3463.66,1719312.123,609610,5.81E+12,31.49,54.23,1.1482,8699,19785
31/1/19,3473.98,1678535.36,640465,5.81E+12,31.84,53.79,1.1446,8288,20616
1/2/19,3470.51,1562573.428,665426,5.81E+12,32.28,46.54,1.1457,8423,14658
2/2/19,3499.14,1449391.451,554281,5.81E+12,33.62,46.54,1.1457,7523,15728
3/2/19,3487.36,1446348.408,521485,5.81E+12,33.89,46.54,1.1457,7115,15208
4/2/19,3461.29,1540673.82,616383,5.81E+12,33.86,46.54,1.1436,8795,18658
5/2/19,3462.85,1509609.006,650507,5.81E+12,34.11,46.54,1.1406,13112,19792
6/2/19,3437.63,1594760.355,687624,5.81E+12,33.54,46.54,1.1364,11068,20673
7/2/19,3409.14,1468101.246,647026,5.81E+12,33.15,46.54,1.1343,10044,18834
8/2/19,3538.7,2186007.037,694288,5.81E+12,38.4,53.9,1.1335,8619,20304
9/2/19,3667.32,1679382.668,564093,5.81E+12,43.99,53.9,1.1335,7622,18400
10/2/19,3674.85,1709527.437,495946,6.06E+12,45.4,53.9,1.1335,7550,15294
11/2/19,3670.48,1710145.93,692074,6.06E+12,44.84,53.9,1.1276,8698,17137
12/2/19,3645.86,1777463.899,826480,6.06E+12,43.44,53.9,1.1329,8768,18536
13/2/19,3643.17,1767390.438,765352,6.06E+12,42.94,53.9,1.1255,8609,19037
14/2/19,3625.5,1729704.708,618710,6.06E+12,41.84,54.486,1.1296,7843,20146
15/2/19,3623.55,1681211.031,618560,6.06E+12,42.41,55.746,1.1296,7745,17973
16/2/19,3628.29,1635686.247,604959,6.06E+12,43.28,55.746,1.1296,7736,14503
17/2/19,3651.73,1927719.876,522930,6.06E+12,43.72,55.746,1.1296,9614,15013
18/2/19,3798.43,2608503.155,684684,6.06E+12,46.24,56.306,1.131,8708,20088
19/2/19,3944.44,2518387.06,715477,6.06E+12,48.11,56.306,1.1338,9364,20657
20/2/19,3968.31,2190699.302,694099,6.06E+12,49.79,57.112,1.1345,9447,19783
21/2/19,3976.12,1955456.098,648091,6.06E+12,50.38,56.96,1.1339,9252,18673
22/2/19,3978.82,1967046.826,739327,6.06E+12,49.42,57.26,1.1342,9179,18990
23/2/19,4069.12,2192675.152,570616,6.06E+12,50.48,57.26,1.1342,8345,17467
24/2/19,3990.06,2705279.482,569551,6.07E+12,48.36,55.48,1.1342,9156,19043
25/2/19,3852.6,2418833.013,670201,6.07E+12,45.64,55.48,1.1358,9391,18557
26/2/19,3865.66,2051711.479,704081,6.07E+12,45.82,55.5,1.1392,9378,18337
27/2/19,3846.1,2158370.735,679225,6.07E+12,45.41,56.94,1.1372,9019,17989
28/2/19,3863.73,2174004.86,692972,6.07E+12,46.1,57.22,1.1369,10235,17668
1/3/19,3868.21,1980566.716,723763,6.07E+12,47.22,47.09,1.1378,8776,16498
2/3/19,3856.62,1965136.849,631290,6.07E+12,48.4,47.09,1.1378,8412,14475
3/3/19,3855.46,1881372.95,555628,6.07E+12,48.72,47.09,1.1378,8300,14176
4/3/19,3801.94,2374886.45,681631,6.07E+12,47.32,47.09,1.1339,9423,17545
5/3/19,3826.33,2658977.771,706754,6.07E+12,49.95,47.09,1.1301,9665,18838
6/3/19,3898,2353845.954,738120,6.07E+12,54.34,47.09,1.1308,9860,18028
7/3/19,3912.08,2449889.961,689211,6.07E+12,56.78,47.09,1.1192,9305,18488
8/3/19,3910,2720879.525,711513,6.07E+12,56.66,58.26,1.1239,7887,17183
9/3/19,3934.37,2744048.861,601886,6.07E+12,57.34,58.26,1.1239,6979,17366
10/3/19,3952.08,2457760.877,521890,6.07E+12,57.53,58.26,1.1239,7442,15841
11/3/19,3928.65,2577450.754,750671,6.07E+12,56.32,58.26,1.1264,8181,18186
12/3/19,3900.84,2514814.009,699031,6.07E+12,55.79,58.26,1.129,8042,19917
13/3/19,3909.57,2422052.768,716432,6.07E+12,56.41,58.26,1.1336,7677,18492
14/3/19,3919.44,2674052.816,741462,6.07E+12,56.5,58.61,1.1307,7760,20023
15/3/19,3942.53,2382787.348,719163,6.07E+12,57.86,58.58,1.1344,7172,20206
16/3/19,4012.83,2456163.599,612919,6.07E+12,60.48,58.58,1.1344,6406,17435
