Date,Weighted_bitcoin_price,Volume,Address,Mining_Difficulty,Weighted_litecoin_price,Oil_price,usdEuro,Num_Wiki_view,Num_tweets
1/7/15,260.73,103669.6966,309193,49402014931,3.99,48.69,1.1053,12957,29052
2/7/15,257.43,83719.45772,316488,49402014931,4.02,48.69,1.1084,9802,27119
3/7/15,255.6,74467.13615,301162,49402014931,4.09,53.95,1.1114,8307,25771
4/7/15,258.26,60483.23395,377347,49402014931,4.11,53.95,1.1114,8947,23847
5/7/15,266.48,165701.366,307720,49402014931,4.52,58.99,1.1056,8692,24976
6/7/15,271.29,181189.1334,342128,49402014931,5.18,58.99,1.1056,10263,36903
7/7/15,268.08,107645.479,324880,49402014931,5.26,52.33,1.1011,11220,29915
8/7/15,268.53,137713.4771,323601,49402014931,5.78,43.87,1.1077,11147,36474
9/7/15,269.87,149335.606,327766,49402014931,6.93,43.87,1.1036,9613,30281
10/7/15,279.36,359357.1019,322375,49402014931,6.21,47.81,1.1162,8269,29616
11/7/15,290.01,141753.3878,319744,51076366303,4.34,47.81,1.1162,6960,24645
12/7/15,302.73,186321.1443,319701,51076366303,4.85,37.65,1.1002,7266,26775
13/7/15,298.71,207739.6137,296403,51076366303,4.9,52.2,1.1002,8912,42326
14/7/15,290.57,98864.9895,285095,51076366303,4.68,53.04,1.1009,7770,50267
15/7/15,288.12,95399.8334,275284,51076366303,4.43,51.41,1.095,7408,38595
16/7/15,282.64,175072.8842,275653,51076366303,3.86,50.91,1.0875,7666,35125
17/7/15,277.47,99439.21865,253340,51076366303,3.75,50.89,1.083,7071,29831
18/7/15,277.71,90695.68975,257392,51076366303,3.95,50.89,1.083,6207,25985
19/7/15,274.14,55929.4521,290314,51076366303,3.88,50.15,1.0825,9122,25071
20/7/15,276.1,82257.87758,284027,51076366303,3.84,50.15,1.0825,8820,36888
21/7/15,277.67,82582.56203,306249,51076366303,3.87,50.36,1.0935,8484,30095
22/7/15,276.23,70194.40321,295223,51076366303,3.78,49.19,1.0929,8727,44651
23/7/15,276.8,66948.33815,256642,51076366303,3.8,48.45,1.0984,9252,33408
24/7/15,282.2,131819.2771,273643,51076366303,4.22,48.14,1.0984,7723,28664
25/7/15,288.4,71644.24411,243986,52278304846,4.64,48.14,1.0984,7085,21076
26/7/15,290.52,55184.84097,298836,52278304846,4.62,47.39,1.1088,8297,15592
27/7/15,292.87,104455.9019,285200,52278304846,4.67,47.39,1.1088,9446,30972
28/7/15,294.53,86421.07765,298291,52278304846,4.88,47.98,1.106,9259,33519
29/7/15,291.85,84538.63286,321419,52278304846,4.92,48.79,1.0984,8886,37726
30/7/15,288.38,75025.31382,276124,52278304846,4.67,48.52,1.0932,8411,33018
31/7/15,285.91,82645.23801,303868,52278304846,4.62,47.12,1.0984,7078,27789
1/8/15,282.33,67279.42479,298805,52278304846,4.38,48.8,1.0984,19155,26960
2/8/15,280.9,63090.77964,298371,52278304846,4.08,48.8,1.095,13380,24294
3/8/15,282.44,76030.66138,298021,52278304846,4.18,50.44,1.095,10226,35036
4/8/15,283.35,77320.27528,293112,52278304846,4.3,50.44,1.0881,8776,34486
5/8/15,283.43,71015.77109,316578,52278304846,4.36,59.41,1.0906,8297,31470
6/8/15,280.2,67066.73804,295691,52278304846,4.2,58.14,1.0925,7852,35658
7/8/15,278.77,152400.904,272880,52278304846,4.11,51.65,1.0967,7736,47467
8/8/15,270.35,216508.2301,273178,52699842409,4.03,51.65,1.0967,6784,29031
9/8/15,263.42,90310.53071,268041,52699842409,3.88,45.94,1.1019,6776,27132
10/8/15,264.9,79197.43299,292852,52699842409,3.93,49.43,1.1019,7722,27744
11/8/15,267.3,95151.14104,269443,52699842409,4.05,49.43,1.1042,7975,26653
12/8/15,268.28,99953.03414,277812,52699842409,4.06,37.51,1.1159,8033,29241
13/8/15,264.83,104540.6487,276354,52699842409,3.92,42.23,1.115,9529,31087
14/8/15,264.69,102350.6744,272462,52699842409,3.96,42.5,1.1109,7164,30737
15/8/15,263.76,73252.5781,268286,52699842409,3.98,42.5,1.1109,6294,28722
16/8/15,259.96,114313.7406,279628,52699842409,3.94,41.87,1.1078,6528,24050
17/8/15,258.52,83621.77008,283850,52699842409,3.98,41.87,1.1078,7516,37040
18/8/15,234.52,179716.8685,302537,52699842409,3.72,42.62,1.1024,11266,28767
19/8/15,228.13,266818.0423,288421,52699842409,3.48,40.8,1.112,11741,28539
20/8/15,231.63,139338.6004,277371,52699842409,3.54,41.14,1.1242,10337,36462
21/8/15,234.02,99024.86967,282522,52699842409,3.59,40.45,1.1386,9526,39012
22/8/15,230.18,100816.3177,297783,54256630328,3.53,40.45,1.1386,7411,34967
23/8/15,229.21,80304.52424,288022,54256630328,3.45,38.24,1.1619,8932,27692
24/8/15,219.3,270044.2316,307879,54256630328,3.19,38.24,1.1619,11436,34342
25/8/15,214.39,284944.2605,288411,54256630328,2.88,39.31,1.1517,9503,37941
26/8/15,224.82,141482.0745,285266,54256630328,2.94,38.6,1.1314,10627,33987
27/8/15,225.79,97016.69693,277794,54256630328,2.91,42.56,1.1246,8331,34558
28/8/15,228.06,137405.0688,297477,54256630328,2.86,45.22,1.1185,7371,39945
29/8/15,230.47,74380.61353,287960,54256630328,2.89,45.22,1.1185,8043,14768
30/8/15,229.24,84682.4289,284866,54256630328,2.85,49.2,1.1211,9233,32134
31/8/15,229.26,90337.17177,304796,54256630328,2.84,49.2,1.1211,8710,35949
1/9/15,229.12,89800.97765,307795,54256630328,2.84,48.35,1.1315,9295,37021
2/9/15,228.59,82070.08181,290567,54256630328,2.8,52.99,1.1227,8402,39013
3/9/15,228.19,76611.5956,303103,54256630328,2.7,49.95,1.1123,7967,42474
4/9/15,228.86,91594.86149,265574,56957648455,2.67,50.79,1.1149,6925,36321
5/9/15,232.7,88832.83197,318521,56957648455,2.8,50.79,1.1149,5814,29023
6/9/15,238.08,106996.3878,294414,56957648455,3,60.14,1.117,6183,35583
7/9/15,240.15,88245.67978,317821,56957648455,3.04,52.78,1.117,7366,38792
8/9/15,242.23,110965.6112,334615,56957648455,3.06,52.78,1.1203,8373,46889
9/9/15,240.96,98089.72444,303151,56957648455,2.98,44.15,1.1207,7966,16909
10/9/15,238.48,88961.33848,286880,56957648455,2.93,49.63,1.128,8087,37882
11/9/15,239.48,80276.84984,317309,56957648455,2.96,43.87,1.1338,7807,38518
12/9/15,237.49,75635.18464,274687,56957648455,2.9,37.16,1.1338,6732,32205
13/9/15,232.75,79393.34049,322602,56957648455,2.82,37.16,1.1317,6759,40350
14/9/15,230.41,91132.32933,307697,56957648455,2.82,44,1.1317,9968,16262
15/9/15,237.45,80765.63487,326856,56957648455,2.85,44.59,1.1269,8844,20470
16/9/15,229.49,87778.11669,299221,56957648455,2.81,47.15,1.129,8529,45085
17/9/15,229.53,82496.4057,316949,59335351234,2.86,46.9,1.1435,8761,33180
18/9/15,233.26,86779.55929,314363,59335351234,2.94,44.68,1.1298,9291,31747
19/9/15,232.16,54757.92557,271138,59335351234,2.91,44.68,1.1298,7344,39778
20/9/15,231.47,62404.19925,341423,59335351234,2.86,46.68,1.119,7185,65535
21/9/15,229.01,85929.87206,350680,59335351234,2.83,46.68,1.119,8482,59563
22/9/15,228.78,109315.9367,355943,59335351234,2.83,45.83,1.112,9391,82378
23/9/15,230.66,74803.1735,294921,59335351234,2.87,44.48,1.1186,40016,42946
24/9/15,232.71,107850.1139,295738,59335351234,2.9,44.91,1.123,7567,46527
25/9/15,235.15,95103.55092,295114,59335351234,2.92,45.7,1.1195,9114,41322
26/9/15,234.54,58514.96546,310240,59335351234,2.89,45.7,1.1195,5945,41039
27/9/15,233.48,60732.82508,326824,59335351234,2.88,44.43,1.1244,6308,30532
28/9/15,235.95,104738.292,302930,59335351234,2.98,44.43,1.1244,7258,35355
29/9/15,237.86,95397.71294,353417,59335351234,3.05,45.23,1.1249,7439,40135
30/9/15,236.52,83474.9704,329484,59335351234,3,45.09,1.1177,7521,43080
1/10/15,236.9,86487.12537,298058,60813224039,3,45.09,1.1195,6915,41189
2/10/15,237.42,82882.23402,311843,60813224039,3,50.06,1.1216,6633,35561
3/10/15,238.05,69240.49569,259753,60813224039,3.02,48.42,1.1216,5799,49494
4/10/15,238.42,54521.43277,306296,60813224039,3.02,51.63,1.1188,6556,33909
5/10/15,238.99,97643.83447,290693,60813224039,3.02,51.63,1.1188,7937,32712
6/10/15,243.37,113140.8966,325572,60813224039,3.08,61.43,1.1272,10580,39541
7/10/15,244.6,94027.80049,308697,60813224039,3.11,52.74,1.1237,9002,38773
8/10/15,242.95,76210.33134,314037,60813224039,3.06,44.96,1.1276,7988,35461
9/10/15,243.2,71353.20724,265620,60813224039,3.09,45.92,1.1358,6977,30426
10/10/15,244.27,65143.89815,323737,60813224039,3.11,45.92,1.1358,5760,29433
11/10/15,245.8,68459.31652,294439,60813224039,3.12,44.21,1.1358,6282,27940
12/10/15,246.2,70626.72624,309767,60813224039,3.15,36.76,1.1358,7768,34146
13/10/15,247.18,114080.8318,306238,60813224039,3.16,46.66,1.1379,7733,31813
14/10/15,251.16,109343.0483,309792,60813224039,3.16,46.64,1.1474,9130,28030
15/10/15,253.61,99457.82895,365671,60883825480,3.13,46.38,1.1386,7470,37296
16/10/15,259.31,138450.1176,335835,60883825480,3.11,47.26,1.1348,6956,36070
17/10/15,267.34,161590.484,370216,60883825480,3.1,47.26,1.1348,5901,31701
18/10/15,266.25,84260.28169,334791,60883825480,3.04,45.89,1.1327,6319,25220
19/10/15,262.77,96125.12844,349102,60883825480,3.03,45.89,1.1327,8297,35703
20/10/15,266.77,115791.8806,400900,60883825480,3.07,45.55,1.1346,8665,42914
21/10/15,267.55,95822.46309,356706,60883825480,3.09,45.2,1.1339,8204,38896
22/10/15,270.79,139623.3243,344306,60883825480,3.1,45.38,1.1109,8587,44027
23/10/15,275.59,106834.428,370420,60883825480,3.11,44.6,1.1018,8024,37326
24/10/15,279.09,92953.52754,377017,60883825480,3.1,44.6,1.1018,6160,36013
25/10/15,285.16,160320.8725,372966,60883825480,3.1,43.98,1.1058,6783,30139
26/10/15,283.68,113186.6892,375812,60883825480,3.09,43.98,1.1058,8519,37096
27/10/15,290.05,159737.2867,355490,60883825480,3.1,43.2,1.1051,9033,50484
28/10/15,299.59,169592.1092,350477,60883825480,3.1,45.94,1.0923,9695,45782
29/10/15,309.54,208360.4704,382999,62253982450,3.47,46.06,1.0977,10211,45960
30/10/15,322.52,242791.1447,378895,62253982450,3.94,46.59,1.1006,9029,32577
31/10/15,321.18,151311.1028,367606,62253982450,3.94,46.59,1.1006,6855,35257
1/11/15,319.95,115646.5073,392575,62253982450,3.88,48.8,1.1016,8294,31402
2/11/15,343.92,296342.1726,397127,62253982450,4.07,48.8,1.1016,10020,35962
3/11/15,385.21,535193.7904,448868,62253982450,4.41,48.06,1.0964,11545,42652
4/11/15,422.83,624127.9001,497257,62253982450,4.54,48.06,1.0866,14390,54768
5/11/15,404.14,375674.2515,445547,62253982450,4.08,59.23,1.0884,16294,51405
6/11/15,378.1,324482.941,431450,62253982450,3.73,60.77,1.0741,11448,43351
7/11/15,380.94,148645.7185,366087,62253982450,3.6,60.77,1.0741,8075,36433
8/11/15,379.06,136700.2585,377659,62253982450,3.53,43.08,1.0752,7956,39567
9/11/15,375.69,181597.5938,418274,62253982450,3.38,44.63,1.0752,11166,45103
10/11/15,356.83,268469.3103,394737,62253982450,3.26,44.63,1.0724,10928,43853
11/11/15,323.12,331362.9611,375284,65848255180,3.04,42.93,1.0743,9358,34774
12/11/15,327.67,239502.5483,370346,65848255180,3.13,35.62,1.0814,9258,38371
13/11/15,335.56,154973.7752,358038,65848255180,3.24,40.74,1.0773,8749,35364
14/11/15,334.42,115459.6017,386718,65848255180,3.21,40.74,1.0773,6794,30226
15/11/15,326.34,135481.7062,418112,65848255180,3.14,41.74,1.0686,7023,32216
16/11/15,324.5,147858.5516,402214,65848255180,3.12,41.74,1.0686,8825,35757
17/11/15,333.35,152997.1501,380647,65848255180,3.2,40.67,1.0642,9949,36957
18/11/15,334.09,131053.9076,413132,65848255180,3.19,40.75,1.066,9285,40387
19/11/15,330.36,136248.6378,357979,65848255180,3.16,40.54,1.0734,8819,32915
20/11/15,321.78,165183.9766,358006,65848255180,3.12,40.39,1.0646,8254,33652
21/11/15,324.2,86984.88587,374521,65848255180,3.14,40.39,1.0646,7416,25295
22/11/15,324.95,72132.32805,376446,65848255180,3.14,41.75,1.0636,7287,17983
23/11/15,323.45,84955.63456,342182,65848255180,3.13,41.75,1.0636,8246,21268
24/11/15,321.06,91455.17972,384100,72722780643,3.12,42.87,1.0643,7454,20427
25/11/15,323.54,128784.3852,364227,72722780643,3.22,43.04,1.0624,7164,27288
26/11/15,343.99,308453.7341,387024,72722780643,3.51,43.04,1.061,9513,24681
27/11/15,355.34,155285.3605,359600,72722780643,3.58,41.71,1.0593,7169,25861
28/11/15,356.56,103254.9921,414002,72722780643,3.54,41.71,1.0593,6462,25749
29/11/15,364.09,110987.1186,321393,72722780643,3.6,41.65,1.0565,7059,24219
30/11/15,375.38,191010.7091,489674,72722780643,3.65,41.65,1.0565,9143,26261
1/12/15,368.85,163893.7237,413030,72722780643,3.53,46.06,1.0633,9392,25143
2/12/15,358.18,151210.2853,427478,72722780643,3.38,51.17,1.0615,8799,23887
3/12/15,362.02,140088.6691,361065,72722780643,3.38,47.12,1.094,8288,23460
4/12/15,360.93,99144.15538,418070,72722780643,3.37,47.12,1.0881,8029,22066
5/12/15,376.42,176085.7553,456577,72722780643,3.45,60.72,1.0881,7077,22531
6/12/15,392.06,198342.0905,430043,79102380900,3.51,59.96,1.0837,7456,22728
7/12/15,392.72,161580.2607,435598,79102380900,3.56,59.96,1.0837,8731,25413
8/12/15,404.2,143001.9792,455232,79102380900,3.64,43.3,1.0892,15178,24716
9/12/15,415.35,218892.9818,490303,79102380900,3.68,43.3,1.1025,63357,33862
10/12/15,416.13,125294.7396,493281,79102380900,3.65,47.1,1.0941,28831,25232
11/12/15,433.61,255861.2578,460519,79102380900,3.76,41.75,1.0986,15030,26210
12/12/15,441.79,298714.3213,531936,79102380900,3.73,41.75,1.0986,10109,23062
13/12/15,433.34,127037.8917,478113,79102380900,3.62,36.31,1.0992,9965,21459
14/12/15,438.76,297420.0018,528953,79102380900,3.63,36.31,1.0992,10789,32070
15/12/15,454.6,182844.4875,494618,79102380900,3.72,37.35,1.0931,13363,28842
16/12/15,457.3,236046.3591,483265,79102380900,3.76,35.52,1.0912,12503,27652
17/12/15,454.4,105586.2676,457030,79102380900,3.73,34.95,1.0826,10082,23729
18/12/15,459.9,130941.7265,452097,93448670796,3.76,34.73,1.0868,8657,24189
19/12/15,462.06,103650.3917,505082,93448670796,3.74,34.73,1.0868,7633,21372
20/12/15,450.47,167401.6028,474385,93448670796,3.63,34.74,1.0915,7718,19855
21/12/15,438.38,177105.9264,502101,93448670796,3.5,34.74,1.0915,9199,24803
22/12/15,438.3,115994.5243,486000,93448670796,3.44,36.14,1.0957,8303,25707
23/12/15,440.07,107167.9506,472140,93448670796,3.51,37.5,1.0912,8266,26011
24/12/15,449.9,127044.2321,448474,93448670796,3.62,38.1,1.0963,7148,23679
25/12/15,455.22,85845.30557,377620,93448670796,3.64,38.1,1.096,6632,21240
26/12/15,434.07,267620.4299,419932,93448670796,3.52,38.1,1.096,8664,21795
27/12/15,418.05,128193.2783,406454,93448670796,3.44,36.81,1.0968,13392,32284
28/12/15,423.47,117218.6932,411519,93448670796,3.49,36.81,1.0968,9782,31890
29/12/15,427.17,120786.8062,415368,93448670796,3.48,37.87,1.092,8690,24417
30/12/15,429.1,109273.8289,405574,93448670796,3.48,36.6,1.0933,8638,26654
31/12/15,427.02,107715.3295,355266,1.04E+11,3.46,37.04,1.0862,7240,24012
1/1/16,432.2,83940.07404,316727,1.04E+11,3.5,37.04,1.0856,6245,20122
2/1/16,434,69347.00461,419640,1.04E+11,3.51,31.62,1.0856,7707,19715
3/1/16,430.51,92062.43757,394144,1.04E+11,3.49,34.4,1.0831,9635,19638
4/1/16,431.69,89132.24768,418266,1.04E+11,3.49,36.79,1.0831,9914,23308
5/1/16,432.22,79872.74999,435329,1.04E+11,3.48,45.48,1.0748,9817,27207
6/1/16,429.79,79207.28728,379421,1.04E+11,3.46,49.01,1.0781,8812,24615
7/1/16,443.98,197221.046,430305,1.04E+11,3.52,48.99,1.0932,10472,24700
8/1/16,455.41,125146.5712,413787,1.04E+11,3.58,40.06,1.0922,8982,26040
9/1/16,450.63,71628.60884,450627,1.04E+11,3.56,43.16,1.0922,7506,20585
10/1/16,446.22,80668.50433,432753,1.04E+11,3.54,43.16,1.0859,7441,20755
11/1/16,447.91,90308.32087,448116,1.04E+11,3.55,46.67,1.0859,9126,23867
12/1/16,441.94,261589.8086,456763,1.04E+11,3.52,51.06,1.0858,8556,27110
13/1/16,431.67,402826.233,425792,1.13E+11,3.47,30.48,1.0877,8535,27094
14/1/16,430.94,101975.9131,427601,1.13E+11,3.47,31.2,1.0865,8500,25568
15/1/16,397.29,385992.62,415708,1.13E+11,3.23,29.42,1.0916,10379,31035
16/1/16,374.52,321349.9947,501450,1.13E+11,3.02,29.42,1.0916,9734,28097
17/1/16,385.12,117676.5683,536461,1.13E+11,3.06,29.42,1.0892,10163,25408
18/1/16,383.42,141891.1377,472936,1.13E+11,3.03,28.46,1.0892,11240,29308
19/1/16,383.47,122095.0791,419190,1.13E+11,3.03,28.46,1.0908,10285,24617
20/1/16,400.46,303950.457,625563,1.13E+11,3.2,26.55,1.089,9594,29720
21/1/16,414.77,164761.193,516771,1.13E+11,3.3,29.53,1.0874,9741,29595
22/1/16,394.48,232069.0529,501601,1.13E+11,3.15,32.19,1.0796,8986,27533
23/1/16,386.61,145488.7354,473146,1.13E+11,3.1,32.19,1.0796,6951,23029
24/1/16,396.02,138439.4728,487622,1.13E+11,3.15,30.34,1.0849,7644,22635
25/1/16,396.23,149060.899,517175,1.13E+11,3.16,30.34,1.0849,8952,25172
26/1/16,393.12,147911.5792,533783,1.20E+11,3.14,31.45,1.087,8795,26057
27/1/16,394.01,120363.4426,529075,1.20E+11,3.23,32.3,1.0893,10330,28379
28/1/16,387.67,152830.7581,522089,1.20E+11,3.2,33.22,1.094,10867,26070
29/1/16,377.35,228237.1697,531737,1.20E+11,3.11,33.62,1.0831,9933,29331
30/1/16,378.63,79984.1534,497567,1.20E+11,3.1,33.62,1.0831,7305,25049
31/1/16,373.81,101373.1575,480130,1.20E+11,3.08,33.62,1.0888,6889,27728
1/2/16,372.11,138821.0475,600635,1.20E+11,3.08,29.88,1.0888,8159,29309
2/2/16,374.04,107952.8927,688829,1.20E+11,3.08,29.88,1.0919,8575,26458
3/2/16,371.9,123510.0834,543129,1.20E+11,3.07,34.66,1.1105,8334,27023
4/2/16,380.34,182167.2819,463870,1.20E+11,3.12,34.66,1.1209,8405,26103
5/2/16,388.03,112942.2983,505481,1.20E+11,3.16,44.78,1.1158,7286,26621
6/2/16,380.53,129422.9102,484673,1.20E+11,3.12,49.17,1.1158,6576,23929
7/2/16,377.22,98288.26679,525262,1.44E+11,3.1,49.17,1.1193,7257,24021
8/2/16,375.86,126832.0651,473992,1.44E+11,3.08,39.51,1.1193,7862,27363
9/2/16,374.9,147555.3481,507109,1.44E+11,3.07,44.44,1.1293,8240,25751
10/2/16,379.76,224170.2549,496638,1.44E+11,3.1,44.44,1.1292,8415,28230
11/2/16,380.32,195560.5806,497789,1.44E+11,3.1,45.34,1.1323,8508,29630
12/2/16,382.12,175449.597,471892,1.44E+11,3.1,51.68,1.1256,8265,28064
13/2/16,388.25,159463.49,445520,1.44E+11,3.12,51.68,1.1256,7304,25543
14/2/16,400.08,186137.2725,494551,1.44E+11,3.18,51.68,1.1156,8707,25283
15/2/16,403.97,183356.4275,498274,1.44E+11,3.21,29.04,1.1156,11516,27181
16/2/16,404.83,180552.5875,479779,1.44E+11,3.2,29.04,1.1144,11652,27923
17/2/16,412.98,201447.0434,539728,1.44E+11,3.23,30.66,1.1128,11247,29153
18/2/16,420.14,182683.3913,495715,1.44E+11,3.25,30.77,1.1107,22016,24986
19/2/16,421.05,132315.1645,510057,1.63E+11,3.25,29.64,1.113,15488,27889
20/2/16,430.58,218291.8296,500214,1.63E+11,3.37,29.64,1.113,11468,23050
21/2/16,438.42,204873.6463,522170,1.63E+11,3.48,31.48,1.103,11411,25424
22/2/16,437.18,195309.026,538813,1.63E+11,3.47,31.48,1.103,11126,25239
23/2/16,429.17,198627.3411,546376,1.63E+11,3.45,31.87,1.102,10140,28499
24/2/16,421.34,160781.5446,468940,1.63E+11,3.38,32.15,1.1013,9726,27169
25/2/16,424.43,166807.2474,525418,1.63E+11,3.37,33.07,1.1018,9689,28753
26/2/16,427.64,143779.8148,474690,1.63E+11,3.38,32.78,1.0934,8563,30726
27/2/16,431.92,96993.88776,475497,1.63E+11,3.42,32.78,1.0934,7438,24902
28/2/16,431.39,122936.0903,488866,1.63E+11,3.42,33.75,1.0873,7501,28161
29/2/16,436.08,139182.4895,562749,1.63E+11,3.45,33.75,1.0873,8818,28270
1/3/16,436.25,171680.9169,564999,1.63E+11,3.44,33.75,1.0868,9774,25668
2/3/16,429.76,174411.9881,557805,1.63E+11,3.4,32.28,1.0868,9169,27957
3/3/16,422.58,237786.9279,567272,1.63E+11,3.34,34.57,1.0957,9718,31442
4/3/16,417.22,217765.4379,526449,1.63E+11,3.29,34.57,1.1005,8221,30294
5/3/16,404.16,334978.7015,520928,1.58E+11,3.2,43.65,1.1005,7319,28045
6/3/16,403.98,225784.6824,417387,1.58E+11,3.21,48.62,1.1014,7807,24747
7/3/16,411.08,208627.0312,409455,1.58E+11,3.24,48.62,1.1014,9903,29486
8/3/16,413.94,169859.6318,465717,1.58E+11,3.26,40.83,1.1011,9547,27850
9/3/16,414.1,169071.007,510618,1.58E+11,3.27,40.83,1.0999,8667,28142
10/3/16,415.66,194925.8914,440705,1.58E+11,3.28,48.81,1.1177,8231,30719
11/3/16,419.97,176130.9046,424621,1.58E+11,3.34,44.66,1.1156,7550,29704
12/3/16,416.28,222717.6324,376520,1.58E+11,3.34,44.66,1.1156,6256,28068
13/3/16,413.49,179745.0966,426291,1.58E+11,3.3,37.18,1.1103,7127,28299
14/3/16,415.38,229330.7333,456138,1.58E+11,3.31,37.18,1.1103,10334,28751
15/3/16,416.58,160309.4244,448952,1.58E+11,3.31,36.34,1.1109,9939,30661
16/3/16,416.88,156365.8607,446561,1.58E+11,3.31,38.46,1.1224,8767,33113
17/3/16,419.35,199185.8829,477267,1.58E+11,3.31,40.2,1.1318,8000,30033
18/3/16,414.2,253355.8667,437659,1.65E+11,3.24,39.44,1.127,7261,25976
19/3/16,409.48,142676.077,423218,1.65E+11,3.18,39.44,1.127,5803,27011
20/3/16,412.3,111442.8814,437424,1.65E+11,3.2,39.91,1.1241,6392,22064
21/3/16,412.63,149420.5463,437620,1.65E+11,3.2,39.91,1.1241,7624,25353
22/3/16,415.53,160790.5566,464583,1.65E+11,3.22,41.45,1.1217,8206,25184
23/3/16,418.21,146921.8814,432360,1.65E+11,3.24,39.79,1.1181,8114,23845
24/3/16,417.24,163806.6916,428038,1.65E+11,3.24,39.46,1.1174,8782,22710
25/3/16,416.83,126094.5709,400111,1.65E+11,3.23,39.46,1.1167,7324,22593
26/3/16,417.64,106911.2154,457009,1.65E+11,3.23,39.46,1.1167,6252,20187
27/3/16,422.86,168446.7673,425281,1.65E+11,3.27,39.39,1.1196,6509,19044
28/3/16,425.23,161142.9109,516152,1.65E+11,3.28,39.39,1.1196,7847,23045
29/3/16,419.92,179585.4067,668735,1.65E+11,3.24,38.28,1.1291,8713,31699
30/3/16,415.24,159026.3462,480367,1.65E+11,3.23,38.32,1.1338,8453,35672
31/3/16,416.4,144609.0298,419593,1.65E+11,3.24,38.34,1.138,8131,24191
1/4/16,417.18,122814.3727,505319,1.67E+11,3.24,36.76,1.1391,7467,24472
2/4/16,419.95,108777.7116,477457,1.67E+11,3.26,31.72,1.1391,6114,21507
3/4/16,420.84,90423.20122,466510,1.67E+11,3.26,35.92,1.1391,7076,21378
4/4/16,421.17,120222.9504,487367,1.67E+11,3.25,35.7,1.1391,8360,24516
5/4/16,422.48,143718.0458,460775,1.67E+11,3.25,43.78,1.1384,9526,26914
6/4/16,423.74,139451.0785,479006,1.67E+11,3.26,43.78,1.1399,8212,23270
7/4/16,422.64,136898.0693,446278,1.67E+11,3.25,48.76,1.1378,8289,23407
8/4/16,422.06,150345.2116,440786,1.67E+11,3.23,41.93,1.1399,8760,24554
9/4/16,419.41,118720.8221,423711,1.67E+11,3.22,41.93,1.1399,6351,19399
10/4/16,420.71,174653.7995,435519,1.67E+11,3.23,48.69,1.1408,6910,19193
11/4/16,421.9,120283.2425,477742,1.67E+11,3.23,44.07,1.1408,9268,23919
12/4/16,424.54,166601.027,511761,1.67E+11,3.25,44.07,1.1386,8641,23252
13/4/16,424.74,162594.5284,495154,1.67E+11,3.25,41.76,1.1274,9055,23243
14/4/16,424.15,106757.0435,470246,1.79E+11,3.24,41.5,1.1268,8202,24938
15/4/16,427.12,128304.6919,436767,1.79E+11,3.26,40.36,1.1284,7162,27593
16/4/16,430.44,91517.51696,409222,1.79E+11,3.28,40.36,1.1284,5785,20857
17/4/16,428.87,121542.4254,478093,1.79E+11,3.27,39.78,1.1313,6340,19395
18/4/16,428.14,130029.6632,478493,1.79E+11,3.25,39.78,1.1313,7743,21989
19/4/16,432.08,122223.8937,480065,1.79E+11,3.27,41.08,1.1358,9076,22642
20/4/16,438.54,166210.8268,465440,1.79E+11,3.28,42.63,1.1297,8403,22973
21/4/16,445.58,153069.4914,477575,1.79E+11,3.31,43.18,1.1288,11381,23282
22/4/16,447.35,131450.5421,440135,1.79E+11,3.33,43.73,1.1222,9665,24241
23/4/16,447.69,112768.6569,434758,1.79E+11,3.32,43.73,1.1222,7170,25236
24/4/16,454.55,150034.9797,457552,1.79E+11,3.5,43.15,1.1268,8433,30727
25/4/16,460.19,189251.8308,495022,1.79E+11,3.71,42.64,1.1268,9045,28861
26/4/16,464.33,170077.109,524750,1.79E+11,3.94,44.04,1.1297,9250,26206
27/4/16,455.54,205393.3705,471935,1.79E+11,4.01,45.33,1.1322,8777,28009
28/4/16,445.06,166415.0991,460497,1.79E+11,3.81,46.03,1.1352,9540,26142
29/4/16,451.48,109104.5008,516695,1.79E+11,3.79,45.92,1.1451,7765,26067
30/4/16,451.7,153470.445,440383,1.79E+11,3.73,45.92,1.1451,6176,22785
1/5/16,450.19,90317.64366,431043,1.79E+11,3.68,35.97,1.1534,6593,22113
2/5/16,447.71,205773.8268,483655,1.79E+11,3.7,30.89,1.1534,88391,44092
3/5/16,447.19,132754.3102,466136,1.79E+11,3.71,30.89,1.1496,43326,34902
4/5/16,448.23,112458.5592,499193,1.79E+11,3.75,35.89,1.1487,20101,28567
5/5/16,447.27,112774.834,457956,1.79E+11,3.73,44.32,1.1405,25386,27508
6/5/16,454,160345.3744,454721,1.79E+11,3.77,44.32,1.1404,17048,24738
7/5/16,459.04,83575.5054,419100,1.79E+11,3.9,46.6,1.1404,11166,21334
8/5/16,458.1,88004.80244,440127,1.79E+11,3.93,41.8,1.1383,11207,20478
9/5/16,459.42,120789.4737,485976,1.79E+11,4,45.17,1.1383,13087,23092
10/5/16,455.57,129411.726,495896,1.79E+11,3.95,49.83,1.1372,12193,23402
11/5/16,452.26,111894.0432,471725,1.94E+11,3.86,49.83,1.1426,10845,21597
12/5/16,452.86,132158.5037,453620,1.94E+11,3.86,51.79,1.1377,11455,22343
13/5/16,455.26,133648.9039,459124,1.94E+11,3.9,46.21,1.1309,9489,23638
14/5/16,455.78,81638.071,459068,1.94E+11,3.98,46.21,1.1309,12031,19355
