date, value
2013/10/29,1.3745
2013/10/30,1.3735
2013/10/31,1.3584
2013/11/1,1.349
2013/11/4,1.3513
2013/11/5,1.3474
2013/11/6,1.3514
2013/11/7,1.3416
2013/11/8,1.3363
2013/11/11,1.3404
2013/11/12,1.3434
2013/11/13,1.3488
2013/11/14,1.3455
2013/11/15,1.3493
2013/11/18,1.3506
2013/11/19,1.3538
2013/11/20,1.3441
2013/11/21,1.3478
2013/11/22,1.3554
2013/11/25,1.3517
2013/11/26,1.3573
2013/11/27,1.3577
2013/11/29,1.3589
2013/12/2,1.3541
2013/12/3,1.3588
2013/12/4,1.3593
2013/12/5,1.3665
2013/12/6,1.3704
2013/12/9,1.3739
2013/12/10,1.376
2013/12/11,1.3786
2013/12/12,1.3751
2013/12/13,1.3736
2013/12/16,1.3761
2013/12/17,1.3764
2013/12/18,1.3685
2013/12/19,1.3662
2013/12/20,1.3673
2013/12/23,1.3694
2013/12/24,1.3677
2013/12/26,1.369
2013/12/27,1.3741
2013/12/30,1.3799
2013/12/31,1.375
2014/1/2,1.3669
2014/1/3,1.3587
2014/1/6,1.3627
2014/1/7,1.3614
2014/1/8,1.3577
2014/1/9,1.3603
2014/1/10,1.3666
2014/1/13,1.367
2014/1/14,1.3676
2014/1/15,1.3603
2014/1/16,1.362
2014/1/17,1.3536
2014/1/21,1.356
2014/1/22,1.3546
2014/1/23,1.3694
2014/1/24,1.3676
2014/1/27,1.3673
2014/1/28,1.3669
2014/1/29,1.3664
2014/1/30,1.3554
2014/1/31,1.3487
2014/2/3,1.3529
2014/2/4,1.3516
2014/2/5,1.3531
2014/2/6,1.359
2014/2/7,1.3634
2014/2/10,1.3643
2014/2/11,1.3636
2014/2/12,1.3593
2014/2/13,1.3679
2014/2/14,1.3691
2014/2/18,1.3757
2014/2/19,1.3732
2014/2/20,1.3719
2014/2/21,1.3736
2014/2/24,1.3734
2014/2/25,1.3743
2014/2/26,1.3686
2014/2/27,1.3709
2014/2/28,1.3798
2014/3/3,1.3733
2014/3/4,1.3741
2014/3/5,1.3733
2014/3/6,1.3859
2014/3/7,1.3872
2014/3/10,1.3876
2014/3/11,1.3859
2014/3/12,1.3903
2014/3/13,1.3867
2014/3/14,1.3908
2014/3/17,1.3922
2014/3/18,1.3933
2014/3/19,1.383
2014/3/20,1.3777
2014/3/21,1.3792
2014/3/24,1.3838
2014/3/25,1.3824
2014/3/26,1.3782
2014/3/27,1.3741
2014/3/28,1.3752
2014/3/31,1.3772
2014/4/1,1.3792
2014/4/2,1.3766
2014/4/3,1.3718
2014/4/4,1.3701
2014/4/7,1.374
2014/4/8,1.3796
2014/4/9,1.3854
2014/4/10,1.3887
2014/4/11,1.3884
2014/4/14,1.3819
2014/4/15,1.3813
2014/4/16,1.3815
2014/4/17,1.3813
2014/4/21,1.3793
2014/4/22,1.3804
2014/4/23,1.3817
2014/4/24,1.3831
2014/4/25,1.3833
2014/4/28,1.3849
2014/4/29,1.3811
2014/4/30,1.3866
2014/5/1,1.3867
2014/5/2,1.3872
2014/5/5,1.3874
2014/5/6,1.3927
2014/5/7,1.391
2014/5/8,1.3838
2014/5/9,1.3758
2014/5/12,1.3755
2014/5/13,1.3701
2014/5/14,1.3714
2014/5/15,1.371
2014/5/16,1.3692
2014/5/19,1.3708
2014/5/20,1.3702
2014/5/21,1.3685
2014/5/22,1.3655
2014/5/23,1.363
2014/5/27,1.3635
2014/5/28,1.359
2014/5/29,1.3601
2014/5/30,1.3631
2014/6/2,1.3595
2014/6/3,1.3627
2014/6/4,1.3597
2014/6/5,1.3659
2014/6/6,1.3643
2014/6/9,1.3591
2014/6/10,1.3546
2014/6/11,1.3529
2014/6/12,1.3549
2014/6/13,1.3536
2014/6/16,1.3572
2014/6/17,1.3546
2014/6/18,1.3594
2014/6/19,1.3606
2014/6/20,1.36
2014/6/23,1.3602
2014/6/24,1.3605
2014/6/25,1.3627
2014/6/26,1.361
2014/6/27,1.3646
2014/6/30,1.3691
2014/7/1,1.3679
2014/7/2,1.3658
2014/7/3,1.3608
2014/7/7,1.3603
2014/7/8,1.3609
2014/7/9,1.3641
2014/7/10,1.3608
2014/7/11,1.3608
2014/7/14,1.3618
2014/7/15,1.3568
2014/7/16,1.3525
2014/7/17,1.3526
2014/7/18,1.3524
2014/7/21,1.3523
2014/7/22,1.3465
2014/7/23,1.3462
2014/7/24,1.3461
2014/7/25,1.3429
2014/7/28,1.3438
2014/7/29,1.3407
2014/7/30,1.3395
2014/7/31,1.3388
2014/8/1,1.3429
2014/8/4,1.342
2014/8/5,1.3375
2014/8/6,1.3382
2014/8/7,1.3362
2014/8/8,1.3385
2014/8/11,1.3383
2014/8/12,1.3368
2014/8/13,1.3362
2014/8/14,1.3365
2014/8/15,1.3397
2014/8/18,1.3362
2014/8/19,1.3319
2014/8/20,1.326
2014/8/21,1.3281
2014/8/22,1.324
2014/8/25,1.3194
2014/8/26,1.3168
2014/8/27,1.3192
2014/8/28,1.3181
2014/8/29,1.3134
2014/9/2,1.3132
2014/9/3,1.315
2014/9/4,1.2943
2014/9/5,1.2953
2014/9/8,1.2894
2014/9/9,1.2938
2014/9/10,1.2916
2014/9/11,1.2919
2014/9/12,1.296
2014/9/15,1.294
2014/9/16,1.2957
2014/9/17,1.2862
2014/9/18,1.2922
2014/9/19,1.2831
2014/9/22,1.2849
2014/9/23,1.2849
2014/9/24,1.2779
2014/9/25,1.275
2014/9/26,1.268
2014/9/29,1.2685
2014/9/30,1.263
2014/10/1,1.2624
2014/10/2,1.2668
2014/10/3,1.2514
2014/10/6,1.2653
2014/10/7,1.2668
2014/10/8,1.2733
2014/10/9,1.2689
2014/10/10,1.2622
2014/10/13,1.2745
2014/10/14,1.266
2014/10/15,1.2837
2014/10/16,1.2808
2014/10/17,1.2758
2014/10/20,1.2799
2014/10/21,1.2715
2014/10/22,1.2644
2014/10/23,1.2646
2014/10/24,1.2668
2014/10/27,1.2696
2014/10/28,1.2732
2014/10/29,1.2632
2014/10/30,1.2612
2014/10/31,1.2524
2014/11/3,1.2482
2014/11/4,1.2545
2014/11/5,1.2485
2014/11/6,1.2373
2014/11/7,1.2451
2014/11/10,1.2419
2014/11/11,1.2472
2014/11/12,1.2438
2014/11/13,1.2473
2014/11/14,1.2521
2014/11/17,1.2449
2014/11/18,1.2534
2014/11/19,1.2552
2014/11/20,1.2539
2014/11/21,1.2391
2014/11/24,1.244
2014/11/25,1.2473
2014/11/26,1.2506
2014/11/28,1.2448
2014/12/1,1.2469
2014/12/2,1.2381
2014/12/3,1.231
2014/12/4,1.2379
2014/12/5,1.2285
2014/12/8,1.2317
2014/12/9,1.2373
2014/12/10,1.2446
2014/12/11,1.241
2014/12/12,1.2456
2014/12/15,1.2437
2014/12/16,1.2508
2014/12/17,1.2343
2014/12/18,1.2285
2014/12/19,1.2228
2014/12/22,1.2228
2014/12/23,1.2171
2014/12/24,1.2194
2014/12/26,1.2175
2014/12/29,1.2154
2014/12/30,1.2156
2014/12/31,1.2097
2015/1/2,1.2
2015/1/5,1.1932
2015/1/6,1.1891
2015/1/7,1.1839
2015/1/8,1.1794
2015/1/9,1.1839
2015/1/12,1.1833
2015/1/13,1.1772
2015/1/14,1.1786
2015/1/15,1.163
2015/1/16,1.1567
2015/1/20,1.1548
2015/1/21,1.1609
2015/1/22,1.1364
2015/1/23,1.1207
2015/1/26,1.1238
2015/1/27,1.138
2015/1/28,1.1286
2015/1/29,1.1319
2015/1/30,1.1283
2015/2/2,1.1337
2015/2/3,1.1477
2015/2/4,1.1342
2015/2/5,1.1475
2015/2/6,1.1312
2015/2/9,1.1323
2015/2/10,1.1317
2015/2/11,1.1333
2015/2/12,1.1402
2015/2/13,1.1389
2015/2/17,1.1409
2015/2/18,1.1396
2015/2/19,1.1366
2015/2/20,1.1379
2015/2/23,1.1334
2015/2/24,1.1339
2015/2/25,1.136
2015/2/26,1.1197
2015/2/27,1.1193
2015/3/2,1.1182
2015/3/3,1.1175
2015/3/4,1.1078
2015/3/5,1.1028
2015/3/6,1.0843
2015/3/9,1.0847
2015/3/10,1.0698
2015/3/11,1.0545
2015/3/12,1.0634
2015/3/13,1.0493
2015/3/16,1.0563
2015/3/17,1.0594
2015/3/18,1.0869
2015/3/19,1.0654
2015/3/20,1.0817
2015/3/23,1.0946
2015/3/24,1.0923
2015/3/25,1.0969
2015/3/26,1.0882
2015/3/27,1.089
2015/3/30,1.0832
2015/3/31,1.0738
2015/4/1,1.0761
2015/4/2,1.0879
2015/4/6,1.0923
2015/4/7,1.0815
2015/4/8,1.0779
2015/4/9,1.0658
2015/4/10,1.0603
2015/4/13,1.0564
2015/4/14,1.0652
2015/4/15,1.0685
2015/4/16,1.076
2015/4/17,1.0808
2015/4/20,1.0736
2015/4/21,1.0734
2015/4/22,1.0724
2015/4/23,1.0823
2015/4/24,1.087
2015/4/27,1.0887
2015/4/28,1.0981
2015/4/29,1.1125
2015/4/30,1.1221
2015/5/1,1.1198
2015/5/4,1.1148
2015/5/5,1.1184
2015/5/6,1.1347
2015/5/7,1.1265
2015/5/8,1.1209
2015/5/11,1.1153
2015/5/12,1.1213
2015/5/13,1.1351
2015/5/14,1.1407
2015/5/15,1.1445
2015/5/18,1.1313
2015/5/19,1.1148
2015/5/20,1.1095
2015/5/21,1.1112
2015/5/22,1.1015
2015/5/26,1.0874
2015/5/27,1.0904
2015/5/28,1.0949
2015/5/29,1.0986
2015/6/1,1.0927
2015/6/2,1.1151
2015/6/3,1.1275
2015/6/4,1.1238
2015/6/5,1.1114
2015/6/8,1.1291
2015/6/9,1.1283
2015/6/10,1.1324
2015/6/11,1.1258
2015/6/12,1.1266
2015/6/15,1.1283
2015/6/16,1.1248
2015/6/17,1.1337
2015/6/18,1.1359
2015/6/19,1.1352
2015/6/22,1.1341
2015/6/23,1.1167
2015/6/24,1.1205
2015/6/25,1.1205
2015/6/26,1.1167
2015/6/29,1.1236
2015/6/30,1.1147
2015/7/1,1.1053
2015/7/2,1.1084
2015/7/3,1.1114
2015/7/6,1.1056
2015/7/7,1.1011
2015/7/8,1.1077
2015/7/9,1.1036
2015/7/10,1.1162
2015/7/13,1.1002
2015/7/14,1.1009
2015/7/15,1.095
2015/7/16,1.0875
2015/7/17,1.083
2015/7/20,1.0825
2015/7/21,1.0935
2015/7/22,1.0929
2015/7/23,1.0984
2015/7/24,1.0984
2015/7/27,1.1088
2015/7/28,1.106
2015/7/29,1.0984
2015/7/30,1.0932
2015/7/31,1.0984
2015/8/3,1.095
2015/8/4,1.0881
2015/8/5,1.0906
2015/8/6,1.0925
2015/8/7,1.0967
2015/8/10,1.1019
2015/8/11,1.1042
2015/8/12,1.1159
2015/8/13,1.115
2015/8/14,1.1109
2015/8/17,1.1078
2015/8/18,1.1024
2015/8/19,1.112
2015/8/20,1.1242
2015/8/21,1.1386
2015/8/24,1.1619
2015/8/25,1.1517
2015/8/26,1.1314
2015/8/27,1.1246
2015/8/28,1.1185
2015/8/31,1.1211
2015/9/1,1.1315
2015/9/2,1.1227
2015/9/3,1.1123
2015/9/4,1.1149
2015/9/7,1.117
2015/9/8,1.1203
2015/9/9,1.1207
2015/9/10,1.128
2015/9/11,1.1338
2015/9/14,1.1317
2015/9/15,1.1269
2015/9/16,1.129
2015/9/17,1.1435
2015/9/18,1.1298
2015/9/21,1.119
2015/9/22,1.112
2015/9/23,1.1186
2015/9/24,1.123
2015/9/25,1.1195
2015/9/28,1.1244
2015/9/29,1.1249
2015/9/30,1.1177
2015/10/1,1.1195
2015/10/2,1.1216
2015/10/5,1.1188
2015/10/6,1.1272
2015/10/7,1.1237
2015/10/8,1.1276
2015/10/9,1.1358
2015/10/12,1.1358
2015/10/13,1.1379
2015/10/14,1.1474
2015/10/15,1.1386
2015/10/16,1.1348
2015/10/19,1.1327
2015/10/20,1.1346
2015/10/21,1.1339
2015/10/22,1.1109
2015/10/23,1.1018
2015/10/26,1.1058
2015/10/27,1.1051
2015/10/28,1.0923
2015/10/29,1.0977
2015/10/30,1.1006
2015/11/2,1.1016
2015/11/3,1.0964
2015/11/4,1.0866
2015/11/5,1.0884
2015/11/6,1.0741
2015/11/9,1.0752
2015/11/10,1.0724
2015/11/11,1.0743
2015/11/12,1.0814
2015/11/13,1.0773
2015/11/16,1.0686
2015/11/17,1.0642
2015/11/18,1.066
2015/11/19,1.0734
2015/11/20,1.0646
2015/11/23,1.0636
2015/11/24,1.0643
2015/11/25,1.0624
2015/11/26,1.061
2015/11/27,1.0593
2015/11/30,1.0565
2015/12/1,1.0633
2015/12/2,1.0615
2015/12/3,1.094
2015/12/4,1.0881
2015/12/7,1.0837
2015/12/8,1.0892
2015/12/9,1.1025
2015/12/10,1.0941
2015/12/11,1.0986
2015/12/14,1.0992
2015/12/15,1.0931
2015/12/16,1.0912
2015/12/17,1.0826
2015/12/18,1.0868
2015/12/21,1.0915
2015/12/22,1.0957
2015/12/23,1.0912
2015/12/24,1.0963
2015/12/25,1.096
2015/12/28,1.0968
2015/12/29,1.092
2015/12/30,1.0933
2015/12/31,1.0862
2016/1/1,1.0856
2016/1/4,1.0831
2016/1/5,1.0748
2016/1/6,1.0781
2016/1/7,1.0932
2016/1/8,1.0922
2016/1/11,1.0859
2016/1/12,1.0858
2016/1/13,1.0877
2016/1/14,1.0865
2016/1/15,1.0916
2016/1/18,1.0892
2016/1/19,1.0908
2016/1/20,1.089
2016/1/21,1.0874
2016/1/22,1.0796
2016/1/25,1.0849
2016/1/26,1.087
2016/1/27,1.0893
2016/1/28,1.094
2016/1/29,1.0831
2016/2/1,1.0888
2016/2/2,1.0919
2016/2/3,1.1105
2016/2/4,1.1209
2016/2/5,1.1158
2016/2/8,1.1193
2016/2/9,1.1293
2016/2/10,1.1292
2016/2/11,1.1323
2016/2/12,1.1256
2016/2/15,1.1156
2016/2/16,1.1144
2016/2/17,1.1128
2016/2/18,1.1107
2016/2/19,1.113
2016/2/22,1.103
2016/2/23,1.102
2016/2/24,1.1013
2016/2/25,1.1018
2016/2/26,1.0934
2016/2/29,1.0873
2016/3/1,1.0868
2016/3/2,1.0868
2016/3/3,1.0957
2016/3/4,1.1005
2016/3/7,1.1014
2016/3/8,1.1011
2016/3/9,1.0999
2016/3/10,1.1177
2016/3/11,1.1156
2016/3/14,1.1103
2016/3/15,1.1109
2016/3/16,1.1224
2016/3/17,1.1318
2016/3/18,1.127
2016/3/21,1.1241
2016/3/22,1.1217
2016/3/23,1.1181
2016/3/24,1.1174
2016/3/25,1.1167
2016/3/28,1.1196
2016/3/29,1.1291
2016/3/30,1.1338
2016/3/31,1.138
2016/4/1,1.1391
2016/4/4,1.1391
2016/4/5,1.1384
2016/4/6,1.1399
2016/4/7,1.1378
2016/4/8,1.1399
2016/4/11,1.1408
2016/4/12,1.1386
2016/4/13,1.1274
2016/4/14,1.1268
2016/4/15,1.1284
2016/4/18,1.1313
2016/4/19,1.1358
2016/4/20,1.1297
2016/4/21,1.1288
2016/4/22,1.1222
2016/4/25,1.1268
2016/4/26,1.1297
2016/4/27,1.1322
2016/4/28,1.1352
2016/4/29,1.1451
2016/5/2,1.1534
2016/5/3,1.1496
2016/5/4,1.1487
2016/5/5,1.1405
2016/5/6,1.1404
2016/5/9,1.1383
2016/5/10,1.1372
2016/5/11,1.1426
2016/5/12,1.1377
2016/5/13,1.1309
2016/5/16,1.1321
2016/5/17,1.1313
2016/5/18,1.1216
2016/5/19,1.1203
2016/5/20,1.1224
2016/5/23,1.122
2016/5/24,1.1141
2016/5/25,1.1155
2016/5/26,1.1194
2016/5/27,1.1115
2016/5/30,1.1138
2016/5/31,1.1132
2016/6/1,1.1188
2016/6/2,1.1151
2016/6/3,1.1367
2016/6/6,1.1355
2016/6/7,1.1358
2016/6/8,1.1395
2016/6/9,1.1316
2016/6/10,1.1251
2016/6/13,1.1292
2016/6/14,1.1207
2016/6/15,1.126
2016/6/16,1.1225
2016/6/17,1.1277
2016/6/20,1.1314
2016/6/21,1.1242
2016/6/22,1.1296
2016/6/23,1.1385
2016/6/24,1.1117
2016/6/27,1.1025
2016/6/28,1.1065
2016/6/29,1.1125
2016/6/30,1.1106
2016/7/1,1.1136
2016/7/4,1.1154
2016/7/5,1.1076
2016/7/6,1.11
2016/7/7,1.1063
2016/7/8,1.1051
2016/7/11,1.1058
2016/7/12,1.1061
2016/7/13,1.109
2016/7/14,1.112
2016/7/15,1.1035
2016/7/18,1.1075
2016/7/19,1.1021
2016/7/20,1.1015
2016/7/21,1.1026
2016/7/22,1.0977
2016/7/25,1.0995
2016/7/26,1.0986
2016/7/27,1.1058
2016/7/28,1.1077
2016/7/29,1.1174
2016/8/1,1.1163
2016/8/2,1.1224
2016/8/3,1.1149
2016/8/4,1.113
2016/8/5,1.1086
2016/8/8,1.1088
2016/8/9,1.1117
2016/8/10,1.1176
2016/8/11,1.1137
2016/8/12,1.1162
2016/8/15,1.1184
2016/8/16,1.1279
2016/8/17,1.1289
2016/8/18,1.1354
2016/8/19,1.1325
2016/8/22,1.132
2016/8/23,1.1305
2016/8/24,1.1264
2016/8/25,1.1285
2016/8/26,1.1198
2016/8/29,1.1189
2016/8/30,1.1143
2016/8/31,1.1158
2016/9/1,1.1197
2016/9/2,1.1156
2016/9/5,1.1147
2016/9/6,1.1255
2016/9/7,1.1239
2016/9/8,1.126
2016/9/9,1.1233
2016/9/12,1.1235
2016/9/13,1.122
2016/9/14,1.125
2016/9/15,1.1244
2016/9/16,1.1155
2016/9/19,1.1175
2016/9/20,1.1151
2016/9/21,1.1189
2016/9/22,1.1208
2016/9/23,1.1226
2016/9/26,1.1254
2016/9/27,1.1215
2016/9/28,1.1217
2016/9/29,1.1222
2016/9/30,1.1235
2016/10/3,1.1211
2016/10/4,1.1204
2016/10/5,1.1205
2016/10/6,1.1151
2016/10/7,1.1201
2016/10/10,1.1139
2016/10/11,1.1054
2016/10/12,1.1007
2016/10/13,1.1056
2016/10/14,1.0972
2016/10/17,1.1
2016/10/18,1.0981
2016/10/19,1.0974
2016/10/20,1.0929
2016/10/21,1.0884
2016/10/24,1.0882
2016/10/25,1.0889
2016/10/26,1.0908
2016/10/27,1.0897
2016/10/28,1.0985
2016/10/31,1.0981
2016/11/1,1.1055
2016/11/2,1.1098
2016/11/3,1.1105
2016/11/4,1.1141
2016/11/7,1.1041
2016/11/8,1.1026
2016/11/9,1.091
2016/11/10,1.0893
2016/11/11,1.0855
2016/11/14,1.0737
2016/11/15,1.0722
2016/11/16,1.0691
2016/11/17,1.0626
2016/11/18,1.0588
2016/11/21,1.063
2016/11/22,1.0627
2016/11/23,1.0553
2016/11/24,1.0554
2016/11/25,1.0589
2016/11/28,1.0614
2016/11/29,1.065
2016/11/30,1.0589
2016/12/1,1.0661
2016/12/2,1.0664
2016/12/5,1.0764
2016/12/6,1.0718
2016/12/7,1.0753
2016/12/8,1.0615
2016/12/9,1.0561
2016/12/12,1.0635
2016/12/13,1.0626
2016/12/14,1.0536
2016/12/15,1.0414
2016/12/16,1.0451
2016/12/19,1.0402
2016/12/20,1.0388
2016/12/21,1.0424
2016/12/22,1.0437
2016/12/23,1.0456
2016/12/26,1.0455
2016/12/27,1.0457
2016/12/28,1.0413
2016/12/29,1.049
2016/12/30,1.0517
2017/1/2,1.0455
2017/1/3,1.0405
2017/1/4,1.0489
2017/1/5,1.0607
2017/1/6,1.0532
2017/1/9,1.0574
2017/1/10,1.0554
2017/1/11,1.0582
2017/1/12,1.0613
2017/1/13,1.0643
2017/1/16,1.0601
2017/1/17,1.0713
2017/1/18,1.063
2017/1/19,1.0664
2017/1/20,1.0703
2017/1/23,1.0765
2017/1/24,1.0731
2017/1/25,1.0748
2017/1/26,1.0682
2017/1/27,1.0699
2017/1/30,1.0695
2017/1/31,1.0798
2017/2/1,1.0769
2017/2/2,1.0759
2017/2/3,1.0783
2017/2/6,1.075
2017/2/7,1.0683
2017/2/8,1.0698
2017/2/9,1.0655
2017/2/10,1.0643
2017/2/13,1.0598
2017/2/14,1.0578
2017/2/15,1.0601
2017/2/16,1.0674
2017/2/17,1.0616
2017/2/20,1.0614
2017/2/21,1.0536
2017/2/22,1.0558
2017/2/23,1.0582
2017/2/24,1.0563
2017/2/27,1.0587
2017/2/28,1.0576
2017/3/1,1.0547
2017/3/2,1.0507
2017/3/3,1.0622
2017/3/6,1.0582
2017/3/7,1.0566
2017/3/8,1.0541
2017/3/9,1.0577
2017/3/10,1.0673
2017/3/13,1.0653
2017/3/14,1.0604
2017/3/15,1.0734
2017/3/16,1.0766
2017/3/17,1.0738
2017/3/20,1.0739
2017/3/21,1.0811
2017/3/22,1.0797
2017/3/23,1.0783
2017/3/24,1.0798
2017/3/27,1.0864
2017/3/28,1.0814
2017/3/29,1.0766
2017/3/30,1.0674
2017/3/31,1.0652
2017/4/3,1.067
2017/4/4,1.0674
2017/4/5,1.0663
2017/4/6,1.0644
2017/4/7,1.0591
2017/4/10,1.0596
2017/4/11,1.0605
2017/4/12,1.0665
2017/4/13,1.0613
2017/4/14,1.0618
2017/4/17,1.0643
2017/4/18,1.073
2017/4/19,1.0711
2017/4/20,1.0717
2017/4/21,1.0728
2017/4/24,1.0868
2017/4/25,1.0926
2017/4/26,1.0904
2017/4/27,1.0873
2017/4/28,1.0895
2017/5/1,1.0899
2017/5/2,1.093
2017/5/3,1.0886
2017/5/4,1.0985
2017/5/5,1.0998
2017/5/8,1.0924
2017/5/9,1.0874
2017/5/10,1.0868
2017/5/11,1.0861
2017/5/12,1.0931
2017/5/15,1.0975
2017/5/16,1.1083
2017/5/17,1.1159
2017/5/18,1.1103
2017/5/19,1.1206
2017/5/22,1.1237
2017/5/23,1.1183
2017/5/24,1.1219
2017/5/25,1.121
2017/5/26,1.1183
2017/5/29,1.1164
2017/5/30,1.1186
2017/5/31,1.1244
2017/6/1,1.1213
2017/6/2,1.1279
2017/6/5,1.1254
2017/6/6,1.1277
2017/6/7,1.1257
2017/6/8,1.1214
2017/6/9,1.1195
2017/6/12,1.1203
2017/6/13,1.1211
2017/6/14,1.1218
2017/6/15,1.1145
2017/6/16,1.1198
2017/6/19,1.1149
2017/6/20,1.1134
2017/6/21,1.1168
2017/6/22,1.1152
2017/6/23,1.1194
2017/6/26,1.1182
2017/6/27,1.1339
2017/6/28,1.1378
2017/6/29,1.1441
2017/6/30,1.1426
2017/7/3,1.1364
2017/7/4,1.1346
2017/7/5,1.1352
2017/7/6,1.1423
2017/7/7,1.1401
2017/7/10,1.1399
2017/7/11,1.1467
2017/7/12,1.1412
2017/7/13,1.1398
2017/7/14,1.147
2017/7/17,1.1478
2017/7/18,1.1554
2017/7/19,1.1515
2017/7/20,1.1631
2017/7/21,1.1663
2017/7/24,1.1642
2017/7/25,1.1647
2017/7/26,1.1734
2017/7/27,1.1677
2017/7/28,1.1751
2017/7/31,1.1842
2017/8/1,1.1802
2017/8/2,1.1856
2017/8/3,1.187
2017/8/4,1.1773
2017/8/7,1.1795
2017/8/8,1.1752
2017/8/9,1.1759
2017/8/10,1.1772
2017/8/11,1.1821
2017/8/14,1.178
2017/8/15,1.1735
2017/8/16,1.1767
2017/8/17,1.1723
2017/8/18,1.1761
2017/8/21,1.1815
2017/8/22,1.1762
2017/8/23,1.1807
2017/8/24,1.1799
2017/8/25,1.1924
2017/8/28,1.1979
2017/8/29,1.1972
2017/8/30,1.1884
2017/8/31,1.191
2017/9/1,1.186
2017/9/4,1.1896
2017/9/5,1.1914
2017/9/6,1.1917
2017/9/7,1.2023
2017/9/8,1.2036
2017/9/11,1.1953
2017/9/12,1.1967
2017/9/13,1.1885
2017/9/14,1.1919
2017/9/15,1.1945
2017/9/18,1.1954
2017/9/19,1.1994
2017/9/20,1.1892
2017/9/21,1.1941
2017/9/22,1.1951
2017/9/25,1.1848
2017/9/26,1.1793
2017/9/27,1.1745
2017/9/28,1.1786
2017/9/29,1.1814
2017/10/2,1.1733
2017/10/3,1.1744
2017/10/4,1.1759
2017/10/5,1.1711
2017/10/6,1.173
2017/10/9,1.174
2017/10/10,1.1808
2017/10/11,1.1859
2017/10/12,1.183
2017/10/13,1.182
2017/10/16,1.1796
2017/10/17,1.1766
2017/10/18,1.1787
2017/10/19,1.1852
2017/10/20,1.1784
2017/10/23,1.1749
2017/10/24,1.1761
2017/10/25,1.1813
2017/10/26,1.1651
2017/10/27,1.1608
2017/10/30,1.1651
2017/10/31,1.1646
2017/11/1,1.1619
2017/11/2,1.1658
2017/11/3,1.1608
2017/11/6,1.161
2017/11/7,1.1587
2017/11/8,1.1595
2017/11/9,1.1642
2017/11/10,1.1665
2017/11/13,1.1667
2017/11/14,1.1798
2017/11/15,1.1791
2017/11/16,1.177
2017/11/17,1.179
2017/11/20,1.1733
2017/11/21,1.1738
2017/11/22,1.1822
2017/11/23,1.1851
2017/11/24,1.1933
2017/11/27,1.1898
2017/11/28,1.184
2017/11/29,1.1847
2017/11/30,1.1904
2017/12/1,1.1896
2017/12/4,1.1866
2017/12/5,1.1826
2017/12/6,1.1796
2017/12/7,1.1773
2017/12/8,1.1773
2017/12/11,1.1769
2017/12/12,1.1742
2017/12/13,1.1826
2017/12/14,1.1778
2017/12/15,1.1749
2017/12/18,1.1782
2017/12/19,1.184
2017/12/20,1.1871
2017/12/21,1.1874
2017/12/22,1.1862
2017/12/25,1.187
2017/12/26,1.1858
2017/12/27,1.1888
2017/12/28,1.1943
2017/12/29,1.2005
2018/1/1,1.2012
2018/1/2,1.2059
2018/1/3,1.2015
2018/1/4,1.2068
2018/1/5,1.2029
2018/1/8,1.1967
2018/1/9,1.1937
2018/1/10,1.1948
2018/1/11,1.2032
2018/1/12,1.2202
2018/1/15,1.2264
2018/1/16,1.226
2018/1/17,1.2186
2018/1/18,1.2238
2018/1/19,1.2222
2018/1/22,1.2262
2018/1/23,1.2299
2018/1/24,1.2408
2018/1/25,1.2396
2018/1/26,1.2427
2018/1/29,1.2383
2018/1/30,1.2402
2018/1/31,1.2414
2018/2/1,1.251
2018/2/2,1.2463
2018/2/5,1.2367
2018/2/6,1.2377
2018/2/7,1.2264
2018/2/8,1.2247
2018/2/9,1.2252
2018/2/12,1.2292
2018/2/13,1.2352
2018/2/14,1.2451
2018/2/15,1.2506
2018/2/16,1.2406
2018/2/19,1.2407
2018/2/20,1.2337
2018/2/21,1.2284
2018/2/22,1.233
2018/2/23,1.2297
2018/2/24,1.2297
2018/2/25,1.229
2018/2/26,1.232
2018/2/27,1.2232
2018/2/28,1.22
2018/3/1,1.2274
2018/3/2,1.232
2018/3/3,1.232
2018/3/4,1.232
2018/3/5,1.234
2018/3/6,1.2419
2018/3/7,1.2416
2018/3/8,1.2311
2018/3/9,1.2311
2018/3/10,1.2311
2018/3/11,1.2312
2018/3/12,1.2343
2018/3/13,1.2396
2018/3/14,1.2379
2018/3/15,1.2311
2018/3/16,1.23
2018/3/17,1.23
2018/3/18,1.2284
2018/3/19,1.234
2018/3/20,1.2252
2018/3/21,1.2352
2018/3/22,1.2329
2018/3/23,1.2362
2018/3/24,1.2362
2018/3/25,1.2358
2018/3/26,1.2461
2018/3/27,1.2413
2018/3/28,1.2315
2018/3/29,1.2306
2018/3/30,1.2327
2018/3/31,1.2327
2018/4/1,1.2317
2018/4/2,1.2297
2018/4/3,1.2282
2018/4/4,1.229
2018/4/5,1.2256
2018/4/6,1.2288
2018/4/7,1.2288
2018/4/8,1.2274
2018/4/9,1.2327
2018/4/10,1.2367
2018/4/11,1.2375
2018/4/12,1.2334
2018/4/13,1.2336
2018/4/14,1.2336
2018/4/15,1.2337
2018/4/16,1.2387
2018/4/17,1.2377
2018/4/18,1.2382
2018/4/19,1.2349
2018/4/20,1.2288
2018/4/21,1.2288
2018/4/22,1.2279
2018/4/23,1.2213
2018/4/24,1.2243
2018/4/25,1.2176
2018/4/26,1.2112
