Date,Open,High,Low,Close,Volume,Market Cap, 3d MA,9d MA,15d MA
2015/11/13,338.5,340.91,326.08,336.75,52003000,4996160115,328.66,329.9433333,357.8346667
2015/11/14,336.62,338.18,329.97,332.91,38612000,4940266781,335.9366667,327.9433333,358.1606667
2015/11/15,333.05,334.66,317.49,320.17,44213100,4752464063,329.9433333,328.67,358.5606667
2015/11/16,319.73,331.63,315.9,330.75,47980100,4911040461,327.9433333,333.4766667,358.9153333
2015/11/17,330.36,338.35,329.61,335.09,51001600,4976765824,328.67,331.9433333,357.1753333
2015/11/18,334.59,336.53,330.64,334.59,43783800,4970560298,333.4766667,327.5866667,352.5866667
2015/11/19,334.68,335.33,325.27,326.15,45011100,4846272452,331.9433333,325.0333333,346.8926667
2015/11/20,326.41,326.47,312.22,322.02,53152900,4786301542,327.5866667,324.4966667,342.604
2015/11/21,322.09,328.16,319.6,326.93,28200500,4860628038,325.0333333,324.84,339.4346667
2015/11/22,326.98,327.01,321.26,324.54,23439400,4826466938,324.4966667,322.5466667,335.3053333
2015/11/23,324.35,325.12,321.29,323.05,27478900,4805632296,324.84,323.77,331.9506667
2015/11/24,323.01,323.06,318.12,320.05,29362600,4762244474,322.5466667,333.6466667,327.9366667
2015/11/25,320.05,329.13,316.77,328.21,41666900,4884886822,323.77,346.31,327.3626667
2015/11/26,328.3,366.76,328.23,352.68,106105000,5250750575,333.6466667,356.0333333,330.136
2015/11/27,351.86,363.59,347.87,358.04,55179100,5331719786,346.31,362.2366667,331.462
2015/11/28,357.14,359.54,352.17,357.38,36816600,5323252537,356.0333333,368.6633333,332.8373333
2015/11/29,357.47,371.94,355.67,371.29,40409300,5531872177,362.2366667,370.3666667,335.396
2015/11/30,371.44,382.36,370.38,377.32,71701600,5623195997,368.6633333,366.3333333,339.206
2015/12/1,377.41,378.93,356.56,362.49,60452200,5403653927,370.3666667,360.91,341.322
2015/12/2,361.85,362.23,349.46,359.19,54160500,5355891235,366.3333333,361.14,342.9286667
2015/12/3,359.33,370.27,357.41,361.05,50714900,5384892776,360.91,371.06,344.6926667
2015/12/4,361.26,363.52,355.76,363.18,35784100,5418154665,361.14,380.3033333,347.1613333
2015/12/5,363.72,389.79,363.23,388.95,66282200,5804247032,371.06,391.09,351.6233333
2015/12/6,389.55,402.81,387.09,388.78,77762000,5803305524,380.3033333,399.96,355.7466667
2015/12/7,389.98,399.97,385.41,395.54,63455800,5905560136,391.09,409.5533333,360.48
2015/12/8,395.75,415.56,389.95,415.56,57801400,6206381460,399.96,416.2,366.6473333
2015/12/9,414.44,423.12,406.29,417.56,90917200,6238015413,409.5533333,428.3266667,373.148
2015/12/10,417.99,419.51,411.55,415.48,52138900,6209105142,416.2,434.14,378.966
2015/12/11,415.28,451.94,415.28,451.94,110944000,6755795193,428.3266667,440.2333333,385.5833333
2015/12/12,452.33,469.1,410.74,435,131969000,6504325267,434.14,437.6466667,390.714
2015/12/13,431.66,441.68,426.27,433.76,55050600,6487293999,440.2333333,447.7533333,395.806
2015/12/14,433.27,447.14,430.46,444.18,130496000,6645395797,437.6466667,454.81,400.6653333
2015/12/15,443.88,465.32,443.88,465.32,83121104,6963784692,447.7533333,458.7766667,406.532
2015/12/16,465.21,465.21,443.85,454.93,107944000,6810202753,454.81,458.21,412.6946667
2015/12/17,454.78,457.86,448.86,456.08,47978400,6829095335,458.7766667,460.6733333,419.154
2015/12/18,455.85,465.18,454.94,463.62,60220100,6943912954,458.21,456.2066667,425.992
2015/12/19,463.55,465.58,456.77,462.32,47892700,6926346391,460.6733333,447.88,432.6013333
2015/12/20,462.23,462.64,434.34,442.68,75409400,6633988873,456.2066667,439.2966667,436.1833333
2015/12/21,442.84,444.73,427.31,438.64,77639696,6574990256,447.88,439.2033333,439.5073333
2015/12/22,437.44,443.69,435.52,436.57,50840400,6545633139,439.2966667,444.65,442.2426667
2015/12/23,436.72,444.53,436.62,442.4,47161400,6634776277,439.2033333,451.01,444.032
2015/12/24,443.09,458.46,443.08,454.98,57157200,6825070740,444.65,442.6333333,446.5266667
2015/12/25,454.86,458.3,452.08,455.65,39078500,6836936569,451.01,431.9133333,449.2046667
2015/12/26,455.76,457.49,405.76,417.27,116166000,6262844602,442.6333333,420.79,446.8933333
2015/12/27,416.51,424.01,408.88,422.82,53591200,6348296234,431.9133333,426.0266667,446.0813333
2015/12/28,423.34,429.77,418.48,422.28,49638600,6341733237,420.79,427.2933333,445.316
2015/12/29,422.1,432.98,420.63,432.98,51596500,6504194854,426.0266667,430.0566667,444.5693333
2015/12/30,433.3,434.39,422.08,426.62,46889400,6410381455,427.2933333,430.5066667,441.9893333
2015/12/31,425.88,432.92,418.73,430.57,45996600,6471217491,430.0566667,432.78,440.3653333
2016/1/1,430.72,436.25,427.52,434.33,36278900,6529299589,430.5066667,432.5933333,438.9153333
2016/1/2,434.62,436.06,431.87,433.44,30096600,6517390487,432.78,432.18,436.9033333
2016/1/3,433.58,433.74,424.71,430.01,39633800,6467429942,432.5933333,431.6866667,434.7493333
2016/1/4,430.06,434.52,429.08,433.09,38477500,6515713340,432.18,431.3866667,434.11
2016/1/5,433.07,434.18,429.68,431.96,34522600,6500393256,431.6866667,439.7066667,433.6646667
2016/1/6,431.86,431.86,426.34,429.11,34042500,6458942098,431.3866667,446.7966667,433.1673333
2016/1/7,430.01,458.77,429.08,458.05,87562200,6896279078,439.7066667,452.9633333,434.2106667
2016/1/8,457.54,462.93,447.94,453.23,56993000,6825700454,446.7966667,449.61,434.094
2016/1/9,453.38,454.64,446.89,447.61,32278000,6742767343,452.9633333,448.01,433.558
2016/1/10,448.24,448.31,440.35,447.99,35995900,6750440386,449.61,444.0366667,435.606
2016/1/11,448.7,450.66,443.86,448.43,40450000,6758931030,448.01,438.83,437.3133333
2016/1/12,448.18,448.18,435.69,435.69,115607000,6568800100,444.0366667,432.79,438.2073333
2016/1/13,434.67,435.19,424.44,432.37,173888000,6520360056,438.83,409.0033333,438.1666667
2016/1/14,432.29,433.32,427.85,430.31,43945500,6490638885,432.79,394.06,438.4126667
2016/1/15,430.26,430.26,364.33,364.33,153351008,5496598039,409.0033333,378.0566667,433.9966667
2016/1/16,365.07,390.56,354.91,387.54,120352000,5848063566,394.06,385.67,430.8773333
2016/1/17,387.15,390.96,380.09,382.3,45319600,5770478451,378.0566667,383.2066667,427.468
2016/1/18,381.73,388.1,376.67,387.17,54403900,5845656048,385.67,395.85,424.612
2016/1/19,387.03,387.73,378.97,380.15,46819800,5740934168,383.2066667,403.5466667,421.0826667
2016/1/20,379.74,425.27,376.6,420.23,121720000,6347836794,395.85,404.3266667,420.3006667
2016/1/21,419.63,422.88,406.3,410.26,68338000,6198658815,403.5466667,393.4133333,419.044
2016/1/22,409.75,410.41,375.28,382.49,91546600,5780764155,404.3266667,390.9833333,414.0066667
2016/1/23,382.43,394.54,381.98,387.49,56247400,5858059876,393.4133333,394.0633333,409.624
2016/1/24,388.1,405.48,387.51,402.97,54824800,6093787908,390.9833333,395.6166667,406.648
2016/1/25,402.32,402.32,388.55,391.73,59062400,5925345408,394.0633333,392.95,402.8973333
2016/1/26,392,397.77,390.58,392.15,58147000,5933372928,395.6166667,389.1366667,399.1453333
2016/1/27,392.44,396.84,391.78,394.97,47424400,5977545745,392.95,384.91,396.4306667
2016/1/28,395.15,395.5,379.73,380.29,59247900,5756710303,389.1366667,379.34,392.9586667
2016/1/29,380.11,384.38,365.45,379.47,86125296,5745985821,384.91,375.5,389.5693333
2016/1/30,378.86,380.92,376.49,378.26,30284400,5729296096,379.34,373.3633333,390.498
2016/1/31,378.29,380.35,367.83,368.77,37894300,5587253351,375.5,372.0933333,389.2466667
2016/2/1,369.35,378.07,367.96,373.06,51656700,5653747618,373.3633333,372.4866667,388.6306667
2016/2/2,372.92,375.88,372.92,374.45,40378700,5676528707,372.0933333,377.9966667,387.7826667
2016/2/3,374.65,374.95,368.05,369.95,45933400,5609971377,372.4866667,382.03,387.1026667
2016/2/4,370.17,391.61,369.99,389.59,69285504,5909517630,377.9966667,384.22,385.06
2016/2/5,388.9,391.09,385.57,386.55,43825000,5865136968,382.03,379.8966667,383.4793333
2016/2/6,386.59,386.63,372.39,376.52,49249300,5714879155,384.22,375.53,383.0813333
2016/2/7,376.51,380.87,374.9,376.62,37076300,5718023735,379.8966667,375.3666667,382.3566667
2016/2/8,376.76,379.88,373.33,373.45,47671100,5671240831,375.53,377.0433333,380.3886667
2016/2/9,373.42,377.25,372.9,376.03,55318500,5712106127,375.3666667,379.11,379.342
2016/2/10,376.15,385.48,375.78,381.65,85130896,5799042060,377.0433333,381.8533333,378.642
2016/2/11,382.11,383.13,376.4,379.65,74375600,5770550973,379.11,385.2566667,377.6206667
2016/2/12,379.69,384.95,379.6,384.26,67042800,5842238586,381.8533333,394.45,377.8853333
2016/2/13,384.64,391.86,384.64,391.86,61911700,5959279526,385.2566667,399.7566667,378.7113333
2016/2/14,392.93,407.23,392.93,407.23,74469800,6194711495,394.45,404.9666667,380.6426667
2016/2/15,407.57,410.38,397.75,400.18,74070496,6089064891,399.7566667,407.9966667,382.7366667
2016/2/16,401.43,408.95,401.43,407.49,73093104,6201590434,404.9666667,415.3933333,385.032
2016/2/17,407.66,421.17,406.78,416.32,83193600,6337628174,407.9966667,419.8266667,387.8233333
2016/2/18,416.57,426,415.64,422.37,76752600,6431547586,415.3933333,426.7733333,391.318
2016/2/19,422.73,423.1,417.6,420.79,55711300,6408881658,419.8266667,432.25,393.398
2016/2/20,421.6,441.98,421.6,437.16,93992096,6659985887,426.7733333,437.9033333,396.772
2016/2/21,437.77,448.05,429.08,438.8,89820704,6686294225,432.25,432.43,400.924
2016/2/22,438.99,439.05,432.92,437.75,85385200,6671673493,437.9033333,427.8133333,404.9993333
2016/2/23,438.26,439.86,417.82,420.74,85244896,6413836323,432.43,423.41,408.152
2016/2/24,420.96,425.55,413.91,424.95,67743696,6479395124,427.8133333,427.2133333,411.4133333
2016/2/25,425.04,427.72,420.42,424.54,70798000,6474784226,423.41,429.7366667,414.2726667
2016/2/26,424.63,432.15,421.62,432.15,61486000,6592327507,427.2133333,432.7233333,417.7726667
2016/2/27,432.84,434.23,428.1,432.52,41893600,6599515471,429.7366667,434.5733333,420.99
2016/2/28,432.57,435.68,423.82,433.5,53033400,6615986322,432.7233333,435.44,423.766
2016/2/29,433.44,441.51,431.69,437.7,60694700,6681444705,434.5733333,432.27,425.7973333
2016/3/1,437.92,439.65,432.32,435.12,74895800,6643686404,435.44,426.92,428.1266667
2016/3/2,435.13,435.92,423.99,423.99,74955296,6475329604,432.27,418.86,429.2266667
2016/3/3,423.91,425.37,419.41,421.65,100484000,6441066887,426.92,411.0533333,429.582
2016/3/4,421.84,425.18,410.94,410.94,90856096,6279024638,418.86,406.4066667,428.82
2016/3/5,410.78,411.26,394.04,400.57,135384992,6122091567,411.0533333,407.5333333,427.472
2016/3/6,400.52,411.91,395.78,407.71,91212496,6232667872,406.4066667,412,425.5086667
2016/3/7,407.76,415.92,406.31,414.32,85762400,6335164892,407.5333333,414.3833333,423.8766667
2016/3/8,414.46,416.24,411.09,413.97,70311696,6331422309,412,415.32,422.2913333
2016/3/9,413.89,416.03,411.61,414.86,70012304,6346735710,414.3833333,417.8933333,421.8993333
2016/3/10,414.74,417.51,413.25,417.13,81022896,6383105414,415.32,416.8133333,421.378
2016/3/11,417.24,423.93,417.01,421.69,73969696,6454555816,417.8933333,415.7933333,421.188
2016/3/12,421.61,421.8,410.09,411.62,92712896,6301963440,416.8133333,414.0433333,419.8193333
2016/3/13,411.65,416.6,411.64,414.07,74322800,6340701565,415.7933333,415.78,418.5893333
2016/3/14,414.2,416.68,414.2,416.44,95259400,6378632901,414.0433333,416.76,417.452
2016/3/15,416.39,418.13,414.98,416.83,66781700,6386304534,415.78,418.1533333,416.0606667
2016/3/16,416.89,417.69,415.91,417.01,65185800,6390672724,416.76,415.7266667,414.8533333
2016/3/17,417.89,421,417.89,420.62,83528600,6447467967,418.1533333,413.5366667,414.6286667
2016/3/18,420.55,420.55,406.14,409.55,104940000,6279128504,415.7266667,411.25,413.822
2016/3/19,409.27,410.98,407.23,410.44,58423000,6294271612,413.5366667,412.5033333,413.7886667
2016/3/20,410.4,414.63,410.4,413.76,45947900,6346546570,411.25,415.0533333,414.668
2016/3/21,413.42,413.42,410.38,413.31,61655400,6341110984,412.5033333,416.48,415.0413333
2016/3/22,413.13,418.38,412.53,418.09,66813300,6416025151,415.0533333,417.5066667,415.2926667
2016/3/23,418.16,419.27,417.36,418.04,61444200,6416845742,416.48,417.2033333,415.564
2016/3/24,418.42,418.68,415.49,416.39,68346704,6393094869,417.5066667,417.1733333,415.666
2016/3/25,416.51,418.08,415.56,417.18,52560000,6406608048,417.2033333,420.6333333,415.6693333
2016/3/26,417.36,418.99,416.26,417.95,44650400,6420042696,417.1733333,422.9833333,415.42
2016/3/27,418.14,428.8,417.71,426.77,71229400,6557030843,420.6333333,422.5066667,416.43
2016/3/28,426.55,426.86,423.29,424.23,68522800,6519889575,422.9833333,418.5233333,417.1073333
2016/3/29,424.3,426.2,412.68,416.52,75411504,6402954687,422.5066667,416.0233333,417.1126667
2016/3/30,416.83,416.83,412.5,414.82,66034100,6378356002,418.5233333,416.5033333,416.9786667
2016/3/31,415.26,418.37,415.26,416.73,60215200,6409062819,416.0233333,418.52,416.96
2016/4/1,416.76,418.17,415.83,417.96,51235700,6429593619,416.5033333,419.91,416.7826667
2016/4/2,418.42,422.08,418.42,420.87,45681200,6475857111,418.52,421.07,417.5373333
2016/4/3,421.17,421.58,419.7,420.9,38053700,6477828309,419.91,422.1233333,418.2346667
2016/4/4,421.3,422.34,419.6,421.44,50634300,6487898586,421.07,422.96,418.7466667
2016/4/5,421.02,424.26,420.61,424.03,60718000,6529351750,422.1233333,423.3933333,419.4613333
2016/4/6,424.28,424.53,422.73,423.41,59091000,6521491709,422.96,422.1666667,419.816
2016/4/7,423.62,423.66,420.52,422.74,57858600,6512693215,423.3933333,420.8333333,420.1293333
2016/4/8,422.91,425.36,419.64,420.35,63454700,6477294354,422.1666667,420.44,420.3933333
2016/4/9,420.81,420.89,416.52,419.41,49792700,6464539022,420.8333333,421.15,420.542
2016/4/10,419.59,422.43,419.26,421.56,73478600,6499536744,420.44,423.0766667,420.7826667
2016/4/11,421.87,422.74,420.53,422.48,50747500,6515321585,421.15,423.8,420.4966667
2016/4/12,422.84,427.28,422.84,425.19,70728800,6558651418,423.0766667,424.4,420.5606667
2016/4/13,425.63,426.66,422.92,423.73,69060400,6537929600,423.8,425.9066667,421.0413333
2016/4/14,423.93,425.37,423.01,424.28,45281000,6548113819,424.4,428.1866667,421.672
2016/4/15,424.43,429.93,424.43,429.71,54801500,6633436610,425.9066667,429.2266667,422.5373333
2016/4/16,429.58,432.63,428.98,430.57,39392800,6648182380,428.1866667,428.8533333,423.378
2016/4/17,430.64,431.37,426.08,427.4,52125900,6600878376,429.2266667,430.5,423.8133333
2016/4/18,427.61,429.27,427.09,428.59,55670900,6620723761,428.8533333,435.1633333,424.326
2016/4/19,428.7,436.02,428.1,435.51,52810500,6729223763,430.5,442.1066667,425.264
2016/4/20,435.32,443.05,434.41,441.39,72890096,6821898724,435.1633333,445.5166667,426.4213333
2016/4/21,441.42,450.55,440.95,449.42,68204704,6947795903,442.1066667,448.48,428.1553333
2016/4/22,449.69,449.81,444.15,445.74,58804400,6892364370,445.5166667,451.5233333,429.6886667
2016/4/23,445.86,450.28,444.33,450.28,50485400,6964275296,448.48,456.7533333,431.684
2016/4/24,450.56,460.15,448.93,458.55,68198400,7093731211,451.5233333,462.0233333,434.2933333
2016/4/25,459.12,466.62,453.59,461.43,87091800,7139621427,456.7533333,457.4033333,436.9513333
2016/4/26,461.65,467.96,461.62,466.09,78971904,7213507974,462.0233333,453.2633333,439.8586667
2016/4/27,466.26,467.08,444.13,444.69,93564896,6883732526,457.4033333,449.6,441.1586667
2016/4/28,445.04,449.55,436.65,449.01,74064704,6952183242,453.2633333,450.81,442.844
2016/4/29,449.41,455.38,446.02,455.1,49258500,7048201013,449.6,451.7666667,444.8986667
2016/4/30,455.18,455.59,447.7,448.32,69322600,6944860514,450.81,448.29,446.1393333
2016/5/1,448.48,452.48,447.93,451.88,40660100,7001712750,451.7666667,448.95,447.56
2016/5/2,451.93,452.45,441.78,444.67,92127000,6891791430,448.29,447.23,448.7113333
2016/5/3,444.73,451.1,442.62,450.3,59366400,6980826502,448.95,448.3333333,450.1586667
2016/5/4,450.18,450.38,445.63,446.72,50407300,6927161701,447.23,451.4333333,450.906
2016/5/5,446.71,448.51,445.88,447.98,50440800,6948331748,448.3333333,455.3733333,451.3453333
2016/5/6,447.94,461.38,447.07,459.6,72796800,7130556704,451.4333333,458.8966667,452.024
2016/5/7,459.64,460.67,457.32,458.54,38364500,7115722136,455.3733333,459.19,452.8773333
2016/5/8,458.43,459.42,455.98,458.55,40315000,7117822794,458.8966667,456.64,453.4286667
2016/5/9,458.21,462.48,456.53,460.48,55493100,7149827444,459.19,454.7,453.5573333
2016/5/10,460.52,461.93,448.95,450.89,58956100,7002714977,456.64,452.7966667,452.8546667
2016/5/11,450.86,454.58,450.86,452.73,50605200,7032699388,454.7,454.39,451.964
2016/5/12,452.45,454.95,449.25,454.77,59849300,7065960832,452.7966667,455.37,452.636
2016/5/13,454.85,457.05,453.45,455.67,60845000,7081726955,454.39,456.3033333,453.08
2016/5/14,455.82,456.84,454.79,455.67,37209000,7083394303,455.37,455.8,453.118
2016/5/15,455.76,458.69,455.46,457.57,28514000,7114461730,456.3033333,455.17,453.7346667
2016/5/16,457.59,458.2,452.95,454.16,59171500,7063120268,455.8,454.1866667,453.8866667
2016/5/17,454.01,455.07,453.61,453.78,64100300,7058821457,455.17,449.0366667,454.494
2016/5/18,453.69,456,453.3,454.62,86850096,7073564772,454.1866667,445.3366667,454.782
2016/5/19,454.52,454.63,438.71,438.71,96027400,6827425412,449.0366667,441.5266667,454.248
2016/5/20,437.79,444.05,437.39,442.68,81987904,6890716750,445.3366667,441.73,453.8946667
2016/5/21,442.97,443.78,441.71,443.19,42762300,6900237725,441.5266667,442.22,452.8006667
2016/5/22,443.22,443.43,439.04,439.32,39657600,6842082300,441.73,443.15,451.5193333
2016/5/23,439.35,444.35,438.82,444.15,50582500,6919346395,442.22,446.5766667,450.5593333
2016/5/24,444.29,447.1,443.93,445.98,65783100,6949432035,443.15,449.6533333,449.5926667
2016/5/25,446.06,450.3,446.06,449.6,65231000,7007360094,446.5766667,458.8133333,449.5066667
2016/5/26,449.67,453.64,447.9,453.38,65203800,7067871184,449.6533333,485.6266667,449.55
2016/5/27,453.52,478.15,453.52,473.46,164780992,7382558440,458.8133333,509.91,450.796
2016/5/28,473.03,533.47,472.7,530.04,181199008,8266477338,485.6266667,530.0433333,455.754
2016/5/29,527.48,553.96,512.18,526.23,148736992,8209050618,509.91,530.4933333,460.458
2016/5/30,528.47,544.35,522.96,533.86,87958704,8330000111,530.0433333,534.0566667,465.544
2016/5/31,534.19,546.62,520.66,531.39,138450000,8293035755,530.4933333,535.4266667,470.6926667
2016/6/1,531.11,543.08,525.64,536.92,86061800,8381321200,534.0566667,548.0266667,476.2353333
2016/6/2,536.52,540.35,533.08,537.97,60378200,8399598923,535.4266667,559.9633333,481.792
2016/6/3,537.68,574.64,536.92,569.19,122020000,8889102698,548.0266667,572.3,490.4906667
2016/6/4,569.71,590.13,564.24,572.73,94925296,8945981422,559.9633333,577.75,499.1606667
2016/6/5,573.31,582.81,569.18,574.98,68874096,8983555643,572.3,579.04,507.9466667
2016/6/6,574.6,586.47,574.6,585.54,72138896,9151021089,577.75,581.2633333,517.6946667
2016/6/7,585.45,590.26,567.51,576.6,107770000,9013335474,579.04,577.6266667,526.5246667
2016/6/8,577.17,582.84,573.13,581.65,80265800,9094354021,581.2633333,577.9166667,535.5693333
2016/6/9,582.2,582.2,570.95,574.63,71301000,8987040811,577.6266667,586.2766667,543.9046667
2016/6/10,575.84,579.13,573.33,577.47,66991900,9033522014,577.9166667,618.9933333,552.1773333
2016/6/11,578.67,607.12,578.67,606.73,82357000,9493578714,586.2766667,661.2966667,561.062
2016/6/12,609.68,684.84,607.04,672.78,277084992,10529624647,618.9933333,687.5733333,570.578
2016/6/13,671.65,716,664.49,704.38,243295008,11026918233,661.2966667,694.8033333,582.4546667
2016/6/14,704.5,704.5,662.8,685.56,186694000,10734585656,687.5733333,715.4466667,592.568
2016/6/15,685.68,696.3,672.56,694.47,99223800,10876756116,694.8033333,736.5633333,603.44
2016/6/16,696.52,773.72,696.52,766.31,271633984,12004751236,715.4466667,757.15,618.7326667
2016/6/17,768.49,775.36,716.56,748.91,363320992,11734973407,736.5633333,756.3066667,632.7953333
2016/6/18,748.76,777.99,733.93,756.23,252718000,11852610450,757.15,752.4133333,645.2646667
2016/6/19,756.69,766.62,745.63,763.78,136184992,11974386667,756.3066667,722.5533333,658.0013333
2016/6/20,763.93,764.08,732.73,737.23,174511008,11561085979,752.4133333,666.6666667,668.818
2016/6/21,735.88,735.88,639.07,666.65,309944000,10456853278,722.5533333,628.9166667,674.2253333
2016/6/22,665.91,678.67,587.48,596.12,266392992,9352374507,666.6666667,628.4666667,675.5266667
2016/6/23,597.44,629.33,558.14,623.98,253462000,9791649877,628.9166667,651.4666667,678.3486667
2016/6/24,625.58,681.73,625.27,665.3,224316992,10442233719,628.4666667,653.2633333,684.3933333
2016/6/25,665.28,691.73,646.56,665.12,126656000,10442165051,651.4666667,649.9233333,690.2366667
2016/6/26,665.93,665.98,616.93,629.37,109225000,9883123077,653.2633333,643.8833333,691.746
2016/6/27,629.35,655.28,620.52,655.28,122134000,10292371661,649.9233333,647.39,690.5793333
2016/6/28,658.1,659.25,637.77,647,138384992,10164806261,643.8833333,653.41,686.754
2016/6/29,644.12,644.68,628.28,639.89,142456000,10055423427,647.39,663.1766667,683.7093333
2016/6/30,640.59,675.4,636.61,673.34,138980000,10583527799,653.41,684.4466667,682.3006667
2016/7/1,672.52,686.15,669.59,676.3,134431008,10632674990,663.1766667,679.5533333,676.3
2016/7/2,676.73,703.7,676.4,703.7,112354000,11066171356,684.4466667,682.0066667,673.286
2016/7/3,704.97,704.97,649.01,658.66,129512000,10360455388,679.5533333,670.9833333,666.7813333
2016/7/4,658.8,683.66,650.51,683.66,92008400,10756225162,682.0066667,677.2066667,661.44
2016/7/5,683.21,683.49,665.07,670.63,130476000,10553590036,670.9833333,662.84,657
