Date,Weighted_bitcoin_price,Volume,bitcoin_sent,Address,generatedCoin,bitcoin_transactions,Mining_Difficulty,mine_a_block_min,Block_size,Weighted_litecoin_price,Volume_litecoin,Weighted_gold_price,Oil_price,usd/euro,Num_Wiki_view,Num_tweets,bitcoin_sent_inNum
31/12/15,427.02,117218.6932,911221557,411519,3775,172978,93448670796,9.52,656116,3.49,471968.4814,1071.28,36.81,1.0968,9782,31890,2151797.192
1/1/16,432.2,120786.8062,915598825,415368,3975,184459,93448670796,9.09,621074,3.48,621109.1954,1069.68,37.87,1.092,8690,24417,2143406.197
2/1/16,434,109273.8289,982064484,405574,4125,176282,93448670796,8.52,554078,3.48,632890.8046,1066.02,36.6,1.0933,8638,26654,2288661.114
3/1/16,430.51,107715.3295,493079832,355266,3550,155220,1.0388E+11,10.21,554895,3.46,770988.4393,1061.16,37.04,1.0862,7240,24012,1154699.621
4/1/16,431.69,83940.07404,412420450,316727,3375,123957,1.0388E+11,10.81,493407,3.5,797477.1429,1061.16,37.04,1.0856,6245,20122,954235.192
5/1/16,432.22,69347.00461,448098188,419640,3625,148893,1.0388E+11,9.95,579744,3.51,860472.9345,1061.16,31.62,1.0856,7707,19715,1032484.304
6/1/16,429.79,92062.43757,384164077,394144,3625,142463,1.0388E+11,9.89,554656,3.49,689441.2607,1071.14,34.4,1.0831,9635,19638,892346.4658
7/1/16,443.98,89132.24768,458826023,418266,4525,181173,1.0388E+11,7.97,556970,3.49,948349.5702,1071.14,36.79,1.0831,9914,23308,1062859.976
8/1/16,455.41,79872.74999,600241399,435329,3925,182214,1.0388E+11,9.2,641779,3.48,604784.4828,1076.54,45.48,1.0748,9817,27207,1388740.454
9/1/16,450.63,79207.28728,573380435,379421,3525,171949,1.0388E+11,10.2,662380,3.46,638398.8439,1085.55,49.01,1.0781,8812,24615,1334094.407
10/1/16,446.22,197221.046,718011805,430305,3675,190087,1.0388E+11,9.74,704716,3.52,1295647.727,1101.02,48.99,1.0932,10472,24700,1617216.553
11/1/16,447.91,125146.5712,541828878,413787,4325,181234,1.0388E+11,8.37,583649,3.58,915639.6648,1104.77,40.06,1.0922,8982,26040,1189760.607
12/1/16,441.94,71628.60884,380513601,450627,3775,179817,1.0388E+11,9.47,638665,3.56,824359.5506,1104.77,43.16,1.0922,7506,20585,844403.6149
13/1/16,431.67,80668.50433,513950969,432753,4375,161142,1.0388E+11,8.3,522422,3.54,695480.226,1100.47,43.16,1.0859,7441,20755,1151788.286
14/1/16,430.94,90308.32087,813811532,448116,4250,191026,1.0388E+11,8.49,656381,3.55,825642.2535,1100.47,46.67,1.0859,9126,23867,1816908.602
15/1/16,397.29,261589.8086,568570958,456763,4250,194704,1.0388E+11,8.42,606917,3.52,1297173.295,1091.26,51.06,1.0858,8556,27110,1286534.276
16/1/16,374.52,402826.233,602421057,425792,3700,187983,1.13354E+11,9.74,676356,3.47,1943985.591,1090.09,30.48,1.0877,8535,27094,1395559.24
17/1/16,385.12,101975.9131,527263396,427601,3325,183049,1.13354E+11,10.88,718566,3.47,589305.4755,1084.69,31.2,1.0865,8500,25568,1223519.274
18/1/16,383.42,385992.62,696960000,415708,3050,183520,1.13354E+11,11.78,785504,3.23,1584408.669,1085.31,29.42,1.0916,10379,31035,1754285.283
19/1/16,383.47,321349.9947,545980222,501450,3550,191158,1.13354E+11,10.17,745876,3.02,1380884.106,1085.31,29.42,1.0916,9734,28097,1457813.26
20/1/16,400.46,117676.5683,3980597588,536461,3775,203977,1.13354E+11,9.54,754066,3.06,622764.7059,1089.08,29.42,1.0892,10163,25408,10335992.91
21/1/16,414.77,141891.1377,3622347549,472936,4325,213732,1.13354E+11,8.31,665509,3.03,760419.1419,1089.08,28.46,1.0892,11240,29308,9447466.353
22/1/16,394.48,122095.0791,3375057223,419190,3325,186725,1.13354E+11,10.85,773838,3.03,536930.6931,1087.1,28.46,1.0908,10285,24617,8801359.228
23/1/16,386.61,303950.457,1557333888,625563,3800,208919,1.13354E+11,9.39,862095,3.2,1387065.625,1096.36,26.55,1.089,9594,29720,3888862.528
24/1/16,396.02,164761.193,2180032491,516771,3425,222606,1.13354E+11,10.6,840199,3.3,1110639.394,1101.88,29.53,1.0874,9741,29595,5256003.305
25/1/16,396.23,232069.0529,3035680842,501601,4400,213507,1.13354E+11,8.19,661856,3.15,1139412.698,1099.05,32.19,1.0796,8986,27533,7695398.606
26/1/16,393.12,145488.7354,11571624527,473146,4475,190221,1.13354E+11,7.97,571502,3.1,769322.5806,1099.05,32.19,1.0796,6951,23029,29931001.6
27/1/16,394.01,138439.4728,26691869713,487622,4275,201254,1.13354E+11,8.49,619085,3.15,573495.2381,1097.68,30.34,1.0849,7644,22635,67400307.34
28/1/16,387.67,149060.899,6880289500,517175,4050,221988,1.13354E+11,8.81,719356,3.16,613946.2025,1103.12,30.34,1.0849,8952,25172,17364383.06
29/1/16,377.35,147911.5792,4084771733,533783,4000,230363,1.20033E+11,9.04,742776,3.14,932054.1401,1114.7,31.45,1.087,8795,26057,10390648.49
30/1/16,378.63,120363.4426,5477109731,529075,3875,229522,1.20033E+11,9.32,744017,3.23,1653773.994,1122.4,32.3,1.0893,10330,28379,13900940.92
31/1/16,373.81,152830.7581,2334038800,522089,3650,224879,1.20033E+11,9.88,797069,3.2,961056.25,1120.95,33.22,1.094,10867,26070,6020684.603
1/2/16,372.11,228237.1697,2696303140,531737,4225,224225,1.20033E+11,8.52,686997,3.11,821826.3666,1115.26,33.62,1.0831,9933,29331,7145364.092
2/2/16,374.04,79984.1534,1292800113,497567,4675,194607,1.20033E+11,7.7,567548,3.1,419025.8065,1115.26,33.62,1.0831,7305,25049,3414415.427
3/2/16,371.9,101373.1575,642110835,480130,4525,175864,1.20033E+11,7.95,554537,3.08,470974.026,1123.23,33.62,1.0888,6889,27728,1717746.542
4/2/16,380.34,138821.0475,1996648528,600635,4025,222237,1.20033E+11,8.69,776970,3.08,487801.9481,1123.23,29.88,1.0888,8159,29309,5365748.107
5/2/16,388.03,107952.8927,1427569259,688829,4500,241542,1.20033E+11,8.24,803891,3.08,415470.7792,1127.7,29.88,1.0919,8575,26458,3816621.909
6/2/16,380.53,123510.0834,585412568,543129,4475,191045,1.20033E+11,8.03,645764,3.07,458162.8664,1135.18,34.66,1.1105,8334,27023,1574112.848
7/2/16,377.22,182167.2819,938674894,463870,4200,200493,1.20033E+11,8.51,657827,3.12,660048.0769,1150.63,34.66,1.1209,8405,26103,2467988.889
8/2/16,375.86,112942.2983,1350924127,505481,4700,225300,1.20033E+11,7.71,646794,3.16,383512.6582,1162.33,44.78,1.1158,7286,26621,3481494.026
9/2/16,374.9,129422.9102,1181985049,484673,5000,223956,1.20033E+11,7.2,603150,3.12,447009.6154,1162.33,49.17,1.1158,6576,23929,3106154.703
10/2/16,379.76,98288.26679,1146787391,525262,4400,212014,1.44116E+11,8.18,700185,3.1,377087.0968,1180.69,49.17,1.1193,7257,24021,3040102.304
11/2/16,380.32,126832.0651,989665955,473992,3700,224607,1.44116E+11,9.66,819056,3.08,313077.5974,1180.69,39.51,1.1193,7862,27363,2633070.705
12/2/16,382.12,147555.3481,832113568,507109,4400,231064,1.44116E+11,7.97,696157,3.07,389993.4853,1191.16,44.44,1.1293,8240,25751,2219561.398
13/2/16,388.25,224170.2549,1003118162,496638,4100,235363,1.44116E+11,9.02,738433,3.1,438322.5806,1191.75,44.44,1.1292,8415,28230,2641452.923
14/2/16,400.08,195560.5806,1010737048,497789,4800,220742,1.44116E+11,7.52,639298,3.1,407632.2581,1225.56,45.34,1.1323,8508,29630,2657596.361
15/2/16,403.97,175449.597,1019017761,471892,4275,202356,1.44116E+11,8.45,615091,3.1,336009.6774,1241.58,51.68,1.1256,8265,28064,2666748.04
16/2/16,404.83,159463.49,1011348420,445520,3900,184519,1.44116E+11,9.18,630543,3.12,420993.5897,1241.58,51.68,1.1256,7304,25543,2604889.684
17/2/16,412.98,186137.2725,1109922387,494551,4150,185922,1.44116E+11,8.68,624712,3.18,605091.195,1217.19,51.68,1.1156,8707,25283,2774251.117
18/2/16,420.14,183356.4275,1568580253,498274,3800,220197,1.44116E+11,9.46,762568,3.21,473906.5421,1217.19,29.04,1.1156,11516,27181,3882912.724
19/2/16,421.05,180552.5875,1604344231,479779,3450,215802,1.44116E+11,10.29,760435,3.2,462321.875,1203.72,29.04,1.1144,11652,27923,3963007.265
20/2/16,430.58,201447.0434,1651259021,539728,3875,227080,1.44116E+11,9.46,773961,3.23,575065.0155,1216.53,30.66,1.1128,11247,29153,3998399.489
21/2/16,438.42,182683.3913,1619113816,495715,4225,212810,1.44116E+11,8.4,650895,3.25,437621.5385,1220.12,30.77,1.1107,22016,24986,3853748.312
22/2/16,437.18,132315.1645,2010333295,510057,3625,217291,1.63492E+11,10.07,767116,3.25,547766.1538,1228.46,29.64,1.113,15488,27889,4774571.417
23/2/16,429.17,218291.8296,1775371462,500214,3750,215578,1.63492E+11,9.6,737770,3.37,1091172.107,1228.46,29.64,1.113,11468,23050,4123209.304
24/2/16,421.34,204873.6463,1840114390,522170,3200,206489,1.63492E+11,11.22,845762,3.48,1011192.529,1224.1,31.48,1.103,11411,25424,4197149.742
25/2/16,424.43,195309.026,1948638726,538813,3175,237569,1.63492E+11,11.36,898240,3.47,595613.8329,1215.15,31.48,1.103,11126,25239,4457291.564
26/2/16,427.64,198627.3411,1692689237,546376,3400,244612,1.63492E+11,10.55,883190,3.45,700518.8406,1217.88,31.87,1.102,10140,28499,3944099.627
27/2/16,431.92,160781.5446,1544268107,468940,2950,224809,1.63492E+11,12.25,918164,3.38,564943.787,1232.95,32.15,1.1013,9726,27169,3665135.299
28/2/16,431.39,166807.2474,1308830512,525418,3875,216135,1.63492E+11,9.23,799025,3.37,461827.8932,1235.1,33.07,1.1018,9689,28753,3083737.04
29/2/16,436.08,143779.8148,1392671304,474690,3500,203495,1.63492E+11,10.27,765235,3.38,547156.8047,1226.93,32.78,1.0934,8563,30726,3256644.149
1/3/16,436.25,96993.88776,1092245900,475497,3675,182030,1.63492E+11,9.85,673899,3.42,213773.9766,1226.93,32.78,1.0934,7438,24902,2528815.29
2/3/16,429.76,122936.0903,3640261779,488866,3350,233302,1.63492E+11,10.77,776567,3.42,288552.3392,1222.75,33.75,1.0873,7501,28161,8438447.296
3/3/16,422.58,139182.4895,4333312837,562749,3325,265187,1.63492E+11,10.6,913299,3.45,414976.8116,1226.44,33.75,1.0873,8818,28270,9936967.614
4/3/16,417.22,171680.9169,4781478436,564999,3525,276953,1.63492E+11,10.38,905036,3.44,329529.0698,1233.64,33.75,1.0868,9774,25668,10960409.02
5/3/16,404.16,174411.9881,2465279995,557805,3925,270049,1.63492E+11,9.23,900280,3.4,432297.0588,1235.14,32.28,1.0868,9169,27957,5736411.008
6/3/16,403.98,237786.9279,1485262935,567272,3375,221517,1.63492E+11,10.53,920833,3.34,542526.9461,1254.93,34.57,1.0957,9718,31442,3514749.716
7/3/16,411.08,217765.4379,3128865274,526449,3875,207330,1.63492E+11,9.34,786572,3.29,443756.8389,1262.99,34.57,1.1005,8221,30294,7499317.564
8/3/16,413.94,334978.7015,7882414412,520928,3750,234842,1.58427E+11,9.61,780037,3.2,527815.625,1262.99,43.65,1.1005,7319,28045,19503202.72
9/3/16,414.1,225784.6824,812078345,417387,3700,161591,1.58427E+11,9.77,628856,3.21,314844.2368,1264.42,48.62,1.1014,7807,24747,2010194.428
10/3/16,415.66,208627.0312,1187032285,409455,3325,183122,1.58427E+11,10.59,708340,3.24,326317.9012,1264.42,48.62,1.1014,9903,29486,2887594.349
11/3/16,419.97,169859.6318,952123557,465717,3850,200144,1.58427E+11,9.49,680367,3.26,281728.2209,1266.06,40.83,1.1011,9547,27850,2300148.71
12/3/16,416.28,169071.007,849103700,510618,4200,190220,1.58427E+11,8.64,744127,3.27,381443.4251,1255.9,40.83,1.0999,8667,28142,2050479.836
13/3/16,413.49,194925.8914,1007961449,440705,3875,188571,1.58427E+11,9.25,676987,3.28,273895.122,1262.38,48.81,1.1177,8231,30719,2424966.196
14/3/16,415.38,176130.9046,990278817,424621,4000,189656,1.58427E+11,8.93,614321,3.34,540254.491,1261.2,44.66,1.1156,7550,29704,2357975.134
15/3/16,416.58,222717.6324,754893175,376520,3600,167869,1.58427E+11,9.94,574049,3.34,322323.3533,1261.2,44.66,1.1156,6256,28068,1813426.48
16/3/16,416.88,179745.0966,667825244,426291,3325,149670,1.58427E+11,11.03,637965,3.3,345736.3636,1249.53,37.18,1.1103,7127,28299,1615094.063
17/3/16,419.35,229330.7333,998909490,456138,3800,191189,1.58427E+11,9.42,726220,3.31,202502.4169,1244.3,37.18,1.1103,10334,28751,2404808.826
18/3/16,414.2,160309.4244,1319651484,448952,4025,202265,1.58427E+11,9,664198,3.31,225712.0846,1233.18,36.34,1.1109,9939,30661,3167822.469
19/3/16,409.48,156365.8607,5542069880,446561,3800,211840,1.58427E+11,9.39,668880,3.31,209347.432,1246.07,38.46,1.1224,8767,33113,13294161.1
20/3/16,412.3,199185.8829,3338014969,477267,3525,208178,1.58427E+11,10.29,746762,3.31,313734.139,1261.26,40.2,1.1318,8000,30033,7959973.695
21/3/16,412.63,253355.8667,2162888709,437659,3400,205886,1.65497E+11,10.57,739599,3.24,463583.3333,1257.29,39.44,1.127,7261,25976,5221846.231
22/3/16,415.53,142676.077,891182100,423218,3400,177342,1.65497E+11,10.52,640091,3.18,194207.2327,1257.29,39.44,1.127,5803,27011,2176375.159
23/3/16,418.21,111442.8814,726097195,437424,3650,177997,1.65497E+11,9.93,660703,3.2,289424.375,1255.53,39.91,1.1241,6392,22064,1761089.486
24/3/16,417.24,149420.5463,835116171,437620,3475,198867,1.65497E+11,10.32,754279,3.2,158587.5,1248.74,39.91,1.1241,7624,25353,2023886.22
25/3/16,416.83,160790.5566,926644836,464583,3700,205060,1.65497E+11,9.8,714048,3.22,392900.6211,1248.41,41.45,1.1217,8206,25184,2230031.131
26/3/16,417.64,146921.8814,860298494,432360,3725,186659,1.65497E+11,9.65,674794,3.24,525629.6296,1233.84,39.79,1.1181,8114,23845,2057096.899
27/3/16,422.86,163806.6916,949318055,428038,3675,189947,1.65497E+11,9.79,674120,3.24,430302.4691,1219.26,39.46,1.1174,8782,22710,2275232.612
28/3/16,425.23,126094.5709,876239761,400111,3650,172163,1.65497E+11,9.87,624015,3.23,371606.8111,1219.26,39.46,1.1167,7324,22593,2102151.383
29/3/16,419.92,106911.2154,624918390,457009,3825,158896,1.65497E+11,9.21,625294,3.23,345953.5604,1217.25,39.46,1.1167,6252,20187,1496308.759
30/3/16,415.24,168446.7673,727109012,425281,3525,160125,1.65497E+11,10.31,629457,3.27,639110.0917,1217.25,39.39,1.1196,6509,19044,1719502.937
31/3/16,416.4,161142.9109,881707209,516152,4250,195910,1.65497E+11,8.58,674533,3.28,435103.6585,1217.4,39.39,1.1196,7847,23045,2073483.077
1/4/16,417.18,179585.4067,882870612,668735,3925,197252,1.65497E+11,9.17,836449,3.24,544669.7531,1231.09,38.28,1.1291,8713,31699,2102473.357
2/4/16,419.95,159026.3462,837456770,480367,3675,200881,1.65497E+11,9.73,748907,3.23,449006.192,1233.16,38.32,1.1338,8453,35672,2016801.777
3/4/16,420.84,144609.0298,907076104,419593,3100,206352,1.65497E+11,11.59,845192,3.24,526061.7284,1230.88,38.34,1.138,8131,24191,2178376.811
4/4/16,421.17,122814.3727,904069849,505319,3825,211769,1.66852E+11,9.46,768427,3.24,406243.8272,1224.65,36.76,1.1391,7467,24472,2167097.773
5/4/16,422.48,108777.7116,733953480,477457,3475,183364,1.66852E+11,10.4,798859,3.26,360377.3006,1224.65,31.72,1.1391,6114,21507,1747716.347
6/4/16,423.74,90423.20122,651242932,466510,3550,178287,1.66852E+11,10.12,727053,3.26,393006.135,1222.45,35.92,1.1391,7076,21378,1547483.443
7/4/16,422.64,120222.9504,890688405,487367,4150,208763,1.66852E+11,8.64,669686,3.25,365726.1538,1217.67,35.7,1.1391,8360,24516,2114795.463
8/4/16,422.06,143718.0458,948818090,460775,3875,216021,1.66852E+11,9.3,741679,3.25,265780.9231,1222.18,43.78,1.1384,9526,26914,2245829.601
9/4/16,419.41,139451.0785,1008344908,479006,3925,219133,1.66852E+11,9.2,706437,3.26,334021.4724,1226.63,43.78,1.1399,8212,23270,2379631.161
10/4/16,420.71,136898.0693,1149273664,446278,3475,218324,1.66852E+11,10.23,758243,3.25,353932.3077,1232.55,48.76,1.1378,8289,23407,2719273.292
11/4/16,421.9,150345.2116,1145127634,440786,3600,214047,1.66852E+11,10.01,718056,3.23,418674.9226,1238.14,41.93,1.1399,8760,24554,2713186.831
12/4/16,424.54,118720.8221,935993950,423711,4050,196279,1.66852E+11,8.78,635265,3.22,380304.3478,1238.14,41.93,1.1399,6351,19399,2231692.02
13/4/16,424.74,174653.7995,838084617,435519,4325,186781,1.66852E+11,8.51,553300,3.23,438851.3932,1251.47,48.69,1.1408,6910,19193,1992072.014
14/4/16,424.15,120283.2425,1078493351,477742,3825,229887,1.66852E+11,9.42,770971,3.23,328501.548,1251.47,44.07,1.1408,9268,23919,2556277.201
15/4/16,427.12,166601.027,1479742922,511761,3700,240058,1.66852E+11,9.68,835680,3.25,401633.8462,1255.97,44.07,1.1386,8641,23252,3485520.615
16/4/16,430.44,162594.5284,1361799192,495154,4100,223342,1.66852E+11,8.8,707265,3.25,398683.0769,1247.93,41.76,1.1274,9055,23243,3206194.83
17/4/16,428.87,106757.0435,1253074066,470246,4100,227764,1.78678E+11,8.8,714272,3.24,367521.6049,1232.95,41.5,1.1268,8202,24938,2954318.203
18/4/16,428.14,128304.6919,1628581013,436767,3475,212039,1.78678E+11,10.29,792579,3.26,430797.546,1231.87,40.36,1.1284,7162,27593,3812935.505
19/4/16,432.08,91517.51696,1309938294,409222,3450,181866,1.78678E+11,10.3,674732,3.28,352393.2927,1231.87,40.36,1.1284,5785,20857,3043254.098
20/4/16,438.54,121542.4254,1118898182,478093,3950,192270,1.78678E+11,9.28,659291,3.27,370611.6208,1237.35,39.78,1.1313,6340,19395,2608944.86
21/4/16,445.58,130029.6632,1691787258,478493,3350,220261,1.78678E+11,10.71,837629,3.25,405455.3846,1234.8,39.78,1.1313,7743,21989,3951481.427
22/4/16,447.35,122223.8937,1587216550,480065,3750,226361,1.78678E+11,9.63,749867,3.27,407770.6422,1241.79,41.08,1.1358,9076,22642,3673432.119
23/4/16,447.69,166210.8268,1778229119,465440,4125,216615,1.78678E+11,8.7,696926,3.28,499670.7317,1248.64,42.63,1.1297,8403,22973,4054884.66
24/4/16,454.55,153069.4914,2229111901,477575,3775,212644,1.78678E+11,9.54,731790,3.31,510039.2749,1251.67,43.18,1.1288,11381,23282,5002719.828
25/4/16,460.19,131450.5421,2355360487,440135,3575,210833,1.78678E+11,10.12,774912,3.33,471426.4264,1238.83,43.73,1.1222,9665,24241,5265140.241
26/4/16,464.33,112768.6569,1525996777,434758,3600,185072,1.78678E+11,9.97,654661,3.32,416804.2169,1238.83,43.73,1.1222,7170,25236,3408601.436
27/4/16,455.54,150034.9797,1005038252,457552,3300,183023,1.78678E+11,10.95,728040,3.5,1286417.143,1227.5,43.15,1.1268,8433,30727,2211062.044
28/4/16,445.06,189251.8308,1242330005,495022,3175,217437,1.78678E+11,11.21,874485,3.71,1780525.606,1234.9,42.64,1.1268,9045,28861,2699602.349
29/4/16,451.48,170077.109,1281127419,524750,3775,250593,1.78678E+11,9.66,813180,3.94,1704936.548,1239.14,44.04,1.1297,9250,26206,2759088.189
30/4/16,451.7,205393.3705,1138444022,471935,3225,239306,1.78678E+11,10.92,875343,4.01,2352915.212,1245.26,45.33,1.1322,8777,28009,2499108.798
1/5/16,450.19,166415.0991,1196309739,460497,3375,247822,1.78678E+11,10.62,897480,3.81,1037425.197,1255.02,46.03,1.1352,9540,26142,2687974.069
2/5/16,447.71,109104.5008,1131451829,516695,3950,261726,1.78659E+11,9.34,812847,3.79,650944.591,1276.73,45.92,1.1451,7765,26067,2506095.129
3/5/16,447.19,153470.445,856718781,440383,3650,215566,1.78659E+11,9.72,757549,3.73,670825.7373,1276.73,45.92,1.1451,6176,22785,1896654.375
4/5/16,448.23,90317.64366,843948711,431043,3875,191275,1.78659E+11,9.28,625718,3.68,519453.8043,1279.5,35.97,1.1534,6593,22113,1874650.061
5/5/16,447.27,205773.8268,1091834123,483655,3925,223628,1.78659E+11,9.32,751085,3.7,720921.6216,1295.78,30.89,1.1534,88391,44092,2438708.367
6/5/16,454,132754.3102,1013256772,466136,3775,235458,1.78659E+11,9.54,778230,3.71,636981.1321,1290.77,30.89,1.1496,43326,34902,2265830.569
7/5/16,459.04,112458.5592,1015778254,499193,4175,233524,1.78659E+11,8.61,707049,3.75,457629.3333,1278.83,35.89,1.1487,20101,28567,2266198.724
8/5/16,458.1,112774.834,963772445,457956,3875,229418,1.78659E+11,9.26,704525,3.73,456332.4397,1278.44,44.32,1.1405,25386,27508,2154788.931
9/5/16,459.42,160345.3744,1046134264,454721,4050,233070,1.78659E+11,8.87,685889,3.77,503729.443,1284.1,44.32,1.1404,17048,24738,2304260.493
10/5/16,455.57,83575.5054,865570450,419100,3750,201912,1.78659E+11,9.63,646523,3.9,840669.2308,1284.1,46.6,1.1404,11166,21334,1885610.078
11/5/16,452.26,88004.80244,741135456,440127,4200,188857,1.78659E+11,8.6,578155,3.93,453936.3868,1288.7,41.8,1.1383,11207,20478,1617846.444
12/5/16,452.86,120789.4737,942789236,485976,4275,226278,1.78659E+11,8.43,638243,4,780235,1274.41,45.17,1.1383,13087,23092,2052129.285
13/5/16,455.26,129411.726,1004065257,495896,3950,245563,1.78659E+11,9.1,726909,3.95,933721.519,1264.51,49.83,1.1372,12193,23402,2203975.804
14/5/16,455.78,111894.0432,1134558913,471725,3325,234279,1.94255E+11,10.83,813016,3.86,636823.8342,1270.71,49.83,1.1426,10845,21597,2508643.066
15/5/16,456.87,132158.5037,1033721638,453620,3475,228270,1.94255E+11,10.18,779994,3.86,466041.4508,1274.91,51.79,1.1377,11455,22343,2282651.676
