Date,generatedCoin
06-Jan-19,1763
07-Jan-19,1763
08-Jan-19,2113
09-Jan-19,2050
10-Jan-19,1950
11-Jan-19,1850
12-Jan-19,1725
13-Jan-19,1713
14-Jan-19,1863
15-Jan-19,1650
16-Jan-19,1663
17-Jan-19,1588
18-Jan-19,1725
19-Jan-19,1663
20-Jan-19,1963
21-Jan-19,1875
22-Jan-19,1625
23-Jan-19,1825
24-Jan-19,2025
25-Jan-19,1725
26-Jan-19,1875
27-Jan-19,1713
28-Jan-19,1813
29-Jan-19,1825
30-Jan-19,1700
31-Jan-19,1938
01-Feb-19,1975
02-Feb-19,1800
03-Feb-19,1725
04-Feb-19,1838
05-Feb-19,1838
06-Feb-19,2050
07-Feb-19,2175
08-Feb-19,2038
09-Feb-19,1875
10-Feb-19,1750
11-Feb-19,1813
12-Feb-19,1600
13-Feb-19,1913
14-Feb-19,1763
15-Feb-19,1588
16-Feb-19,1875
17-Feb-19,1988
18-Feb-19,1938
19-Feb-19,1950
20-Feb-19,1625
21-Feb-19,1488
22-Feb-19,2025
23-Feb-19,1788
24-Feb-19,1713
25-Feb-19,1788
26-Feb-19,2013
27-Feb-19,1763
28-Feb-19,1875
01-Mar-19,2025
02-Mar-19,1650
03-Mar-19,1825
04-Mar-19,1713
05-Mar-19,1863
06-Mar-19,1600
07-Mar-19,1775
08-Mar-19,1825
09-Mar-19,1725
10-Mar-19,1700
11-Mar-19,1775
12-Mar-19,1788
13-Mar-19,1688
14-Mar-19,1938
15-Mar-19,1913
16-Mar-19,2038
17-Mar-19,1825
18-Mar-19,2013
19-Mar-19,2175
20-Mar-19,2013
21-Mar-19,1788
22-Mar-19,2013
23-Mar-19,1813
24-Mar-19,1875
25-Mar-19,1850
26-Mar-19,1675
27-Mar-19,1863
28-Mar-19,1825
29-Mar-19,1838
30-Mar-19,1738
31-Mar-19,1738
01-Apr-19,1700
02-Apr-19,1963
03-Apr-19,1775
04-Apr-19,1750
05-Apr-19,1975
06-Apr-19,1738
07-Apr-19,1763
08-Apr-19,1850
09-Apr-19,1650
