Date,Address
03-Jan-19,602499
04-Jan-19,588155
05-Jan-19,510116
06-Jan-19,513105
07-Jan-19,605732
08-Jan-19,618872
09-Jan-19,615701
10-Jan-19,646794
11-Jan-19,623737
12-Jan-19,511636
13-Jan-19,485001
14-Jan-19,599656
15-Jan-19,618216
16-Jan-19,653019
17-Jan-19,610163
18-Jan-19,625357
19-Jan-19,526853
20-Jan-19,514507
21-Jan-19,596521
22-Jan-19,598611
23-Jan-19,681839
24-Jan-19,631403
25-Jan-19,627186
26-Jan-19,585767
27-Jan-19,496688
28-Jan-19,636805
29-Jan-19,626793
30-Jan-19,609610
31-Jan-19,640465
01-Feb-19,665426
02-Feb-19,554281
03-Feb-19,521485
04-Feb-19,616383
05-Feb-19,650507
06-Feb-19,687624
07-Feb-19,647026
08-Feb-19,694288
09-Feb-19,564093
10-Feb-19,495946
11-Feb-19,692074
12-Feb-19,826480
13-Feb-19,765352
14-Feb-19,618710
15-Feb-19,618560
16-Feb-19,604959
17-Feb-19,522930
18-Feb-19,684684
19-Feb-19,715477
20-Feb-19,694099
21-Feb-19,648091
22-Feb-19,739327
23-Feb-19,570616
24-Feb-19,569551
25-Feb-19,670201
26-Feb-19,704081
27-Feb-19,679225
28-Feb-19,692972
01-Mar-19,723763
02-Mar-19,631290
03-Mar-19,555628
04-Mar-19,681631
05-Mar-19,706754
06-Mar-19,738120
07-Mar-19,689211
08-Mar-19,711513
09-Mar-19,601886
10-Mar-19,521890
11-Mar-19,750671
12-Mar-19,699031
13-Mar-19,716432
14-Mar-19,741462
15-Mar-19,719163
16-Mar-19,612919
17-Mar-19,538885
18-Mar-19,716941
19-Mar-19,750470
20-Mar-19,738366
21-Mar-19,708214
22-Mar-19,722829
23-Mar-19,583506
24-Mar-19,559563
25-Mar-19,716722
26-Mar-19,686300
27-Mar-19,783503
28-Mar-19,768236
29-Mar-19,764554
30-Mar-19,684567
31-Mar-19,625988
01-Apr-19,690267
02-Apr-19,887943
03-Apr-19,856239
04-Apr-19,806481
05-Apr-19,883945
06-Apr-19,677538
07-Apr-19,621932
08-Apr-19,776683
09-Apr-19,777623
