,Date,Weighted_bitcoin_price,Volume,Num_bitcoin_address,bitcoin_transactions,Mining_Difficulty,mine_a_block_min,Block_size,Weighted_litecoin_price,Weighted_gold_price,Oil_price,usd/euro,Num_Wiki_view,Num_tweets,3d MA,9d MA,15d MA,WSJ daily sentiment
351,2016/6/21,694.37,309944000,518259,248015,209000000000.0,9.59,914910,5.02,1277.96,48.85,1.1242,11977,27064,734.01,723.07,670.44,-0.32
352,2016/6/22,632.04,266392992,461509,235512,209000000000.0,11.22,945644,4.38,1267.13,49.13,1.1296,9837,25119,691.97,716.72,673.91,-0.32
353,2016/6/23,602.22,253462000,496189,241160,209000000000.0,10.33,919796,3.8,1251.78,50.11,1.1385,9912,24183,642.88,707.04,675.48,0.0
354,2016/6/24,649.47,224316992,469900,237496,209000000000.0,11.15,942677,4.08,1299.11,47.64,1.1117,19135,26403,627.91,702.84,680.28,0.23
355,2016/6/25,667.17,126656000,491143,206757,209000000000.0,8.89,792598,4.22,1299.11,47.64,1.1117,12669,20205,639.62,695.5,686.32,0.23
356,2016/6/26,644.55,109225000,453212,181202,209000000000.0,9.77,762232,4.13,1319.5,46.33,1.1025,8292,20500,653.73,683.52,689.77,0.23
357,2016/6/27,640.11,122134000,404257,216882,209000000000.0,9.86,777207,4.09,1326.18,46.33,1.1025,11629,23913,650.61,670.84,689.54,0.23
358,2016/6/28,650.53,138384992,431494,212459,209000000000.0,9.72,760032,4.12,1318.56,47.85,1.1065,10003,23816,645.06,658.88,686.97,0.23
359,2016/6/29,639.24,142456000,410086,223966,209000000000.0,9.83,764559,4.07,1320.34,49.88,1.1125,10158,23872,643.29,646.63,683.63,0.23
360,2016/6/30,656.48,138980000,442083,231810,209000000000.0,9.66,797510,4.13,1319.35,48.33,1.1106,9599,23132,648.75,642.42,681.58,0.23
361,2016/7/1,676.14,134431008,449855,205646,209000000000.0,9.21,749351,4.24,1332.79,33.27,1.1136,8764,23027,657.29,647.32,677.77,0.23
362,2016/7/2,690.13,112354000,408449,198726,209000000000.0,9.73,694817,4.43,1332.79,33.27,1.1136,7717,23595,674.25,657.09,673.62,0.23
363,2016/7/3,679.4,129512000,383963,176973,209000000000.0,9.21,614649,4.44,1342.65,37.9,1.1154,8615,20287,681.89,660.42,668.63,0.23
364,2016/7/4,669.16,92008400,441260,213749,213000000000.0,9.71,739326,4.39,1347.21,37.26,1.1154,9364,21181,679.56,660.64,662.7,0.23
365,2016/7/5,675.6,130476000,426264,214814,213000000000.0,9.9,789159,4.48,1351.91,37.26,1.1076,9447,22046,674.72,664.09,657.77,-0.72
366,2016/7/6,675.02,134960992,391335,214551,213000000000.0,10.26,797548,4.46,1363.08,50.36,1.11,9129,23770,673.26,667.97,656.48,-0.72
367,2016/7/7,653.23,258091008,390884,215411,213000000000.0,10.56,821500,4.27,1361.89,45.14,1.1063,9574,23909,667.95,668.27,657.9,0.0
368,2016/7/8,652.6,141970000,398382,210556,213000000000.0,9.91,779845,4.16,1357.44,45.14,1.1051,8771,23469,660.28,669.75,661.26,0.0
369,2016/7/9,654.28,180536000,396352,185256,213000000000.0,9.69,658053,4.15,1357.44,45.5,1.1051,8843,25041,653.37,669.51,661.58,0.0
370,2016/7/10,648.38,102532000,348927,162452,213000000000.0,9.21,585814,4.11,1362.62,49.81,1.1058,10305,20364,651.75,666.42,660.32,-0.3
371,2016/7/11,650.19,107910000,429180,217946,213000000000.0,10.09,793287,4.12,1362.62,44.89,1.1058,10443,22699,650.95,661.98,660.7,-0.3
372,2016/7/12,658.72,138172992,392187,218891,213000000000.0,10.04,775826,4.14,1344.24,49.77,1.1061,10146,22223,652.43,659.69,661.94,0.76
373,2016/7/13,660.61,131449000,362818,216374,213000000000.0,11.2,820023,4.15,1338.81,44.75,1.109,10027,22998,656.51,658.74,662.61,0.76
374,2016/7/14,656.7,98511400,398175,217554,213000000000.0,10.2,798437,4.15,1336.56,45.68,1.112,9109,21544,658.68,656.64,663.78,0.4
375,2016/7/15,662.14,81673104,391889,215946,213000000000.0,10.63,790217,4.16,1333.84,45.95,1.1035,8596,20434,659.82,655.21,664.15,0.4
376,2016/7/16,662.58,50330200,410103,182035,213000000000.0,9.19,688478,4.14,1333.84,45.95,1.1035,7157,18987,660.47,656.24,663.25,0.4
377,2016/7/17,671.45,74407904,371105,170864,213000000000.0,9.52,709356,4.17,1337.85,45.24,1.1075,8148,19456,665.39,658.34,662.0,0.4
378,2016/7/18,675.78,69465000,424993,222687,213000000000.0,9.9,819096,4.17,1329.54,45.24,1.1075,8920,21330,669.94,660.73,661.76,0.4
379,2016/7/19,671.63,61203300,395388,222018,213000000000.0,11.19,860789,4.15,1331.06,44.65,1.1021,8270,23226,672.95,663.31,661.93,0.38
380,2016/7/20,668.7,94636400,397145,227279,213000000000.0,9.56,798784,4.14,1322.27,44.94,1.1015,8357,22621,672.04,665.37,661.47,0.03
381,2016/7/21,664.22,60491800,413155,217473,213000000000.0,10.77,809273,4.12,1325.7,44.75,1.1026,8658,20837,668.18,665.98,660.75,-0.69
382,2016/7/22,657.21,134169000,406649,221275,213000000000.0,11.18,863989,4.08,1327.02,44.19,1.0977,9800,20712,663.38,665.6,661.01,-0.69
383,2016/7/23,652.79,69532200,395233,195665,213000000000.0,11.12,826302,4.05,1327.02,44.19,1.0977,6549,18351,658.07,665.17,661.03,-0.69
384,2016/7/24,658.15,118184000,373150,183766,213000000000.0,11.37,791551,4.06,1323.18,43.13,1.0995,7274,18766,656.05,664.72,661.28,-0.69
385,2016/7/25,657.65,78176496,442602,239584,213000000000.0,11.2,909995,4.05,1318.63,43.13,1.0995,9280,22664,656.2,664.18,661.9,-0.69
386,2016/7/26,652.03,225135008,445910,237544,213000000000.0,11.15,923046,4.0,1317.4,42.92,1.0986,10095,23499,655.94,662.02,662.02,-0.69
387,2016/7/27,652.97,147460992,427092,235475,213000000000.0,11.25,921787,3.96,1332.82,41.92,1.1058,10107,21902,654.22,659.48,661.64,-0.69
388,2016/7/28,655.4,86428400,422943,234727,213000000000.0,10.62,875244,3.97,1338.0,41.14,1.1077,9118,23727,653.47,657.68,661.29,-0.69
389,2016/7/29,656.17,60703500,113337,231267,213000000000.0,9.78,822372,4.03,1342.68,41.6,1.1174,8102,20354,654.85,656.29,661.26,-0.69
390,2016/7/30,656.12,38456100,306460,199365,213000000000.0,12.11,870160,4.07,1342.68,41.6,1.1174,7619,17310,655.9,655.39,660.86,-0.69
391,2016/7/31,639.86,110818000,420832,192100,213000000000.0,9.29,794572,4.04,1351.1,33.16,1.1163,68433,17590,650.72,653.46,659.34,-0.69
392,2016/8/1,615.72,121887000,447337,224896,213000000000.0,9.5,814183,3.96,1351.81,33.16,1.1163,7849,22021,637.23,649.34,655.63,-0.69
393,2016/8/2,574.51,330932992,470680,250944,213000000000.0,9.35,859342,3.73,1357.85,29.69,1.1224,8291,27947,610.03,640.05,648.88,-0.69
394,2016/8/3,557.48,207982000,447802,241616,202000000000.0,8.67,791053,3.67,1360.53,36.5,1.1149,18927,33437,582.57,628.92,641.27,-0.69
395,2016/8/4,572.47,125292000,437325,231682,202000000000.0,9.35,780743,3.73,1352.4,39.72,1.113,12782,25150,568.15,620.08,634.85,0.0
396,2016/8/5,575.4,66127900,418707,228075,202000000000.0,8.49,701046,3.73,1349.42,45.44,1.1086,9473,25115,568.45,611.46,628.93,0.0
397,2016/8/6,580.17,80797296,387108,195503,202000000000.0,8.73,619245,3.74,1349.42,51.23,1.1086,7570,20484,576.01,603.1,623.79,0.0
398,2016/8/7,591.2,82398400,390587,192266,202000000000.0,9.72,768321,3.78,1336.6,45.41,1.1088,13610,20769,582.26,595.88,619.69,-0.59
399,2016/8/8,591.21,61194100,469541,235147,202000000000.0,9.74,839246,3.78,1333.62,43.02,1.1088,12052,24232,587.53,588.67,615.22,-0.59
400,2016/8/9,588.68,92228096,430639,231276,202000000000.0,11.67,880535,3.76,1337.31,47.62,1.1117,11249,24435,590.36,582.98,610.63,-0.59
401,2016/8/10,591.52,102905000,488493,244589,202000000000.0,9.34,834622,3.75,1344.5,47.62,1.1176,9015,30224,590.47,580.29,606.59,-0.59
402,2016/8/11,591.98,74514400,463192,254365,202000000000.0,9.8,860473,3.71,1343.5,44.98,1.1137,8400,23497,590.73,582.23,602.53,-0.59
403,2016/8/12,587.52,69218000,437955,232824,202000000000.0,9.66,805274,3.72,1341.04,50.84,1.1162,7756,25008,590.34,585.57,598.0,-0.59
404,2016/8/13,586.92,43563000,410826,214406,202000000000.0,8.78,665115,3.71,1341.04,50.84,1.1162,6851,21026,588.81,587.18,593.38,-0.59
405,2016/8/14,576.63,60851100,394563,200011,202000000000.0,8.87,639753,3.68,1336.2,45.74,1.1184,6860,24566,583.69,587.31,588.08,-0.59
406,2016/8/15,568.64,57262300,461779,202750,217000000000.0,9.77,809770,3.62,1342.45,45.74,1.1184,7890,25180,577.4,586.03,583.34,-0.59
407,2016/8/16,573.29,58405200,493590,254296,217000000000.0,10.79,920075,3.62,1345.89,46.58,1.1279,8422,23549,572.85,584.04,580.51,-0.59
408,2016/8/17,575.82,54443000,466782,237880,217000000000.0,11.72,949801,3.62,1345.76,46.79,1.1289,8694,22643,572.58,582.33,580.6,-0.59
409,2016/8/18,574.81,59896600,429466,239387,217000000000.0,9.35,798859,3.61,1351.68,48.22,1.1354,10122,20849,574.64,580.79,581.75,-0.59
410,2016/8/19,575.6,50631600,425432,245941,217000000000.0,9.29,790802,3.61,1346.26,48.52,1.1325,8392,18562,575.41,579.02,581.96,-0.25
411,2016/8/20,579.02,45301400,453235,208069,217000000000.0,9.31,714049,3.62,1346.26,48.52,1.1325,6836,14687,576.48,577.58,582.2,-0.25
412,2016/8/21,581.91,38299400,385756,184741,217000000000.0,8.83,614910,3.62,1341.5,47.05,1.1320000000000001,7330,14412,578.84,576.96,582.32,-0.25
413,2016/8/22,584.28,72844000,459903,228215,217000000000.0,9.09,784879,3.64,1335.85,47.05,1.1320000000000001,8395,18821,581.74,576.67,581.86,-0.25
414,2016/8/23,585.32,85349200,452155,238874,217000000000.0,9.77,828972,3.82,1339.48,48.1,1.1305,8897,18812,583.84,577.63,581.46,-0.25
415,2016/8/24,581.76,56328200,466246,234978,217000000000.0,9.39,756289,3.9,1331.36,46.77,1.1264,9239,19302,583.79,579.09,581.0,0.0
416,2016/8/25,578.39,136130000,401522,233879,217000000000.0,11.25,868056,3.83,1323.12,47.33,1.1285,8900,20127,581.82,579.66,580.13,0.0
417,2016/8/26,578.72,48856800,414477,226635,217000000000.0,10.87,844412,3.82,1324.39,47.64,1.1198,8442,19606,579.62,579.98,579.24,0.0
418,2016/8/27,574.47,59698300,410703,190954,217000000000.0,10.06,686903,3.78,1324.39,47.64,1.1198,7126,15956,577.19,579.94,578.37,0.0
419,2016/8/28,571.88,86301600,354909,174337,217000000000.0,9.41,608528,3.74,1317.25,46.98,1.1189,7543,17112,575.02,579.53,577.37,0.0
420,2016/8/29,574.48,110398000,449032,225133,221000000000.0,9.71,808922,3.76,1322.52,46.98,1.1189,8722,22110,573.61,579.02,577.23,0.0
421,2016/8/30,576.02,70342400,471368,251838,221000000000.0,8.8,783228,3.78,1317.43,46.35,1.1143,8666,18322,574.13,578.37,577.72,0.0
422,2016/8/31,576.14,75840896,447987,225226,221000000000.0,10.69,834746,3.8,1310.72,44.7,1.1158,9172,17456,575.55,577.46,577.91,0.0
423,2016/9/1,573.99,76923400,426749,237326,221000000000.0,10.34,849245,3.82,1312.06,44.7,1.1197,8596,18373,575.38,576.21,577.79,0.0
424,2016/9/2,573.6,79910800,433829,225703,221000000000.0,9.32,726651,3.83,1319.84,27.94,1.1156,8115,20605,574.58,575.3,577.71,0.0
425,2016/9/3,586.83,159014000,407118,182078,221000000000.0,11.45,769942,3.86,1319.84,38.29,1.1156,7347,16664,578.14,576.24,578.45,0.0
426,2016/9/4,603.98,97942896,380235,183065,221000000000.0,8.08,579355,3.96,1327.75,38.29,1.1147,7896,16972,588.14,579.04,580.12,0.0
427,2016/9/5,606.72,82446800,465896,227543,221000000000.0,10.29,880299,4.0,1276.03,43.44,1.1147,9039,23183,599.18,582.63,581.77,0.0
428,2016/9/6,608.22,78529104,461272,231982,221000000000.0,10.46,866950,3.97,1338.45,50.56,1.1255,9374,35065,606.31,586.66,583.37,0.0
429,2016/9/7,612.04,75032400,476591,250657,221000000000.0,9.61,809332,4.01,1347.2,50.56,1.1239,9426,23060,608.99,590.84,585.15,0.38
430,2016/9/8,620.89,86713000,432427,226862,221000000000.0,9.94,814107,3.98,1342.18,42.77,1.126,10042,19731,613.72,595.82,587.76,0.38
431,2016/9/9,624.08,64550200,428543,220392,221000000000.0,10.18,813034,3.98,1333.46,45.88,1.1233,9121,19091,619.0,601.15,590.8,0.38
432,2016/9/10,623.48,45016800,404099,193165,221000000000.0,9.28,646603,3.97,1333.46,45.88,1.1233,8218,18701,622.82,606.65,593.79,0.38
433,2016/9/11,614.87,73610800,398487,180227,221000000000.0,8.75,591717,3.92,1330.92,45.27,1.1235,7890,16124,620.81,611.23,596.48,0.38
434,2016/9/12,607.28,72812304,459518,208486,226000000000.0,8.83,690828,3.84,1330.92,51.5,1.1235,10175,18821,615.21,613.51,598.84,0.38
435,2016/9/13,608.84,86920600,473180,239721,226000000000.0,8.69,780871,3.83,1323.53,44.9,1.122,11035,20868,610.33,614.05,601.13,0.38
436,2016/9/14,609.97,47877700,432043,231644,226000000000.0,9.32,764207,3.83,1320.38,43.58,1.125,10442,20554,608.7,614.41,603.4,0.38
437,2016/9/15,609.0,59464600,427832,233334,226000000000.0,9.37,752979,3.82,1318.11,43.91,1.1244,10277,21820,609.27,614.49,605.59,0.0
438,2016/9/16,607.55,64963400,428124,210989,226000000000.0,10.31,774627,3.82,1310.13,43.03,1.1155,10414,20588,608.84,614.0,607.82,0.0
439,2016/9/17,606.56,37140300,455846,215366,226000000000.0,8.84,754384,3.81,1310.13,43.03,1.1155,9034,17201,607.7,612.4,610.02,0.0
440,2016/9/18,608.04,48679400,360162,191458,226000000000.0,9.86,678307,3.94,1303.55,43.3,1.1175,9227,13717,607.38,610.62,611.43,0.0
441,2016/9/19,609.57,54796400,425006,223407,226000000000.0,10.75,835041,3.97,1313.02,43.3,1.1175,9584,13913,608.06,609.08,611.81,0.0
442,2016/9/20,608.76,72710896,468695,244164,226000000000.0,9.7,782657,3.84,1314.72,43.44,1.1151,9873,26427,608.79,608.4,611.94,-0.27
443,2016/9/21,600.05,82776200,459657,239050,226000000000.0,8.69,711352,3.84,1327.26,45.34,1.1189,9285,18606,606.13,607.59,611.4,-0.27
444,2016/9/22,597.07,67085300,431972,231086,226000000000.0,10.2,762582,3.82,1338.24,46.32,1.1208,9903,18260,601.96,606.29,610.4,-0.27
445,2016/9/23,599.51,51067000,422012,223051,226000000000.0,10.52,805261,3.79,1339.51,44.48,1.1226,8100,19726,598.88,605.12,608.98,-0.27
446,2016/9/24,603.05,35359500,424429,208484,226000000000.0,8.66,635887,3.82,1339.51,44.48,1.1226,8840,17748,599.88,604.46,607.57,-0.27
447,2016/9/25,601.67,33977800,399415,195457,241000000000.0,7.85,570906,3.8,1343.2,45.93,1.1254,7642,17984,601.41,603.81,606.12,-0.27
448,2016/9/26,604.33,59153800,479715,230616,241000000000.0,9.23,770834,3.83,1337.85,45.93,1.1254,9531,20210,603.02,603.56,605.42,-0.27
449,2016/9/27,606.64,49422400,489447,240168,241000000000.0,8.73,764239,3.86,1332.48,44.67,1.1215,8507,20912,604.21,603.41,605.37,0.0
450,2016/9/28,605.54,48722600,462481,234847,241000000000.0,9.65,782306,3.85,1323.74,47.05,1.1217,8127,19750,605.5,602.96,605.15,-0.3
451,2016/9/29,605.6,55658600,460805,242587,241000000000.0,10.19,832816,3.84,1319.84,47.83,1.1222,8014,21230,605.93,602.61,604.86,-0.3
452,2016/9/30,607.33,56122400,499898,250801,241000000000.0,10.04,843357,3.84,1318.38,48.24,1.1235,8491,17676,606.16,603.42,604.75,-0.3
453,2016/10/1,612.27,56357000,445128,213773,241000000000.0,9.25,711277,3.85,1318.38,48.24,1.1235,7590,17285,608.4,605.1,605.07,-0.3
454,2016/10/2,612.13,39249800,404625,192542,241000000000.0,9.77,718532,3.85,1312.0,27.45,1.1211,7652,16869,610.58,606.51,605.44,-0.3
455,2016/10/3,611.53,46798300,567947,258654,241000000000.0,9.85,864554,3.84,1314.61,37.84,1.1211,8347,22770,611.98,607.45,605.67,0.23
456,2016/10/4,610.94,49801600,522537,264504,241000000000.0,9.2,823939,3.83,1294.81,37.84,1.1204,9345,20191,611.53,608.48,605.76,0.23
457,2016/10/5,611.54,68077504,508775,266644,241000000000.0,8.61,788912,3.84,1267.64,44.66,1.1205,9086,19102,611.34,609.28,605.95,0.59
458,2016/10/6,612.69,56812100,535241,274325,241000000000.0,8.96,827401,3.85,1260.59,49.07,1.1151,8649,19174,611.72,609.95,606.79,-0.71
459,2016/10/7,614.86,64071400,504849,266181,241000000000.0,9.97,867495,3.85,1250.21,49.07,1.1201,8874,21247,613.03,610.99,607.98,0.74
460,2016/10/8,618.41,42345900,486564,250503,259000000000.0,8.63,761242,3.85,1250.21,41.71,1.1201,7025,18265,615.32,612.41,609.24,0.74
461,2016/10/9,617.93,39243400,445996,210388,259000000000.0,8.99,682253,3.83,1240.25,41.71,1.1139,7078,17597,617.07,613.59,610.23,0.74
462,2016/10/10,618.33,67481104,430931,222872,259000000000.0,11.54,858422,3.81,1274.66,51.35,1.1139,7981,19079,618.22,614.26,611.34,0.74
463,2016/10/11,630.22,103590000,531545,263426,259000000000.0,10.43,923089,3.81,1245.25,44.66,1.1054,9581,20605,622.16,616.27,613.06,0.74
464,2016/10/12,638.59,92370200,463491,233296,259000000000.0,9.98,864546,3.79,1257.04,44.66,1.1007,10134,19254,629.05,619.28,615.19,0.74
465,2016/10/13,636.67,61620700,448239,229575,259000000000.0,11.17,912040,3.83,1259.28,50.44,1.1056,8788,17289,635.16,622.14,617.27,0.74
466,2016/10/14,638.92,58144600,463279,239588,259000000000.0,10.71,858695,3.9,1253.73,50.35,1.0972,8502,17479,638.06,625.18,619.49,0.74
467,2016/10/15,639.61,39035400,413503,210306,259000000000.0,10.13,781652,3.89,1253.73,50.35,1.0972,6829,20593,638.4,628.17,621.64,0.74
468,2016/10/16,640.63,40298100,402396,197746,259000000000.0,11.08,758898,3.89,1250.55,49.94,1.1,7378,18498,639.72,631.03,623.53,0.74
469,2016/10/17,640.5,58063600,473540,237107,259000000000.0,11.49,929673,3.9,1253.29,49.94,1.1,9038,18689,640.25,633.49,625.42,0.74
470,2016/10/18,638.53,65546700,474941,251366,259000000000.0,9.32,841849,3.96,1260.55,50.29,1.0981,9037,17940,639.89,635.78,627.22,0.66
471,2016/10/19,633.88,69381696,425182,198958,259000000000.0,11.27,807402,3.82,1267.27,51.6,1.0974,8766,20522,637.64,637.51,628.75,0.27
472,2016/10/20,630.42,56957300,545527,270246,259000000000.0,10.93,977432,3.8,1267.67,50.43,1.0929,7861,17281,634.28,637.53,630.01,0.27
473,2016/10/21,632.11,55951000,515509,265191,259000000000.0,8.8,791086,3.8,1265.51,50.85,1.0884,9966,15145,632.14,636.81,631.31,0.0
474,2016/10/22,645.37,78556496,447836,216559,259000000000.0,9.69,793873,3.85,1265.51,50.85,1.0884,6727,13770,635.97,637.77,633.34,0.0
475,2016/10/23,657.43,54474600,409201,191434,254000000000.0,9.9,792337,3.91,1266.75,50.52,1.0882,8054,14832,644.97,639.83,635.94,0.0
476,2016/10/24,655.19,62218200,531408,226837,254000000000.0,10.11,886370,3.9,1262.24,50.52,1.0882,8868,18801,652.66,641.56,638.43,0.0
477,2016/10/25,657.43,90378800,562438,236891,254000000000.0,10.32,943928,3.89,1270.15,49.96,1.0889,9923,15756,656.68,643.43,641.03,0.0
478,2016/10/26,668.35,88877104,561011,223178,254000000000.0,10.52,974398,3.94,1270.28,49.18,1.0908,8501,17995,660.32,646.52,643.58,0.0
479,2016/10/27,683.29,96105296,643112,326226,254000000000.0,8.55,977626,4.0,1267.6,49.72,1.0897,8667,19247,669.69,651.5,646.56,0.0
480,2016/10/28,688.06,81145504,499703,250724,254000000000.0,9.75,816514,4.0,1274.81,48.7,1.0985,14518,19798,679.9,657.52,649.98,0.0
481,2016/10/29,703.8,134760992,460352,229540,254000000000.0,9.77,773040,4.04,1274.81,48.7,1.0985,10900,18463,691.72,665.67,654.31,0.0
482,2016/10/30,706.64,100665000,408766,207814,254000000000.0,8.56,626404,4.06,1277.89,46.86,1.0981,8571,19812,699.5,673.95,658.78,0.0
483,2016/10/31,701.14,97064400,515181,241631,254000000000.0,9.73,810984,4.02,1275.72,46.86,1.0981,12082,23052,703.86,680.15,662.81,0.0
484,2016/11/1,717.23,130527000,539566,246506,254000000000.0,10.0,857052,4.06,1283.43,31.41,1.1055,10272,21499,708.34,686.79,667.92,-0.05
485,2016/11/2,733.52,84865200,509816,268285,254000000000.0,10.82,903709,4.09,1295.38,26.21,1.1098,10374,20959,717.3,695.5,674.26,-0.05
486,2016/11/3,713.74,172808000,513862,271843,254000000000.0,9.3,832613,3.99,1298.48,38.5,1.1105,9857,20253,721.5,701.75,679.58,-0.05
487,2016/11/4,696.21,99907696,474308,247927,254000000000.0,12.44,956108,3.86,1302.42,40.36,1.1141,9168,18517,714.49,704.85,683.97,-0.05
488,2016/11/5,703.05,53752300,478145,238068,255000000000.0,9.8,792454,3.88,1302.42,46.23,1.1141,12204,17653,704.33,707.04,688.7,-0.32
489,2016/11/6,707.29,59902200,464241,225633,255000000000.0,9.32,730789,3.88,1273.25,46.23,1.1041,10908,20121,702.18,709.18,692.82,-0.32
490,2016/11/7,706.13,65047100,531494,274135,255000000000.0,10.01,886719,3.85,1286.45,44.76,1.1041,11614,22734,705.49,709.44,696.07,-0.32
491,2016/11/8,707.08,79660800,583441,295891,255000000000.0,8.5,866266,3.84,1271.25,43.49,1.1026,11807,22954,706.83,709.49,699.53,0.44
492,2016/11/9,720.44,132429000,544983,269948,255000000000.0,9.64,891799,3.86,1287.6,43.49,1.091,12959,24370,711.22,711.63,703.73,0.44
493,2016/11/10,718.15,68807800,525704,271206,255000000000.0,8.72,804537,3.84,1266.08,50.79,1.0893,11493,20972,715.22,711.73,707.05,0.44
494,2016/11/11,716.17,63119700,500894,254456,255000000000.0,8.77,754813,3.82,1243.06,43.41,1.0855,10046,19923,718.25,709.81,709.24,0.44
495,2016/11/12,710.74,64622500,506675,228718,255000000000.0,8.48,710403,3.79,1243.06,43.41,1.0855,8957,17540,715.02,709.47,710.76,0.44
496,2016/11/13,699.95,80318096,469471,219515,255000000000.0,10.24,773399,3.81,1219.42,43.32,1.0737,9805,19573,708.95,709.89,710.5,0.44
497,2016/11/14,703.28,62993000,561487,270334,255000000000.0,8.44,790228,3.88,1221.16,43.32,1.0737,21607,22700,704.66,709.91,710.27,0.59
498,2016/11/15,709.6,72038496,569386,280196,255000000000.0,9.21,854412,3.9,1225.29,45.81,1.0722,11771,23129,704.28,710.17,710.84,0.59
499,2016/11/16,728.0,141294000,548689,289618,255000000000.0,8.39,791348,3.96,1226.8,45.57,1.0691,12522,23016,713.63,712.6,711.56,-0.27
500,2016/11/17,745.26,108579000,550422,277301,255000000000.0,9.11,898399,4.0,1223.36,45.42,1.0626,11377,22943,727.62,716.84,712.34,-0.27
501,2016/11/18,745.52,87363104,549150,275777,282000000000.0,9.73,932393,3.96,1211.86,45.69,1.0588,10650,22105,739.59,719.63,714.46,-0.27
502,2016/11/19,751.04,110608000,524407,249618,282000000000.0,10.14,852874,3.96,1211.86,45.69,1.0588,8894,20995,747.27,723.28,718.11,-0.27
503,2016/11/20,739.08,154116000,517241,243463,282000000000.0,10.92,902306,3.94,1200.85,47.49,1.063,10466,17894,745.21,725.83,720.52,-0.27
504,2016/11/21,735.69,60802400,548221,285654,282000000000.0,10.54,922493,3.94,1209.57,47.49,1.063,11120,22770,741.94,728.6,722.41,0.32
505,2016/11/22,745.35,129906000,515430,285501,282000000000.0,10.85,958885,3.94,1213.46,48.03,1.0627,11421,22500,740.04,733.65,725.02,0.32
506,2016/11/23,746.88,76543800,572136,276777,282000000000.0,9.71,951077,3.95,1200.88,47.96,1.0553,10960,21827,742.64,738.49,727.68,0.32
507,2016/11/24,741.31,85919296,627191,328376,282000000000.0,8.96,951714,3.92,1186.29,47.98,1.0554,11876,21061,744.51,742.01,729.07,0.32
508,2016/11/25,739.58,67807600,591485,315235,282000000000.0,9.51,942783,3.91,1183.14,46.06,1.0589,10238,20433,742.59,743.3,730.5,0.32
509,2016/11/26,737.18,54962700,580075,277455,282000000000.0,9.41,944998,3.9,1183.14,46.06,1.0589,8430,19734,739.36,742.4,731.9,0.32
510,2016/11/27,734.4,52601800,509057,237245,282000000000.0,9.93,821504,3.9,1182.25,47.08,1.0614,9523,19864,737.05,741.17,733.47,0.32
511,2016/11/28,734.7,61888600,619715,298366,282000000000.0,8.84,909111,3.89,1190.75,47.08,1.0614,12311,22289,735.43,739.35,735.79,0.32
512,2016/11/29,735.99,68511104,569254,289501,282000000000.0,9.66,906176,3.88,1189.49,45.23,1.065,14544,21602,735.03,739.01,737.97,0.32
513,2016/11/30,741.54,84070800,544081,292512,282000000000.0,10.08,912247,3.89,1180.16,49.44,1.0589,12018,21457,737.41,739.66,740.1,0.32
514,2016/12/1,751.79,80461904,542441,239536,282000000000.0,9.85,899509,3.91,1168.18,30.44,1.0661,10921,21117,743.11,740.37,741.69,0.4
515,2016/12/2,768.58,127605000,629587,315335,287000000000.0,10.12,976569,3.94,1173.89,29.44,1.0664,11564,20335,753.97,742.79,743.24,0.4
516,2016/12/3,773.13,69547296,612406,287816,287000000000.0,8.38,880862,3.93,1173.89,29.44,1.0664,8544,16186,764.5,746.32,745.08,0.4
517,2016/12/4,771.88,60557900,575641,245502,287000000000.0,9.67,856999,3.92,1177.59,42.17,1.0764,8833,16345,771.2,749.91,746.47,0.4
518,2016/12/5,764.32,106363000,604251,277849,287000000000.0,9.48,882688,3.66,1177.59,46.7,1.0764,10512,18558,769.78,752.93,748.15,0.0
519,2016/12/6,761.82,116218000,671328,319612,287000000000.0,9.57,962761,3.52,1173.74,46.7,1.0718,11527,20236,766.01,755.97,749.9,0.27
520,2016/12/7,765.91,96426096,643398,310580,287000000000.0,8.36,884193,3.58,1172.5,46.8,1.0753,10847,21592,764.02,759.44,751.27,0.03
521,2016/12/8,769.88,80111904,578224,282554,287000000000.0,8.95,850178,3.66,1173.34,44.49,1.0615,10893,21302,765.87,763.21,752.8,0.03
522,2016/12/9,771.73,68705296,539503,268680,287000000000.0,10.7,930324,3.69,1164.91,46.29,1.0561,9588,19749,769.17,766.56,754.83,0.03
523,2016/12/10,774.42,53843100,488574,250109,287000000000.0,11.12,898482,3.68,1164.91,50.18,1.0561,8835,18331,772.01,769.07,757.15,0.03
524,2016/12/11,771.17,57313400,495466,229746,287000000000.0,7.72,684040,3.66,1159.78,50.18,1.0635,8676,16070,772.44,769.36,759.42,0.03
525,2016/12/12,775.52,76571000,532703,268506,287000000000.0,9.2,806015,3.65,1159.78,52.83,1.0635,10465,18775,773.7,769.63,762.16,0.0
526,2016/12/13,781.91,81645600,564772,291579,287000000000.0,8.06,814901,3.67,1160.33,52.98,1.0626,11745,20749,776.2,770.74,765.31,0.0
527,2016/12/14,780.09,75979000,535625,286189,287000000000.0,10.09,901628,3.63,1151.03,51.04,1.0536,11373,21101,779.17,772.49,768.25,0.0
528,2016/12/15,779.35,81580096,534271,282558,310000000000.0,11.71,955426,3.62,1134.49,50.9,1.0414,10924,19341,780.45,774.44,770.77,0.0
529,2016/12/16,781.96,83608200,558336,279228,310000000000.0,10.48,966617,3.63,1131.99,51.9,1.0451,10416,19242,780.47,776.23,772.78,0.0
