,Date,Weighted_bitcoin_price,Volume,Num_bitcoin_address,bitcoin_transactions,Mining_Difficulty,mine_a_block_min,Block_size,Weighted_litecoin_price,Weighted_gold_price,Oil_price,usd/euro,Num_Wiki_view,Num_tweets,3d MA,9d MA,15d MA,WSJ daily sentiment
0,2015/7/6,271.29,49154800,287795,173889,49402014931.0,7.95,507758,5.18,1170.43,58.99,1.1056,10263,36903,265.34,259.25,253.24,-0.57
1,2015/7/7,268.08,28857600,283673,190613,49402014931.0,10.77,769014,5.26,1163.54,52.33,1.1011,11220,29915,268.62,261.3,254.74,-0.57
2,2015/7/8,268.53,36980200,286530,201586,49402014931.0,8.94,737151,5.78,1156.11,43.87,1.1077,11147,36474,269.3,263.04,256.28,-0.57
3,2015/7/9,269.87,40301200,283452,191030,49402014931.0,10.82,744733,6.93,1160.57,43.87,1.1036,9613,30281,268.83,264.03,258.11,-0.57
4,2015/7/10,279.36,100390000,289735,192866,49402014931.0,9.28,644446,6.21,1161.53,47.81,1.1162,8269,29616,272.59,266.1,260.62,-0.57
5,2015/7/11,290.01,41109900,287238,186052,51076366303.0,9.7,746483,4.34,1161.53,47.81,1.1162,6960,24645,279.75,269.72,263.76,-0.57
6,2015/7/12,302.73,56405000,284313,208550,51076366303.0,10.66,776860,4.85,1159.12,37.65,1.1002,7266,26775,290.7,274.96,267.46,0.45
7,2015/7/13,298.71,62053900,254591,159547,51076366303.0,9.75,717928,4.9,1159.12,52.2,1.1002,8912,42326,297.15,279.45,270.73,0.45
8,2015/7/14,290.57,28727200,255129,122474,51076366303.0,9.92,716007,4.68,1156.53,53.04,1.1009,7770,50267,297.34,282.13,273.24,0.45
9,2015/7/15,288.12,27486600,231269,115417,51076366303.0,9.54,662800,4.43,1151.64,51.41,1.095,7408,38595,292.47,284.0,275.05,0.45
10,2015/7/16,282.64,49482600,243088,114253,51076366303.0,10.7,699366,3.86,1144.5,50.91,1.0875,7666,35125,287.11,285.62,276.51,0.45
11,2015/7/17,277.47,27591400,222743,116759,51076366303.0,9.72,676602,3.75,1139.03,50.89,1.083,7071,29831,282.74,286.61,277.85,0.45
12,2015/7/18,277.71,25187100,230088,130546,51076366303.0,9.8,654658,3.95,1139.03,50.89,1.083,6207,25985,279.27,287.48,279.32,0.45
13,2015/7/19,274.14,15332500,263213,120735,51076366303.0,9.45,639914,3.88,1115.75,50.15,1.0825,9122,25071,276.44,286.9,280.38,0.45
14,2015/7/20,276.1,22711400,248768,125102,51076366303.0,9.21,439029,3.84,1115.75,50.15,1.0825,8820,36888,275.98,285.35,281.02,0.45
15,2015/7/21,277.67,22930700,236628,133658,51076366303.0,11.33,535470,3.87,1101.83,50.36,1.0935,8484,30095,275.97,282.57,281.45,0.45
16,2015/7/22,276.23,19389800,236628,131105,51076366303.0,9.38,463089,3.78,1096.74,49.19,1.0929,8727,44651,276.67,280.07,281.99,0.45
17,2015/7/23,276.8,18531300,236628,109480,51076366303.0,10.32,401368,3.8,1094.73,48.45,1.0984,9252,33408,276.9,278.54,282.54,0.45
18,2015/7/24,282.2,37199400,236628,109749,51076366303.0,8.47,376293,4.22,1092.21,48.14,1.0984,7723,28664,278.41,277.88,283.36,0.45
19,2015/7/25,288.4,20662200,258879,100390,52278304846.0,9.38,354706,4.64,1092.21,48.14,1.0984,7085,21076,282.47,278.52,283.97,0.45
20,2015/7/26,290.52,16032300,258879,92632,52278304846.0,10.02,433771,4.62,1099.0,47.39,1.1088,8297,15592,287.04,279.97,284.0,0.45
21,2015/7/27,292.87,30592000,258879,115077,52278304846.0,9.64,532105,4.67,1096.92,47.39,1.1088,9446,30972,290.6,281.66,283.34,0.45
22,2015/7/28,294.53,25453600,258879,118214,52278304846.0,10.57,574468,4.88,1096.86,47.98,1.1059999999999999,9259,33519,292.64,283.92,283.06,0.45
23,2015/7/29,291.85,24672600,270476,143048,52278304846.0,9.49,840224,4.92,1103.57,48.79,1.0984,8886,37726,293.08,285.67,283.15,0.45
24,2015/7/30,288.38,21635800,246547,122807,52278304846.0,10.65,777653,4.67,1095.66,48.52,1.0932,8411,33018,291.59,286.86,283.17,0.45
25,2015/7/31,285.91,23629100,271001,147352,52278304846.0,9.53,756097,4.62,1091.16,47.12,1.0984,7078,27789,288.71,287.94,283.39,0.45
26,2015/8/1,282.33,18995000,267062,147326,52278304846.0,9.36,729844,4.38,1091.16,48.8,1.0984,19155,26960,285.54,288.55,283.71,-0.84
27,2015/8/2,280.9,17722200,260292,103449,52278304846.0,9.57,428182,4.08,1091.26,48.8,1.095,13380,24294,283.05,288.41,283.92,-0.84
28,2015/8/3,282.44,21474100,247772,119687,52278304846.0,8.97,454973,4.18,1091.26,50.44,1.095,10226,35036,281.89,287.75,284.48,-0.84
29,2015/8/4,283.35,21908700,260149,132411,52278304846.0,10.82,797580,4.3,1085.92,50.44,1.0881,8776,34486,282.23,286.95,284.96,-0.84
30,2015/8/5,283.43,20128000,280613,133625,52278304846.0,10.86,800967,4.36,1086.35,59.41,1.0906,8297,31470,283.07,285.9,285.34,-0.84
31,2015/8/6,280.2,18792100,257987,134695,52278304846.0,10.04,785167,4.2,1088.06,58.14,1.0925,7852,35658,282.33,284.31,285.61,-0.84
32,2015/8/7,278.77,42484800,248898,111208,52278304846.0,10.11,498201,4.11,1091.76,51.65,1.0967,7736,47467,280.8,282.86,285.74,-0.84
33,2015/8/8,270.35,58533000,251314,101351,52699842409.0,9.2,350409,4.03,1091.76,51.65,1.0967,6784,29031,276.44,280.85,284.95,-0.84
34,2015/8/9,263.42,23789600,240857,90392,52699842409.0,10.27,368554,3.88,1094.2,45.94,1.1019,6776,27132,270.85,278.35,283.28,-0.84
35,2015/8/10,264.9,20979400,253842,116674,52699842409.0,8.62,450406,3.93,1096.5,49.43,1.1019,7722,27744,266.22,276.42,281.58,-0.84
36,2015/8/11,267.3,25433900,236213,114579,52699842409.0,8.67,410415,4.05,1106.28,49.43,1.1042,7975,26653,265.21,274.91,279.87,-0.84
37,2015/8/12,268.28,26815400,246215,117772,52699842409.0,11.61,503204,4.06,1116.29,37.51,1.1159,8033,29241,266.83,273.33,278.12,-0.84
38,2015/8/13,264.83,27685500,237969,117360,52699842409.0,9.83,444049,3.92,1120.14,42.23,1.115,9529,31087,266.8,271.28,276.32,-0.84
39,2015/8/14,264.69,27091200,236280,111113,52699842409.0,10.18,433369,3.96,1115.5,42.5,1.1109,7164,30737,265.93,269.19,274.74,-0.84
40,2015/8/15,263.76,19321100,236800,94807,52699842409.0,10.46,391478,3.98,1115.5,42.5,1.1109,6294,28722,264.43,267.37,273.26,-0.84
41,2015/8/16,259.96,29717000,246539,89360,52699842409.0,10.49,378583,3.94,1116.38,41.87,1.1078,6528,24050,262.8,265.28,271.77,-0.84
42,2015/8/17,258.52,21617900,245985,114902,52699842409.0,9.81,425368,3.98,1116.38,41.87,1.1078,7516,37040,260.75,263.96,270.28,-0.84
43,2015/8/18,234.52,42147200,267354,119657,52699842409.0,10.18,479367,3.72,1117.02,42.62,1.1024,11266,28767,251.0,260.75,267.09,-0.84
44,2015/8/19,228.13,60869200,259630,119995,52699842409.0,9.14,414436,3.48,1127.82,40.8,1.112,11741,28539,240.39,256.67,263.4,-0.84
45,2015/8/20,231.63,32275000,239574,118080,52699842409.0,9.68,407439,3.54,1148.15,41.14,1.1242,10337,36462,231.43,252.7,259.95,-0.84
46,2015/8/21,234.02,23173800,243537,113627,52699842409.0,8.66,366045,3.59,1157.67,40.45,1.1386,9526,39012,231.26,248.9,256.87,-0.84
47,2015/8/22,230.18,23205900,268182,105507,54256630328.0,9.2,378242,3.53,1157.67,40.45,1.1386,7411,34967,231.94,245.05,253.63,-0.84
48,2015/8/23,229.21,18406600,258445,94395,54256630328.0,10.75,408777,3.45,1159.2,38.24,1.1619,8932,27692,231.14,241.1,250.89,-0.84
49,2015/8/24,219.3,59220700,274246,125213,54256630328.0,9.31,464596,3.19,1159.2,38.24,1.1619,11436,34342,226.23,236.16,247.95,-0.84
50,2015/8/25,214.39,61089200,254062,121838,54256630328.0,10.53,486048,2.88,1146.39,39.31,1.1517,9503,37941,220.97,231.1,244.58,-0.84
51,2015/8/26,224.82,31808000,255606,122691,54256630328.0,8.94,384750,2.94,1132.57,38.6,1.1314,10627,33987,219.5,227.36,241.75,-0.84
52,2015/8/27,225.79,21905400,243773,119942,54256630328.0,10.57,438590,2.91,1125.05,42.56,1.1246,8331,34558,221.67,226.39,238.92,-0.84
53,2015/8/28,228.06,31336600,266678,120230,54256630328.0,9.37,413005,2.86,1131.18,45.22,1.1185,7371,39945,226.22,226.38,236.47,-0.84
54,2015/8/29,230.47,17142500,198452,107329,54256630328.0,8.97,351047,2.89,1131.18,45.22,1.1185,8043,14768,228.11,226.25,234.18,-0.84
55,2015/8/30,229.24,19412600,256675,98189,54256630328.0,9.63,372107,2.85,1132.78,49.2,1.1211,9233,32134,229.26,225.72,231.88,-0.84
56,2015/8/31,229.26,20710700,265807,127103,54256630328.0,9.12,454286,2.84,1132.78,49.2,1.1211,8710,35949,229.66,225.62,229.84,-0.85
57,2015/9/1,229.12,20575200,276332,130256,54256630328.0,9.24,451844,2.84,1140.52,48.35,1.1315,9295,37021,229.21,225.61,227.88,-0.85
58,2015/9/2,228.59,18760400,258552,149906,54256630328.0,8.99,755694,2.8,1137.22,52.99,1.1227,8402,39013,228.99,226.64,227.48,-0.85
59,2015/9/3,228.19,17482000,267320,128536,54256630328.0,10.04,494698,2.7,1127.81,49.95,1.1123,7967,42474,228.63,228.17,227.48,-0.85
60,2015/9/4,228.86,20962400,222824,103817,56957648455.0,9.23,355467,2.67,1124.08,50.79,1.1149,6925,36321,228.55,228.62,227.3,-0.85
61,2015/9/5,232.7,20671400,288585,124071,56957648455.0,9.68,448417,2.8,1124.08,50.79,1.1149,5814,29023,229.92,229.39,227.21,-0.85
62,2015/9/6,238.08,25473700,264468,106149,56957648455.0,10.04,411318,3.0,1121.25,60.14,1.117,6183,35583,233.21,230.5,227.74,-0.85
63,2015/9/7,240.15,21192200,140941,125315,56957648455.0,9.46,477578,3.04,1121.25,52.78,1.117,7366,38792,236.98,231.58,228.47,-0.85
64,2015/9/8,242.23,26879200,293553,125243,56957648455.0,10.64,692283,3.06,1121.86,52.78,1.1203,8373,46889,240.15,233.02,230.0,-0.85
65,2015/9/9,240.96,23635700,293553,126308,56957648455.0,9.58,728355,2.98,1113.77,44.15,1.1207,7966,16909,241.11,234.32,231.77,0.23
66,2015/9/10,238.48,21215500,216913,124780,56957648455.0,8.52,698637,2.93,1109.46,49.63,1.128,8087,37882,240.56,235.36,232.68,0.23
67,2015/9/11,239.48,19224700,266605,179844,56957648455.0,9.12,698082,2.96,1107.64,43.87,1.1338,7807,38518,239.64,236.57,233.59,0.23
68,2015/9/12,237.49,17962600,252935,137605,56957648455.0,10.52,662131,2.9,1107.64,37.16,1.1338,6732,32205,238.48,237.6,234.22,0.23
69,2015/9/13,232.75,18478800,287980,145897,56957648455.0,9.62,623393,2.82,1107.9,37.16,1.1317,6759,40350,236.57,238.04,234.37,0.23
70,2015/9/14,230.41,20997800,267943,166563,56957648455.0,9.44,742593,2.82,1107.63,44.0,1.1317,9968,16262,233.55,237.78,234.45,0.23
71,2015/9/15,237.45,19177800,280742,162839,56957648455.0,8.99,697781,2.85,1106.87,44.59,1.1269,8844,20470,233.54,237.71,235.0,0.23
72,2015/9/16,229.49,20144200,251552,167127,56957648455.0,9.9,675849,2.81,1113.36,47.15,1.129,8529,45085,232.45,236.53,235.02,0.74
73,2015/9/17,229.53,18935400,265938,259135,59335351234.0,10.27,705268,2.86,1125.02,46.9,1.1435,8761,33180,232.16,235.12,235.08,0.74
74,2015/9/18,233.26,20242200,287802,161357,59335351234.0,9.63,556746,2.94,1134.93,44.68,1.1298,9291,31747,230.76,234.26,235.42,0.74
75,2015/9/19,232.16,12712600,243952,114726,59335351234.0,11.71,469263,2.91,1134.93,44.68,1.1298,7344,39778,231.65,233.56,235.64,0.74
76,2015/9/20,231.47,14444700,291520,109030,59335351234.0,11.3,479239,2.86,1135.9,46.68,1.119,7185,65535,232.3,232.67,235.56,0.74
77,2015/9/21,229.01,19678800,286941,131547,59335351234.0,10.84,602382,2.83,1135.9,46.68,1.119,8482,59563,230.88,231.73,234.95,-0.53
78,2015/9/22,228.78,25009300,320302,136627,59335351234.0,9.25,486307,2.83,1128.8,45.83,1.112,9391,82378,229.75,231.28,234.2,-0.53
79,2015/9/23,230.66,17254100,254016,131242,59335351234.0,9.01,459781,2.87,1128.17,44.48,1.1186,40016,42946,229.48,231.31,233.43,-0.53
80,2015/9/24,232.71,25097800,252278,125227,59335351234.0,10.39,487709,2.9,1143.4,44.91,1.123,7567,46527,230.72,230.79,232.88,-0.53
81,2015/9/25,235.15,22363600,261082,128002,59335351234.0,8.78,428839,2.92,1147.1,45.7,1.1195,9114,41322,232.84,231.41,232.65,0.82
82,2015/9/26,234.54,13724100,279719,115475,59335351234.0,9.66,437718,2.89,1147.1,45.7,1.1195,5945,41039,234.13,231.97,232.32,0.82
83,2015/9/27,233.48,14179900,277147,108600,59335351234.0,9.79,442062,2.88,1138.51,44.43,1.1244,6308,30532,234.39,232.0,232.06,0.82
84,2015/9/28,235.95,24713000,265014,138427,59335351234.0,10.07,514718,2.98,1138.51,44.43,1.1244,7258,35355,234.66,232.42,232.27,0.82
85,2015/9/29,237.86,22691300,306444,140490,59335351234.0,8.26,464740,3.05,1129.62,45.23,1.1249,7439,40135,235.76,233.13,232.77,0.82
86,2015/9/30,236.52,19743500,291756,139700,59335351234.0,9.76,514060,3.0,1120.7,45.09,1.1177,7521,43080,236.78,233.96,232.7,0.82
87,2015/10/1,236.9,20488800,255850,134178,60813224039.0,9.65,457236,3.0,1115.03,45.09,1.1195,6915,41189,237.09,234.86,233.2,0.82
88,2015/10/2,237.42,19677900,270433,139608,60813224039.0,10.44,528039,3.0,1124.72,50.06,1.1216,6633,35561,236.95,235.61,233.72,0.82
89,2015/10/3,238.05,16482700,230497,119422,60813224039.0,9.95,392751,3.02,1124.72,48.42,1.1216,5799,49494,237.46,236.21,234.04,0.82
90,2015/10/4,238.42,12999000,279852,103378,60813224039.0,9.38,372705,3.02,1138.13,51.63,1.1188,6556,33909,237.96,236.57,234.46,0.82
91,2015/10/5,238.99,23335900,261212,125395,60813224039.0,9.4,423255,3.02,1136.23,51.63,1.1188,7937,32712,238.49,237.07,234.96,0.82
92,2015/10/6,243.37,27535100,281952,144368,60813224039.0,10.13,542647,3.08,1144.75,61.43,1.1272,10580,39541,240.26,238.16,235.92,0.82
93,2015/10/7,244.6,22999200,272851,134798,60813224039.0,10.85,686500,3.11,1149.92,52.74,1.1237,9002,38773,242.32,239.13,236.97,0.82
94,2015/10/8,242.95,18515300,279973,140208,60813224039.0,10.31,658225,3.06,1147.17,44.96,1.1276,7988,35461,243.64,239.69,237.79,0.82
95,2015/10/9,243.2,17353100,227575,114518,60813224039.0,11.25,595056,3.09,1148.95,45.92,1.1358,6977,30426,243.58,240.43,238.49,0.82
96,2015/10/10,244.27,15912700,298456,126845,60813224039.0,9.05,632632,3.11,1148.95,45.92,1.1358,5760,29433,243.47,241.25,239.1,0.82
97,2015/10/11,245.8,16827300,268328,104404,60813224039.0,9.89,541174,3.12,1162.61,44.21,1.1358,6282,27940,244.42,242.18,239.85,0.82
98,2015/10/12,246.2,17388300,281796,134268,60813224039.0,10.18,575100,3.15,1162.61,36.76,1.1358,7768,34146,245.42,243.09,240.7,0.82
99,2015/10/13,247.18,28198500,269120,134741,60813224039.0,10.46,555197,3.16,1168.9,46.66,1.1379,7733,31813,246.39,244.06,241.45,0.82
100,2015/10/14,251.16,27462600,273778,141833,60813224039.0,9.52,526126,3.16,1177.07,46.64,1.1474,9130,28030,248.18,245.41,242.34,0.82
101,2015/10/15,253.61,25223500,329952,153329,60883825480.0,8.65,538090,3.13,1183.43,46.38,1.1386,7470,37296,250.65,246.55,243.47,0.82
102,2015/10/16,259.31,35901500,293889,143142,60883825480.0,10.04,577965,3.11,1179.85,47.26,1.1348,6956,36070,254.69,248.19,244.97,0.82
103,2015/10/17,267.34,43199600,335462,135775,60883825480.0,10.57,599780,3.1,1179.85,47.26,1.1348,5901,31701,260.09,250.9,246.96,0.82
104,2015/10/18,266.25,22434300,298466,119561,60883825480.0,9.98,532675,3.04,1173.58,45.89,1.1327,6319,25220,264.3,253.46,248.84,0.82
105,2015/10/19,262.77,25258800,312628,143804,60883825480.0,8.65,510530,3.03,1173.58,45.89,1.1327,8297,35703,265.45,255.51,250.47,0.82
106,2015/10/20,266.77,30889800,353073,146221,60883825480.0,11.26,689353,3.07,1172.87,45.55,1.1346,8665,42914,265.26,257.84,252.32,0.82
107,2015/10/21,267.55,25637300,317857,150055,60883825480.0,10.08,565292,3.09,1171.79,45.2,1.1339,8204,38896,265.7,260.22,253.93,0.7
108,2015/10/22,270.79,37808600,312702,147254,60883825480.0,9.73,546734,3.1,1167.8,45.38,1.1109,8587,44027,268.37,262.84,255.68,0.7
109,2015/10/23,275.59,29442500,315436,143319,60883825480.0,9.64,555678,3.11,1167.47,44.6,1.1018,8024,37326,271.31,265.55,257.85,0.7
110,2015/10/24,279.09,25942400,342672,139983,60883825480.0,9.81,525397,3.1,1167.47,44.6,1.1018,6160,36013,275.16,268.38,260.25,0.7
111,2015/10/25,285.16,45717100,335149,131333,60883825480.0,9.27,527246,3.1,1163.36,43.98,1.1058,6783,30139,279.95,271.26,262.97,0.7
112,2015/10/26,283.68,32108800,345648,116236,60883825480.0,8.91,477430,3.09,1164.56,43.98,1.1058,8519,37096,282.64,273.07,265.5,0.7
113,2015/10/27,290.05,46331800,316923,153593,60883825480.0,9.81,546608,3.1,1165.26,43.2,1.1051,9033,50484,286.3,275.72,268.42,0.7
114,2015/10/28,299.59,50808100,305227,160036,60883825480.0,10.28,592793,3.1,1165.2,45.94,1.0923,9695,45782,291.11,279.81,271.91,0.7
115,2015/10/29,309.54,64495900,344468,160911,62253982450.0,9.5,591662,3.47,1152.96,46.06,1.0977,10211,45960,299.73,284.56,275.81,0.7
116,2015/10/30,322.52,78305000,342132,166524,62253982450.0,8.5,517576,3.94,1144.39,46.59,1.1006,9029,32577,310.55,290.67,280.4,0.7
117,2015/10/31,321.18,48598100,327124,155253,62253982450.0,9.72,540261,3.94,1144.39,46.59,1.1006,6855,35257,317.75,296.27,284.52,0.7
118,2015/11/1,319.95,37001100,333188,152335,62253982450.0,9.52,541944,3.88,1142.05,48.8,1.1016,8294,31402,321.22,301.2,288.03,0.7
119,2015/11/2,343.92,101918000,341701,171955,62253982450.0,9.4,625830,4.07,1137.78,48.8,1.1016,10020,35962,328.35,308.4,293.21,0.7
120,2015/11/3,385.21,206162000,389890,186207,62253982450.0,9.31,683602,4.41,1125.18,48.06,1.0964,11545,42652,349.69,319.52,301.37,0.7
121,2015/11/4,422.83,263900000,431681,204043,62253982450.0,9.2,784127,4.54,1111.28,48.06,1.0866,14390,54768,383.99,334.98,311.78,0.7
122,2015/11/5,404.14,151824992,381636,182663,62253982450.0,9.94,729977,4.08,1106.68,59.23,1.0884,16294,51405,404.06,347.65,320.88,0.7
123,2015/11/6,378.1,122687000,377212,166748,62253982450.0,9.95,658057,3.73,1098.24,60.77,1.0741,11448,43351,401.69,356.38,328.04,0.7
124,2015/11/7,380.94,56625100,313685,151345,62253982450.0,9.43,536131,3.6,1098.24,60.77,1.0741,8075,36433,387.73,364.31,335.06,0.7
125,2015/11/8,379.06,51817600,347065,132411,62253982450.0,10.29,548015,3.53,1091.72,43.08,1.0752,7956,39567,379.37,370.59,341.72,0.7
126,2015/11/9,375.69,68224400,366012,159687,62253982450.0,9.68,623500,3.38,1091.72,44.63,1.0752,11166,45103,378.56,376.65,347.76,0.7
127,2015/11/10,356.83,95797904,335929,161816,62253982450.0,9.91,606812,3.26,1090.59,44.63,1.0724,10928,43853,370.53,380.75,352.64,0.7
128,2015/11/11,323.12,107070000,342220,158761,65848255180.0,8.53,524536,3.04,1088.51,42.93,1.0743,9358,34774,351.88,378.44,354.84,0.7
129,2015/11/12,327.67,78477800,331450,157686,65848255180.0,8.95,524627,3.13,1084.78,35.62,1.0814,9258,38371,335.87,372.04,356.71,0.7
130,2015/11/13,335.56,52003000,313316,154667,65848255180.0,8.91,493297,3.24,1083.99,40.74,1.0773,8749,35364,328.78,362.35,358.45,0.7
131,2015/11/14,334.42,38612000,355196,150332,65848255180.0,10.13,541817,3.21,1083.99,40.74,1.0773,6794,30226,332.55,354.6,359.24,0.7
132,2015/11/15,326.34,44213100,377039,143209,65848255180.0,9.19,498394,3.14,1087.72,41.74,1.0686,7023,32216,332.11,348.85,359.59,0.7
133,2015/11/16,324.5,47980100,332050,158143,65848255180.0,8.23,521452,3.12,1087.72,41.74,1.0686,8825,35757,328.42,342.58,359.89,0.7
134,2015/11/17,333.35,51001600,319795,156539,65848255180.0,9.77,557605,3.2,1076.2,40.67,1.0642,9949,36957,328.06,337.5,359.18,0.7
135,2015/11/18,334.09,43783800,363465,165116,65848255180.0,9.41,598408,3.19,1070.83,40.75,1.0659999999999998,9285,40387,330.65,332.88,355.78,0.94
136,2015/11/19,330.36,45011100,315157,154347,65848255180.0,10.59,609871,3.16,1077.58,40.54,1.0734,8819,32915,332.6,329.93,349.61,0.94
137,2015/11/20,321.78,53152900,322462,155607,65848255180.0,8.58,505331,3.12,1081.1,40.39,1.0646,8254,33652,328.74,329.79,344.12,0.94
138,2015/11/21,324.2,28200500,342296,150861,65848255180.0,8.3,468868,3.14,1081.1,40.39,1.0646,7416,25295,325.45,329.4,340.53,0.94
139,2015/11/22,324.95,23439400,343028,129487,65848255180.0,8.37,437165,3.14,1070.34,41.75,1.0636,7287,17983,323.64,328.22,336.79,0.94
140,2015/11/23,323.45,27478900,304962,145109,65848255180.0,8.7,515722,3.13,1070.34,41.75,1.0636,8246,21268,324.2,327.0,333.09,0.94
141,2015/11/24,321.06,29362600,345006,152168,72722780643.0,9.38,523032,3.12,1073.83,42.87,1.0643,7454,20427,323.15,326.42,329.45,0.94
142,2015/11/25,323.54,41666900,329178,151713,72722780643.0,9.69,558613,3.22,1076.15,43.04,1.0624,7164,27288,322.68,326.31,327.23,0.94
143,2015/11/26,343.99,106105000,350502,164495,72722780643.0,8.2,536884,3.51,1072.4,43.04,1.061,9513,24681,329.53,327.49,328.62,0.94
144,2015/11/27,355.34,55179100,305800,160102,72722780643.0,10.75,649564,3.58,1064.23,41.71,1.0593,7169,25861,340.96,329.85,330.46,0.94
145,2015/11/28,356.56,36816600,360235,165522,72722780643.0,9.42,551229,3.54,1064.23,41.71,1.0593,6462,25749,351.96,332.76,331.86,0.94
146,2015/11/29,364.09,40409300,280635,129701,72722780643.0,9.6,453507,3.6,1061.55,41.65,1.0565,7059,24219,358.66,337.46,333.84,0.94
147,2015/11/30,375.38,71701600,438179,182486,72722780643.0,8.92,672512,3.65,1061.55,41.65,1.0565,9143,26261,365.34,343.15,337.11,0.94
148,2015/12/1,368.85,60452200,369424,177945,72722780643.0,8.62,567074,3.53,1067.97,46.06,1.0633,9392,25143,369.44,348.03,340.07,0.94
149,2015/12/2,358.18,54160500,381492,183362,72722780643.0,8.94,655985,3.38,1063.88,51.17,1.0615,8799,23887,367.47,351.89,341.72,0.94
150,2015/12/3,362.02,50714900,323411,164632,72722780643.0,10.1,643186,3.38,1054.98,47.12,1.094,8288,23460,363.02,356.44,343.58,0.94
151,2015/12/4,360.93,35784100,328140,173433,72722780643.0,9.48,588732,3.37,1074.5,47.12,1.0881,8029,22066,360.38,360.59,345.62,-0.74
152,2015/12/5,376.42,66282200,410596,186019,72722780643.0,8.19,574139,3.45,1074.5,60.72,1.0881,7077,22531,366.46,364.2,349.26,-0.74
153,2015/12/6,392.06,77762000,379689,179553,79102380900.0,9.11,594406,3.51,1077.66,59.96,1.0837,7456,22728,376.47,368.28,353.79,0.51
154,2015/12/7,392.72,63455800,383792,192683,79102380900.0,9.82,688185,3.56,1077.66,59.96,1.0837,8731,25413,387.07,372.29,358.31,-0.88
155,2015/12/8,404.2,57801400,396088,195046,79102380900.0,8.23,617038,3.64,1073.17,43.3,1.0892,15178,24716,396.33,376.75,363.69,-0.88
156,2015/12/9,415.35,90917200,425026,220155,79102380900.0,8.56,687724,3.68,1075.89,43.3,1.1025,63357,33862,404.09,381.19,369.98,0.25
157,2015/12/10,416.13,52138900,422548,211820,79102380900.0,6.67,532228,3.65,1072.64,47.1,1.0941,28831,25232,411.89,386.45,376.15,0.25
158,2015/12/11,433.61,110944000,380296,210099,79102380900.0,9.01,637256,3.76,1072.09,41.75,1.0986,15030,26210,421.7,394.83,382.12,0.25
159,2015/12/12,441.79,131969000,474525,203979,79102380900.0,8.8,689175,3.73,1072.09,41.75,1.0986,10109,23062,430.51,403.69,387.89,0.25
160,2015/12/13,433.34,55050600,416464,189772,79102380900.0,10.2,688831,3.62,1068.02,36.31,1.0992,9965,21459,436.25,411.74,393.0,0.25
161,2015/12/14,438.76,130496000,477652,231282,79102380900.0,7.41,629964,3.63,1068.02,36.31,1.0992,10789,32070,437.96,418.66,397.98,0.25
162,2015/12/15,454.6,83121104,424449,223815,79102380900.0,7.88,621392,3.72,1061.33,37.35,1.0931,13363,28842,442.23,425.61,403.26,0.25
163,2015/12/16,457.3,107944000,413586,220257,79102380900.0,8.8,676313,3.76,1067.5,35.52,1.0912,12503,27652,450.22,432.79,409.16,0.25
164,2015/12/17,454.4,47978400,417820,216142,79102380900.0,9.23,676608,3.73,1060.18,34.95,1.0826,10082,23729,455.43,438.36,415.58,0.25
165,2015/12/18,459.9,60220100,409529,213678,93448670796.0,8.58,611859,3.76,1059.78,34.73,1.0868,8657,24189,457.2,443.31,422.1,0.25
166,2015/12/19,462.06,47892700,450435,213719,93448670796.0,9.18,653255,3.74,1059.78,34.73,1.0868,7633,21372,458.79,448.42,428.84,0.25
167,2015/12/20,450.47,75409400,365783,193682,93448670796.0,8.64,600066,3.63,1070.3,34.74,1.0915,7718,19855,457.48,450.29,433.78,0.25
168,2015/12/21,438.38,77639696,446717,229295,93448670796.0,9.57,766528,3.5,1072.85,34.74,1.0915,9199,24803,450.3,449.91,436.87,0.25
169,2015/12/22,438.3,50840400,419228,222567,93448670796.0,9.78,749793,3.44,1075.83,36.14,1.0957,8303,25707,442.38,450.46,439.91,0.25
170,2015/12/23,440.07,47161400,415266,220918,93448670796.0,9.14,686931,3.51,1071.05,37.5,1.0912,8266,26011,438.92,450.61,442.3,0.25
171,2015/12/24,449.9,57157200,409699,210090,93448670796.0,10.36,729632,3.62,1073.53,38.1,1.0963,7148,23679,442.76,450.09,444.6,0.25
172,2015/12/25,455.22,39078500,341093,180221,93448670796.0,8.93,528244,3.64,1073.53,38.1,1.0959999999999999,6632,21240,448.4,449.86,447.21,0.25
173,2015/12/26,434.07,116166000,370306,179192,93448670796.0,8.47,542835,3.52,1073.53,38.1,1.0959999999999999,8664,21795,446.4,447.6,447.24,0.25
174,2015/12/27,418.05,53591200,363200,160066,93448670796.0,7.02,447306,3.44,1071.28,36.81,1.0968,13392,32284,435.78,442.95,445.65,0.25
175,2015/12/28,423.47,49638600,366698,172978,93448670796.0,9.52,656116,3.49,1071.28,36.81,1.0968,9782,31890,425.2,438.66,445.0,0.25
176,2015/12/29,427.17,51596500,370066,184459,93448670796.0,9.09,621074,3.48,1069.68,37.87,1.092,8690,24417,422.9,436.07,444.22,0.25
177,2015/12/30,429.1,46889400,373265,176282,93448670796.0,8.52,554078,3.48,1066.02,36.6,1.0933,8638,26654,426.58,435.04,442.52,0.25
178,2015/12/31,427.02,45996600,329915,155220,104000000000.0,10.21,554895,3.46,1061.16,37.04,1.0862,7240,24012,427.76,433.79,440.51,0.25
